"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"fun_ASV_176",0.0435875319334507,-30.6579480177336,"fun_ASV_176","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.249312052834342,1988.81949926954,7
"fun_ASV_178",7.01070672293817,-19.6358484582307,"fun_ASV_178","fun","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Unassigned","fun",0,0,0,0
"fun_ASV_18",-1.13423612526992,26.6312462401179,"fun_ASV_18","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.2326656394453,753.792521211797,4
"fun_ASV_180",30.1279987628008,-21.4589899646229,"fun_ASV_180","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_181",15.6186616249277,-23.1028407194087,"fun_ASV_181","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_184",28.5530011639011,-22.6022070380278,"fun_ASV_184","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_185",0.904038761311295,-19.3728881859193,"fun_ASV_185","fun","Alveolata","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_186",14.0623512053713,1.82447909108352,"fun_ASV_186","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",21,0.2663139329806,1261.72079531349,21
"fun_ASV_187",-9.77463182692436,-45.2243232519365,"fun_ASV_187","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Unassigned","Unassigned","fun",8,0.27672571777642,928.82701679066,8
"fun_ASV_188",38.1650408859772,10.6475511232465,"fun_ASV_188","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
"fun_ASV_189",13.734694959006,-15.7544114248199,"fun_ASV_189","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Corynascella","Corynascella_humicola_SH1615715.08FU","fun",2,0.13857448761089,0.5,2
"fun_ASV_19",47.1439640743076,15.9333508737587,"fun_ASV_19","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",0,0,0,0
"fun_ASV_190",43.2619637330416,-2.24329366883664,"fun_ASV_190","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Sordariales_fam_Incertae_sedis","Staphylotrichum","Unassigned","fun",0,0,0,0
"fun_ASV_192",28.4723834052998,32.9314593919911,"fun_ASV_192","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Gamsia","Gamsia_simplex_SH1575617.08FU","fun",0,0,0,0
"fun_ASV_193",1.52541892210298,34.8719479666411,"fun_ASV_193","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",1,0.189144050104384,0,1
"fun_ASV_196",-4.62634997202813,17.1158126925728,"fun_ASV_196","fun","Alveolata","Ciliophora","Oligohymenophorea","Philasterida","Unassigned","Unassigned","Unassigned","fun",12,0.282242990654206,930.699035104379,12
"fun_ASV_197",20.9144202003946,-16.3596497708279,"fun_ASV_197","fun","Fungi","Basidiomycota","Agaricomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.203962179198559,452,2
"fun_ASV_198",42.292661432714,-8.33312180375971,"fun_ASV_198","fun","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_2",14.2073841810994,44.6534964022111,"fun_ASV_2","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.191219924018573,119.951638550756,3
"fun_ASV_20",23.181389338663,5.44361372614899,"fun_ASV_20","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",18,0.298222514812377,1360.46904603688,18
"fun_ASV_201",44.5564892726488,17.270380898968,"fun_ASV_201","fun","Viridiplantae","Chlorophyta","Unassigned","Unassigned","Unassigned","Chlamydomonas","Unassigned","fun",0,0,0,0
"fun_ASV_202",1.6324258678418,-11.192621032861,"fun_ASV_202","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",3,0.199823555359506,553.271610553238,3
"fun_ASV_203",-12.8257807683669,-31.4683982449548,"fun_ASV_203","fun","Fungi","Ascomycota","Eurotiomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",71,0.344486692015209,4352.0804603436,71
"fun_ASV_205",39.7196176123457,29.5982725057154,"fun_ASV_205","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_207",-5.52291984837202,-10.628171560998,"fun_ASV_207","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_21",19.4092092508852,-9.50085267588671,"fun_ASV_21","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.181127548980408,0,1
"fun_ASV_210",48.4628187794918,-0.710357270572052,"fun_ASV_210","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_211",37.4050018824478,-13.1661841418936,"fun_ASV_211","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Zopfiella","Zopfiella_marina_SH1615611.08FU","fun",0,0,0,0
"fun_ASV_212",46.0608325850702,12.222008689529,"fun_ASV_212","fun","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporales_fam_Incertae_sedis","Polyschema","Polyschema_sclerotigenum_SH1213454.08FU","fun",0,0,0,0
"fun_ASV_213",19.0763749755109,-1.68460263383154,"fun_ASV_213","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",14,0.254637436762226,1341.91471335133,14
"fun_ASV_214",-14.6621234555102,2.91072216507388,"fun_ASV_214","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.221515892420538,23.810181002306,2
"fun_ASV_215",10.8029584132229,-0.671070408912271,"fun_ASV_215","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",11,0.277743715511956,142.217780720556,11
"fun_ASV_216",26.0151334245245,34.2420236202846,"fun_ASV_216","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Tetracystis_vinatzeri_SH1205399.08FU","fun",0,0,0,0
"fun_ASV_217",23.208651542651,-22.2562307765884,"fun_ASV_217","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_218",9.07146276018948,0.904184975526532,"fun_ASV_218","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",10,0.247405789186237,304.603560668802,10
"fun_ASV_22",-6.41241129284949,-12.7390024206998,"fun_ASV_22","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_222",44.7749223040154,8.44639560254959,"fun_ASV_222","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_225",22.0322836033557,-2.10326857899074,"fun_ASV_225","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_kuhlmanii_SH1724700.08FU","fun",12,0.280843149411035,308.98471963212,12
"fun_ASV_226",46.6272449130677,9.5573961021078,"fun_ASV_226","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Pseudaleuria","Unassigned","fun",0,0,0,0
"fun_ASV_228",-2.37788800664097,28.8836950506796,"fun_ASV_228","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.221515892420538,1.52907137091665,2
"fun_ASV_229",-1.54947641472365,-22.4372358382341,"fun_ASV_229","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Holostichidae","Anteholosticha","Unassigned","fun",1,0.23242688558235,0,1
"fun_ASV_23",11.6543123065449,40.4811076831209,"fun_ASV_23","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.240063593004769,3086.65001193905,8
"fun_ASV_230",11.531316279468,-4.58845593015594,"fun_ASV_230","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",5,0.243679397525551,27.4909446817468,5
"fun_ASV_231",28.0223700591684,17.0568980720686,"fun_ASV_231","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",2,0.182440596053161,18.2125000906875,2
"fun_ASV_233",16.9987979800026,2.73558262782971,"fun_ASV_233","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus_restrictus_SH1669692.08FU","fun",48,0.324731182795699,4512.80621522439,48
"fun_ASV_235",36.430580476048,28.4714946478362,"fun_ASV_235","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_237",18.6822100482239,3.71215137708964,"fun_ASV_237","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",42,0.321961620469083,4005.80612104998,42
"fun_ASV_24",21.2654845360681,10.2468412475811,"fun_ASV_24","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","Humicola_olivacea_SH1615600.08FU","fun",18,0.28508495909377,2001.81775365054,18
"fun_ASV_243",35.2854519593279,4.99363143836753,"fun_ASV_243","fun","Fungi","Rozellomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.205070167496605,0,1
"fun_ASV_244",-26.3265835297175,-40.3259937387954,"fun_ASV_244","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.237545883586786,11.193669108354,3
"fun_ASV_246",-8.44660384078745,24.2242213641706,"fun_ASV_246","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",70,0.335307179866765,6717.39973486681,70
"fun_ASV_247",-18.7181196434732,-39.9570060422989,"fun_ASV_247","fun","Fungi","Ascomycota","Dothideomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",17,0.291693496458467,467.245901697007,17
"fun_ASV_248",19.8099135442228,-21.2026616114047,"fun_ASV_248","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",0,0,0,0
"fun_ASV_249",9.1678233864657,-19.5250835813214,"fun_ASV_249","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_25",13.0642584811214,30.4020602721253,"fun_ASV_25","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.201781737193764,372.309663505551,3
"fun_ASV_250",19.3874209301953,44.161272068288,"fun_ASV_250","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",1,0.153299492385787,0,1
"fun_ASV_251",2.24421529595518,4.89904106763817,"fun_ASV_251","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",4,0.207322654462243,175.063455445015,4
"fun_ASV_254",5.9238827489379,32.6132709881122,"fun_ASV_254","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",2,0.131647776809067,78.6444349905967,2
"fun_ASV_255",13.9012990103762,49.0839734865993,"fun_ASV_255","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeloides","Unassigned","fun",1,0.19154334038055,0,1
"fun_ASV_256",-14.5395987344015,-27.3572711608527,"fun_ASV_256","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus_restrictus_SH1669692.08FU","fun",59,0.33831217326363,2868.5129648674,59
"fun_ASV_257",-4.12801408542525,-33.7640840740925,"fun_ASV_257","fun","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Unassigned","Unassigned","Unassigned","fun",11,0.272399278412507,315.253130063856,11
"fun_ASV_258",-10.3827337763789,-34.3604948426128,"fun_ASV_258","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Unassigned","Unassigned","Unassigned","fun",22,0.288718929254302,489.017993505503,22
"fun_ASV_259",39.5016567376985,-11.1995029960545,"fun_ASV_259","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus_chlamydosporus_SH1574214.08FU","fun",0,0,0,0
"fun_ASV_26",-15.6262304048799,28.3501822664014,"fun_ASV_26","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",9,0.261095100864553,102.490485097172,9
"fun_ASV_260",22.5744281535492,-6.12962058513274,"fun_ASV_260","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",7,0.249312052834342,1203.60900348962,7
"fun_ASV_261",44.7499975990578,-10.4135006428948,"fun_ASV_261","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS08","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_264",17.7361397105635,37.9039015991716,"fun_ASV_264","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Unassigned","Unassigned","Unassigned","fun",4,0.247135842880524,788.500622204009,4
"fun_ASV_265",10.5389784614542,36.4765367787844,"fun_ASV_265","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",5,0.221299462628236,1418.5710614307,5
"fun_ASV_266",32.5434135579435,29.3862972739699,"fun_ASV_266","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_267",-13.5046037265067,17.4233899311188,"fun_ASV_267","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",16,0.269162210338681,349.49400668023,16
"fun_ASV_268",-13.8049268512169,-32.4152449801909,"fun_ASV_268","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",62,0.335307179866765,5089.2152383121,62
"fun_ASV_269",39.2792072043199,27.1470694691984,"fun_ASV_269","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_27",-6.84280345571514,0.438897446356217,"fun_ASV_27","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Unassigned","fun",7,0.260195290063182,1477.40791791203,7
"fun_ASV_270",-2.08653545005034,18.7967565678766,"fun_ASV_270","fun","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Unassigned","Unassigned","fun",11,0.261698440207972,81.713884450718,11
"fun_ASV_271",46.6732539339736,5.95403240330363,"fun_ASV_271","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_272",49.2866309381771,10.2528833847615,"fun_ASV_272","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_273",25.8975591061095,3.7797648627119,"fun_ASV_273","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",13,0.282242990654206,351.514450540636,13
"fun_ASV_274",-12.359955976662,32.1792138507195,"fun_ASV_274","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrella","Unassigned","fun",4,0.242116515232496,62.74896941563,4
"fun_ASV_275",3.75159819191011,-19.1367304592236,"fun_ASV_275","fun","Fungi","Ascomycota","Sordariomycetes","Branch06","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_277",42.263371307159,-11.3107233986232,"fun_ASV_277","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_279",14.0441633246896,15.4172680029728,"fun_ASV_279","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.275379939209726,271.02820214653,8
"fun_ASV_28",-21.6383495512727,-35.2610398707453,"fun_ASV_28","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",20,0.279457125231339,1794.10920362594,20
"fun_ASV_283",7.77280278968706,7.60817022670581,"fun_ASV_283","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",11,0.272399278412507,294.698537013534,11
"fun_ASV_287",-25.8813696534237,-20.7918338251006,"fun_ASV_287","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","Branch02","Unassigned","Unassigned","Unassigned","fun",6,0.262304574406485,42.0404836903269,6
"fun_ASV_289",4.14272906445637,36.6534870533027,"fun_ASV_289","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",2,0.153924566768603,579.304400812843,2
"fun_ASV_29",-22.9847009217035,-45.3473292510786,"fun_ASV_29","fun","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Chrysosporium","Chrysosporium_pseudomerdarium_SH1557168.08FU","fun",1,0.203778677462888,0,1
"fun_ASV_290",9.05520752318239,-3.76549376492387,"fun_ASV_290","fun","Viridiplantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Hydrogonium","Unassigned","fun",6,0.252086811352254,652.141320711527,6
"fun_ASV_293",-23.3885643674704,-21.0881573003594,"fun_ASV_293","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella_alpina_SH1650285.08FU","fun",12,0.266001174398121,242.876019289691,12
"fun_ASV_294",43.4973729597189,-13.7839151143212,"fun_ASV_294","fun","Alveolata","Ciliophora","Spirotrichea","Urostylida","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_296",-18.5836194836799,21.0538436806528,"fun_ASV_296","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",8,0.247135842880524,881.992920018772,8
"fun_ASV_297",-23.6209035602545,-30.0830041918806,"fun_ASV_297","fun","Fungi","Basidiomycota","Agaricomycetes","Sebacinales","Unassigned","Unassigned","Unassigned","fun",21,0.293964957819598,1451.4494831509,21
"fun_ASV_299",-30.0346480820324,-37.7041831969626,"fun_ASV_299","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.207702888583219,0,1
"fun_ASV_3",14.6606178588473,4.84025533050398,"fun_ASV_3","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",22,0.293583927414128,3016.33264027034,22
"fun_ASV_30",48.8042748567522,12.8787213167338,"fun_ASV_30","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_303",47.2768745616786,0.67777841434366,"fun_ASV_303","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_305",-29.2391076022628,-27.7182803993944,"fun_ASV_305","fun","Alveolata","Ciliophora","Oligohymenophorea","Oligohymenophorea_ord_Incertae_sedis","Vorticellidae","Vorticella","Unassigned","fun",6,0.258119658119658,19.7543720781236,6
"fun_ASV_308",30.2247840347043,15.9219626691296,"fun_ASV_308","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.235324675324675,0,1
"fun_ASV_309",44.9859533677259,5.2566077359445,"fun_ASV_309","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_31",7.03733337826553,17.5804456556783,"fun_ASV_31","fun","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Unassigned","Unassigned","fun",2,0.195680345572354,5.38551839423807,2
"fun_ASV_310",2.78889605933972,-16.4398790213583,"fun_ASV_310","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",1,0.171266540642722,0,1
"fun_ASV_311",-12.2351835996806,-29.2552563759352,"fun_ASV_311","fun","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Unassigned","Unassigned","fun",72,0.351435221101629,4431.02066606627,72
"fun_ASV_314",-13.0099461438959,23.007308073353,"fun_ASV_314","fun","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS11","Unassigned","Unassigned","Unassigned","fun",27,0.283656856606136,884.772035084677,27
"fun_ASV_315",27.5495759054987,-21.2391492920472,"fun_ASV_315","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Cephalobidae","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_316",31.3280758754528,-13.7021537879639,"fun_ASV_316","fun","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Unassigned","Unassigned","fun",1,0.181563126252505,0,1
"fun_ASV_317",20.4984194502506,4.4113982015045,"fun_ASV_317","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",37,0.301397205588822,2634.12571015062,37
"fun_ASV_319",37.6739374158334,24.9152586873843,"fun_ASV_319","fun","Fungi","Ascomycota","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_32",11.6890668962484,18.4968582483515,"fun_ASV_32","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Unassigned","Unassigned","fun",4,0.247947454844007,890.80646306135,4
"fun_ASV_320",40.8248503863345,-6.74852346659311,"fun_ASV_320","fun","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Unassigned","fun",0,0,0,0
"fun_ASV_324",-4.86277201637676,28.216201901353,"fun_ASV_324","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",6,0.262913522925131,121.101113493251,6
"fun_ASV_326",-12.417462599344,-46.5443078968876,"fun_ASV_326","fun","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Unassigned","fun",3,0.254637436762226,1.92243537256255,3
"fun_ASV_328",43.4004092527095,16.0341496683421,"fun_ASV_328","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_33",-12.1487537916434,-2.47493926884967,"fun_ASV_33","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Unassigned","fun",6,0.237545883586786,675.074135319315,6
"fun_ASV_330",-14.869678956456,-2.60741346951008,"fun_ASV_330","fun","Alveolata","Ciliophora","Oligohymenophorea","Hymenostomatida","Tetrahymenidae","Tetrahymena","Unassigned","fun",2,0.175649476541295,452,2
"fun_ASV_334",15.3255157914651,6.91623829719846,"fun_ASV_334","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",22,0.290198590647021,1444.57173216283,22
"fun_ASV_338",-18.0940010781755,24.9630011268868,"fun_ASV_338","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Telotylenchidae","Tylenchorhynchus","Unassigned","fun",10,0.256657223796034,121.848531532589,10
"fun_ASV_34",3.88906106829976,-11.1690468468691,"fun_ASV_34","fun","Viridiplantae","Anthophyta","Eudicotyledonae","Rosales","Rosaceae","Pyrus","Pyrus_ussuriensis_SH1580762.08FU","fun",9,0.217057977958793,2165.5287135975,9
"fun_ASV_346",24.9883484897952,-8.49534807229925,"fun_ASV_346","fun","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","Unassigned","fun",1,0.166605369621184,0,1
"fun_ASV_349",18.5372180641162,8.01167260193122,"fun_ASV_349","fun","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Unassigned","fun",27,0.299801455989411,1530.95558037476,27
"fun_ASV_35",7.13001817675833,42.1163833268354,"fun_ASV_35","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",3,0.186189889025894,480.096618599538,3
"fun_ASV_356",8.69420260434742,33.9467466023018,"fun_ASV_356","fun","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",10,0.264448336252189,1337.33546969409,10
"fun_ASV_357",10.6099673900455,-24.1185473570838,"fun_ASV_357","fun","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_359",32.8276444999981,-20.2024542258469,"fun_ASV_359","fun","Viridiplantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Bryum","Bryum_argenteum_SH1623898.08FU","fun",0,0,0,0
"fun_ASV_36",-17.5419916981385,-28.0813640877936,"fun_ASV_36","fun","Fungi","Ascomycota","Eurotiomycetes","Unassigned","Unassigned","Unassigned","Unassigned","fun",52,0.33382461311717,2191.89712727653,52
"fun_ASV_360",35.5533808084504,-17.9692811660587,"fun_ASV_360","fun","Alveolata","Ciliophora","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",0,0,0,0
"fun_ASV_361",40.4419981013536,-14.126717958218,"fun_ASV_361","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlorococcaceae","Tetracystis","Unassigned","fun",0,0,0,0
"fun_ASV_362",37.3731226410102,0.288746052297469,"fun_ASV_362","fun","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Micronematobotrys","Micronematobotrys_verrucosus_SH1573989.08FU","fun",1,1,0,1
"fun_ASV_365",4.90043255217314,45.2567944053146,"fun_ASV_365","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Criconematidae","Criconemoides","Unassigned","fun",1,0.163243243243243,0,1
"fun_ASV_367",-13.6284023396852,1.13245410940241,"fun_ASV_367","fun","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",2,0.201243891603732,11.1971622398223,2
"fun_ASV_37",-16.3777728323694,-22.2219678737895,"fun_ASV_37","fun","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","fun",21,0.283656856606136,1422.82079479227,21
"fun_ASV_370",26.1646747550282,-23.6967488884436,"fun_ASV_370","fun","Viridiplantae","Chlorophyta","Chlorophyceae","Sphaeropleales","Scenedesmaceae","Coelastrella","Unassigned","fun",0,0,0,0
"fun_ASV_371",39.1899006605572,7.25143477628837,"fun_ASV_371","fun","Metazoa","Nematoda","Chromadorea","Rhabditida","Unassigned","Unassigned","Unassigned","fun",1,1,0,1
