Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Kineosporiaceae|Kineosporia|Kineosporia_rhamnosa	0.28654168571864	0.632061751873811	0.249221183800623	0.535638523546882	0.0517732332384157	0.191403259324073	0.512612133904292	0.378348691035577	0.406718164794008	0.560344827586207	0.523082537558543	0.313152400835073	0.794251134644478	0.955851288550908	0.648594711458507	0.627338762931983	0.695930027891359	0.371351336591759
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Microbacteriaceae|Agromyces|Unassigned	0.377991159884164	0.774695156057725	0.552959501557633	0.501166737378023	0.29510742945897	0.388275183200262	0.506360766417654	0.66211020931226	0.520833333333333	0.434113300492611	0.486588407031202	0.423862845574745	0.391722498379079	0.396070975918885	0.56266977105161	0.528285274047986	0.39264534647567	0.557027004887639
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae|Actinoplanes|Actinoplanes_xinjiangensis	0.124980948026216	0.0671216019689003	0.14018691588785	0.0636402206194315	0.0880144965053068	0.144919610631084	0.084393461069609	0.384451089278086	0.482794943820225	0.258620689655172	0.176388297548811	0.0664262668438034	0.121569051221094	0.129383185466836	0.146903930373081	0.162337662337662	0.0297868883533267	0.0901073096141769
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae|Actinoplanes|Unassigned	1.59122085048011	2.71562814632509	1.38888888888889	1.91185829444209	0.846492363448097	2.2038718145029	1.46907135935986	1.95581863672423	2.55442415730337	1.79495073891626	2.34778906392555	1.689125071171	2.2530797492976	1.34664131812421	1.82936969898553	1.70041822584195	2.7755964147418	1.82399038855364
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae|Unassigned|Unassigned	0.643194634964182	1.23056270276317	0.646417445482866	0.647008909630887	0.289930106135128	0.593350103904627	0.803300722032945	1.15640446695551	0.939255617977528	0.612684729064039	0.781582628793869	0.759157335357753	0.869894099848714	1.08787494719054	1.05050169078109	0.874972485141977	0.945056730482818	1.06763509270131
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae|Verrucosispora|Verrucosispora_andamanensis	0.060966316110349	0.128649737107059	0.184319833852544	0.0636402206194315	0.0543618949003365	0.0519523132451055	0.103147563529522	0.0976383718801489	0.134597378277154	0.0892857142857143	0.130770634389636	0.0917315113557285	0.116165982277934	0.155787917194761	0.113642663118798	0.101804974686331	0.108315957648461	0.117412554951806
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae|Aeromicrobium|Aeromicrobium_ginsengisoli	0.140222527053803	0.226535406645039	0.272585669781931	0.206830717013152	0.150142376391406	0.235152575741004	0.0687650423530147	0.079331177152621	0.105337078651685	0.0769704433497537	0.0851529712304604	0.104384133611691	0.0702398962610763	0.0765737220109844	0.13858861355951	0.148580233325996	0.0974843618836145	0.0682631133440734
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae|Kribbella|Kribbella_catacumbae	0.44200579180003	1.03199463027184	0.514018691588785	0.315549427238014	0.261454827853999	0.382806518648146	0.512612133904292	0.594983828644657	0.456460674157303	0.474137931034483	0.583906088437443	0.499778579110521	0.578128376918089	0.837029995775243	0.55158268196685	0.800682368478979	1.01275420401311	0.597984872894083
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae|Nocardioides|Nocardioides_albus	0.140222527053803	0.218145206398926	0.142782969885774	0.0662918964785744	0.0906031581672275	0.363666192715739	0.0656393586096959	0.244095929700372	0.0819288389513109	0.224753694581281	0.188553007724591	0.284684000759157	0.0486276204884374	0.0396070975918885	0.116414435389988	0.330178296279991	0.0785290692951339	0.0982988832154657
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae|Nocardioides|Unassigned	0.688919372046944	0.841816758026625	0.983904465212876	0.883008061094612	0.830960393476573	0.792956360056874	0.603256962460538	0.948922926710197	0.711025280898876	0.489532019704433	1.09482391582021	0.629467957234137	0.640263669764426	0.602027883396705	0.798270414102777	0.687871450583315	0.760919602480435	0.718127952379652
