Sample	Richness	Chao1	ACE	Shannon	Simpson	Invsimpson
KWS_10459	287	288.363636363636	289.402240371838	4.84642536491431	0.985993066815438	71.393215547155
KWS_10468	238	238.363636363636	239.313504624641	3.05016511775994	0.740044645418504	3.8468143947637
KWS_10539	298	294	292.783516533362	4.71717237280741	0.984012558822739	62.5490964384164
KWS_10632	319	322	320.721911595822	4.65643506788527	0.976724852472946	42.9642819164792
KWS_10642	187	186	186.171312	4.67291270274271	0.986917077086398	76.4355187754172
KWS_10652	240	239	239.226810743195	3.82851165969589	0.886898463998743	8.84161290248864
KWS_10643	185	185	185	4.62435731215217	0.983950241917434	62.3062350756719
KWS_10895	254	254.5	254.561287993826	4.47931721034241	0.964136119390281	27.8832068086071
KWS_10909	192	191	191.217706364209	4.53866111937015	0.982019764044241	55.6166227440254
KWS_10784	367	371	371.153298998996	4.30498290057824	0.97277053536077	36.7249232861992
KWS_10460	282	282.25	282.790043212253	4.85437226091122	0.985179346241634	67.4734067945909
KWS_10469	229	231	227.675937659512	4.59058019500002	0.985867856880813	70.7606759686963
KWS_10540	93	93	93	3.66812136492845	0.960422446048909	25.2668469920042
KWS_10552	405	404	403.221381218259	5.22269706860943	0.991133163729953	112.779797612603
KWS_10644	280	281.1	281.433370280642	4.8156684686722	0.984786899135477	65.7328186347584
KWS_10653	211	211.75	212.079431197932	4.57166945114606	0.98222788794452	56.2679324144616
IF_145	175	175	175.15398031913	4.37040760737652	0.971117376994646	34.6228941815509
KWS_10983	234	236.25	233.733302912621	4.52069106725992	0.977967123019206	45.3867191684364
KWS_10461	459	461.916666666667	462.664134981229	5.07400877452568	0.98375093984777	61.5420209311476
KWS_10473	231	228.5	228.831646700653	4.64967387700039	0.986226979457666	72.6057146960826
KWS_10555	171	169	169.168316831683	4.23728508611145	0.975290553304644	40.4703517779684
KWS_10565	196	196.5	196.037037037037	4.32835631421129	0.980223074414424	50.5639764721223
KWS_10646	93	96	95.30875	3.78437061148181	0.964883820524917	28.4769019565341
IF_148	539	539.583333333333	538.302375107221	5.52610115108912	0.992535433164475	133.966246405726
KWS_10897	476	480	477.690525614414	5.09348061762274	0.988587907718552	87.626350658386
KWS_10911	481	485.44	486.243757383154	5.32534307028165	0.990224382035001	102.295323280881
KWS_10984	226	224.5	223.974566030064	4.5067308800817	0.983777901281383	61.6443049290772
KWS_10463	440	441.25	443.182330734441	4.94874711657892	0.985528232859463	69.1000615397492
KWS_10476	400	401.5	400.979050398993	5.10069203767915	0.989864650058433	98.6645755465043
KWS_10567	367	375.125	373.244888791764	4.84447638874749	0.987671084788428	81.1101368481661
KWS_10636	467	468.461538461538	464.513366979736	5.37359313235433	0.993209067667006	147.255185439196
KWS_10655	394	395.5	394.942155257656	4.6195954323412	0.973736149109603	38.0751476306033
KWS_10900	183	188	184.852956530341	4.26347289640169	0.961291424727647	25.8340688843235
KWS_10912	379	380.076923076923	376.88161690755	5.09976974068297	0.987811335901676	82.0434456092255
KWS_10477	598	609.964285714286	597.685563931797	5.75894838690693	0.995109316104117	204.470381093702
KWS_10546	217	217	217	4.6360228665779	0.984755690208233	65.5982470613442
KWS_10558	298	300.2	298.420383670047	4.95244300334068	0.985988690360814	71.3709157638797
KWS_10538	318	318.142857142857	318.568612832536	5.10259750784348	0.989609249259691	96.2394368792519
KWS_10637	402	405.909090909091	403.11512961158	4.90342371617053	0.986647879755586	74.8944723156113
KWS_10648	499	497.8	496.130711757429	5.08901324792535	0.98834706948434	85.815323334856
KWS_10656	411	415.5	414.592466595263	5.03196385862146	0.988446813425046	86.5562062477086
KWS_10903	298	296.769230769231	297.538499461268	4.88674771272798	0.986506661868384	74.1106455827228
KWS_10915	296	288.230769230769	288.674128834093	4.72331562436957	0.97554542077624	40.8921368407102
KWS_10465	292	299	291.288640877691	4.71634128555269	0.984303629819575	63.7089969531381
KWS_10559	211	207.666666666667	207.587292043911	4.28403321697741	0.972441872704649	36.2869359475203
KWS_10551	456	462.714285714286	459.690324204394	5.20370260506977	0.988840023562252	89.6059239531673
KWS_10638	547	546.51724137931	542.728358316566	5.14014618613181	0.987277683420662	78.6020371183078
KWS_10649	267	268.214285714286	268.619394469564	4.31501362608036	0.975588317670714	40.9639936531672
KWS_10904	321	317.909090909091	318.186242663428	4.80951311944229	0.987052435851134	77.2346047876182
KWS_10987	189	206	192.622907069806	4.35893440704916	0.978225120826417	45.9244798571929
IF_045	150	150	150.263048225019	4.21609056794848	0.979932449087838	49.8316911902768
IF_090	373	372.5	373.607622575998	4.97740599624922	0.984792356602927	65.7564077411543
IF_101	528	533.428571428571	530.150454128239	5.43644739756922	0.988954218297552	90.5322979340039
IF_114	294	301	292.58968376106	5.01071857275033	0.990591608378008	106.288092606866
IF_162	263	266.428571428571	265.319024532	4.81899754200211	0.984039543012074	62.6548475871635
IF_125	448	446.5	446.811410813854	5.04545748624868	0.977255555322578	43.9667802042521
IF_102.2	264	263.75	263.847679102845	4.72825580764131	0.985426381330533	68.6171377665495
IF_071	261	261	261.247773887922	4.85355832912196	0.986249969469283	72.7271112428475
IF_082	590	588.272727272727	587.920052361457	5.42205634784579	0.991281336173224	114.696474123582
IF_092	336	334.666666666667	334.969326758599	4.79137349181825	0.987046793727442	77.2009631405749
IF_091	405	405.6	404.826641937342	4.1076032117029	0.939827894307275	16.6189962689123
IF_107	392	398.636363636364	398.475164441994	3.28856377070607	0.857115873060714	6.99867802968006
IF_030.2	346	349.090909090909	346.258262580244	4.81454519063749	0.985308795849149	68.0679398184027
IF_117	674	682.545454545455	680.119876240469	5.3335849301366	0.99082835507277	109.031695833652
IF_116	590	592.6875	590.737962620448	5.12360770958319	0.989890507749972	98.9169362088624
IF_131	214	214	214.431381047031	4.68539958669553	0.985153670226232	67.3567147731617
IF_086.2	504	502.25	502.720764281431	5.29955454713575	0.991938646950423	124.048654593102
IF_139	240	244	239.397177563586	3.81145122844009	0.937693058636238	16.049576148535
IF_072	405	406.625	404.133972816013	5.17328511139348	0.988935995542741	90.3831884615585
IF_083	430	429.6	429.753528931033	5.24618639370413	0.991418789281733	116.533672558735
IF_093	482	488.8	484.85481874517	4.92373592520693	0.986098869940412	71.9365976516595
IF_099	485	480	480.771242347969	5.0404859114873	0.981676905861113	54.5759352880102
IF_108	156	156	156.392911809597	3.88960021421983	0.964588310696402	28.2392627876805
IF_032.2	419	423.2	421.269357594826	5.33682164079434	0.992023410189149	125.366857731571
IF_123	267	272.333333333333	270.27404244373	4.64804840503635	0.983713554830773	61.4007531790586
IF_087.3	292	289.6	290.113847667645	4.20454110003183	0.968622896053214	31.8703727946323
IF_138	157	157	157	4.39364675967146	0.981420341272033	53.8223018324191
IF_074	214	220.166666666667	216.015800947401	4.17647154085198	0.976825865058391	43.1515567903464
IF_084	340	339	339	5.29838409365873	0.992297791600696	129.832893133661
IF_042.2	606	614.3	605.872605528035	5.35481249668869	0.987968960191792	83.1183352346458
IF_015.2	251	251	251	4.36445085066358	0.978573099409817	46.6703056651218
IF_124	373	373.333333333333	373.858475110271	5.08309374591139	0.989681283974956	96.9112821375252
IF_132	459	456	455.964866175174	5.51636827001739	0.994462209902548	180.577447393717
IF_136	246	246.25	246.60484162351	4.92171266283814	0.988679714458628	88.3369943580748
IF_076	431	429.5	430.09710946139	5.34663979166853	0.993126340392971	145.482909711948
IF_103	281	281.25	281.772123523704	4.91296851488567	0.989661916194748	96.7297246605781
IF_068.2	539	537.137931034483	539.286040354408	5.12234761236286	0.986838355805804	75.978349303877
IF_128	617	620.076923076923	621.441424856418	5.60633196158893	0.993617911835352	156.688527986701
IF_077	157	156	156.317219621413	4.50548789358971	0.985999236467756	71.4246760683417
IF_086	550	557.428571428571	552.353633511891	5.55064181055783	0.993489468200777	153.597283730237
IF_097	218	219.5	219.394860412976	3.90552332365144	0.932249879155644	14.7601212741351
IF_110	326	327.5	326.504121117285	4.80933545116326	0.986375314975665	73.3961921478481
IF_071.2	337	336	336.212213333333	5.10793280221256	0.990669477297707	107.175131759154
IF_163	395	399.333333333333	396.767032819087	5.09507618847217	0.988388055797816	86.1182229769867
IF_130	754	758.75	754.868396973596	5.66088483909267	0.993427205060431	152.14227877092
IF_092.2	303	306.333333333333	304.664719799454	5.08137189678376	0.991040457852151	111.612846225639
IF_079	346	346.4	347.950441637799	4.90644711578543	0.987486406959524	79.9130990408127
IF_087.2	506	507.928571428571	504.430437607811	5.04983773611661	0.987162402096323	77.8961926914369
IF_098	178	177	177	4.55288358962858	0.98137738325275	53.6981463761092
IF_046.2	416	418.272727272727	417.755747186725	4.80713948974775	0.983846699136706	61.9068516375084
IF_111	239	239.545454545455	240.594882232717	4.24958882590903	0.967572991235836	30.8384904470479
IF_112	183	184.5	184.475	3.87967182729159	0.953935957837756	21.7089068405647
IF_121wa	529	530.882352941176	531.464116461161	5.21677435244059	0.990939850730619	110.37345746383
IF_100.2	353	352	352.22559225375	5.07824116873427	0.990826204390078	109.006134703765
IF_080	266	266	266.208346522282	4.45642847491744	0.978766046737143	47.0943864112779
IF_088	273	273	272.50391967354	4.81674334558054	0.987059238592582	77.2752057252831
IF_100	401	397.111111111111	397.025823684279	4.98290452144758	0.987016767687593	77.0224221470917
IF_003.2	337	335	335.255137453196	4.68739100315478	0.982966159902078	58.7066682704153
IF_073.2wa	720	721.157894736842	720.505559838457	5.8419109871088	0.994883453594661	195.444333106527
IF_065.2	384	381.6	381.730187517782	4.83337699473485	0.971441219971626	35.0155013276641
IF_166	559	559.5	559.292622432097	4.98385999620573	0.971156021697336	34.6692813836866
KWS_10988	158	157	157.393927696284	4.402969939097	0.982050520690514	55.7119224885544
KWS_10997	437	442.8	443.806477707786	5.26802101620666	0.991873066534315	123.047642043874
IF_001	230	231	230.831226116831	4.6638739694447	0.985259181223406	67.8388368485882
IF_027	508	509.5	508.474877626841	5.57872028759227	0.994014056035932	167.058028942922
IF_047	322	318.142857142857	318.519881421267	5.02462358559351	0.989348003475938	93.8791143745792
IF_057re	372	371.333333333333	371.50046935562	5.38668500429698	0.992859680762168	140.049760618778
KWS_10989	240	238.5	237.641283651214	4.70223572880956	0.987401334094021	79.3734834674348
KWS_10998	286	283	282.378337404046	4.65388111933728	0.976768398663011	43.0448157875291
KWS_11006	402	405.571428571429	404.867495394363	5.28252184652477	0.990905536368674	109.957006871243
IF_002	437	437	437	5.41703220203657	0.993268412598894	148.553370908581
KWS_10991	198	202.75	199.874328614329	4.09500222818602	0.97370085055018	38.0240433976022
KWS_10999	222	225	224.14483645513	4.85031505378277	0.987589085681791	80.574240894793
IF_012	494	490.5	491.321956900145	5.47481785746531	0.992572009497489	134.62591257513
IF_029	369	368.2	367.951075274364	5.08396942387953	0.989228645768936	92.8388370253434
IF_039	333	333.333333333333	333.45765347841	5.15904983937797	0.989653066045414	96.6469878312835
IF_058	194	194	194	4.38402948543431	0.968264659818081	31.5106122785395
KWS_10992re	241	244.25	241.932552495515	4.31852930235427	0.974193940060561	38.7505881311128
KWS_11000	274	273.5625	274.795172684458	4.72661118159435	0.986542891854006	74.3101704430973
KWS_11008	290	292.625	290.557397040103	4.72971920861743	0.98437126863432	63.9847199751584
IF_013	454	460.714285714286	459.637479383681	5.39644002578979	0.992787726649109	138.652537327431
IF_022	549	546.5	547.443775814328	5.46535404744047	0.991072298937515	112.010918936574
IF_050	410	409.5	408.429338004514	5.14780041877186	0.989164760729689	92.291455227947
IF_068	517	519.2	518.499428989499	5.12891629675339	0.98555407254141	69.223662022845
KWS_10993	332	336.588235294118	334.04590343163	4.77212710526906	0.987135345266748	77.7323620987076
KWS_11001	111	111	111.288105718386	3.6130983064101	0.951633165275876	20.675324438819
KWS_11009	292	303	296.913657626162	4.49397841109309	0.977506105931451	44.4565088175724
IF_005	515	514.5	513.12024238863	5.6237687786703	0.994620306760454	185.884204818402
IF_041	230	230.2	230.391517299047	4.35940169149544	0.977680902862594	44.8046797701345
IF_032	306	306.5	307.075393876338	4.81280515320671	0.985839353068875	70.61824257492
IF_042	606	603.12	602.601741193082	5.28731133650444	0.98633521847103	73.1808260439418
IF_070	319	318.333333333333	318.354818594104	4.85495674456474	0.979902526472721	49.7574980577856
IF_158	249	251	249.883719269391	4.50476480236	0.979406693618792	48.5594678915935
IF_062	283	283.6	284.018430267396	4.84903327105363	0.9864958204181	74.0511479379573
IF_002.2re	551	554.75	552.710261863254	5.66065003457668	0.994599631700081	185.172555733839
IF_159	311	310.25	310.61618602516	5.09961748396566	0.990185983020628	101.895075390828
KWS_10996	377	374.037037037037	379.123436075587	5.03517573464616	0.988820809821616	89.4519177188317
KWS_11004	137	137	137.155550820371	4.00951268527176	0.973013296445904	37.0552853183963
IF_155	498	498.666666666667	498.329048045465	5.55112353970764	0.993263697073713	148.449381054076
IF_017	391	391.142857142857	389.334523507328	5.23825545772734	0.992258679941112	129.176935250452
IF_026	359	360	358.293599222477	5.0681967570123	0.990246613224536	102.528488105861
IF_036	301	302.666666666667	302.489057309411	4.29259431580959	0.973433057651767	37.6407637315672
KWS_11003	391	386.8	386.991733599801	5.18539053243759	0.991401221087787	116.295582222688
IF_007	424	441.5	426.821469090784	5.38570870729327	0.993284949524362	148.919208221577
IF_016	432	432.666666666667	433.616813019322	5.36307233247198	0.993149955045247	145.984443402238
IF_025	575	575.2	574.638441543515	5.4772689068745	0.991691712101897	120.361741463999
IF_033	522	526.8	524.356790868672	5.4902691479745	0.992693046638863	136.855943999676
IF_053	353	351.545454545455	351.609326386115	5.10586929432253	0.990267810452128	102.751800618052
IF_176	434	435.666666666667	435.428596871618	5.05839421123147	0.985238792337688	67.7451346039388
IF_177	423	430.315789473684	428.936891469349	4.59354237016263	0.981449624891712	53.9072657109338
IF_182	262	261.875	262.410812121212	4.51696544973628	0.979103936022555	47.8559024838063
IF_183	256	254.2	254.526217968734	3.96472729679232	0.962680981268814	26.7959885870296
IF_184	505	503.3	503.941366849641	5.68478560719184	0.994483881855326	181.286907526729
IF_185	374	375.2	374.973649590555	5.24713293094397	0.991942950236113	124.114909216787
KeioHC_113	404	407.8125	403.302643171704	5.35339550395295	0.993187051706445	146.779332076547
KeioHC_114	177	177	177.327204468869	4.45489365709937	0.977571181504825	44.5854961203206
KeioHC_119	151	150	150.218452227346	4.28487317622709	0.979669456255915	49.1870759871301
KeioHC_120	195	201.166666666667	196.377877603151	4.31580526347834	0.978490403153109	46.4908760084245
IF_167	812	810.081081081081	806.94162706752	5.2035750641564	0.98775876221201	81.6910852741634
IF_173	558	560.5	558.990639289491	5.63182714588024	0.993627644203872	156.927835166969
KWS_10560	256	254.75	254.674748069875	4.39147169133397	0.976050236353057	41.7540654989982
KWS_10659	221	219.5	220.316178134903	4.89069406995678	0.990054192101442	100.544873800049
KWS_10893	318	315.769230769231	315.91096019206	4.6474835207806	0.982578304336756	57.3996939982011
KWS_10905	213	216	214.934076211322	4.39938973688978	0.977435253016322	44.3169161490415
KWS_10481	386	383.75	384.376957480315	5.17510637780317	0.990946513447337	110.454684411701
KWS_10651	179	178	178	4.69534099240895	0.987226755983217	78.2886476361138
KWS_10661	424	427.75	424.93040166205	5.12875544438522	0.988116613136543	84.1510935804961
KWS_10906	221	224	220.755893558715	4.52788830514609	0.981504076450508	54.0659674183958
KWS_10550	198	198.5	198.724848484848	4.53185836615744	0.979615986761166	49.0580529105462
KWS_10562	231	233	231.531509302557	4.32421196038139	0.974908578763347	39.8542589743467
KWS_10563	484	496.157894736842	480.313616052443	5.19677872956017	0.987772620185862	81.7836703529685
KWS_10633	402	405.2	406.524986369541	5.26449527090583	0.992047439463494	125.745663350756
KWS_10896	357	354.315789473684	355.585702433001	4.67690097096088	0.981309210482441	53.5022878011937
KWS_10910	217	219.333333333333	217.74646699102	4.69947758930864	0.98585967452473	70.7197300195766
KWS_10543	225	224	224	4.67120410875667	0.986091525794677	71.8986126901861
KWS_10635	87	87	87	4.08011590138129	0.976693135214846	42.9058137685252
KWS_10545	141	145	142.461301426238	3.79486163280138	0.966844894205231	30.1612670515979
KWS_10556	70	70	70	3.39508887446857	0.940061655942664	16.6838109348401
KWS_10647	237	237.333333333333	237.664976752815	4.23581026086847	0.953382528926633	21.4511850809367
IF_149	259	261.333333333333	260.41344496124	4.93799574872242	0.987019396719608	77.0380219161732
KWS_10985	424	422	422.210052502903	5.48919153595079	0.993915446537763	164.350597986575
KWS_10464	196	196	196.389161156054	4.6911022021537	0.985616168316012	69.5225042930102
IF_150	465	464.6875	464.928167855727	5.29058061503382	0.988763465659288	88.9954117237756
KWS_10986	148	146	146.275303363432	3.89658956312527	0.951521301141106	20.6276163250727
KWS_10478	243	244	242.812828320005	4.67029209151647	0.984966908331639	66.5199163326201
KWS_10547	238	238	238.168192414074	4.5785814861505	0.982542731111138	57.2827288372703
KWS_10657	271	272	272.067778375471	4.68360830052373	0.985760559245638	70.2274771355531
IF_151	291	297	292.293550630677	5.0353708702131	0.989009393578152	90.9867901385442
KWS_10917	178	177.166666666667	178.11941712204	4.53618563757636	0.984608398277073	64.9704961187018
IF_081	425	422	421.000360300895	5.10749591921917	0.988216655596911	84.8655496938447
IF_020.2	278	281	279.045114733833	4.84135728434597	0.988463226968488	86.6793510861781
IF_126	413	413.25	413.72309380634	5.32042032071678	0.990110156870455	101.113838399781
IF_140	259	257	257	4.88388815139993	0.987361527690591	79.1234870416708
IF_028.2	396	397.5	396.891062211564	5.58068449877777	0.994886750179354	195.570338840526
IF_118	617	613.2	615.263162173147	5.20405368320336	0.981194853184612	53.1769312846689
IF_62.2	197	197	197	4.65927829531721	0.986427431695243	73.6780230201164
IF_061.2	363	362	362.22960721398	4.63995496279888	0.980812992588449	52.1186018512707
IF_127	309	309.166666666667	309.531886422803	4.52127414653198	0.967344440521939	30.6226570906505
IF_088.2	511	507.9375	508.911398190934	5.40984974841428	0.991654991787098	119.832116935965
IF_085	314	315.5	315.269480851496	4.352672543239	0.969247437741154	32.5176156569631
IF_096	457	458.666666666667	458.979257768149	4.68877250861583	0.944835286326348	18.1275299626476
IF_047.2	258	266.428571428571	265.965944321543	4.42142173415375	0.978700014016771	46.9483877025729
IF_109	302	301.6	302.322416562302	5.03087178048327	0.990563347448064	105.969780544145
IF_122	650	671	656.684088110338	5.45985354996697	0.991988755574728	124.824552455976
IF_101.2	116	116	116.215289925494	1.82819678694702	0.736309870693475	3.79233004523107
IF_104	574	572.428571428571	572.434576590407	5.59682403529783	0.994071630775157	168.68045192083
IF_164re	542	548.909090909091	543.728583066993	5.40385739691736	0.991746221620709	121.156633246779
