#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_351	27	1	2	26	10	11	43	12	23	18	14	36	4	8	6	6	4	8
ASV_319	12	11	11	23	15	16	11	6	15	13	13	7	16	22	15	11	14	13
ASV_343	18	21	8	10	13	12	15	11	15	6	13	15	12	6	13	25	12	19
ASV_360	14	10	36	7	2	2	29	5	8	20	13	9	0	29	5	28	11	23
ASV_349	15	30	22	17	4	11	25	3	15	13	7	16	15	17	12	5	5	15
ASV_309	15	23	6	22	8	11	12	13	15	7	12	15	22	10	19	12	6	18
ASV_326	15	11	7	2	3	8	19	31	14	12	13	24	8	11	15	15	5	13
ASV_333	19	9	11	1	3	11	21	14	14	18	11	20	8	16	28	18	7	15
ASV_344	21	11	22	19	30	15	11	8	4	7	11	15	11	10	8	12	8	14
ASV_346	18	27	5	10	10	3	20	7	14	20	14	29	17	12	8	8	17	10
ASV_335	9	14	8	7	4	5	49	19	33	10	10	12	3	11	16	7	12	13
ASV_336	12	16	33	12	23	21	9	16	9	6	10	9	7	9	10	8	9	11
ASV_396	9	15	14	9	7	8	11	20	18	12	16	11	12	8	13	14	5	33
ASV_338	36	3	14	7	77	23	4	0	5	7	2	6	8	8	6	7	14	12
ASV_362	15	17	7	8	3	14	17	13	17	13	17	26	8	10	8	10	8	17
ASV_347	18	13	29	4	5	10	21	12	5	11	18	21	12	13	17	5	5	15
ASV_313	9	6	7	12	12	9	4	16	16	19	13	14	27	9	19	13	16	17
ASV_318	6	1	11	3	19	5	17	8	12	12	16	8	11	22	22	20	11	26
ASV_371	5	11	11	15	17	7	9	7	6	16	20	13	10	4	29	9	15	22
ASV_387	21	12	23	27	3	3	32	12	8	9	24	20	10	3	8	11	1	11
ASV_320	18	31	10	8	5	21	8	2	21	4	2	8	7	8	9	29	24	8
ASV_332	21	24	5	11	19	12	7	18	12	15	5	12	21	9	13	8	4	18
ASV_376	6	8	3	8	7	15	30	12	35	28	12	37	4	0	8	6	2	21
ASV_573	14	15	29	12	19	22	13	9	12	11	15	10	9	5	11	7	11	8
ASV_366	18	14	9	29	6	9	9	15	22	5	9	14	8	7	25	14	15	5
ASV_370	7	11	11	8	3	8	17	12	16	16	19	19	12	13	16	8	12	22
ASV_372	16	15	12	7	11	4	19	23	10	9	25	16	10	14	14	5	18	5
ASV_853	18	13	10	21	20	18	8	12	13	7	6	15	7	11	14	8	7	17
ASV_364	9	7	4	2	8	6	3	3	3	11	90	26	4	25	18	12	2	3
ASV_873	19	15	10	5	6	7	19	26	14	15	8	21	18	6	20	8	8	6
ASV_334	11	4	8	7	2	4	8	7	45	25	7	11	18	13	13	20	7	18
ASV_337	21	8	3	5	2	10	23	10	15	10	24	26	15	4	10	15	12	15
ASV_350	11	6	8	5	6	12	4	1	8	4	27	5	8	71	10	4	26	5
ASV_361	16	12	18	16	12	11	12	11	15	11	17	19	12	12	10	8	15	6
ASV_379	7	52	4	4	12	32	5	12	5	18	4	4	2	3	7	44	1	9
ASV_391	10	11	9	11	18	65	5	6	0	4	15	8	19	10	8	5	6	7
ASV_390	19	16	14	11	12	13	8	4	16	14	5	31	18	5	10	5	27	7
ASV_353	10	12	24	7	23	11	7	12	7	14	19	14	5	4	8	16	15	12
ASV_394	6	13	2	14	5	15	6	11	11	4	13	16	24	1	18	25	11	21
ASV_341	9	24	8	21	14	10	11	11	13	12	5	9	18	11	11	12	11	9
ASV_382	19	20	9	12	1	5	20	13	9	14	14	31	14	7	8	8	7	17
ASV_374	10	17	12	2	12	5	22	13	9	14	28	13	11	5	12	6	19	15
ASV_385	7	12	37	3	6	9	16	13	9	13	15	5	5	7	19	29	2	13
ASV_389	14	6	10	16	11	45	9	12	17	6	13	8	14	2	7	6	5	7
ASV_439	14	10	13	8	2	13	20	12	8	6	18	24	7	15	16	7	11	17
ASV_373	16	12	5	10	7	11	10	17	10	13	10	22	19	19	11	9	9	13
ASV_1534	7	18	11	21	1	12	20	26	12	9	12	13	16	10	22	3	8	10
ASV_436	13	14	4	9	15	18	9	18	16	14	15	8	13	13	11	7	8	9
ASV_538	6	1	30	2	6	27	2	13	14	14	14	2	16	24	1	6	20	13
ASV_555	7	8	8	12	16	15	12	9	17	12	16	11	7	18	12	10	17	8
ASV_426	17	11	21	13	11	13	12	10	11	6	22	8	7	5	17	8	9	11
ASV_329	14	5	4	4	7	3	19	13	22	12	7	10	10	17	23	16	15	19
ASV_2902	8	5	1	3	0	4	24	13	12	17	13	18	8	13	19	9	23	22
ASV_363	7	8	1	7	21	9	15	9	10	11	5	17	0	6	18	44	2	18
ASV_355	22	10	8	5	10	10	19	10	11	14	13	20	12	5	11	9	10	12
ASV_407	9	17	15	16	4	4	6	9	13	8	13	10	8	3	53	4	7	9
ASV_359	23	14	17	3	7	19	18	14	4	6	9	25	10	7	9	6	9	12
ASV_816	10	11	7	4	10	11	15	5	11	12	14	11	6	13	15	18	20	24
ASV_365	9	6	11	32	23	15	9	5	11	2	3	6	1	31	4	10	13	6
ASV_1208	24	15	23	10	4	13	19	12	14	9	6	18	9	4	13	12	3	5
ASV_383	11	11	3	9	3	7	9	15	11	11	16	18	16	16	18	14	17	12
ASV_381	12	12	8	15	5	9	14	15	9	12	14	24	7	13	12	7	8	8
ASV_597	22	5	39	29	11	3	9	4	4	7	3	18	6	4	15	15	6	5
ASV_358	14	4	15	10	9	12	12	10	11	11	9	16	6	13	14	6	11	14
ASV_505	4	19	12	10	2	3	16	19	11	16	11	8	17	11	18	9	10	12
ASV_402	10	2	9	13	38	19	6	26	3	18	4	2	7	8	3	14	10	4
ASV_401	11	11	11	14	3	7	14	11	18	12	10	14	5	9	14	20	14	11
ASV_400	4	15	16	14	8	4	10	11	14	7	15	12	16	12	16	13	8	5
ASV_414	13	17	0	10	0	7	13	26	23	38	2	3	10	2	7	13	0	24
ASV_625	3	6	55	17	4	7	12	12	7	9	7	7	4	3	19	14	3	13
ASV_435	6	14	5	14	4	14	19	9	9	7	8	23	14	7	5	11	12	14
ASV_441	2	13	44	26	2	2	16	8	6	12	12	8	5	16	5	6	8	11
ASV_375	6	5	11	5	26	9	7	14	7	16	10	10	12	8	14	7	6	17
ASV_395	12	17	9	10	2	13	6	15	11	21	14	9	11	13	5	8	5	14
ASV_405	12	15	19	14	18	26	10	5	7	5	11	11	4	9	7	5	12	5
ASV_413	5	9	10	12	7	7	12	7	11	4	15	8	7	21	14	21	11	12
ASV_458	17	13	7	7	4	31	8	13	11	18	7	32	6	3	5	5	2	11
ASV_652	9	10	7	63	1	41	1	0	20	2	4	4	5	3	9	2	4	2
ASV_380	3	7	5	7	16	7	5	20	6	16	27	5	5	2	18	10	13	14
ASV_404	6	15	7	8	4	5	18	16	7	19	13	19	9	9	8	11	11	10
ASV_418	23	7	4	2	16	17	9	6	18	20	9	8	12	6	9	8	11	13
ASV_445	11	12	7	5	18	15	10	9	7	16	18	12	5	4	11	13	4	13
ASV_588	8	22	7	3	4	8	6	21	16	13	9	14	7	10	18	9	4	13
ASV_593	13	10	12	6	15	24	6	8	9	8	11	14	11	6	15	16	10	6
ASV_556	15	23	7	14	1	25	34	9	10	7	5	8	6	5	4	5	13	7
ASV_384	3	9	6	26	8	5	16	4	8	9	10	6	7	6	26	7	19	12
ASV_417	13	20	6	13	10	10	17	8	16	7	10	17	9	12	6	5	7	13
ASV_386	24	19	0	2	5	2	3	17	2	12	21	13	6	1	6	7	31	20
ASV_422	7	14	11	7	11	25	7	3	15	5	14	11	7	8	13	15	13	5
ASV_523	6	36	31	5	1	4	3	5	5	8	11	7	9	6	13	12	1	15
ASV_398	13	8	0	24	8	6	26	10	14	12	11	11	7	3	12	7	4	14
ASV_419	5	4	9	14	30	7	6	3	3	6	41	19	3	2	4	11	13	11
ASV_433	6	27	7	12	2	10	10	5	4	8	3	17	3	11	33	11	1	19
ASV_438	9	10	10	5	18	43	16	10	3	9	9	12	7	4	6	4	3	10
ASV_416	8	1	1	0	0	67	5	5	2	0	9	49	8	0	2	20	0	2
ASV_367	13	12	49	2	1	5	11	10	9	3	7	16	5	5	14	12	3	9
ASV_582	17	20	2	4	0	3	18	13	12	13	3	8	40	7	14	2	9	6
ASV_377	13	9	12	10	6	5	14	14	14	8	13	17	12	7	11	9	2	10
ASV_425	10	3	1	12	0	0	25	2	4	19	21	28	3	3	14	22	13	7
ASV_1983	7	5	37	9	10	8	9	16	3	13	14	6	3	5	5	5	12	15
ASV_409	12	22	10	10	11	12	15	14	14	7	7	11	6	10	2	4	13	6
ASV_460	7	8	15	26	28	11	5	4	4	4	8	3	8	14	5	3	13	17
ASV_392	10	6	7	8	19	12	2	2	19	13	6	2	17	11	5	10	13	12
ASV_397	5	9	8	10	5	8	11	14	29	18	13	9	7	3	10	11	9	9
ASV_411	8	7	3	6	26	8	2	7	7	5	15	10	7	4	13	12	22	10
ASV_403	13	0	3	1	0	0	0	0	108	0	0	0	60	0	1	0	0	1
ASV_465	38	53	5	1	0	6	12	4	9	10	7	13	11	3	2	0	2	2
ASV_442	3	29	0	11	72	3	5	3	12	6	4	4	2	7	0	9	2	8
ASV_478	10	4	20	16	5	20	6	13	2	11	10	9	7	12	24	9	6	4
ASV_1275	25	9	16	15	11	10	7	14	9	4	8	8	4	7	2	16	10	6
ASV_444	5	8	2	48	6	2	14	4	5	15	2	12	5	2	18	1	8	13
ASV_440	6	12	12	9	7	6	7	14	9	9	24	12	10	10	10	1	9	9
ASV_507	12	12	9	15	6	12	19	9	6	10	8	17	3	5	12	5	1	10
ASV_1027	12	8	1	18	9	20	9	0	14	6	21	7	6	2	13	20	2	3
ASV_470	8	5	4	10	2	5	20	7	12	9	30	6	13	6	10	7	8	13
ASV_410	8	13	9	16	27	13	7	8	1	6	4	13	6	8	8	7	9	5
ASV_415	0	122	0	0	1	0	0	1	20	2	0	2	0	0	1	0	0	19
ASV_452	33	2	8	6	6	9	8	7	5	12	6	20	6	2	9	7	9	11
ASV_399	10	1	8	3	17	11	6	6	16	10	9	8	18	13	6	8	14	5
ASV_406	16	11	5	3	6	11	16	7	15	8	7	10	10	10	12	11	7	13
ASV_424	5	8	5	4	1	9	26	12	17	12	9	14	5	3	19	4	12	8
ASV_454	2	4	11	1	0	4	3	14	81	10	5	6	2	1	4	15	6	5
ASV_457	5	14	9	5	6	8	9	24	3	2	3	15	12	9	19	9	11	4
ASV_481	9	11	7	13	13	11	13	4	17	12	12	12	17	2	3	8	6	8
ASV_539	3	48	2	7	6	4	8	17	7	6	6	6	6	11	12	9	5	6
ASV_432	25	5	9	16	15	22	0	2	2	8	4	4	9	6	1	13	14	6
ASV_428	6	9	9	15	14	10	7	10	11	7	9	8	6	10	10	13	11	8
ASV_467	7	14	4	0	4	3	24	23	23	10	12	3	7	5	3	13	7	0
ASV_506	10	10	1	8	4	8	7	5	17	10	10	25	1	4	11	11	18	6
ASV_408	0	26	6	0	59	4	3	2	4	1	5	24	7	5	0	3	1	5
ASV_423	9	9	6	10	2	12	16	3	7	8	20	11	9	12	11	11	8	14
ASV_480	7	9	1	4	0	5	27	8	6	8	9	9	6	5	29	3	12	20
ASV_547	6	6	7	11	10	3	12	7	10	14	12	10	7	12	13	16	5	9
ASV_509	0	15	7	0	0	4	17	31	24	3	13	21	6	7	7	11	3	5
ASV_542	8	9	7	14	7	6	8	16	5	5	12	14	7	5	7	10	10	15
ASV_669	12	5	7	8	3	2	7	4	8	8	6	7	10	12	18	23	5	11
ASV_450	12	5	12	6	10	13	4	8	14	5	3	9	6	18	6	8	10	10
ASV_448	5	11	5	6	13	9	16	4	10	13	14	14	9	15	5	11	6	5
ASV_466	19	10	7	5	8	15	6	14	5	9	8	7	6	7	6	7	13	6
ASV_569	5	15	1	5	2	8	13	16	11	7	5	18	11	4	10	8	14	9
ASV_443	1	4	0	0	0	0	3	8	13	9	1	21	6	71	1	16	0	0
ASV_463	10	5	5	12	4	8	15	6	8	6	11	8	9	11	16	5	5	15
ASV_485	1	8	0	8	5	4	12	11	6	11	31	33	6	4	9	5	7	2
ASV_491	7	13	1	8	5	5	8	15	18	5	9	16	12	6	7	14	3	12
ASV_494	5	25	1	7	6	8	7	17	6	7	5	10	10	9	15	6	10	16
ASV_482	20	7	6	4	4	12	11	6	9	7	16	6	3	12	18	7	9	12
ASV_430	3	7	6	10	7	8	10	11	4	13	6	17	6	5	9	26	7	7
ASV_811	12	11	12	8	1	9	9	7	12	12	4	11	12	8	10	3	2	9
ASV_472	4	8	11	3	4	4	16	14	7	9	4	10	10	11	19	4	14	9
ASV_479	7	10	5	1	10	8	5	18	11	10	9	5	12	7	14	10	1	16
ASV_628	5	29	0	4	6	12	5	13	3	8	11	6	4	22	8	6	9	10
ASV_1299	11	13	4	6	5	9	10	9	11	7	6	10	5	5	11	12	7	17
ASV_540	1	8	2	2	1	6	4	71	4	3	28	10	0	2	0	9	3	11
ASV_604	8	16	10	3	1	8	24	11	10	5	14	15	2	4	7	5	9	7
ASV_429	5	16	2	7	5	5	18	10	3	10	14	10	9	8	10	11	11	5
ASV_486	4	11	24	5	0	10	9	5	11	12	11	9	4	7	12	11	0	10
ASV_535	15	13	6	4	3	16	15	15	13	8	11	12	5	4	6	6	3	7
ASV_544	0	13	2	1	0	1	19	43	18	5	5	18	4	11	11	7	1	2
ASV_471	18	6	6	4	7	5	9	3	12	9	14	11	8	3	16	8	4	20
ASV_546	10	9	2	7	6	8	16	7	7	10	13	16	9	8	3	4	6	10
ASV_730	8	17	7	13	2	3	2	26	8	7	12	15	0	0	9	7	3	14
ASV_1025	29	15	16	11	2	3	4	9	9	14	4	9	3	0	6	6	3	3
ASV_437	4	13	14	16	1	19	13	14	11	8	12	7	2	7	5	5	2	5
ASV_634	12	8	9	22	0	12	11	16	11	8	12	7	14	0	3	4	7	8
ASV_2411	7	10	14	10	4	8	8	8	6	7	9	8	2	9	9	8	16	6
ASV_468	4	7	3	4	3	10	12	6	10	6	18	8	7	5	12	12	10	11
ASV_560	9	11	14	13	14	7	7	2	12	7	7	9	6	10	3	9	5	7
ASV_464	7	10	15	5	9	7	8	10	13	7	10	6	3	8	6	11	9	9
ASV_545	2	5	5	9	26	10	6	5	0	11	10	9	1	11	7	7	10	13
ASV_431	9	4	4	10	3	3	10	6	13	4	9	8	17	20	9	14	10	9
ASV_447	9	8	3	6	3	3	6	11	17	14	5	7	4	16	15	11	12	8
ASV_492	7	8	5	6	1	4	5	18	14	9	5	3	35	4	6	14	3	5
ASV_497	8	20	8	6	2	6	9	13	9	10	9	7	14	6	9	7	10	9
ASV_605	10	2	8	9	8	10	7	4	16	10	9	8	2	6	9	10	9	13
ASV_618	18	8	12	1	2	4	12	11	8	1	8	15	8	1	9	4	4	22
ASV_453	8	10	13	3	9	8	12	5	6	14	6	15	3	5	10	8	10	12
ASV_493	9	2	15	2	5	32	15	3	3	14	2	14	3	2	12	2	2	8
ASV_495	6	20	11	12	9	6	6	9	10	8	2	7	14	9	8	4	3	8
ASV_575	1	5	4	4	0	8	11	24	6	28	14	41	1	3	0	4	0	2
ASV_469	8	2	0	1	1	2	27	13	16	13	9	7	13	6	15	11	4	8
ASV_510	7	9	3	8	6	6	5	12	7	8	9	12	15	8	7	6	11	4
ASV_534	2	0	7	0	5	0	4	13	0	78	5	39	2	1	1	3	0	7
ASV_462	8	9	6	13	12	10	8	2	5	7	7	13	3	7	14	8	5	7
ASV_499	11	10	13	3	3	3	11	14	7	6	10	7	5	10	8	7	4	19
ASV_449	7	13	5	13	0	5	8	18	7	9	3	4	13	6	17	0	6	3
ASV_484	6	1	0	1	0	1	2	4	16	2	1	0	3	0	3	98	0	8
ASV_678	11	11	8	11	1	14	9	3	10	7	9	12	5	4	12	8	7	8
ASV_474	9	22	4	7	13	3	14	8	2	5	9	8	5	5	8	5	5	8
ASV_524	4	18	2	1	21	2	5	26	9	7	6	2	8	5	8	6	4	11
ASV_451	1	0	4	0	2	11	8	7	2	5	31	2	8	14	5	1	44	0
ASV_504	5	7	2	14	4	9	7	2	14	2	10	6	6	4	10	6	6	12
ASV_577	8	8	3	6	3	7	17	9	4	3	15	11	8	8	7	13	7	10
ASV_648	6	7	2	7	7	9	13	14	8	14	9	15	5	8	8	3	1	9
ASV_1586	14	16	9	2	9	10	9	3	6	5	7	6	6	4	17	11	0	14
ASV_487	4	2	9	5	4	11	10	7	18	8	2	18	3	2	11	9	5	14
ASV_488	6	6	5	11	5	4	8	5	5	4	13	9	10	8	10	10	11	11
ASV_502	6	13	4	5	3	3	3	23	11	10	13	5	4	3	7	12	14	3
ASV_551	12	8	3	10	5	4	12	3	5	6	5	17	12	20	2	7	1	7
ASV_592	23	5	14	3	11	3	5	15	0	1	5	9	8	8	2	12	12	7
ASV_459	1	0	0	0	1	0	1	0	0	1	1	3	2	0	128	0	0	0
ASV_536	7	8	4	2	4	5	10	16	17	9	7	14	11	6	10	2	4	9
ASV_543	6	7	4	4	6	4	13	4	5	9	10	14	13	11	6	3	6	16
ASV_496	26	16	1	0	0	4	10	7	11	5	15	18	7	3	6	4	3	6
ASV_511	6	2	9	0	12	52	10	7	4	2	9	2	0	2	3	4	8	2
ASV_609	11	8	7	11	6	4	15	13	3	8	11	4	4	9	10	4	6	9
ASV_554	10	2	6	10	15	4	9	9	5	4	8	21	7	4	7	8	11	3
ASV_566	12	10	5	8	4	3	11	7	9	6	12	16	9	8	3	12	6	11
ASV_578	8	6	10	6	5	30	7	5	5	4	8	8	4	11	5	6	3	8
ASV_2543	3	3	2	3	5	9	11	13	5	10	23	15	8	4	22	3	1	8
ASV_607	8	5	14	2	9	6	6	8	5	5	11	9	8	5	4	12	4	8
ASV_512	3	8	22	7	16	3	5	6	3	9	6	0	6	7	3	5	6	7
ASV_613	9	8	1	5	4	10	20	18	7	5	2	23	4	10	4	1	2	4
ASV_455	6	9	2	4	2	7	11	6	9	11	17	12	9	2	7	1	7	9
ASV_483	9	5	4	3	1	12	7	4	8	4	7	9	10	10	12	5	9	9
ASV_571	4	2	17	5	14	5	7	13	15	11	1	3	6	4	10	4	1	8
ASV_834	10	7	2	4	2	5	13	11	10	9	11	17	8	2	7	4	6	10
ASV_1408	8	2	0	6	6	4	6	3	4	7	11	16	14	8	4	19	6	12
ASV_522	6	9	7	4	4	5	8	5	7	7	13	13	4	12	10	2	4	14
ASV_822	10	17	8	1	2	15	11	18	8	4	5	6	6	4	3	2	10	7
ASV_489	14	3	14	2	1	3	14	6	9	4	4	8	10	9	18	7	4	6
ASV_718	6	8	11	6	2	3	6	13	10	6	2	10	3	6	20	2	2	10
ASV_1987	8	8	3	3	6	10	11	6	4	5	8	14	8	5	4	12	6	9
ASV_503	4	16	6	2	1	3	12	11	9	8	9	14	2	6	12	5	4	8
ASV_553	2	4	3	5	1	0	14	6	14	9	4	6	12	12	16	12	5	9
ASV_516	11	9	0	8	1	15	10	7	9	4	11	6	3	6	7	5	15	6
ASV_528	8	10	5	8	4	5	11	5	10	5	11	8	7	5	12	3	5	8
ASV_550	6	10	5	3	22	5	4	5	6	2	10	6	6	2	12	9	5	11
ASV_847	4	14	15	3	3	7	4	16	3	1	17	3	6	2	2	10	13	6
ASV_527	0	2	19	8	10	9	14	3	7	3	2	10	3	21	3	2	7	3
ASV_568	0	0	1	2	0	0	145	0	0	0	0	0	0	0	0	0	0	0
ASV_1118	3	4	3	4	1	3	22	12	18	2	7	31	7	3	11	1	3	3
ASV_557	8	6	4	6	4	20	14	11	5	5	8	12	5	9	3	3	5	5
ASV_581	5	3	0	1	1	0	15	16	1	8	17	12	14	5	10	6	12	7
ASV_942	11	11	3	5	3	6	11	6	8	12	5	16	5	4	10	7	3	11
ASV_1246	6	5	0	1	0	2	23	8	9	4	21	23	4	3	12	7	4	2
ASV_537	17	1	0	7	1	7	12	5	23	10	1	5	26	2	4	1	3	2
ASV_594	8	9	1	6	7	4	4	15	8	5	7	3	20	8	4	5	3	11
ASV_803	7	11	2	6	0	6	11	10	12	9	10	13	5	3	4	11	7	11
ASV_530	8	4	7	5	2	6	8	5	3	9	5	7	5	8	14	9	7	7
ASV_562	7	4	21	7	6	3	7	7	5	7	10	7	16	2	6	5	3	8
ASV_529	2	9	5	7	4	5	3	4	3	7	7	8	5	9	12	10	7	11
ASV_559	6	28	1	1	1	6	16	12	4	6	8	11	6	2	4	2	4	9
ASV_525	8	9	2	3	1	9	18	7	6	7	10	14	5	6	8	1	8	8
ASV_606	17	5	1	3	0	2	37	5	5	7	4	16	3	1	7	2	5	14
ASV_519	4	8	4	2	1	1	7	14	7	13	9	8	13	8	11	8	5	4
ASV_579	4	9	3	4	9	8	11	9	10	11	9	7	4	4	8	6	6	7
ASV_644	26	1	4	4	15	13	2	1	2	4	13	16	5	1	8	3	4	4
ASV_707	5	10	16	5	0	5	6	8	5	10	10	7	14	8	4	8	1	3
ASV_1116	9	14	2	8	1	9	19	6	5	7	9	7	8	3	4	8	2	4
ASV_574	5	6	0	3	0	1	11	13	19	8	11	6	8	3	18	6	2	6
ASV_620	7	13	8	1	1	14	7	9	5	2	6	8	9	3	4	11	10	7
ASV_549	7	11	13	6	4	7	7	3	4	4	7	9	4	8	10	7	3	7
ASV_576	15	6	8	2	1	5	12	8	11	9	8	7	6	3	8	6	3	6
ASV_681	11	8	11	13	6	18	1	4	4	5	2	13	3	3	3	6	1	6
ASV_886	1	2	6	0	2	0	8	8	10	5	14	19	12	13	2	8	7	2
ASV_1456	9	4	3	3	4	2	13	8	6	6	9	9	8	4	7	4	3	13
ASV_518	3	2	0	0	1	8	10	9	9	13	2	3	0	4	35	5	0	20
ASV_1537	10	5	14	16	4	11	5	5	4	0	5	2	4	4	8	19	3	0
ASV_501	1	0	2	2	3	0	0	8	1	6	40	1	4	0	0	1	6	43
ASV_514	5	9	5	11	10	2	4	17	8	10	5	8	10	2	8	7	1	9
ASV_533	0	0	6	0	1	1	1	1	0	0	0	2	0	0	97	0	0	2
ASV_622	8	8	12	6	8	8	1	8	1	8	8	3	2	2	12	13	6	7
ASV_650	17	12	0	14	0	0	21	7	8	0	14	13	7	0	7	0	2	5
ASV_704	14	2	5	0	15	4	9	14	7	8	4	3	3	3	1	2	17	6
ASV_572	10	0	6	1	13	1	0	3	9	12	9	13	3	9	15	9	2	5
ASV_1619	5	4	9	9	1	2	8	16	3	5	15	9	6	2	14	4	6	7
ASV_532	9	6	2	17	6	7	11	3	2	6	8	6	4	15	8	8	3	3
ASV_552	6	3	8	6	0	5	7	5	4	6	6	9	3	10	6	7	12	6
ASV_558	8	0	0	0	0	6	1	42	1	20	0	5	7	0	0	3	30	3
ASV_561	3	4	4	7	7	4	7	10	5	9	7	8	7	5	13	8	8	4
ASV_596	4	1	0	4	0	9	4	5	6	7	3	4	0	0	18	9	45	4
ASV_640	6	4	14	2	21	3	4	6	2	12	3	0	15	4	8	4	1	7
ASV_775	14	12	2	0	1	9	20	14	6	6	2	13	2	9	3	3	7	5
ASV_862	1	7	2	1	0	1	11	7	4	2	16	17	8	12	15	13	3	4
ASV_1986	9	7	6	3	3	5	14	7	4	14	4	2	4	10	7	6	5	9
ASV_612	3	5	3	5	3	1	7	21	8	11	9	5	8	1	10	10	4	5
ASV_614	5	4	4	9	9	9	2	1	2	2	43	5	3	1	5	2	4	2
ASV_647	16	2	4	7	3	4	16	7	18	5	3	6	2	4	6	6	2	4
ASV_696	12	5	1	5	3	12	13	6	1	9	8	9	4	9	5	4	4	8
ASV_998	1	2	0	2	1	0	20	9	5	6	10	23	7	4	8	14	5	5
ASV_1817	14	9	2	1	14	9	9	2	12	4	7	3	1	0	3	18	5	3
ASV_639	5	5	2	6	2	6	6	14	5	9	10	9	8	4	8	2	4	5
ASV_859	10	7	2	10	1	7	9	10	2	13	2	4	6	6	2	5	12	7
ASV_2043	2	6	11	6	3	10	6	14	5	1	11	7	8	6	4	5	5	7
ASV_565	5	3	0	2	0	1	18	11	12	8	18	8	5	8	4	5	3	6
ASV_810	2	6	0	5	0	12	9	0	10	9	22	5	2	2	10	5	5	11
ASV_962	10	14	3	4	3	5	9	10	12	7	2	6	4	1	6	5	9	6
ASV_2517	8	3	22	10	4	11	2	6	3	1	6	6	3	5	1	9	4	10
ASV_567	6	4	7	4	2	0	6	10	8	8	7	10	2	13	13	9	1	7
ASV_580	3	6	1	4	2	3	13	10	3	9	2	16	5	3	13	7	3	8
ASV_601	1	12	2	1	2	3	5	20	18	2	4	14	6	3	9	6	8	4
ASV_1674	9	8	1	1	0	2	8	18	10	9	18	10	2	0	7	4	3	7
ASV_591	15	13	5	11	1	4	7	8	4	5	2	13	8	8	4	5	6	4
ASV_617	3	12	0	6	10	8	8	9	5	6	6	2	12	2	9	8	7	3
ASV_642	4	4	2	8	0	10	11	4	11	9	6	5	4	6	11	7	5	9
ASV_1982	18	2	5	8	7	11	4	2	9	8	4	8	2	5	3	3	2	4
ASV_563	6	5	4	7	5	15	8	8	6	5	11	10	4	1	5	5	6	5
ASV_570	4	2	15	4	6	6	4	8	2	8	4	3	1	6	10	8	8	10
ASV_615	6	6	2	6	12	1	11	10	9	10	6	7	5	5	3	2	2	7
ASV_654	0	0	0	52	0	0	0	55	0	4	0	0	1	0	0	0	0	0
ASV_660	7	4	1	5	5	6	9	3	5	7	7	13	1	1	14	7	9	11
ASV_626	4	6	9	6	10	14	7	3	6	3	7	17	3	1	2	5	8	4
ASV_829	2	11	2	0	0	7	5	9	4	5	4	40	9	0	6	2	2	5
ASV_2360	2	3	4	1	0	1	16	9	10	2	7	24	12	2	13	4	5	3
ASV_587	9	7	6	15	12	7	8	2	1	6	6	4	4	11	2	0	4	2
ASV_624	5	10	2	5	3	9	11	7	7	5	5	13	6	4	9	8	2	7
ASV_630	10	0	0	7	0	6	3	11	4	3	2	13	6	1	0	3	1	36
ASV_670	1	6	2	0	1	0	17	18	14	1	7	5	6	4	7	5	5	6
ASV_703	5	3	8	7	3	2	6	4	12	5	3	8	6	6	7	3	8	13
ASV_564	5	3	3	14	16	2	6	3	4	2	7	6	4	9	11	1	7	7
ASV_600	8	7	6	8	4	12	7	3	6	4	8	7	8	3	5	3	5	3
ASV_602	1	0	0	23	0	35	6	2	3	1	0	5	4	1	7	15	4	2
ASV_616	2	12	4	4	12	1	3	4	3	4	4	7	6	11	3	28	2	4
ASV_655	2	4	4	7	9	14	1	6	3	3	5	4	4	10	10	7	13	3
ASV_691	20	10	3	0	0	0	12	8	4	15	2	1	0	5	13	13	0	5
ASV_548	0	2	1	0	0	6	10	16	4	1	4	6	4	1	36	13	2	1
ASV_610	0	6	0	0	0	0	0	0	1	5	0	2	0	0	4	0	0	89
ASV_676	7	2	3	12	6	7	2	4	5	7	12	7	5	8	8	6	5	2
ASV_690	6	5	2	2	3	5	11	6	8	6	8	16	10	8	7	1	5	5
ASV_767	4	7	37	4	4	1	8	5	2	2	5	8	4	1	4	3	5	5
ASV_1269	3	4	7	5	2	6	13	6	6	7	5	11	5	3	5	4	9	6
ASV_2899	5	9	1	1	1	4	20	15	7	6	3	5	7	2	3	1	13	2
ASV_584	11	5	4	3	4	7	5	6	7	4	9	8	7	7	9	5	7	9
ASV_608	6	8	4	8	4	3	6	15	7	10	4	6	6	2	6	2	7	2
ASV_668	5	22	0	5	8	5	12	15	11	7	0	8	2	0	2	2	3	1
ASV_693	15	2	1	1	7	11	19	9	5	8	10	3	0	0	3	4	6	5
ASV_700	3	5	6	7	3	5	3	5	13	6	4	10	7	4	7	9	6	5
ASV_595	8	7	4	5	3	8	6	2	6	5	8	6	5	4	6	12	2	10
ASV_638	3	2	1	3	5	2	6	2	20	9	8	5	4	14	7	3	5	11
ASV_643	2	0	12	4	9	1	6	3	4	9	8	6	2	6	8	4	11	6
