Family	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Acidobacteria|Acidobacteria_Gp10|Unassigned|Unassigned	0.0762078951379363	0.072715068799642	0.04932502596054	0.0875053033517183	0.111312451462594	0.0765613037296292	0.196918075829088	0.079331177152621	0.242860486891386	0.0677339901477833	0.145976522109361	0.126526222559625	0.0999567754484547	0.0501689902830587	0.512777870170187	0.156834690732996	0.0352026862357497	0.0764546869453622
Bacteria|Acidobacteria|Acidobacteria_Gp17|Unassigned|Unassigned	0.00914494741655236	0.0251706007383376	0.0155763239875389	0.00530335171828596	0.00517732332384157	0.0136716613802909	0.0812677773262901	0.0396655885763105	0.032186329588015	0.0153940886699507	0.0821117936865154	0.0822420446637566	0.0486276204884374	0.042247570764681	0.055435445423804	0.0577812018489985	0.0135394947060576	0.0245747208038664
Bacteria|Acidobacteria|Acidobacteria_Gp3|Unassigned|Unassigned	0.0182898948331047	0.0251706007383376	0.0103842159916926	0.00795502757742893	0.00258866166192079	0.0218746582084655	0.0343825211765074	0.0122047964850186	0.0146301498127341	0.0123152709359606	0.0243294203515601	0.00632631112798127	0.00270153447157986	0.00792141951837769	0.013858861355951	0.00275148580233326	0.00541579788242303	0.0136526226688147
Bacteria|Acidobacteria|Acidobacteria_Gp5|Unassigned|Unassigned	0.0121932632220698	0.00839020024611254	0.00259605399792316	0.00265167585914298	0.00258866166192079	0.0109373291042327	0.0187541024599131	0.00305119912125465	0.0146301498127341	0.021551724137931	0.0121647101757801	0.0158157778199532	0.00270153447157986	0.0105618926911703	0.0166306336271412	0.0137574290116663	0.00541579788242303	0.0109220981350517
Bacteria|Acidobacteria|Acidobacteria_Gp6|Unassigned|Unassigned	0.0426764212772443	0.0615281351381586	0.0233644859813084	0.0159100551548579	0.00776598498576236	0.0382806518648146	0.281311536898697	0.140355159577714	0.105337078651685	0.0523399014778325	0.170305942460921	0.351110267602961	0.162092068294791	0.0501689902830587	0.163534564000222	0.0990534888839974	0.0568658777654418	0.0491494416077328
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Acidimicrobiaceae	0.13107757963725	0.142633404183913	0.0882658359293873	0.119325413661434	0.085425834843386	0.128513616974735	0.250054699465508	0.115945566607677	0.12874531835206	0.147783251231527	0.176388297548811	0.240399822863288	0.105359844391614	0.118821292775665	0.121957979932369	0.107307946290997	0.0866527661187684	0.128334653086858
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Iamiaceae	0.0365797896662094	0.125853003691688	0.171339563862928	0.0662918964785745	0.0491845715764949	0.0574209777972219	0.100021879786203	0.164764752547751	0.0819288389513109	0.113916256157635	0.0669059059667903	0.0790788890997659	0.110762913334774	0.0712927756653992	0.13858861355951	0.0797930882676645	0.0676974735302878	0.0982988832154657
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Unassigned	0.0762078951379363	0.0783085356303837	0.103842159916926	0.0768985999151464	0.0647165415480197	0.0710926391775129	0.215672178289001	0.137303960456459	0.0907069288389513	0.144704433497537	0.149017699653306	0.132852533687607	0.0972552409768749	0.132023658639628	0.127501524474749	0.121065375302663	0.146226542825422	0.117412554951806
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Cellulomonadaceae	0.0701112635269014	0.0671216019689003	0.0155763239875389	0.0185617310140008	0.0103546466476831	0.0218746582084655	0.131278717219392	0.103740770122658	0.0731507490636704	0.0769704433497537	0.106441214038076	0.110710444739672	0.170196671709531	0.018483312209548	0.127501524474749	0.0192604006163328	0.0568658777654418	0.106490456816754
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Cryptosporangiaceae	0.0060966316110349	0	0.00259605399792316	0	0	0.0519523132451055	0.0125027349732754	0.0122047964850186	0.00877808988764045	0.00615763546798029	0.00608235508789003	0.0284684000759157	0.00270153447157986	0	0.0110870890847608	0.00825445740699978	0.0324947872945382	0.00273052453376294
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Geodermatophilaceae	0.060966316110349	0.139836670768542	0.0934579439252336	0.0450784896054306	0.0310639399430494	0.0656239746253965	0.0812677773262901	0.161713553426497	0.0760767790262172	0.0646551724137931	0.124688279301746	0.24672613399127	0.075642965204236	0.0528094634558513	0.0942402572204668	0.0852960598723311	0.100192260824826	0.0709936378778363
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Glycomycetaceae	0.060966316110349	0.111869336614834	0.033748701973001	0.0291684344505728	0.0155319699715247	0.0683583069014547	0.0250054699465508	0.00610239824250931	0.0702247191011236	0.0153940886699507	0.00912353263183505	0.0253052445119251	0.0270153447157986	0.0316856780735108	0.0332612672542824	0.101804974686331	0.0785290692951339	0.0218441962701035
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Intrasporangiaceae	0.0640146319158665	0.109072603199463	0.0778816199376947	0.0530335171828596	0.0440072482526534	0.0628896423493383	0.0781420935829713	0.0823823762738756	0.0702247191011236	0.061576354679803	0.0547411957910103	0.0664262668438034	0.0540306894315971	0.0501689902830587	0.0886967126780864	0.074290116662998	0.0352026862357497	0.0982988832154657
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Kineosporiaceae	0.445054107605548	0.850206958272738	0.355659397715473	0.636402206194315	0.119078436448356	0.265230230777644	0.718907260963336	0.582779032159639	0.526685393258427	0.760467980295567	0.617359041420838	0.566204845954324	1.04819537497298	1.08523447401774	0.776096235933256	0.723640766013647	0.931517235776761	0.532452284083773
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Microbacteriaceae	0.76512726718488	1.13827050005593	0.859293873312565	0.822019516334323	0.517732332384157	0.620693426665208	0.81580345700622	1.11368767925795	0.830992509363296	0.760467980295567	0.906270908095615	0.841399380021509	0.642965204236006	0.636354034643008	0.900825988136815	0.863966541932644	0.682390533185302	0.944761488681976
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micrococcaceae	0.0731595793324188	0.0866987358764962	0.0571131879543095	0.0424268137462877	0.0336526016049702	0.0355463195887564	0.0718907260963336	0.225788734972844	0.131671348314607	0.113916256157635	0.130770634389636	0.132852533687607	0.0594337583747569	0.0264047317279256	0.0859249404068962	0.184349548756328	0.0758211703539224	0.0873767850804139
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Micromonosporaceae	4.27678707514098	6.92750866987359	4.44704049844237	3.82636826474332	2.21071705928035	4.20266870830143	4.48848185540587	5.91627509611277	6.44897003745318	4.35344827586207	4.95407821908643	4.51065983425065	4.98162956559326	3.82868610054922	5.0889738899052	4.29231785163989	5.14500798830188	5.3409059880403
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Mycobacteriaceae	0.377991159884164	0.399932878398031	0.342679127725857	0.238650827322868	0.106135128138752	0.144919610631084	0.259431750695465	0.277659120034173	0.231156367041199	0.2185960591133	0.170305942460921	0.272031378503195	0.229630430084288	0.10297845373891	0.457342424746383	0.211864406779661	0.186845026943594	0.172023045627065
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardiaceae	0.0853528425544886	0.10068240295335	0.173935617860851	0.00795502757742893	0.036241263266891	0.0546866455211637	0.0343825211765074	0.140355159577714	0.032186329588015	0.0862068965517241	0.0486588407031202	0.0506104890238502	0.175599740652691	0.0264047317279256	0.124729752203559	0.107307946290997	0.0297868883533267	0.084646260546651
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Nocardioidaceae	2.42950769699741	3.77559011075064	3.63707165109034	2.55091217649555	2.23401501423764	2.86284589303292	2.16297315037664	3.39293342283517	2.36715823970037	2.14593596059113	3.03205401131318	2.64123489593218	2.25848281824076	2.32625686523025	2.80226176617329	3.00187101034559	2.84870968615451	2.44381945771783
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Promicromonosporaceae	0.210333790580704	0.357981877167468	0.106438213914849	0.235999151463725	0.0957804814910691	0.404681176856612	0.200043759572406	0.17696954903277	0.134597378277154	0.181650246305419	0.462258986679642	0.344783956474979	0.172898206181111	0.229721166032953	0.241144187593547	0.176095091349329	0.0839448671775569	0.196597766430931
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Propionibacteriaceae	0.033531473860692	0.00839020024611254	0	0.0212134068731438	0.00258866166192079	0.0109373291042327	0.0375082049198262	0.0122047964850186	0.00585205992509363	0.0153940886699507	0.00304117754394502	0.0316315556399064	0.0135076723578993	0.00792141951837769	0.0110870890847608	0.0137574290116663	0.00812369682363454	0.0163831472025776
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Pseudonocardiaceae	5.27358634354519	11.0638773912071	8.49169262720665	8.56226134917268	5.25239451203728	5.03937438477524	5.72937830150345	5.87966070665772	4.3627106741573	5.41871921182266	6.49291405632261	5.5418485481116	8.52334125783445	5.75887198986058	6.94883308387383	7.49229583975347	8.795255761055	7.72192338148158
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptomycetaceae	2.99649443682365	2.70444121266361	3.19574247144341	2.2645311837081	1.05358529640176	1.99332822924642	2.19735567155315	3.56685177274669	7.99098782771536	4.6243842364532	2.88911866674776	3.09989245271082	3.81996974281392	3.41149133924799	3.03786240922446	5.99273607748184	4.19724335887785	3.14829478742867
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Streptosporangiaceae	0.106691053193111	0.548159749412686	0.207684319833853	0.384492999575732	0.0569505565622573	0.295307885814284	0.275060169412059	0.451577469945689	0.222378277153558	0.320197044334975	0.404476613344687	0.215094578351363	0.297168791873784	0.330059146599071	0.346471533898775	0.173343605546995	0.194968723767229	0.371351336591759
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Thermomonosporaceae	0.80170705685109	0.889361226087929	0.150571131879543	1.16938905388205	0.344292001035465	0.505851471070765	0.500109398931016	0.854335753951303	0.453534644194757	0.797413793103448	0.760294385986254	0.575694312646296	1.08061378863194	1.19877482044782	0.676312434170409	0.891481399955976	1.23209401825124	0.671709035305682
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Unassigned	4.10303307422649	6.49121825707574	2.86344755970924	4.24268137462877	3.12710328760031	3.57650661708411	4.69790266620823	5.91932629523403	4.78698501872659	3.71305418719212	4.54047807310991	4.07098121085595	7.24011238383402	7.34051542036333	5.60175176007539	6.14406779661017	4.88775758888678	5.25899025202741
Bacteria|Actinobacteria|Actinobacteria|Gaiellales|Gaiellaceae	0.271300106691053	0.422306745720998	0.254413291796469	0.34736953754773	0.188972301320217	0.308979547194575	0.340699528021755	0.527857447977055	0.307233146067416	0.298645320197044	0.386229548081017	0.480799645726577	0.399827101793819	0.287811575834389	0.363102167525916	0.26139115122166	0.295160984592055	0.292166125112634
Bacteria|Actinobacteria|Actinobacteria|Rubrobacterales|Rubrobacteraceae	0.0274348422496571	0.0699183353842712	0.0207684319833853	0.0371234620280017	0.00517732332384157	0.0382806518648146	0.0562623073797393	0.0610239824250931	0.0438904494382023	0.0338669950738916	0.0334529529833952	0.0948946669197191	0.0621352928463367	0.0158428390367554	0.0388048117966628	0.0412722870349989	0.0704053724714994	0.0354968189389182
Bacteria|Actinobacteria|Actinobacteria|Solirubrobacterales|Conexibacteraceae	0.0762078951379363	0.128649737107059	0.0726895119418484	0.0928086550700042	0.0310639399430494	0.155856939735317	0.184415340855812	0.161713553426497	0.0585205992509363	0.0492610837438424	0.0699470835107354	0.1012209780477	0.0864491030905554	0.0501689902830587	0.0637507622373746	0.0495267444419987	0.0974843618836145	0.0764546869453622
Bacteria|Actinobacteria|Actinobacteria|Solirubrobacterales|Solirubrobacteraceae	0.182898948331047	0.170600738337622	0.083073727933541	0.12462876537972	0.0906031581672275	0.262495898501586	0.456349826524552	0.210532739366571	0.178487827715356	0.193965517241379	0.206800072988261	0.313152400835073	0.116165982277934	0.110899873257288	0.124729752203559	0.129319832709663	0.173305532237537	0.144717800289436
Bacteria|Actinobacteria|Actinobacteria|Solirubrobacterales|Unassigned	0.152415790275873	0.229332140060409	0.14797507788162	0.19622401357658	0.147553714729485	0.218746582084655	0.27193448566874	0.225788734972844	0.146301498127341	0.166256157635468	0.176388297548811	0.344783956474979	0.164793602766371	0.105618926911703	0.169078108542602	0.13482280431433	0.224755612120556	0.172023045627065
Bacteria|Actinobacteria|Actinobacteria|Unassigned|Unassigned	0.475537265660722	0.774695156057725	0.467289719626168	0.530335171828596	0.346880662697385	0.418352838236903	0.918951020535742	1.0160493073778	0.711025280898876	0.671182266009852	0.796788516513594	1.01537293604099	0.775340393343419	0.636354034643008	0.798270414102777	0.569557561082985	0.544287687183514	0.647134314501816
Bacteria|Actinobacteria|Unassigned|Unassigned|Unassigned	0.0182898948331047	0.0699183353842712	0.0674974039460021	0.0822019516334323	0.0207092932953663	0.0902329651099202	0.100021879786203	0.0976383718801489	0.06437265917603	0.0738916256157636	0.0699470835107354	0.104384133611691	0.037821482602118	0.0554499366286439	0.041576584067853	0.0687871450583315	0.0460342820005957	0.0709936378778363
Bacteria|Armatimonadetes|Unassigned|Unassigned|Unassigned	0.0060966316110349	0.00279673341537085	0.00259605399792316	0.00530335171828596	0	0.0109373291042327	0.0062513674866377	0.0213583938487826	0.00585205992509363	0.0153940886699507	0.0182470652636701	0.00632631112798127	0.00540306894315971	0.0237642585551331	0.0110870890847608	0.0165089148139996	0.0189552925884806	0.0136526226688147
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Flammeovirgaceae	0.0121932632220698	0	0	0.00530335171828596	0	0	0.0281311536898697	0.0366143894550558	0.0117041198501873	0.0338669950738916	0.0212882428076151	0.00948946669197191	0.0108061378863194	0.0264047317279256	0.0194024058983314	0.0192604006163328	0.00812369682363454	0.0136526226688147
Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Unassigned	0.856576741350404	0.522989148674348	0.275181723779855	0.315549427238014	0.411597204245405	0.1503882751832	1.03772700278186	0.775004576798682	1.23185861423221	1.89347290640394	0.900188553007725	0.607325868286202	0.864491030905554	0.881918039712717	1.20017739342536	1.18038740920097	0.541579788242303	0.759085820386096
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Cryomorphaceae	0.0426764212772443	0.0279673341537085	0.0441329179646937	0.0185617310140009	0.0155319699715247	0.00820299682817456	0.0875191448129278	0.0640751815463477	0.117041198501873	0.0862068965517241	0.0517000182470653	0.0885683557917378	0.0837475686189756	0.171630756231517	0.102555574034037	0.148580233325996	0.116439654472095	0.103759932282992
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae	1.38088705989941	1.59134131334601	6.69781931464174	2.25922783198982	4.28682371214082	1.84020562178716	1.38155221454693	6.15426862757063	6.15344101123595	4.27339901477832	1.89769478742169	1.71126716011893	3.58493624378647	3.70458386142797	2.50291036088475	1.66740039621396	3.18448915486474	4.22685197826502
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Unassigned	0.0060966316110349	0.0111869336614834	0	0.00265167585914298	0.00258866166192079	0	0.0187541024599131	0.0335631903338012	0.0204822097378277	0.0123152709359606	0.00608235508789003	0.00632631112798127	0.0135076723578993	0.0396070975918885	0.0166306336271412	0.00550297160466652	0.00541579788242303	0.00819157360128881
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Chitinophagaceae	0.149367474470355	0.0699183353842712	0.0571131879543094	0.0556851930420025	0.0310639399430494	0.0492179809690474	0.400087519144813	0.22273753585159	0.465238764044944	0.443349753694581	0.298035399306611	0.196115644967419	0.283661119515885	0.42247570764681	0.291036088474971	0.338432753686991	0.194968723767229	0.188406192829643
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales|Sphingobacteriaceae	0.0762078951379363	0.0559346683074169	0.0597092419522326	0.100763682647433	0.116489774786435	0.0546866455211637	0.0562623073797393	0.0244095929700372	0.0877808988764045	0.0954433497536946	0.0608235508789003	0.0600999557158221	0.102658309920035	0.224440219687368	0.0526636731526138	0.0550297160466652	0.0676974735302878	0.0928378341479398
Bacteria|Bacteroidetes|Unassigned|Unassigned|Unassigned	0.0518213686937967	0.0167804004922251	0.0467289719626168	0.0503818413237166	0.0258866166192079	0.0355463195887564	0.0375082049198262	0.0366143894550558	0.0555945692883895	0.0892857142857143	0.0547411957910103	0.0569368001518315	0.0540306894315971	0.0343261512463033	0.041576584067853	0.0495267444419987	0.0514500798830188	0.0546104906752587
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned|Unassigned	0.00304831580551745	0.00279673341537085	0.0155763239875389	0	0.085425834843386	0.0109373291042327	0	0.0305119912125465	0.00292602996254682	0	0.0334529529833952	0	0.00540306894315971	0	0.0055435445423804	0	0	0.0136526226688147
Bacteria|Chlamydiae|Chlamydiia|Chlamydiales|Chlamydiaceae	0.0121932632220698	0.00559346683074169	0	0	0.00517732332384157	0.0246089904845237	0.0312568374331885	0.0274607920912919	0.032186329588015	0.0492610837438424	0.00912353263183505	0.00948946669197191	0	0.0105618926911703	0.113642663118798	0.0165089148139996	0	0.0628020642765475
Bacteria|Chloroflexi|Caldilineae|Caldilineales|Caldilineaceae	0.00304831580551745	0.0223738673229668	0.00259605399792316	0	0	0.0109373291042327	0.0187541024599131	0.0457679868188198	0.0234082397003745	0.00307881773399015	0.0243294203515601	0.0189789333839438	0.0135076723578993	0.0132023658639628	0.0304894949830922	0.011005943209333	0.00541579788242303	0.00546104906752587
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Chloroflexaceae	0.14327084285932	0.204161539322072	0.083073727933541	0.145842172252864	0.194149624644059	0.12031062014656	0.121901665989435	0.210532739366571	0.155079588014981	0.277093596059113	0.161182409829086	0.151831467071551	0.251242705856927	0.145226024503591	0.185708742169743	0.156834690732996	0.121855452354518	0.210250389099746
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales|Oscillochloridaceae	0.0579180003048316	0.106275869784092	0.0233644859813084	0.0556851930420025	0.0465959099145742	0.0410149841408728	0.0343825211765074	0.0183071947275279	0.0438904494382022	0.0369458128078818	0.0334529529833952	0.0221420889479345	0.0675383617894964	0.0343261512463033	0.0609789899661844	0.0715386308606648	0.0189552925884806	0.0737241624115993
Bacteria|Chloroflexi|Chloroflexia|Herpetosiphonales|Herpetosiphonaceae	0.371894528273129	0.39713614498266	0.163551401869159	0.405706406448876	0.528086979031841	0.199606256152248	0.246929015722189	1.08927808628791	0.0614466292134832	0.520320197044335	0.93972386107901	0.578857468210287	2.52323319645559	0.163709336713139	0.352015078441155	0.401716927140656	1.18876763519185	0.830079458263932
