ID	i	index	Group
KO6	9000	1915.77136752137	KO
OE1	9000	2246.27859237537	OE
OE2	9000	2270.48529411765	OE
OE3	9000	2063.00657894737	OE
OE4	9000	2036.2492211838	OE
OE5	9000	2175.34948096886	OE
OE6	9000	2234.07040229885	OE
WT1	9000	2038.10769230769	WT
WT2	9000	1832.60496183206	WT
WT3	9000	2029.98225806452	WT
WT4	9000	2187.34482758621	WT
WT5	9000	1920.64822134387	WT
WT6	9000	2071.91206896552	WT
KO1	9200	1958.28166666667	KO
KO2	9200	2066.21582733813	KO
KO3	9200	1768.80580357143	KO
KO4	9200	1895.61489361702	KO
KO5	9200	1698.00297619048	KO
KO6	9200	2138.04310344828	KO
OE1	9200	2262.62464183381	OE
OE2	9200	2188.35046728972	OE
OE3	9200	2146.92	OE
OE4	9200	2054.36290322581	OE
OE5	9200	2142.04328358209	OE
OE6	9200	2265.44875776398	OE
WT1	9200	1999.96570397112	WT
WT2	9200	2018.69047619048	WT
WT3	9200	2067.86721311475	WT
WT4	9200	2202.5293040293	WT
WT5	9200	1893.27547169811	WT
WT6	9200	2163.06227758007	WT
KO1	9400	2074.1059602649	KO
KO2	9400	2086.82857142857	KO
KO3	9400	1697.07079646018	KO
KO4	9400	1857.86854460094	KO
KO5	9400	1690.12565445026	KO
KO6	9400	1879.00183823529	KO
OE1	9400	2288.36849315069	OE
OE2	9400	2131.71884057971	OE
OE3	9400	2161.78317152104	OE
OE4	9400	2083.10491803279	OE
OE5	9400	2084.34775641026	OE
OE6	9400	2185.40410958904	OE
WT1	9400	1992.14160839161	WT
WT2	9400	1911.68965517241	WT
WT3	9400	2215.32033898305	WT
WT4	9400	2026.16447368421	WT
WT5	9400	1888.30952380952	WT
WT6	9400	2126.98630136986	WT
KO1	9600	2080.36525974026	KO
KO2	9600	2064.31588447653	KO
KO3	9600	1664.35062240664	KO
KO4	9600	1743.4746835443	KO
KO5	9600	1524.57286432161	KO
KO6	9600	1900.0881294964	KO
OE1	9600	2267.58690176322	OE
OE2	9600	2165.6051212938	OE
OE3	9600	2084.24223602484	OE
OE4	9600	2043.71671826625	OE
OE5	9600	2218.02459016393	OE
OE6	9600	2232.53005464481	OE
WT1	9600	2108.83985765125	WT
WT2	9600	1863.84126984127	WT
WT3	9600	2171.42809364549	WT
WT4	9600	2111.11428571429	WT
WT5	9600	1865.01636363636	WT
WT6	9600	2194.66666666667	WT
KO1	9800	2182.83952702703	KO
KO2	9800	1997.93311036789	KO
KO3	9800	1715.37061403509	KO
KO4	9800	1732.85836909871	KO
KO5	9800	1751.56214689266	KO
KO6	9800	1880.19305019305	KO
OE1	9800	2297.32724719101	OE
OE2	9800	2225.61919504644	OE
OE3	9800	2121.16955017301	OE
OE4	9800	2034.03582089552	OE
OE5	9800	2161.76219512195	OE
OE6	9800	2233.54322766571	OE
WT1	9800	2124.87006578947	WT
WT2	9800	1936.908203125	WT
WT3	9800	2217.05625	WT
WT4	9800	2094.42007434944	WT
WT5	9800	1929.30395683453	WT
WT6	9800	2038.78134110787	WT
KO1	10000	2052.27669902913	KO
KO2	10000	2103.13775510204	KO
KO3	10000	1890.36	KO
KO4	10000	2050.12745098039	KO
KO5	10000	1741.025	KO
KO6	10000	1939.69488188976	KO
OE1	10000	2257.46202531646	OE
OE2	10000	2208.76392961877	OE
OE3	10000	2177.3023255814	OE
OE4	10000	2094.12195121951	OE
OE5	10000	2194.31012658228	OE
OE6	10000	2439.05357142857	OE
WT1	10000	2096.07802547771	WT
WT2	10000	1969.55578512397	WT
WT3	10000	2240.52597402597	WT
WT4	10000	2141.54020979021	WT
WT5	10000	1957.88068181818	WT
WT6	10000	2106.58225806452	WT
KO1	10200	2213.3445229682	KO
KO2	10200	2089.24827586207	KO
KO3	10200	1831.79439252336	KO
KO4	10200	1767.03265306122	KO
KO5	10200	1516.06140350877	KO
KO6	10200	1951.11851851852	KO
OE1	10200	2358.04755043228	OE
OE2	10200	2184.19552238806	OE
OE3	10200	2153.46953405018	OE
OE4	10200	2198.41582491582	OE
OE5	10200	2172.06289308176	OE
OE6	10200	2256.20588235294	OE
WT1	10200	2053.27083333333	WT
WT2	10200	1977.28571428571	WT
WT3	10200	2212.38095238095	WT
WT4	10200	2211.01030927835	WT
WT5	10200	1867.18596491228	WT
WT6	10200	2150.10631229236	WT
KO1	10400	2054.54006410256	KO
KO2	10400	1980.45440251572	KO
KO3	10400	1767.24561403509	KO
KO4	10400	1900.00219298246	KO
KO5	10400	1575.43969849246	KO
KO6	10400	2055.40963855422	KO
OE1	10400	2291.88764044944	OE
OE2	10400	2362.03799392097	OE
OE3	10400	2164.0064516129	OE
OE4	10400	2238.43918918919	OE
OE5	10400	2031.44677871148	OE
OE6	10400	2301.29784366577	OE
WT1	10400	2157.98615916955	WT
WT2	10400	1824.26765799257	WT
WT3	10400	2190.9756097561	WT
WT4	10400	2155.8093645485	WT
WT5	10400	1912.14412811388	WT
WT6	10400	2105.6265625	WT
KO1	10600	2236.7397260274	KO
KO2	10600	2142.17006802721	KO
KO3	10600	1774.02045454545	KO
KO4	10600	1842.28854625551	KO
KO5	10600	1808.84104046243	KO
KO6	10600	2007.88644688645	KO
OE1	10600	2263.62837837838	OE
OE2	10600	2263.8137829912	OE
OE3	10600	2269.36970684039	OE
OE4	10600	2300.85284280936	OE
OE5	10600	2297.22857142857	OE
OE6	10600	2296.95430809399	OE
WT1	10600	2069.78064516129	WT
WT2	10600	1917.99221789883	WT
WT3	10600	2078.45098039216	WT
WT4	10600	2135.3470790378	WT
WT5	10600	2008.44379844961	WT
WT6	10600	2134.14984227129	WT
KO1	10800	2137.3140625	KO
KO2	10800	2090.5472972973	KO
KO3	10800	1847.76077586207	KO
KO4	10800	1895.4028340081	KO
KO5	10800	1642.44324324324	KO
KO6	10800	1975.0293040293	KO
OE1	10800	2279.62942779292	OE
OE2	10800	2258.21488764045	OE
OE3	10800	2161.75217391304	OE
OE4	10800	2139.92388059701	OE
OE5	10800	2266.7908496732	OE
OE6	10800	2334.42857142857	OE
WT1	10800	2065.24539877301	WT
WT2	10800	2076.49440298507	WT
WT3	10800	2304.78571428571	WT
WT4	10800	2054.05362776025	WT
WT5	10800	1900.51978417266	WT
WT6	10800	2253.05536912752	WT
KO1	11000	2177.10810810811	KO
KO2	11000	2147.91139240506	KO
KO3	11000	1758.07287449393	KO
KO4	11000	2008.8	KO
KO5	11000	1711.45707070707	KO
KO6	11000	1990.32991803279	KO
OE1	11000	2271.52887139108	OE
OE2	11000	2278.01408450704	OE
OE3	11000	2281.0386996904	OE
OE4	11000	2217.00638977636	OE
OE5	11000	2249.07852564103	OE
OE6	11000	2213.475	OE
WT1	11000	2123.84027777778	WT
WT2	11000	1922.08876811594	WT
WT3	11000	2228.58720930233	WT
WT4	11000	2067.08962264151	WT
WT5	11000	1984.55740740741	WT
WT6	11000	2193.11809815951	WT
KO1	11200	2109.70562130177	KO
KO2	11200	2075.73778501629	KO
KO3	11200	1771.4849137931	KO
KO4	11200	1929.59493670886	KO
KO5	11200	1772.37564766839	KO
KO6	11200	2001.28517110266	KO
OE1	11200	2252.21553884712	OE
OE2	11200	2283.01282051282	OE
OE3	11200	2277.64516129032	OE
OE4	11200	2155.84461538462	OE
OE5	11200	2219.65662650602	OE
OE6	11200	2262.05	OE
WT1	11200	2270.79965156794	WT
WT2	11200	1944.30615942029	WT
WT3	11200	2377.61538461538	WT
WT4	11200	2127.36525974026	WT
WT5	11200	2178.44962686567	WT
WT6	11200	2281.41025641026	WT
KO1	11400	2189.13022508039	KO
KO2	11400	2093.51533742331	KO
KO3	11400	1836.11206896552	KO
KO4	11400	1882.03076923077	KO
KO5	11400	1899.1843575419	KO
KO6	11400	1954.50655737705	KO
OE1	11400	2312.5487804878	OE
OE2	11400	2292.74089635854	OE
OE3	11400	2203.6309148265	OE
OE4	11400	2288.12695924765	OE
OE5	11400	2224.05295950156	OE
OE6	11400	2306.08740359897	OE
WT1	11400	2157.05218855219	WT
WT2	11400	2036.6996124031	WT
WT3	11400	2275.55151515152	WT
WT4	11400	2076.37878787879	WT
WT5	11400	2058.24827586207	WT
WT6	11400	2217.48668639053	WT
KO1	11600	2178.85339506173	KO
KO2	11600	2217.68027210884	KO
KO3	11600	1873.45132743363	KO
KO4	11600	1954.39519650655	KO
KO5	11600	1648.44976076555	KO
KO6	11600	2100.04340277778	KO
OE1	11600	2304.76598465473	OE
OE2	11600	2267.38948787062	OE
OE3	11600	2138.79673590504	OE
OE4	11600	2159.44653179191	OE
OE5	11600	2298.27435064935	OE
OE6	11600	2280.60331632653	OE
WT1	11600	2062.44694533762	WT
WT2	11600	1986.02836879433	WT
WT3	11600	2327.12857142857	WT
WT4	11600	2091.21096345515	WT
WT5	11600	2064.08664259928	WT
WT6	11600	2226.29758308157	WT
KO1	11800	2170.58878504673	KO
KO2	11800	2136.43097643098	KO
KO3	11800	1808.03225806452	KO
KO4	11800	1871.08547008547	KO
KO5	11800	1656.43348623853	KO
KO6	11800	1998.03333333333	KO
OE1	11800	2253.47361809045	OE
OE2	11800	2304.86023054755	OE
OE3	11800	2184.09523809524	OE
OE4	11800	2231.00655737705	OE
OE5	11800	2290.93023255814	OE
OE6	11800	2334.68880208333	OE
WT1	11800	2216.02476780186	WT
WT2	11800	1960.82593856655	WT
WT3	11800	2309.92857142857	WT
WT4	11800	2191.28355704698	WT
WT5	11800	2048.03597122302	WT
WT6	11800	2155.39552238806	WT
KO1	12000	2188.54461538462	KO
KO2	12000	2222.98969072165	KO
KO3	12000	1843.05060728745	KO
KO4	12000	1958.97925311203	KO
KO5	12000	1726.78048780488	KO
KO6	12000	1991.40909090909	KO
OE1	12000	2273.78238341969	OE
OE2	12000	2317.58643617021	OE
OE3	12000	2220.33139534884	OE
OE4	12000	2211.25	OE
OE5	12000	2259.23376623377	OE
OE6	12000	2271.14066496164	OE
WT1	12000	2155.28720238095	WT
WT2	12000	2003.30286738351	WT
WT3	12000	2340.22153846154	WT
WT4	12000	2114.58006042296	WT
WT5	12000	1969.20529801325	WT
WT6	12000	2281.02492211838	WT
KO1	12200	2169.71183800623	KO
KO2	12200	2190.53114754098	KO
KO3	12200	1869.99588477366	KO
KO4	12200	1959.96074380165	KO
KO5	12200	1698.18226600985	KO
KO6	12200	2042.25263157895	KO
OE1	12200	2296.06447368421	OE
OE2	12200	2216.74664879357	OE
OE3	12200	2181.5363372093	OE
OE4	12200	2247.1067251462	OE
OE5	12200	2215.32011331445	OE
OE6	12200	2314.48641975309	OE
WT1	12200	2224.51515151515	WT
WT2	12200	2124.4513618677	WT
WT3	12200	2298.43243243243	WT
WT4	12200	2191.54696969697	WT
WT5	12200	2064.06081081081	WT
WT6	12200	2277.20172910663	WT
KO1	12400	2109.40390879479	KO
KO2	12400	2176.33108108108	KO
KO3	12400	1867.00784313725	KO
KO4	12400	1940.54940711462	KO
KO5	12400	1800.6862745098	KO
KO6	12400	2054.7551369863	KO
OE1	12400	2319.85967302452	OE
OE2	12400	2257.24864864865	OE
OE3	12400	2167.20434782609	OE
OE4	12400	2203.34384384384	OE
OE5	12400	2399.3526645768	OE
OE6	12400	2441.33888888889	OE
WT1	12400	2037.85538461538	WT
WT2	12400	2034.21228070175	WT
WT3	12400	2216.29807692308	WT
WT4	12400	2179.46763754045	WT
WT5	12400	2044.0618556701	WT
WT6	12400	2216.08459214501	WT
KO1	12600	2202.56906906907	KO
KO2	12600	2204.23762376238	KO
KO3	12600	1904.58035714286	KO
KO4	12600	1900.53917910448	KO
KO5	12600	1864.27157360406	KO
KO6	12600	2114.71428571429	KO
OE1	12600	2297.25490196078	OE
OE2	12600	2299.82535211268	OE
OE3	12600	2288.5078369906	OE
OE4	12600	2451.22452229299	OE
OE5	12600	2254.875	OE
OE6	12600	2339.67539267016	OE
WT1	12600	2198.43389830508	WT
WT2	12600	2133.59251968504	WT
WT3	12600	2237.64902506964	WT
WT4	12600	2173.15930599369	WT
WT5	12600	2086.64234875445	WT
WT6	12600	2170.60787172012	WT
KO1	12800	2271.565830721	KO
KO2	12800	2157.87066246057	KO
KO3	12800	1812.23166023166	KO
KO4	12800	1937.7	KO
KO5	12800	1742.90582959641	KO
KO6	12800	2105.8962962963	KO
OE1	12800	2325.37792207792	OE
OE2	12800	2259.98891966759	OE
OE3	12800	2209.63793103448	OE
OE4	12800	2309.01424050633	OE
OE5	12800	2224.26447368421	OE
OE6	12800	2343.142228739	OE
WT1	12800	2169.41509433962	WT
WT2	12800	2154.09288537549	WT
WT3	12800	2291.95480225989	WT
WT4	12800	2163.18690095847	WT
WT5	12800	2023.06228956229	WT
WT6	12800	2198.56024096386	WT
KO1	13000	2202.47971014493	KO
KO2	13000	2093.25641025641	KO
KO3	13000	1787.682	KO
KO4	13000	1885.18371212121	KO
KO5	13000	1753.3	KO
KO6	13000	2009.69732441472	KO
OE1	13000	2322.50130208333	OE
OE2	13000	2333.28016085791	OE
OE3	13000	2208.40410958904	OE
OE4	13000	2347.13064516129	OE
OE5	13000	2255.50145348837	OE
OE6	13000	2341.74160206718	OE
WT1	13000	2173.84775641026	WT
WT2	13000	2059.43769968051	WT
WT3	13000	2246.75222551929	WT
WT4	13000	2217.22118380062	WT
WT5	13000	2108.44599303136	WT
WT6	13000	2277.31530343008	WT
KO1	13200	2218.52795031056	KO
KO2	13200	2152.92052980132	KO
KO3	13200	1961.33596837945	KO
KO4	13200	1975.27692307692	KO
KO5	13200	1721.75238095238	KO
KO6	13200	2013.3642384106	KO
OE1	13200	2366.34892086331	OE
OE2	13200	2239.5	OE
OE3	13200	2269	OE
OE4	13200	2202.79673590504	OE
OE5	13200	2264.26666666667	OE
OE6	13200	2443.18664850136	OE
WT1	13200	2158.58689458689	WT
WT2	13200	2025.5928030303	WT
WT3	13200	2269.71884057971	WT
WT4	13200	2158.37191358025	WT
WT5	13200	2049.38283828383	WT
WT6	13200	2248.68251533742	WT
KO1	13400	2244.46913580247	KO
KO2	13400	2262.90217391304	KO
KO3	13400	1906.04826254826	KO
KO4	13400	2028.95041322314	KO
KO5	13400	1804.41121495327	KO
KO6	13400	2086.11428571429	KO
OE1	13400	2387.26130653266	OE
OE2	13400	2342.85612535613	OE
OE3	13400	2280.37716763006	OE
OE4	13400	2336.10454545455	OE
OE5	13400	2302.87808219178	OE
OE6	13400	2414.50791556728	OE
WT1	13400	2186.24539877301	WT
WT2	13400	1963.07852564103	WT
WT3	13400	2253.23313782991	WT
WT4	13400	2159.70153846154	WT
WT5	13400	2142.76394052045	WT
WT6	13400	2313.73134328358	WT
KO1	13600	2202.53134328358	KO
KO2	13600	2216.25762195122	KO
KO3	13600	1898.00796812749	KO
KO4	13600	1967.00187969925	KO
KO5	13600	1890.10377358491	KO
KO6	13600	2049.86577181208	KO
OE1	13600	2330.76167076167	OE
OE2	13600	2356.60458452722	OE
OE3	13600	2339.16666666667	OE
OE4	13600	2236.72465753425	OE
OE5	13600	2261.95877659574	OE
OE6	13600	2419.3825136612	OE
WT1	13600	2214.07228915663	WT
WT2	13600	2055.00706713781	WT
WT3	13600	2312.26657458564	WT
WT4	13600	2154.26339285714	WT
WT5	13600	2041.08166666667	WT
WT6	13600	2214.22471910112	WT
KO1	13800	2275.61838006231	KO
KO2	13800	2118.83225806452	KO
KO3	13800	1896.29752066116	KO
KO4	13800	1871.57330827068	KO
KO5	13800	1811.59112149533	KO
KO6	13800	2123.02846975089	KO
OE1	13800	2306.62162162162	OE
OE2	13800	2338.6875	OE
OE3	13800	2330.56055900621	OE
OE4	13800	2290.37101449275	OE
OE5	13800	2393.67431192661	OE
OE6	13800	2435.13671875	OE
WT1	13800	2344.40251572327	WT
WT2	13800	2086.47532894737	WT
WT3	13800	2399.61538461538	WT
WT4	13800	2188.11253561254	WT
WT5	13800	2095.63406940063	WT
WT6	13800	2257.45567867036	WT
KO1	14000	2260.85975609756	KO
KO2	14000	2227.22452229299	KO
KO3	14000	1980.903930131	KO
KO4	14000	2048.51162790698	KO
KO5	14000	1784.40758293839	KO
KO6	14000	2083.77368421053	KO
OE1	14000	2345.96221662468	OE
OE2	14000	2402.95480225989	OE
OE3	14000	2212.71690140845	OE
OE4	14000	2256.67699115044	OE
OE5	14000	2233.79784366577	OE
OE6	14000	2409.51020408163	OE
WT1	14000	2156.4469273743	WT
WT2	14000	2063.01584507042	WT
WT3	14000	2451.25451807229	WT
WT4	14000	2210.47971014493	WT
WT5	14000	2081.58603896104	WT
WT6	14000	2245.0125	WT
KO1	14200	2327.135	KO
KO2	14200	2124.39697802198	KO
KO3	14200	1982.50592885375	KO
KO4	14200	2031.28458498024	KO
KO5	14200	1839.10321100917	KO
KO6	14200	2080.78397212544	KO
OE1	14200	2315.91687041565	OE
OE2	14200	2333.7790368272	OE
OE3	14200	2347.62464183381	OE
OE4	14200	2310.24855491329	OE
OE5	14200	2186.52150537634	OE
OE6	14200	2349.22493573265	OE
WT1	14200	2248.41509433962	WT
WT2	14200	2122.77798507463	WT
WT3	14200	2222.92022792023	WT
WT4	14200	2197.84925373134	WT
WT5	14200	2045.24032258065	WT
WT6	14200	2242.05	WT
KO1	14400	2171.81034482759	KO
KO2	14400	2182.88173652695	KO
KO3	14400	1851.36641221374	KO
KO4	14400	2082.20041322314	KO
KO5	14400	1769.8732718894	KO
KO6	14400	2019.51428571429	KO
OE1	14400	2471.49570200573	OE
OE2	14400	2316.54736842105	OE
OE3	14400	2231.64650537634	OE
OE4	14400	2354.125	OE
OE5	14400	2302.66576819407	OE
OE6	14400	2399.0290237467	OE
WT1	14400	2279.01451612903	WT
WT2	14400	2229.17843866171	WT
WT3	14400	2332.72602739726	WT
WT4	14400	2282.91719745223	WT
WT5	14400	2118	WT
WT6	14400	2268.13088235294	WT
KO1	14600	2206.59186746988	KO
KO2	14600	2181.65434083601	KO
KO3	14600	1866.00836820084	KO
KO4	14600	1989.11607142857	KO
KO5	14600	1778.36266094421	KO
KO6	14600	2157.00706713781	KO
OE1	14600	2343.57642487047	OE
OE2	14600	2415.19047619048	OE
OE3	14600	2202.96089385475	OE
OE4	14600	2314.63793103448	OE
OE5	14600	2256.36005434783	OE
OE6	14600	2454.00546448087	OE
WT1	14600	2071.28052325581	WT
WT2	14600	2081.00175438596	WT
WT3	14600	2314.73841961853	WT
WT4	14600	2183.16440217391	WT
WT5	14600	2100.14171974522	WT
WT6	14600	2193.56360946746	WT
KO1	14800	2264.59384164223	KO
KO2	14800	2213.06309148265	KO
KO3	14800	1938.31856540084	KO
KO4	14800	2005.27003484321	KO
KO5	14800	1834.48173515982	KO
KO6	14800	2104.73141891892	KO
OE1	14800	2457.46621621622	OE
OE2	14800	2364.72911051213	OE
OE3	14800	2309.68005952381	OE
OE4	14800	2225.59459459459	OE
OE5	14800	2191.94251336898	OE
OE6	14800	2396.75523560209	OE
WT1	14800	2297.19085173502	WT
WT2	14800	2070.01601423488	WT
WT3	14800	2364.3650137741	WT
WT4	14800	2188.12716763006	WT
WT5	14800	2094.6802507837	WT
WT6	14800	2247.61538461538	WT
KO1	15000	2279.16076696165	KO
KO2	15000	2229.60869565217	KO
KO3	15000	1819.08876811594	KO
KO4	15000	2030.3813229572	KO
KO5	15000	1931.02094240838	KO
KO6	15000	2038.08496732026	KO
OE1	15000	2377.24617346939	OE
OE2	15000	2327.65671641791	OE
OE3	15000	2315.62466843501	OE
OE4	15000	2248.23870056497	OE
OE5	15000	2271.24797843666	OE
OE6	15000	2387.25130890052	OE
WT1	15000	2144.12138728324	WT
WT2	15000	1974.51525423729	WT
WT3	15000	2373.06406685237	WT
WT4	15000	2155.04201680672	WT
WT5	15000	2072.11041009464	WT
WT6	15000	2228.86956521739	WT
KO1	15200	2221.50867052023	KO
KO2	15200	2158.20833333333	KO
KO3	15200	1871.4	KO
KO4	15200	1995.08391608392	KO
KO5	15200	1815.60460251046	KO
KO6	15200	2117.10424028269	KO
OE1	15200	2284.53316953317	OE
OE2	15200	2317.046875	OE
OE3	15200	2281.50549450549	OE
OE4	15200	2237.73160762943	OE
OE5	15200	2297.14124293785	OE
OE6	15200	2368.02173913043	OE
WT1	15200	2234.00153846154	WT
WT2	15200	2093.14835164835	WT
WT3	15200	2365.40313390313	WT
WT4	15200	2121.05633802817	WT
WT5	15200	2132.5079113924	WT
WT6	15200	2367.60349854227	WT
KO1	15400	2298.57443820225	KO
KO2	15400	2261.2237654321	KO
KO3	15400	1881.62260536398	KO
KO4	15400	2033.15662650602	KO
KO5	15400	1852.40329218107	KO
KO6	15400	2064.16025641026	KO
OE1	15400	2357.50391644909	OE
OE2	15400	2405.61538461538	OE
OE3	15400	2367.71633237822	OE
OE4	15400	2222.04201680672	OE
OE5	15400	2309.00135135135	OE
OE6	15400	2372.41153846154	OE
WT1	15400	2380.0765625	WT
WT2	15400	1970.07852564103	WT
WT3	15400	2312.53623188406	WT
WT4	15400	2212.04572271386	WT
WT5	15400	2123.42006269592	WT
WT6	15400	2248.16343490305	WT
KO1	15600	2304.22360248447	KO
KO2	15600	2139.92005813953	KO
KO3	15600	1962.05040322581	KO
KO4	15600	1969.09634551495	KO
KO5	15600	1733.61228813559	KO
KO6	15600	2030.28395061728	KO
OE1	15600	2413.3274559194	OE
OE2	15600	2351.29644808743	OE
OE3	15600	2313.08743169399	OE
OE4	15600	2367.25211267606	OE
OE5	15600	2400.18595041322	OE
OE6	15600	2273.0401891253	OE
WT1	15600	2294.44648318043	WT
WT2	15600	2154.72202166065	WT
WT3	15600	2415.3407821229	WT
WT4	15600	2206.66812865497	WT
WT5	15600	2141.5	WT
WT6	15600	2339.09142857143	WT
KO1	15800	2269.07142857143	KO
KO2	15800	2296.28208955224	KO
KO3	15800	1903.36486486486	KO
KO4	15800	2033.125	KO
KO5	15800	1788.2439516129	KO
KO6	15800	2105.4	KO
OE1	15800	2467.63157894737	OE
OE2	15800	2335.33120204604	OE
OE3	15800	2261.12330623306	OE
OE4	15800	2420.13088235294	OE
OE5	15800	2326.94842406877	OE
OE6	15800	2389.50925925926	OE
WT1	15800	2207.0960960961	WT
WT2	15800	2176.11607142857	WT
WT3	15800	2358.5	WT
WT4	15800	2285.31571428571	WT
WT5	15800	2123.8064516129	WT
WT6	15800	2323.30422535211	WT
KO1	16000	2283.96363636364	KO
KO2	16000	2220.73684210526	KO
KO3	16000	1844.97262773723	KO
KO4	16000	1975.94542253521	KO
KO5	16000	1895.81009615385	KO
KO6	16000	2059.99514563107	KO
OE1	16000	2390.66336633663	OE
OE2	16000	2382.54156171285	OE
OE3	16000	2282.56125	OE
OE4	16000	2369.93623188406	OE
OE5	16000	2339.52083333333	OE
OE6	16000	2413.63342318059	OE
WT1	16000	2310.52407932011	WT
WT2	16000	2021.61650485437	WT
WT3	16000	2313.22751322751	WT
WT4	16000	2270.20411392405	WT
WT5	16000	2177.07680250784	WT
WT6	16000	2340.06586021505	WT
KO1	16200	2266	KO
KO2	16200	2214.60764872521	KO
KO3	16200	1858.41408934708	KO
KO4	16200	2002.84843205575	KO
KO5	16200	1832.26872246696	KO
KO6	16200	2089.68566775244	KO
OE1	16200	2395.32530120482	OE
OE2	16200	2373.972899729	OE
OE3	16200	2355.06586021505	OE
OE4	16200	2307.28028169014	OE
OE5	16200	2291.41460055096	OE
OE6	16200	2433.57268170426	OE
WT1	16200	2355.03680981595	WT
WT2	16200	2081.17730496454	WT
WT3	16200	2350.22459893048	WT
WT4	16200	2358.68085106383	WT
WT5	16200	2066.29538904899	WT
WT6	16200	2402.92445054945	WT
KO1	16400	2334.37951807229	KO
KO2	16400	2251.29939209726	KO
KO3	16400	1965.93076923077	KO
KO4	16400	2092	KO
KO5	16400	1953.39301310044	KO
KO6	16400	2131.36129032258	KO
OE1	16400	2417.22834645669	OE
OE2	16400	2421.26744186047	OE
OE3	16400	2406.4730878187	OE
OE4	16400	2383.28720238095	OE
OE5	16400	2270.75	OE
OE6	16400	2336.37089201878	OE
WT1	16400	2388.03918495298	WT
WT2	16400	2045.63580246914	WT
WT3	16400	2371.81216216216	WT
WT4	16400	2314.1640625	WT
WT5	16400	2203.86156351792	WT
WT6	16400	2304.07492795389	WT
KO1	16600	2237.81621621622	KO
KO2	16600	2168.0347826087	KO
KO3	16600	2018.27169811321	KO
KO4	16600	1960.8904109589	KO
KO5	16600	1950.88038277512	KO
KO6	16600	2139.74422442244	KO
OE1	16600	2414.50785340314	OE
OE2	16600	2432.57065217391	OE
OE3	16600	2307.13020833333	OE
OE4	16600	2446.37429378531	OE
OE5	16600	2322.96089385475	OE
OE6	16600	2329.99182242991	OE
WT1	16600	2239.18945868946	WT
WT2	16600	1985.68072289157	WT
WT3	16600	2520.61349693252	WT
WT4	16600	2286.18907563025	WT
WT5	16600	2178.13513513513	WT
WT6	16600	2329.37935656836	WT
KO1	16800	2322.24056603774	KO
KO2	16800	2327.16076696165	KO
KO3	16800	1932.62267657993	KO
KO4	16800	2081.57651245552	KO
KO5	16800	1814.00210084034	KO
KO6	16800	2101.66666666667	KO
OE1	16800	2378.05789473684	OE
OE2	16800	2415.40102827763	OE
OE3	16800	2302.3769035533	OE
OE4	16800	2344.86776859504	OE
OE5	16800	2377.35356200528	OE
OE6	16800	2435.47532467532	OE
WT1	16800	2217.3608815427	WT
WT2	16800	2098	WT
WT3	16800	2404.91884057971	WT
WT4	16800	2258.45	WT
WT5	16800	2140.81661442006	WT
WT6	16800	2389.83040935672	WT
KO1	17000	2235.38356164384	KO
KO2	17000	2225.6409495549	KO
KO3	17000	1940.97242647059	KO
KO4	17000	2011.55740740741	KO
KO5	17000	1829.984375	KO
KO6	17000	2231.55862068966	KO
OE1	17000	2432.91212871287	OE
OE2	17000	2385.4801980198	OE
OE3	17000	2349.48262032086	OE
OE4	17000	2294.68015665796	OE
OE5	17000	2387.33092485549	OE
OE6	17000	2541.05376344086	OE
WT1	17000	2248.12988826816	WT
WT2	17000	2045.74090909091	WT
WT3	17000	2355.91469816273	WT
WT4	17000	2301.61126760563	WT
WT5	17000	2102.01388888889	WT
WT6	17000	2240.82236842105	WT
KO1	17200	2273.58498583569	KO
KO2	17200	2325.6015625	KO
KO3	17200	1933.93629343629	KO
KO4	17200	2048.73465703971	KO
KO5	17200	1877.57142857143	KO
KO6	17200	2178.77777777778	KO
OE1	17200	2372.55570291777	OE
OE2	17200	2412.45580808081	OE
OE3	17200	2196.81511627907	OE
OE4	17200	2348.44094488189	OE
OE5	17200	2365.18073878628	OE
OE6	17200	2370.24732620321	OE
WT1	17200	2247.4269005848	WT
WT2	17200	2027.2994011976	WT
WT3	17200	2259.34634760705	WT
WT4	17200	2235.7619047619	WT
WT5	17200	2107.53551136364	WT
WT6	17200	2332.5350140056	WT
KO1	17400	2335.90434782609	KO
KO2	17400	2240.15662650602	KO
KO3	17400	1966.57875457875	KO
KO4	17400	1995.59897610922	KO
KO5	17400	1844.01890756303	KO
KO6	17400	2074.57585139319	KO
OE1	17400	2464.37931034483	OE
OE2	17400	2389.61734693878	OE
OE3	17400	2243.38844086022	OE
OE4	17400	2361.5350140056	OE
OE5	17400	2322.03289473684	OE
OE6	17400	2424.22047244094	OE
WT1	17400	2208.54545454545	WT
WT2	17400	2190.0871886121	WT
WT3	17400	2301.22250639386	WT
WT4	17400	2296.6724137931	WT
WT5	17400	2188.48529411765	WT
WT6	17400	2333.01089918256	WT
KO1	17600	2305.52279202279	KO
KO2	17600	2190.2908847185	KO
KO3	17600	1942.43031358885	KO
KO4	17600	2039.07865168539	KO
KO5	17600	1884.84745762712	KO
KO6	17600	2076.84042553191	KO
OE1	17600	2344.02745995423	OE
OE2	17600	2327.90577889447	OE
OE3	17600	2295.96045918367	OE
OE4	17600	2370.35593220339	OE
OE5	17600	2337.27272727273	OE
OE6	17600	2516.48087431694	OE
WT1	17600	2434.07852564103	WT
WT2	17600	2162.10256410256	WT
