"","X.comp1","X.comp2","Y.comp1","Y.comp2"
"g547",0,0,-0.166003434519697,0.340004179861764
"g548",0,0,-0.253584708878586,0.51593644931469
"g549",0,0,-0.25452354665873,-0.786128545294835
"g550",0,0,0.918343845924221,0.0144446605258005
"g551",0,0,-0.166003434519697,0.340004179861764
"g552",0,0,-0.253584708878586,0.51593644931469
"g553",0,0,-0.25452354665873,-0.786128545294835
"g554",0,0,0.918343845924221,0.0144446605258005
"g555",0.0642430245317403,0,-0.166003434519697,0.340004179861764
"g556",0,0,-0.253584708878586,0.51593644931469
"g557",0,0,-0.25452354665873,-0.786128545294835
"g558",0,0,0.918343845924221,0.0144446605258005
"g559",0,0,-0.166003434519697,0.340004179861764
"g560",0,0,-0.253584708878586,0.51593644931469
"g561",0,0,-0.25452354665873,-0.786128545294835
"g562",0,0,0.918343845924221,0.0144446605258005
"g563",0,0,-0.166003434519697,0.340004179861764
"g564",0,0,-0.253584708878586,0.51593644931469
"g565",0,0,-0.25452354665873,-0.786128545294835
"g566",0,-0.095211150403695,0.918343845924221,0.0144446605258005
"g567",0,0,-0.166003434519697,0.340004179861764
"g568",0,0,-0.253584708878586,0.51593644931469
"g569",0,0,-0.25452354665873,-0.786128545294835
"g570",0,0,0.918343845924221,0.0144446605258005
"g571",0,0,-0.166003434519697,0.340004179861764
"g572",0,0,-0.253584708878586,0.51593644931469
"g573",0,0,-0.25452354665873,-0.786128545294835
"g574",0,0,0.918343845924221,0.0144446605258005
"g575",0,0,-0.166003434519697,0.340004179861764
"g576",0,0,-0.253584708878586,0.51593644931469
"g577",0,0,-0.25452354665873,-0.786128545294835
"g578",0,0,0.918343845924221,0.0144446605258005
"g579",0,0,-0.166003434519697,0.340004179861764
"g580",0,0,-0.253584708878586,0.51593644931469
"g581",0,0,-0.25452354665873,-0.786128545294835
"g582",0,0,0.918343845924221,0.0144446605258005
"g583",0,0,-0.166003434519697,0.340004179861764
"g584",0,0,-0.253584708878586,0.51593644931469
"g585",0.18898518840385,0,-0.25452354665873,-0.786128545294835
"g586",0,0,0.918343845924221,0.0144446605258005
"g587",0,0,-0.166003434519697,0.340004179861764
"g588",0,0,-0.253584708878586,0.51593644931469
"g589",0.188392724632469,0,-0.25452354665873,-0.786128545294835
"g590",0,0,0.918343845924221,0.0144446605258005
"g591",0,0,-0.166003434519697,0.340004179861764
"g592",0,0,-0.253584708878586,0.51593644931469
"g593",0,0,-0.25452354665873,-0.786128545294835
"g594",0,0,0.918343845924221,0.0144446605258005
"g595",0,0,-0.166003434519697,0.340004179861764
"g596",0,0,-0.253584708878586,0.51593644931469
"g597",0,0,-0.25452354665873,-0.786128545294835
"g598",0,0,0.918343845924221,0.0144446605258005
"g599",0,0,-0.166003434519697,0.340004179861764
"g600",0,0,-0.253584708878586,0.51593644931469
"g601",0,0,-0.25452354665873,-0.786128545294835
"g602",0,0,0.918343845924221,0.0144446605258005
"g603",0,0,-0.166003434519697,0.340004179861764
"g604",0,0,-0.253584708878586,0.51593644931469
"g605",0,0,-0.25452354665873,-0.786128545294835
"g606",0,0,0.918343845924221,0.0144446605258005
"g607",0,0,-0.166003434519697,0.340004179861764
"g608",0,0,-0.253584708878586,0.51593644931469
"g609",0,0,-0.25452354665873,-0.786128545294835
"g610",0,0,0.918343845924221,0.0144446605258005
"g611",0,0,-0.166003434519697,0.340004179861764
"g612",0,0,-0.253584708878586,0.51593644931469
"g613",0,0,-0.25452354665873,-0.786128545294835
"g614",0,0,0.918343845924221,0.0144446605258005
"g615",0,0,-0.166003434519697,0.340004179861764
"g616",0,0,-0.253584708878586,0.51593644931469
"g617",0,0,-0.25452354665873,-0.786128545294835
"g618",0,0,0.918343845924221,0.0144446605258005
"g619",0,0,-0.166003434519697,0.340004179861764
"g620",0,0,-0.253584708878586,0.51593644931469
"g621",0,0,-0.25452354665873,-0.786128545294835
"g622",0,0,0.918343845924221,0.0144446605258005
"g623",0,0,-0.166003434519697,0.340004179861764
"g624",0,0,-0.253584708878586,0.51593644931469
"g625",0,0,-0.25452354665873,-0.786128545294835
"g626",0,0,0.918343845924221,0.0144446605258005
"g627",0,0,-0.166003434519697,0.340004179861764
"g628",0,0,-0.253584708878586,0.51593644931469
"g629",0,0,-0.25452354665873,-0.786128545294835
"g630",0,0,0.918343845924221,0.0144446605258005
"g631",0,0,-0.166003434519697,0.340004179861764
"g632",0,0,-0.253584708878586,0.51593644931469
"g633",0,0,-0.25452354665873,-0.786128545294835
"g634",0,0,0.918343845924221,0.0144446605258005
"g635",0,0,-0.166003434519697,0.340004179861764
"g636",0,0,-0.253584708878586,0.51593644931469
"g637",0,0,-0.25452354665873,-0.786128545294835
"g638",0,0,0.918343845924221,0.0144446605258005
"g639",0,0,-0.166003434519697,0.340004179861764
"g640",0,0,-0.253584708878586,0.51593644931469
"g641",0,0,-0.25452354665873,-0.786128545294835
"g642",0,0,0.918343845924221,0.0144446605258005
"g643",0,0,-0.166003434519697,0.340004179861764
"g644",0,0,-0.253584708878586,0.51593644931469
"g645",0,0,-0.25452354665873,-0.786128545294835
"g646",0,0,0.918343845924221,0.0144446605258005
"g647",0,0,-0.166003434519697,0.340004179861764
"g648",0,0,-0.253584708878586,0.51593644931469
"g649",0,0,-0.25452354665873,-0.786128545294835
"g650",0,0,0.918343845924221,0.0144446605258005
"g651",0,0,-0.166003434519697,0.340004179861764
"g652",0,0,-0.253584708878586,0.51593644931469
"g653",0,0,-0.25452354665873,-0.786128545294835
"g654",0,0,0.918343845924221,0.0144446605258005
"g655",0,0,-0.166003434519697,0.340004179861764
"g656",0,0,-0.253584708878586,0.51593644931469
"g657",0,0,-0.25452354665873,-0.786128545294835
"g658",0,0,0.918343845924221,0.0144446605258005
"g659",0,0,-0.166003434519697,0.340004179861764
"g660",0,0,-0.253584708878586,0.51593644931469
"g661",0,0,-0.25452354665873,-0.786128545294835
"g662",0,0,0.918343845924221,0.0144446605258005
"g663",0,0,-0.166003434519697,0.340004179861764
"g664",0,0,-0.253584708878586,0.51593644931469
"g665",0,0,-0.25452354665873,-0.786128545294835
"g666",0,0,0.918343845924221,0.0144446605258005
"g667",0,0,-0.166003434519697,0.340004179861764
"g668",0,0,-0.253584708878586,0.51593644931469
"g669",0,0,-0.25452354665873,-0.786128545294835
"g670",0,0,0.918343845924221,0.0144446605258005
"g671",0,0,-0.166003434519697,0.340004179861764
"g672",0,0,-0.253584708878586,0.51593644931469
"g673",0,0,-0.25452354665873,-0.786128545294835
"g674",0,0,0.918343845924221,0.0144446605258005
"g675",0,0,-0.166003434519697,0.340004179861764
"g676",0,0,-0.253584708878586,0.51593644931469
"g677",0,0,-0.25452354665873,-0.786128545294835
"g678",0,0,0.918343845924221,0.0144446605258005
"g679",0,0,-0.166003434519697,0.340004179861764
"g680",0,0,-0.253584708878586,0.51593644931469
"g681",0,0,-0.25452354665873,-0.786128545294835
"g682",0,0,0.918343845924221,0.0144446605258005
"g683",0,0,-0.166003434519697,0.340004179861764
"g684",0,0,-0.253584708878586,0.51593644931469
"g685",0,0,-0.25452354665873,-0.786128545294835
"g686",0,0,0.918343845924221,0.0144446605258005
"g687",0,0,-0.166003434519697,0.340004179861764
"g688",0,0,-0.253584708878586,0.51593644931469
"g689",0,0,-0.25452354665873,-0.786128545294835
"g690",0,0,0.918343845924221,0.0144446605258005
"g691",0,0,-0.166003434519697,0.340004179861764
"g692",0,0,-0.253584708878586,0.51593644931469
"g693",0,0,-0.25452354665873,-0.786128545294835
"g694",0,0,0.918343845924221,0.0144446605258005
"g695",0,0,-0.166003434519697,0.340004179861764
"g696",0,0,-0.253584708878586,0.51593644931469
"g697",0,0,-0.25452354665873,-0.786128545294835
"g698",0,0,0.918343845924221,0.0144446605258005
"g699",0,0,-0.166003434519697,0.340004179861764
"g700",0,0,-0.253584708878586,0.51593644931469
"g701",0,0,-0.25452354665873,-0.786128545294835
"g702",0,0,0.918343845924221,0.0144446605258005
"g703",0,0,-0.166003434519697,0.340004179861764
"g704",0,0,-0.253584708878586,0.51593644931469
"g705",0,0,-0.25452354665873,-0.786128545294835
"g706",0,0,0.918343845924221,0.0144446605258005
"g707",0,0,-0.166003434519697,0.340004179861764
"g708",0,0,-0.253584708878586,0.51593644931469
"g709",0,0,-0.25452354665873,-0.786128545294835
"g710",0,0,0.918343845924221,0.0144446605258005
"g711",0,0,-0.166003434519697,0.340004179861764
"g712",0,0,-0.253584708878586,0.51593644931469
"g713",0,0,-0.25452354665873,-0.786128545294835
"g714",0,0,0.918343845924221,0.0144446605258005
"g715",0,0,-0.166003434519697,0.340004179861764
"g716",0,0,-0.253584708878586,0.51593644931469
"g717",0,0,-0.25452354665873,-0.786128545294835
"g718",0,0,0.918343845924221,0.0144446605258005
"g719",0,0,-0.166003434519697,0.340004179861764
"g720",0,0,-0.253584708878586,0.51593644931469
"g721",0,0,-0.25452354665873,-0.786128545294835
"g722",0,0,0.918343845924221,0.0144446605258005
"g723",0,0,-0.166003434519697,0.340004179861764
"g724",0,0,-0.253584708878586,0.51593644931469
"g725",0,0,-0.25452354665873,-0.786128545294835
"g726",0,0,0.918343845924221,0.0144446605258005
"g727",0,0,-0.166003434519697,0.340004179861764
"g728",0,0,-0.253584708878586,0.51593644931469
"g729",0,0,-0.25452354665873,-0.786128545294835
"g730",0,0,0.918343845924221,0.0144446605258005
"g731",0,0,-0.166003434519697,0.340004179861764
"g732",0,0,-0.253584708878586,0.51593644931469
"g733",0,0,-0.25452354665873,-0.786128545294835
"g734",0,0,0.918343845924221,0.0144446605258005
"g735",0,0,-0.166003434519697,0.340004179861764
"g736",0,0,-0.253584708878586,0.51593644931469
"g737",0,0,-0.25452354665873,-0.786128545294835
"g738",0,0,0.918343845924221,0.0144446605258005
"g739",0,0,-0.166003434519697,0.340004179861764
"g740",0,0,-0.253584708878586,0.51593644931469
"g741",0,0,-0.25452354665873,-0.786128545294835
"g742",0,0,0.918343845924221,0.0144446605258005
"g743",0,0,-0.166003434519697,0.340004179861764
"g744",0,0,-0.253584708878586,0.51593644931469
"g745",0,0,-0.25452354665873,-0.786128545294835
"g746",0,0,0.918343845924221,0.0144446605258005
"g747",0,0,-0.166003434519697,0.340004179861764
"g748",0,0,-0.253584708878586,0.51593644931469
"g749",0,0,-0.25452354665873,-0.786128545294835
"g750",0,0,0.918343845924221,0.0144446605258005
"g751",0,0,-0.166003434519697,0.340004179861764
"g752",0,0,-0.253584708878586,0.51593644931469
"g753",0,0,-0.25452354665873,-0.786128545294835
"g754",0,0,0.918343845924221,0.0144446605258005
"g755",0,0,-0.166003434519697,0.340004179861764
"g756",0,0,-0.253584708878586,0.51593644931469
"g757",0,0,-0.25452354665873,-0.786128545294835
"g758",0.237214684850827,0,0.918343845924221,0.0144446605258005
"g759",0,0,-0.166003434519697,0.340004179861764
"g760",0,0,-0.253584708878586,0.51593644931469
"g761",0,0,-0.25452354665873,-0.786128545294835
"g762",0,0,0.918343845924221,0.0144446605258005
"g763",0,0,-0.166003434519697,0.340004179861764
"g764",0,0,-0.253584708878586,0.51593644931469
"g765",0,0,-0.25452354665873,-0.786128545294835
"g766",0,0,0.918343845924221,0.0144446605258005
"g767",0,0,-0.166003434519697,0.340004179861764
"g768",0,0,-0.253584708878586,0.51593644931469
"g769",0,0,-0.25452354665873,-0.786128545294835
"g770",0,0,0.918343845924221,0.0144446605258005
"g771",0,0,-0.166003434519697,0.340004179861764
"g772",0,0,-0.253584708878586,0.51593644931469
"g773",0,0,-0.25452354665873,-0.786128545294835
"g774",0,0,0.918343845924221,0.0144446605258005
"g775",0,0,-0.166003434519697,0.340004179861764
"g776",0,0,-0.253584708878586,0.51593644931469
"g777",0,0,-0.25452354665873,-0.786128545294835
"g778",0,0,0.918343845924221,0.0144446605258005
"g779",0,-0.0284819360385821,-0.166003434519697,0.340004179861764
"g780",0.0635459168410291,0,-0.253584708878586,0.51593644931469
"g781",0,0,-0.25452354665873,-0.786128545294835
"g782",0,0,0.918343845924221,0.0144446605258005
"g783",0.222893606789239,0,-0.166003434519697,0.340004179861764
"g784",0,0,-0.253584708878586,0.51593644931469
"g785",0,0,-0.25452354665873,-0.786128545294835
"g786",0,0,0.918343845924221,0.0144446605258005
"g787",0,0,-0.166003434519697,0.340004179861764
"g788",0,0,-0.253584708878586,0.51593644931469
"g789",0,0,-0.25452354665873,-0.786128545294835
"g790",0,0,0.918343845924221,0.0144446605258005
"g791",0,0,-0.166003434519697,0.340004179861764
"g792",0,0,-0.253584708878586,0.51593644931469
"g793",0,0,-0.25452354665873,-0.786128545294835
"g794",0,0,0.918343845924221,0.0144446605258005
"g795",0,0,-0.166003434519697,0.340004179861764
"g796",0,0,-0.253584708878586,0.51593644931469
"g797",0,0,-0.25452354665873,-0.786128545294835
"g798",0,0,0.918343845924221,0.0144446605258005
"g799",0,0,-0.166003434519697,0.340004179861764
"g800",0,0,-0.253584708878586,0.51593644931469
"g801",0,0,-0.25452354665873,-0.786128545294835
"g802",0,0,0.918343845924221,0.0144446605258005
"g803",0,-0.0135144936572025,-0.166003434519697,0.340004179861764
"g804",0,0,-0.253584708878586,0.51593644931469
"g805",0,0,-0.25452354665873,-0.786128545294835
"g806",0,0,0.918343845924221,0.0144446605258005
"g807",0,0,-0.166003434519697,0.340004179861764
"g808",0,0,-0.253584708878586,0.51593644931469
"g809",0,0,-0.25452354665873,-0.786128545294835
"g810",0,0,0.918343845924221,0.0144446605258005
"g811",0,0,-0.166003434519697,0.340004179861764
"g812",0,0,-0.253584708878586,0.51593644931469
"g813",0,0,-0.25452354665873,-0.786128545294835
"g814",0,0,0.918343845924221,0.0144446605258005
"g815",0,0,-0.166003434519697,0.340004179861764
"g816",0,0,-0.253584708878586,0.51593644931469
"g817",0,0,-0.25452354665873,-0.786128545294835
"g818",0,0,0.918343845924221,0.0144446605258005
"g819",0,0,-0.166003434519697,0.340004179861764
"g820",0,-0.0353077486105072,-0.253584708878586,0.51593644931469
"g821",0,0,-0.25452354665873,-0.786128545294835
"g822",0,0,0.918343845924221,0.0144446605258005
"g823",0,0,-0.166003434519697,0.340004179861764
"g824",0,0,-0.253584708878586,0.51593644931469
"g825",0,0,-0.25452354665873,-0.786128545294835
"g826",0,0,0.918343845924221,0.0144446605258005
"g827",0,0,-0.166003434519697,0.340004179861764
"g828",0,-0.014955586094705,-0.253584708878586,0.51593644931469
"g829",0,0,-0.25452354665873,-0.786128545294835
"g830",0,0,0.918343845924221,0.0144446605258005
"g831",0,0,-0.166003434519697,0.340004179861764
"g832",0,0,-0.253584708878586,0.51593644931469
"g833",0,0,-0.25452354665873,-0.786128545294835
"g834",0,0,0.918343845924221,0.0144446605258005
"g835",0,0,-0.166003434519697,0.340004179861764
"g836",0.236036287999969,0,-0.253584708878586,0.51593644931469
"g837",0,0,-0.25452354665873,-0.786128545294835
"g838",0,0,0.918343845924221,0.0144446605258005
"g839",0,0,-0.166003434519697,0.340004179861764
"g840",0,0,-0.253584708878586,0.51593644931469
"g841",0,0,-0.25452354665873,-0.786128545294835
"g842",0,0,0.918343845924221,0.0144446605258005
"g843",0,0,-0.166003434519697,0.340004179861764
"g844",0,0,-0.253584708878586,0.51593644931469
"g845",0,0,-0.25452354665873,-0.786128545294835
"g846",0.267854982968408,0,0.918343845924221,0.0144446605258005
"g847",0,0,-0.166003434519697,0.340004179861764
"g848",0,0,-0.253584708878586,0.51593644931469
"g849",0.0034712421507729,0,-0.25452354665873,-0.786128545294835
"g850",0,0,0.918343845924221,0.0144446605258005
"g851",0,0,-0.166003434519697,0.340004179861764
"g852",0,0,-0.253584708878586,0.51593644931469
"g853",0,0,-0.25452354665873,-0.786128545294835
"g854",0,0,0.918343845924221,0.0144446605258005
"g855",0,0,-0.166003434519697,0.340004179861764
"g856",0,0,-0.253584708878586,0.51593644931469
"g857",0,0,-0.25452354665873,-0.786128545294835
"g858",0,0,0.918343845924221,0.0144446605258005
"g859",0,0,-0.166003434519697,0.340004179861764
"g860",0,0,-0.253584708878586,0.51593644931469
"g861",0,0,-0.25452354665873,-0.786128545294835
"g862",0,0,0.918343845924221,0.0144446605258005
"g863",0,0,-0.166003434519697,0.340004179861764
"g864",0,0,-0.253584708878586,0.51593644931469
"g865",0,0,-0.25452354665873,-0.786128545294835
"g866",0,0,0.918343845924221,0.0144446605258005
"g867",0,0.0327771746776988,-0.166003434519697,0.340004179861764
"g868",0,0,-0.253584708878586,0.51593644931469
"g869",0,0,-0.25452354665873,-0.786128545294835
"g870",0,0,0.918343845924221,0.0144446605258005
"g871",0,0,-0.166003434519697,0.340004179861764
"g872",0,0,-0.253584708878586,0.51593644931469
"g873",0,0,-0.25452354665873,-0.786128545294835
"g874",0,0,0.918343845924221,0.0144446605258005
"g875",0,0,-0.166003434519697,0.340004179861764
"g876",0,0,-0.253584708878586,0.51593644931469
"g877",0,0,-0.25452354665873,-0.786128545294835
"g878",0,0,0.918343845924221,0.0144446605258005
"g879",0,0,-0.166003434519697,0.340004179861764
"g880",0,0,-0.253584708878586,0.51593644931469
"g881",0,0,-0.25452354665873,-0.786128545294835
"g882",0,0,0.918343845924221,0.0144446605258005
"g883",0,0,-0.166003434519697,0.340004179861764
"g884",0,0,-0.253584708878586,0.51593644931469
"g885",0,0,-0.25452354665873,-0.786128545294835
"g886",0,0,0.918343845924221,0.0144446605258005
"g887",0,0,-0.166003434519697,0.340004179861764
"g888",0,0,-0.253584708878586,0.51593644931469
"g889",0,0,-0.25452354665873,-0.786128545294835
"g890",0,0,0.918343845924221,0.0144446605258005
"g891",0,0,-0.166003434519697,0.340004179861764
"g892",0,0,-0.253584708878586,0.51593644931469
"g893",0,0,-0.25452354665873,-0.786128545294835
"g894",0,0,0.918343845924221,0.0144446605258005
"g895",0,0,-0.166003434519697,0.340004179861764
"g896",0,0,-0.253584708878586,0.51593644931469
"g897",0,0,-0.25452354665873,-0.786128545294835
"g898",0,0,0.918343845924221,0.0144446605258005
"g899",0,0,-0.166003434519697,0.340004179861764
"g900",0,0,-0.253584708878586,0.51593644931469
"g901",0,0,-0.25452354665873,-0.786128545294835
"g902",0,0,0.918343845924221,0.0144446605258005
"g903",0,0,-0.166003434519697,0.340004179861764
"g904",0,0,-0.253584708878586,0.51593644931469
"g905",0,0,-0.25452354665873,-0.786128545294835
"g906",0,0,0.918343845924221,0.0144446605258005
"g907",0,0,-0.166003434519697,0.340004179861764
"g908",0,0,-0.253584708878586,0.51593644931469
"g909",0,0,-0.25452354665873,-0.786128545294835
"g910",0,0,0.918343845924221,0.0144446605258005
"g911",0,0,-0.166003434519697,0.340004179861764
"g912",0,0,-0.253584708878586,0.51593644931469
"g913",0,0,-0.25452354665873,-0.786128545294835
"g914",0,0,0.918343845924221,0.0144446605258005
"g915",0,0,-0.166003434519697,0.340004179861764
"g916",0,0,-0.253584708878586,0.51593644931469
"g917",0,0,-0.25452354665873,-0.786128545294835
"g918",0,0,0.918343845924221,0.0144446605258005
"g919",0,0,-0.166003434519697,0.340004179861764
"g920",0,0,-0.253584708878586,0.51593644931469
"g921",0,0,-0.25452354665873,-0.786128545294835
"g922",0,0,0.918343845924221,0.0144446605258005
"g923",0,0,-0.166003434519697,0.340004179861764
"g924",0,0,-0.253584708878586,0.51593644931469
"g925",0,0,-0.25452354665873,-0.786128545294835
"g926",0,0,0.918343845924221,0.0144446605258005
"g927",0,0,-0.166003434519697,0.340004179861764
"g928",0,0,-0.253584708878586,0.51593644931469
"g929",0,0,-0.25452354665873,-0.786128545294835
"g930",0,0,0.918343845924221,0.0144446605258005
"g931",0,0,-0.166003434519697,0.340004179861764
"g932",0,0,-0.253584708878586,0.51593644931469
"g933",0,0,-0.25452354665873,-0.786128545294835
"g934",0,0,0.918343845924221,0.0144446605258005
"g935",0,0,-0.166003434519697,0.340004179861764
"g936",0,0,-0.253584708878586,0.51593644931469
"g937",0,0,-0.25452354665873,-0.786128545294835
"g938",0,0,0.918343845924221,0.0144446605258005
"g939",0,0,-0.166003434519697,0.340004179861764
"g940",0,0,-0.253584708878586,0.51593644931469
"g941",0,0,-0.25452354665873,-0.786128545294835
"g942",0,0,0.918343845924221,0.0144446605258005
"g943",0,0,-0.166003434519697,0.340004179861764
"g944",0,0,-0.253584708878586,0.51593644931469
"g945",0,0,-0.25452354665873,-0.786128545294835
"g946",0,0,0.918343845924221,0.0144446605258005
"g947",0,0,-0.166003434519697,0.340004179861764
"g948",0,0,-0.253584708878586,0.51593644931469
"g949",0,0,-0.25452354665873,-0.786128545294835
"g950",0,0,0.918343845924221,0.0144446605258005
"g951",0,0,-0.166003434519697,0.340004179861764
"g952",0,0,-0.253584708878586,0.51593644931469
"g953",0,0,-0.25452354665873,-0.786128545294835
"g954",0,0,0.918343845924221,0.0144446605258005
"g955",0,0,-0.166003434519697,0.340004179861764
"g956",0,0,-0.253584708878586,0.51593644931469
"g957",0,0,-0.25452354665873,-0.786128545294835
"g958",0,0,0.918343845924221,0.0144446605258005
"g959",0,0,-0.166003434519697,0.340004179861764
"g960",0,0,-0.253584708878586,0.51593644931469
"g961",0,0,-0.25452354665873,-0.786128545294835
"g962",0,0,0.918343845924221,0.0144446605258005
"g963",0,0,-0.166003434519697,0.340004179861764
"g964",0,0,-0.253584708878586,0.51593644931469
"g965",0,0,-0.25452354665873,-0.786128545294835
"g966",0,0,0.918343845924221,0.0144446605258005
"g967",0,0,-0.166003434519697,0.340004179861764
"g968",0,0,-0.253584708878586,0.51593644931469
"g969",0,0,-0.25452354665873,-0.786128545294835
"g970",0,0,0.918343845924221,0.0144446605258005
"g971",0,0.086296469757141,-0.166003434519697,0.340004179861764
"g972",0,0,-0.253584708878586,0.51593644931469
"g973",0,0,-0.25452354665873,-0.786128545294835
"g974",0,0,0.918343845924221,0.0144446605258005
"g975",0,0,-0.166003434519697,0.340004179861764
"g976",0,0,-0.253584708878586,0.51593644931469
"g977",0,0,-0.25452354665873,-0.786128545294835
"g978",0,0,0.918343845924221,0.0144446605258005
"g979",0,-0.0839911016045739,-0.166003434519697,0.340004179861764
"g980",0,0,-0.253584708878586,0.51593644931469
"g981",0,0,-0.25452354665873,-0.786128545294835
"g982",0,0,0.918343845924221,0.0144446605258005
"g983",0,0,-0.166003434519697,0.340004179861764
"g984",0,0,-0.253584708878586,0.51593644931469
"g985",0,0,-0.25452354665873,-0.786128545294835
"g986",0,0,0.918343845924221,0.0144446605258005
"g987",0,0,-0.166003434519697,0.340004179861764
"g988",0,0,-0.253584708878586,0.51593644931469
"g989",0,0,-0.25452354665873,-0.786128545294835
"g990",0,0,0.918343845924221,0.0144446605258005
"g991",0,0,-0.166003434519697,0.340004179861764
"g992",0,0,-0.253584708878586,0.51593644931469
"g993",0,0,-0.25452354665873,-0.786128545294835
"g994",0,0,0.918343845924221,0.0144446605258005
"g995",0,0,-0.166003434519697,0.340004179861764
"g996",0,0,-0.253584708878586,0.51593644931469
"g997",0,0,-0.25452354665873,-0.786128545294835
"g998",0.119070011991541,0,0.918343845924221,0.0144446605258005
"g999",0,0,-0.166003434519697,0.340004179861764
"g1000",0,0,-0.253584708878586,0.51593644931469
"g1001",0,0,-0.25452354665873,-0.786128545294835
"g1002",0,0,0.918343845924221,0.0144446605258005
"g1003",0,0.0365265199809354,-0.166003434519697,0.340004179861764
"g1004",0,0,-0.253584708878586,0.51593644931469
"g1005",0,0,-0.25452354665873,-0.786128545294835
"g1006",0,0,0.918343845924221,0.0144446605258005
"g1007",0,0,-0.166003434519697,0.340004179861764
"g1008",0.00387138928845774,0,-0.253584708878586,0.51593644931469
"g1009",0,0,-0.25452354665873,-0.786128545294835
"g1010",0,0,0.918343845924221,0.0144446605258005
"g1011",0,0,-0.166003434519697,0.340004179861764
"g1012",0,0,-0.253584708878586,0.51593644931469
"g1013",0,0,-0.25452354665873,-0.786128545294835
"g1014",0,0,0.918343845924221,0.0144446605258005
"g1015",0,0,-0.166003434519697,0.340004179861764
"g1016",0,0,-0.253584708878586,0.51593644931469
"g1017",0,0,-0.25452354665873,-0.786128545294835
"g1018",0,0,0.918343845924221,0.0144446605258005
"g1019",0,0,-0.166003434519697,0.340004179861764
"g1020",0,0,-0.253584708878586,0.51593644931469
"g1021",0,0,-0.25452354665873,-0.786128545294835
"g1022",0,0,0.918343845924221,0.0144446605258005
"g1023",0,0,-0.166003434519697,0.340004179861764
"g1024",0,0,-0.253584708878586,0.51593644931469
"g1025",0,0,-0.25452354665873,-0.786128545294835
"g1026",0,0,0.918343845924221,0.0144446605258005
"g1027",0,0,-0.166003434519697,0.340004179861764
"g1028",0,0,-0.253584708878586,0.51593644931469
"g1029",0,0,-0.25452354665873,-0.786128545294835
"g1030",0,0,0.918343845924221,0.0144446605258005
"g1031",0,0,-0.166003434519697,0.340004179861764
"g1032",0,0,-0.253584708878586,0.51593644931469
"g1033",0,0,-0.25452354665873,-0.786128545294835
"g1034",0,0,0.918343845924221,0.0144446605258005
"g1035",0,0,-0.166003434519697,0.340004179861764
"g1036",0.158327652807827,0,-0.253584708878586,0.51593644931469
"g1037",0,0,-0.25452354665873,-0.786128545294835
"g1038",0,0,0.918343845924221,0.0144446605258005
"g1039",0,0,-0.166003434519697,0.340004179861764
"g1040",0,0,-0.253584708878586,0.51593644931469
"g1041",0,0,-0.25452354665873,-0.786128545294835
"g1042",0.000930496806592544,0,0.918343845924221,0.0144446605258005
"g1043",0,0,-0.166003434519697,0.340004179861764
"g1044",0,0,-0.253584708878586,0.51593644931469
"g1045",0,0,-0.25452354665873,-0.786128545294835
"g1046",0,0,0.918343845924221,0.0144446605258005
"g1047",0,0,-0.166003434519697,0.340004179861764
"g1048",0,0,-0.253584708878586,0.51593644931469
"g1049",0,-0.0133522703760245,-0.25452354665873,-0.786128545294835
"g1050",0,0,0.918343845924221,0.0144446605258005
"g1051",0,0,-0.166003434519697,0.340004179861764
"g1052",0,0,-0.253584708878586,0.51593644931469
"g1053",0,0,-0.25452354665873,-0.786128545294835
"g1054",0,0,0.918343845924221,0.0144446605258005
"g1055",0,0,-0.166003434519697,0.340004179861764
"g1056",0,0,-0.253584708878586,0.51593644931469
"g1057",0,0,-0.25452354665873,-0.786128545294835
"g1058",0,0,0.918343845924221,0.0144446605258005
"g1059",0,0,-0.166003434519697,0.340004179861764
"g1060",0,0,-0.253584708878586,0.51593644931469
"g1061",0,0,-0.25452354665873,-0.786128545294835
"g1062",0,0,0.918343845924221,0.0144446605258005
"g1063",0,0,-0.166003434519697,0.340004179861764
"g1064",0,0,-0.253584708878586,0.51593644931469
"g1065",0,0,-0.25452354665873,-0.786128545294835
"g1066",0,0,0.918343845924221,0.0144446605258005
"g1067",0.114768041822346,0,-0.166003434519697,0.340004179861764
"g1068",0,0,-0.253584708878586,0.51593644931469
"g1069",0,0,-0.25452354665873,-0.786128545294835
"g1070",0,0,0.918343845924221,0.0144446605258005
"g1071",0,0,-0.166003434519697,0.340004179861764
"g1072",0,0,-0.253584708878586,0.51593644931469
"g1073",0,0,-0.25452354665873,-0.786128545294835
"g1074",0,-0.237990513818192,0.918343845924221,0.0144446605258005
"g1075",0,0,-0.166003434519697,0.340004179861764
"g1076",0,0,-0.253584708878586,0.51593644931469
"g1077",0,0,-0.25452354665873,-0.786128545294835
"g1078",0,0,0.918343845924221,0.0144446605258005
"g1079",0,0,-0.166003434519697,0.340004179861764
"g1080",0,0,-0.253584708878586,0.51593644931469
"g1081",0,0,-0.25452354665873,-0.786128545294835
"g1082",0,0,0.918343845924221,0.0144446605258005
"g1083",0,0,-0.166003434519697,0.340004179861764
"g1084",0,0,-0.253584708878586,0.51593644931469
"g1085",0,0,-0.25452354665873,-0.786128545294835
"g1086",0,0,0.918343845924221,0.0144446605258005
"g1087",0,0,-0.166003434519697,0.340004179861764
"g1088",0,0,-0.253584708878586,0.51593644931469
