X_features	Y_features	association	p-values	q-values
X4	Y0	0.2188235294117647	0.1268232019531129	0.42164597012982985
X4	Y1	0.1837695078031212	0.201428637084075	0.560497077103513
X4	Y2	0.050372148859543824	0.72829338043481	0.9652446357780742
X4	Y3	0.4774549819927971	0.000454705175244094	0.003754984672983486
X4	Y4	0.6003841536614647	4.047211500800886e-06	6.0946243776766286e-05
X4	Y5	0.5488115246098438	3.680468569216655e-05	0.00040920481060950745
X4	Y6	0.058439375750300115	0.6868585612891065	0.9402983512834827
X4	Y7	-0.06410564225690277	0.6582825317229157	0.9362240451170357
X4	Y8	0.11759903961584633	0.41601952687275945	0.8385905423576884
X4	Y9	0.21603841536614646	0.13185115181435014	0.4327422418522261
X4	Y10	0.14362545018007203	0.319702499972949	0.7287351914476291
X4	Y11	0.09301320528211285	0.5205728942864309	0.89287834235078
X4	Y12	0.046242496998799516	0.7498143857365436	0.965879140026472
X4	Y13	0.02578631452581032	0.8589158319594372	0.9721674283495674
X4	Y14	0.15169267707082834	0.2929831694699452	0.7143208703267235
X4	Y15	0.044801920768307316	0.7573672666662519	0.9658918616511323
X5	Y0	0.28941176470588237	0.04149558816030004	0.18315294084546224
X5	Y1	0.34136854741896755	0.015259550598312353	0.08733275112189287
X5	Y2	0.21930372148859542	0.12597112130797786	0.42164597012982985
X5	Y3	0.3093877551020408	0.02879214539070502	0.14174594653885547
X5	Y4	0.423577430972389	0.002175949619359769	0.01638362066341473
X5	Y5	0.6344777911164465	7.509070316040548e-07	1.601935000755317e-05
X5	Y6	0.20854741896758705	0.14611558282783543	0.46179739757933175
X5	Y7	0.12115246098439375	0.40197290080277537	0.8167068460754802
X5	Y8	0.22429771908763504	0.11736370668289964	0.4060149852813825
X5	Y9	0.2936374549819928	0.03848203984144792	0.17591789641804764
X5	Y10	0.1440096038415366	0.3183962247026041	0.7287351914476291
X5	Y11	0.1481392557022809	0.30456797868581803	0.7219389124404576
X5	Y12	0.11625450180072029	0.42140673764265	0.8428134752853
X5	Y13	0.0631452581032413	0.6630934130766521	0.9378558770586903
X5	Y14	0.14612244897959184	0.3112723254205143	0.7274122424051126
X5	Y15	0.15428571428571428	0.28471262168267547	0.700831068757355
X6	Y0	-0.07591836734693877	0.600276200024018	0.9201838754859198
X6	Y1	-0.016086434573829533	0.9117128093624183	0.9721674283495674
X6	Y2	-0.047587034813925566	0.7427859111260962	0.9652446357780742
X6	Y3	-0.3897719087635054	0.005142168425721108	0.035578246404989286
X6	Y4	-0.09858343337334932	0.49579507689543834	0.89287834235078
X6	Y5	-0.08926770708283314	0.5375741872301489	0.9053881048086719
X6	Y6	0.658967587034814	1.9620674268808152e-07	5.580991792016541e-06
X6	Y7	0.5113565426170468	0.0001476013344562298	0.0013494979150283867
X6	Y8	0.2914285714285714	0.04003401760867912	0.17980190364599744
X6	Y9	0.13584633853541417	0.34688260880067645	0.758991007290369
X6	Y10	0.026938775510204082	0.8526787765291988	0.9721674283495674
X6	Y11	-0.010996398559423769	0.939584707357646	0.9721674283495674
X6	Y12	-0.007827130852340937	0.9569773122816054	0.9721674283495674
X6	Y13	0.011188475390156062	0.9385314251981256	0.9721674283495674
X6	Y14	0.2952701080432173	0.037367034593432956	0.17392656101670612
X6	Y15	0.2781752701080432	0.050460057720261894	0.2083512060707588
X7	Y0	-0.08206482593037215	0.5710091453885507	0.9094929211153189
X7	Y1	0.06439375750300119	0.6568419236628033	0.9362240451170357
X7	Y2	-0.022521008403361343	0.8766326204036272	0.9721674283495674
X7	Y3	-0.3130372148859543	0.026864553940853367	0.13754651617716923
X7	Y4	-0.10031212484993997	0.48823135315468136	0.89287834235078
X7	Y5	-0.018679471788715485	0.8975521529759432	0.9721674283495674
X7	Y6	0.38458583433373345	0.005822997523328516	0.03922861489400263
X7	Y7	0.6298679471788714	9.542579802553423e-07	1.879154176502828e-05
X7	Y8	0.3274429771908764	0.02027578453371708	0.11043831575811856
X7	Y9	0.22833133253301321	0.110744010469311	0.39375648166866134
X7	Y10	0.03788715486194477	0.7939225693820167	0.9721674283495674
X7	Y11	0.08533013205282113	0.555733612976814	0.9055782102048121
X7	Y12	-0.09051620648259305	0.5318772216660681	0.9017256208378374
X7	Y13	-0.01637454981992797	0.9101379804213003	0.9721674283495674
X7	Y14	0.04605042016806723	0.7508201127549529	0.965879140026472
X7	Y15	0.14852340936374547	0.3033015660921892	0.7219389124404576
X8	Y0	-0.053829531812725095	0.710433184072419	0.9622798683732235
X8	Y1	0.022713085234093634	0.8755887106099169	0.9721674283495674
X8	Y2	0.0059063625450180065	0.9675284624934393	0.9750314745325396
X8	Y3	-0.3438655462184874	0.014482463957784703	0.08733275112189287
X8	Y4	-0.16264105642256904	0.2591124057443678	0.6633277587055815
X8	Y5	-0.04912364945978391	0.7347787492963292	0.9652446357780742
X8	Y6	0.2693397358943577	0.058561928734627115	0.2379659326359451
X8	Y7	0.5477551020408163	3.836295099464132e-05	0.00040920481060950745
X8	Y8	0.5444897959183673	4.357065346376845e-05	0.00044616349146898895
X8	Y9	0.06535414165666266	0.6520488346379696	0.9362240451170357
X8	Y10	0.05939975990396158	0.6819832009828577	0.9402983512834827
X8	Y11	0.10405762304921969	0.4720522833421028	0.89287834235078
X8	Y12	-0.13815126050420168	0.3386848196399863	0.7474423605847974
X8	Y13	-0.09522208883553422	0.5106738528670567	0.89287834235078
X8	Y14	0.01474189675870348	0.9190663559060632	0.9721674283495674
X8	Y15	0.2053781512605042	0.15248320921458566	0.4703096573365534
X9	Y0	-0.29795918367346935	0.03558866945339982	0.16871665518648804
X9	Y1	-0.10472989195678271	0.46917895013644895	0.89287834235078
X9	Y2	-0.14093637454981991	0.32894129283283746	0.7386751839053192
X9	Y3	0.31159663865546217	0.02761214625361757	0.1386021459005117
X9	Y4	0.34108043217286915	0.015351460158145232	0.08733275112189287
X9	Y5	0.3573109243697478	0.010853781444687634	0.0677699524351228
X9	Y6	-0.16129651860744296	0.2631241136253761	0.6669284464167948
X9	Y7	-0.042785114045618244	0.7679789549507469	0.9721674283495674
X9	Y8	-0.0642016806722689	0.6578021921982877	0.9362240451170357
X9	Y9	0.5736854741896759	1.3295290991226755e-05	0.0001791365523028447
X9	Y10	0.4033133253301321	0.0036820586280574643	0.026931628822363166
X9	Y11	0.24456182472989194	0.08695681881029091	0.31801350879192103
X9	Y12	0.12182472989195677	0.3993467848954375	0.8167068460754802
X9	Y13	-0.08523409363745497	0.5561801214073102	0.9055782102048121
X9	Y14	0.027611044417767107	0.8490445839756111	0.9721674283495674
X9	Y15	-0.13373349339735893	0.3545037109990422	0.7690927967436848
X10	Y0	-0.1859783913565426	0.19596976003793506	0.5512995447221031
X10	Y1	-0.03279711884753902	0.8211191874364518	0.9721674283495674
X10	Y2	0.003793517406962785	0.9791410203209916	0.9791410203209916
X10	Y3	-0.007923169267707083	0.9564499314163795	0.9721674283495674
X10	Y4	0.05104441776710684	0.7248090119713184	0.9652446357780742
X10	Y5	0.05219687875150059	0.7188486638832161	0.9652446357780742
X10	Y6	-0.031644657863145256	0.8273071614491647	0.9721674283495674
X10	Y7	-0.07764705882352942	0.5919786363501149	0.9201838754859198
X10	Y8	-0.006002400960384154	0.9670007593072917	0.9750314745325396
X10	Y9	0.5509243697478992	3.386121700106208e-05	0.0003940214341941769
X10	Y10	0.7914045618247298	7.86285925543876e-12	4.025783938784645e-10
X10	Y11	0.6383193277310925	6.131102596284225e-07	1.5637124978622357e-05
X10	Y12	0.09762304921968785	0.5000231591324141	0.89287834235078
X10	Y13	-0.08696278511404561	0.5481690113286254	0.9055782102048121
X10	Y14	0.03788715486194477	0.7939225693820167	0.9721674283495674
X10	Y15	-0.09675870348139255	0.5038442110912843	0.89287834235078
X11	Y0	-0.10857142857142857	0.4529410186652568	0.8784310665023163
X11	Y1	0.04460984393757503	0.7583760319995219	0.9658918616511323
X11	Y2	0.025402160864345734	0.8609967659831831	0.9721674283495674
X11	Y3	0.09608643457382952	0.506826423331874	0.89287834235078
X11	Y4	0.09243697478991596	0.5231709037211602	0.89287834235078
X11	Y5	-0.030396158463385354	0.8340225246421045	0.9721674283495674
X11	Y6	-0.03654261704681872	0.8010844484336721	0.9721674283495674
X11	Y7	0.027515006002400956	0.8495635659967954	0.9721674283495674
X11	Y8	0.08408163265306122	0.5615513980361977	0.9055782102048121
X11	Y9	0.38141656662665063	0.006276709537340188	0.041200965168181745
X11	Y10	0.5591836734693878	2.4311730356742656e-05	0.0003093530475528574
X11	Y11	0.707563025210084	9.179617456384299e-09	3.357117241191972e-07
X11	Y12	0.06535414165666266	0.6520488346379696	0.9362240451170357
X11	Y13	-0.008883553421368545	0.9511771749067409	0.9721674283495674
X11	Y14	0.00849939975990396	0.9532860417065241	0.9721674283495674
X11	Y15	-0.07217286914765905	0.6184264631612335	0.9312774974663282
X12	Y0	-0.100984393757503	0.4853062666447391	0.89287834235078
X12	Y1	-0.00936374549819928	0.9485415586230678	0.9721674283495674
X12	Y2	0.08148859543817527	0.5737247800932865	0.9094929211153189
X12	Y3	0.19452581032412963	0.1758363595790261	0.5174035408302378
X12	Y4	0.09291716686674668	0.5210054483879641	0.89287834235078
X12	Y5	0.17944777911164464	0.21241774359650514	0.5724099195863718
X12	Y6	0.008403361344537815	0.9538133084615882	0.9721674283495674
X12	Y7	-0.06237695078031212	0.6669518412899765	0.9381300624738131
X12	Y8	-0.22641056422569028	0.11385971662902707	0.3992888692743963
X12	Y9	0.2599279711884754	0.06831019413388993	0.2683553978062863
X12	Y10	0.21363745498199277	0.13630438663617828	0.4416952275805271
X12	Y11	0.13248499399759903	0.3590548333678273	0.7724204818669226
X12	Y12	0.8511404561824729	4.909031566216111e-15	1.2567120809513244e-12
X12	Y13	0.613829531812725	2.132634134808232e-06	3.639695590072716e-05
X12	Y14	0.027130852340936373	0.8516401233148823	0.9721674283495674
X12	Y15	-0.15447779111644658	0.284106135016625	0.700831068757355
X13	Y0	0.021464585834333732	0.8823777930570347	0.9721674283495674
X13	Y1	0.037695078031212484	0.7949446802314588	0.9721674283495674
X13	Y2	0.16024009603841535	0.26630514051685594	0.6683736860030894
X13	Y3	0.033277310924369745	0.8185440202827372	0.9721674283495674
X13	Y4	-0.01983193277310924	0.8912683914876222	0.9721674283495674
X13	Y5	0.09301320528211285	0.5205728942864309	0.89287834235078
X13	Y6	-0.020984393757503002	0.8849912355548428	0.9721674283495674
X13	Y7	-0.0480672268907563	0.7402807314813461	0.9652446357780742
X13	Y8	-0.19577430972388954	0.17302544682865223	0.5150524928852903
X13	Y9	0.2123889555822329	0.13866403405411995	0.44372490897318384
X13	Y10	0.09570228091236495	0.5085345686643505	0.89287834235078
X13	Y11	0.06496998799519808	0.6539644141900509	0.9362240451170357
X13	Y12	0.6599279711884753	1.8568284591140184e-07	5.580991792016541e-06
X13	Y13	0.8408643457382954	2.156474207888227e-14	2.7602869860969305e-12
X13	Y14	0.2664585834333733	0.0614192709590851	0.2456770838363404
X13	Y15	0.06064825930372149	0.6756644275853207	0.9402983512834827
X14	Y0	0.013493397358943579	0.9259006695282543	0.9721674283495674
X14	Y1	-0.09330132052821127	0.5192763079677907	0.89287834235078
X14	Y2	-0.01474189675870348	0.9190663559060632	0.9721674283495674
X14	Y3	-0.33262905162064826	0.01826535260747438	0.10165065798942263
X14	Y4	-0.19865546218487393	0.16666315799390435	0.5019502170169354
X14	Y5	-0.16945978391356542	0.2394006217852606	0.6318201977013063
X14	Y6	0.3897719087635054	0.005142168425721108	0.035578246404989286
X14	Y7	0.14304921968787515	0.32166826809993004	0.7287351914476291
X14	Y8	0.07668667466986795	0.596582104144015	0.9201838754859198
X14	Y9	0.03270108043217287	0.8216344458929444	0.9721674283495674
X14	Y10	-0.07322929171668667	0.6132836505495756	0.9289977191756884
X14	Y11	-0.10252100840336134	0.47865500858742305	0.89287834235078
X14	Y12	0.08388955582232892	0.562448966494395	0.9055782102048121
X14	Y13	0.3611524609843937	0.009973228313657928	0.06382866120741074
X14	Y14	0.8145498199279712	6.190766208304214e-13	3.962090373314697e-11
X14	Y15	0.6108523409363745	2.463965245567874e-06	3.942344392908598e-05
X15	Y0	-0.08552220888355341	0.5548411048111002	0.9055782102048121
X15	Y1	-0.13959183673469386	0.3336228844020168	0.7426735513644896
X15	Y2	-0.17522208883553422	0.22356156432386157	0.5961641715302975
X15	Y3	-0.28720288115246095	0.04314625840911929	0.18721088394465318
X15	Y4	-0.10857142857142857	0.4529410186652568	0.8784310665023163
X15	Y5	0.013781512605042016	0.9243230321819229	0.9721674283495674
X15	Y6	0.4925330132052821	0.0002796851002218539	0.002468944332992917
X15	Y7	0.3160144057623049	0.025373057905983053	0.13428838482418087
X15	Y8	0.3040096038415366	0.031841927161772914	0.1538025161021484
X15	Y9	-0.019927971188475387	0.8907450376619869	0.9721674283495674
X15	Y10	-0.10953181272509004	0.4489301126849483	0.8784310665023163
X15	Y11	-0.14573829531812724	0.3125599479084468	0.7274122424051126
X15	Y12	0.066890756302521	0.6444088265071675	0.9362240451170357
X15	Y13	0.2581992797118847	0.070233639269614	0.2683553978062863
X15	Y14	0.580984393757503	9.70508662861962e-06	0.0001380278987181457
X15	Y15	0.8258823529411765	1.5622528336072545e-13	1.3331224180115239e-11
