gene_id,logFC,logCPM,LR,PValue,FDR,log10FDR,DEG
TYSND1,0.0427212952645145,4.88087472445143,0.349564918143898,0.55435952272367,0.593353766603271,0.226686296393496,no
RIF1,0.0427437822909377,6.55068681592555,0.423157190511461,0.515365856928684,0.556015427262565,0.254913158270365,no
LINC01278,0.0427901455265426,5.29867641330251,0.449320824487103,0.502657660540541,0.543796767558646,0.264563378277786,no
ERF,0.0428265070962352,5.30701955150092,0.291359775586187,0.589350468997031,0.627337701053852,0.202498611924413,no
COX15,0.042886747813805,5.2595852209148,0.658400217036189,0.417125295546699,0.459178998308154,0.338017983692531,no
GPR108,0.0431484386382848,6.01416407536664,0.430598594226439,0.511695373288622,0.55257655345954,0.257607546707186,no
NFX1,0.0432425535276644,6.08055310056149,0.810036301609983,0.368109518330096,0.409629055901837,0.387609245464151,no
CLIC4,0.0432511440969872,8.32096446120556,0.235416148161022,0.627536595764512,0.663244490076901,0.178326349244823,no
PRMT7,0.0433228731122897,4.91230468143731,0.427792873751713,0.513073943471883,0.553827629494783,0.256625381855515,no
IL10RB,0.043327175914614,-0.466998454521208,0.30116687421625,0.583151818573214,0.621501798426875,0.206557610311575,no
ZNF676,0.0434720876506381,1.36385059027712,0.0394383967068848,0.842582671844373,0.861617125181991,0.0646856777484585,no
TEX10,0.0436047906497694,4.89065920375519,0.547492069524822,0.459344247636098,0.501392397517783,0.299822255421893,no
NAMPTP1,0.0436048657396217,2.152487233345,0.0682688488887493,0.793874212234049,0.817488080418418,0.0875185709566636,no
ZNF445,0.0436399123068093,5.22233872617466,0.518721005274443,0.471387775202439,0.513321544059146,0.289610508056289,no
MYO5A,0.043642043052922,5.83272079596472,0.356449370710692,0.550484807454809,0.589557516341388,0.229473819387914,no
THNSL2,0.0438469041673994,5.58569102990477,0.142526550584364,0.705782086975624,0.736447908996787,0.13285796658825,no
AL512770.1,0.0439223946201062,-0.478694796672279,0.175721679012156,0.675076039547356,0.707693842191263,0.150154583275609,no
RNF144B,0.0439559363211519,6.24025711594362,0.166009078422888,0.683683299157931,0.716001218092827,0.145086238850604,no
POLG,0.0440096617197889,5.44315939779772,0.423785546702334,0.515054148648718,0.555702954224329,0.255157294415064,no
CDK11A,0.0440289547377643,-0.246464408166986,0.191364382457238,0.661783471684671,0.695267962947584,0.157847781883813,no
AGFG1,0.0440387797723925,6.61294539225165,0.391361569139235,0.531584570211697,0.571260480917506,0.243165818847027,no
DGCR8,0.0441784001741183,4.85508307162193,0.86711101931823,0.35175634412642,0.392890590199873,0.405728372494399,no
RUNX3,0.0442169691995463,4.31168879050127,0.0922685574297475,0.761312724717907,0.787804242247197,0.103581684888151,no
RBM26,0.0442626210339438,6.10022797044793,0.724785959116133,0.394578500839641,0.43670851843149,0.359808336652718,no
AL021707.2,0.0442847874068792,0.768664882324213,0.202001390216054,0.653110208334119,0.687242985339623,0.162889684287464,no
DSG2,0.0443130226125367,7.68945805250627,0.224723122699572,0.635464462939596,0.67058153472804,0.17354840956531,no
ARR3,0.044328711333361,-0.931800809878033,0.104372821479132,0.746643874441289,0.774162587747225,0.111167820265228,no
PHB2,0.0443405411261103,7.38950658432071,0.436245462896295,0.508940199621448,0.550049681971598,0.259598082084562,no
PRKAR1A,0.044367683838053,8.31095682363965,0.350779481355147,0.553672215929538,0.592693731892077,0.22716966567321,no
EMC6,0.0444225508924099,-1.60782940352177,0.113574158168404,0.736111130990748,0.764860248731531,0.116417909616539,no
CABCOCO1,0.0444510509199445,0.359033035282246,0.0527527928883842,0.818340622421677,0.839967242459574,0.0757376504815101,no
EMC3,0.0444648889640259,6.37089032576033,0.30581050198154,0.580262480253054,0.618763075290605,0.20847561073868,no
CNN3,0.0445440507931966,7.96499655317513,0.271204081959382,0.602525205348987,0.639711215702312,0.194016034971159,no
AC104530.1,0.0446156432537285,-0.0466302219392109,0.105512495867202,0.745312106572141,0.773175676938612,0.111721816745783,no
ZNF136,0.0446820658267249,4.13888349608203,0.466994026724336,0.494373316881403,0.53594019810782,0.27088366754739,no
PCMTD2,0.0447321781127296,6.45291451057267,0.280140589144935,0.596609084444073,0.634125488292936,0.197824790256489,no
CHRNA1,0.0447571104384066,0.869496896314971,0.0244257726004662,0.875806434178324,0.891498335102125,0.0498794635448634,no
MT-TL1,0.0448949168577765,-1.63455123756737,0.0409263845783983,0.839680085165299,0.85906782046505,0.065972548751933,no
DDX42,0.0449334526595533,7.43053951762222,0.869466978347504,0.351102913821136,0.392230375740173,0.406458776028997,no
KMT2D,0.045075966523135,6.96639885684266,0.374364028311447,0.540635055438975,0.58009477640212,0.236501045220127,no
SLC39A14,0.0451503791716929,6.30592494248295,0.316272592290005,0.573856338413462,0.612658705573513,0.212781391001382,no
AP000866.6,0.045396244345536,0.107067144770374,0.0916239492119644,0.762122703644157,0.788534602479595,0.10317924420417,no
BTN3A2,0.0455642028220124,5.79615936010262,0.20311812241161,0.652215672584432,0.686359092139362,0.163448608882502,no
LINC01145,0.0458548603749939,1.26010697921918,0.121972773186229,0.726904629691246,0.756165280953053,0.121383266984933,no
UVSSA,0.045858571760612,4.8496064161218,0.310965829058716,0.577088117960068,0.615743333594158,0.210600281395386,no
PRKAR2A,0.0458625416724106,6.52204929172409,0.455645562182554,0.499666088168188,0.540909118973588,0.266875696896765,no
AL627171.2,0.0459049969684068,-0.454038696929004,0.217503346621243,0.640948863113283,0.675689075430808,0.170253102709584,no
GLRB,0.0459308507025531,3.79295406311656,0.088576595638358,0.765994578716149,0.791987164453539,0.101281856860218,no
AC009950.1,0.04613772752902,-0.853823676110064,0.103281177785874,0.747927066569936,0.775249306512588,0.11055861358195,no
PRPF38B,0.0461728519418781,5.89554725707096,0.783519544570027,0.376066894708841,0.417652969995239,0.379184425911524,no
TAS2R14,0.0463911331617667,0.22670555074013,0.196279962917657,0.657740458446997,0.691623641453688,0.16013016985532,no
C1orf198,0.0465381150759651,7.02747699942409,0.290206670265519,0.590088121559191,0.627963545175548,0.202065567391206,no
PEG3,0.046569489076147,3.97436647788139,0.0440093894887923,0.83383614446115,0.853748345624597,0.0686701248762146,no
AC104938.1,0.0466114980749733,-1.82855228774233,0.0723280307662719,0.787976846240144,0.812046567282448,0.090419065175183,no
PALLD,0.0466214320322532,8.22112680407035,0.298648197027177,0.584731123423015,0.622894815639991,0.205585283748292,no
PPP1R15B,0.0466301595680177,6.93306879684199,0.420988462941153,0.516444232150825,0.556892392235302,0.254228715011652,no
ZP1,0.0468253854778448,-1.03797165973385,0.0468401130738698,0.828655882207299,0.84906612561142,0.0710584854099473,no
TFF2,0.0468601058380203,-2.19541245811875,0.0167365820589964,0.897064930084028,0.909862584039446,0.0410241939424306,no
PARTICL,0.0468692433243599,1.09073091712357,0.241643481722775,0.623021617486077,0.659192334842124,0.180987851303542,no
GATD1,0.0469051844565739,5.63028445122098,0.461241056996244,0.497044534062834,0.538488090624312,0.268823897256136,no
AC006452.1,0.0469911318406706,-2.58411046410408,0.0781519373891513,0.779817646592956,0.80474398990635,0.094342258084728,no
PPM1A,0.0471852366378061,6.71318226785434,0.541174561973008,0.461946357158195,0.503890517789513,0.297663814119797,no
FAM227B,0.0472051439682969,2.1874542325256,0.223607064477363,0.636305154107298,0.671356087808019,0.173047068578543,no
HK2,0.0474159637850454,6.95202634351235,0.139826311869484,0.708453742857081,0.738776208834764,0.131487098800485,no
AC091271.1,0.0475421248460972,1.10231966298838,0.160822126051698,0.688400730687367,0.720461975629559,0.142388935335811,no
IFRD2,0.0475723823368653,4.89492851246696,0.364129241064376,0.546221856317349,0.585515212734573,0.232461816696057,no
NOS1AP,0.0475770056948397,2.95870742092643,0.094332499073289,0.758739886074713,0.785551254791575,0.10482547332681,no
PLS3-AS1,0.0476823651317046,-2.08860737738245,0.0458091514592525,0.830523096830136,0.850778913482086,0.0701832826055322,no
CCDC90B,0.0477144509701309,5.25480462020747,0.573554330491277,0.448849966915026,0.490817516828179,0.309079946095674,no
SNRNP27,0.047723546747391,4.33797993848745,0.525310617785834,0.468585073140249,0.510578799930461,0.291937221776893,no
BIRC2,0.047760420431688,6.16361617105891,0.642451421810478,0.422824493463229,0.464944374846319,0.33259900225485,no
REXO2,0.0477913745181591,4.78655157921198,0.394661772096015,0.529859098481058,0.569649457094031,0.244392312189672,no
DCTN2,0.0479056410672489,6.78486851263427,0.889658736989446,0.345569803686263,0.386718577998038,0.412604963876694,no
MIER2,0.0479069355815119,4.03647944841725,0.597353012633988,0.439589757594824,0.481402620274412,0.317491550189736,no
CDPF1,0.0479218784042489,2.84441824055847,0.503714814430765,0.477872396848808,0.519618615911639,0.284315298240127,no
BTF3,0.0479559909829243,9.03621295746553,0.421167202498168,0.516355206805436,0.556844110244203,0.254266369523785,no
AC018529.2,0.0482152578870038,-1.2596951123404,0.0823084537022112,0.774193102487648,0.799577003710006,0.0971397049309411,no
SOX8,0.0482501230251073,2.37056025062444,0.0339110165784859,0.853896221407642,0.871910909622994,0.0595278882735923,no
AKAP10,0.0482535102388246,5.14114293478993,0.646928776236194,0.421212866998893,0.46339491352136,0.334048737576103,no
C1QTNF4,0.0482691248998904,-0.835873249277658,0.0439291727590216,0.833985441974601,0.853831737526614,0.0686277062004902,no
ALKBH8,0.0484189879154492,3.73142003407681,0.541542051458521,0.461794352069387,0.503768378175299,0.297769096891471,no
EIF5,0.0484740803656857,7.9104717442912,0.538307209675054,0.463135121520127,0.505143433950967,0.296585287765118,no
PHC2,0.0484948297615606,6.75397339337026,0.750274728764111,0.386389263960621,0.428285254794367,0.36826687744017,no
CSNK1E,0.0486303062882327,5.95084176025585,0.582960468662748,0.445154245748846,0.487093694057083,0.312387492793123,no
TRAPPC12,0.0486524187840857,5.26498310416708,0.718762273607979,0.396550206167157,0.438630548231078,0.357901125357553,no
AL353708.1,0.0488246303497614,-1.55496594191681,0.143321743846627,0.705000828339013,0.735724213112587,0.133284950837823,no
KANSL3,0.0488255165141298,6.53111328074991,0.877089728558502,0.349000020116615,0.390140912600825,0.408778504481574,no
AC139495.2,0.0488300474559122,-0.933700701014392,0.0770892765857241,0.781281386084404,0.805938598449557,0.0936980442623021,no
AL138689.2,0.0489269655403832,-1.30081358600535,0.0690580936369258,0.792713162873685,0.816459522147852,0.0880653415379526,no
DUSP9,0.0489502470335985,-0.0197160712295292,0.0376247185048442,0.846198650497393,0.864963351300398,0.0630022933041925,no
LIMK2,0.0490118982214519,6.57887438485421,0.28469303392356,0.593641604910117,0.631291330222581,0.199770174972261,no
LRRIQ1,0.0491625475323538,0.880817046872408,0.0612195017002364,0.804578748058922,0.827326275990641,0.0823231822040834,no
NPIPB4,0.049245939231535,1.57123034277811,0.196046829734598,0.657930832981613,0.691737121082849,0.160058917903988,no
HNRNPA1P4,0.0492681538483144,0.52784560640776,0.196599210793522,0.657479982693615,0.691378633092375,0.160284046363566,no
SYBU,0.0493910888745645,5.31100802086158,0.141439756790589,0.706853873844691,0.737321713234548,0.132342976460258,no
PHLPP2,0.0494541480195647,4.29998297733525,0.427810049726361,0.513065484561633,0.553827629494783,0.256625381855515,no
EPHB3,0.0494925103933225,6.24356309313416,0.0896677302615387,0.764599993450663,0.79067518428656,0.102001891525675,no
ELAC2,0.0495577210488,6.16619826251852,0.602379183436398,0.437671696970951,0.479552514991942,0.319163827028468,no
CRIPT,0.0497414855117667,4.84767307890384,0.620703943164614,0.430785816550838,0.472748645284359,0.32536970700195,no
PRKACA,0.0497532449319885,6.97427571584479,0.491072121177098,0.48344944518209,0.525093027634336,0.279763748386029,no
FBXW11,0.0498008651947957,6.17408719042981,0.823341709853622,0.364204936617855,0.405660729544972,0.391837032639291,no
RNF123,0.0498635862034747,4.73231555942686,0.31718465047706,0.573304499463656,0.612121484918602,0.213162376884018,no
FTH1P5,0.0499077985980366,-0.978482567705347,0.201773480207095,0.653293136061515,0.68737799533429,0.162804374814237,no
NAP1L1,0.0499839770572386,8.69661594339415,0.682404015341461,0.408760137300114,0.450719611635018,0.346093544570321,no
TMEM259,0.0501834566525366,5.74731250618161,0.581715413449103,0.445640718086189,0.487520020550866,0.312007544814199,no
FP671120.7,0.0502920157294962,-0.572702219292568,0.0924541471750615,0.761080096204371,0.787617757453602,0.103684500917394,no
AL591806.2,0.0503240717327047,-1.96126355279634,0.170737366694908,0.679457316352117,0.712019891657996,0.147507873334168,no
ZNF45,0.0503668665623055,4.2360955878844,0.853267175532352,0.35562970978799,0.396759099957628,0.401473103600055,no
PEX11A,0.0504275854752543,5.39972597908268,0.194872154320791,0.658892127869586,0.69257421793442,0.159533679718732,no
RPL12P12,0.0504515600644624,-2.13288952146113,0.124528659685211,0.724173768056754,0.753576672225766,0.122872554058641,no
SUPT7L,0.0504547375820064,5.36277685757836,1.41705678767332,0.233888449455682,0.269788005678564,0.568977362237892,no
SPATA1,0.0506002429389402,-1.2613917785398,0.184702258287018,0.667362953159803,0.700278957895599,0.154728923212375,no
PNN,0.0507412618429918,6.51416525451063,0.928546301063648,0.335240952937927,0.37606276981377,0.424739659570878,no
MRRF,0.0507713493705337,5.04053858084694,0.971991902143884,0.324183906209414,0.364552993676714,0.43823933102639,no
EXOSC10,0.0508192748171874,5.74687105147416,1.36665927049896,0.242386697538451,0.278811170184997,0.55468983081604,no
C1orf54,0.0508501615582537,2.873477529672,0.300933502914972,0.583297789328135,0.621631045130865,0.206467304386766,no
AC012464.3,0.0509118102530315,-3.00524806256283,0.0558814847806843,0.813127999365922,0.835298183185368,0.0781584632049735,no
AC138207.9,0.0509388261439944,-1.66554818631539,0.132766381858431,0.715580827814565,0.745500048695892,0.12755232384297,no
PCDHB3,0.0510005106357051,1.99625008906466,0.104416323484742,0.74659289308384,0.774153342663731,0.111173006659901,no
BCAR3,0.0511380776286024,5.2403075172743,0.325343014548139,0.568414243364287,0.607338131054654,0.216569451321434,no
SELENOK,0.0511463615762194,5.22166322865255,0.516155824823812,0.472486120278751,0.514473075849078,0.288637348435343,no
MAN1C1,0.0512156785139613,4.60957993768144,0.186742057046729,0.665642121714402,0.698881186404742,0.155596650398374,no
CFDP1,0.0512730913726107,5.02475984049175,0.557425309471455,0.45529948856589,0.497351455218156,0.303336607002861,no
CPSF7,0.0513494133512643,6.6450895563012,1.2682552053198,0.260094257541883,0.29735860242637,0.526719493074363,no
MRPL45P2,0.051555422781124,1.27206562828665,0.283556192940239,0.594379778914352,0.632022910799629,0.199267178278519,no
CASC3,0.0515736825689209,7.23064089415033,0.456191936138453,0.499409075306384,0.540700662794075,0.2670430980633,no
SEC62,0.051713154430671,7.78312396191206,0.597936598818592,0.439366391838951,0.481220825527773,0.317655586203168,no
ZNF343,0.0517349987893619,3.76723738152085,0.871917519324882,0.350425004706247,0.391525193929096,0.407240286652421,no
AP1M1,0.0517440957382868,5.73081343497613,0.45933287739777,0.497935918918418,0.539384144242866,0.26810182423285,no
IL10RB-DT,0.0517544482102181,-0.571829127507821,0.300177590845465,0.583771108689277,0.622056448769708,0.206170203288553,no
NMNAT3,0.0517613872837034,3.42408232120103,0.15289496627517,0.69578403492039,0.727102222742715,0.138404527721118,no
AL121987.2,0.0519017188922424,-1.23347190493862,0.16204277806267,0.687282702457033,0.719381620105578,0.143040662415057,no
CC2D1B,0.0519069231779333,5.08980636211084,0.941454739252123,0.331904000559419,0.372601805882486,0.428755044547403,no
MYH9,0.0519765160625797,10.5611766399627,0.454021428903388,0.500431402611993,0.541621120707776,0.266304408525286,no
AC245884.8,0.0520280262532419,-0.480342779541551,0.115918496247531,0.733504076035443,0.762560642143832,0.117725613618933,no
AC098583.1,0.0521920680463878,-0.968161790532664,0.24024047220945,0.624032487012182,0.66012313521867,0.18037504633986,no
ZC3H8,0.0522068437753461,3.75745170483711,0.598535134368945,0.439137485117232,0.481011978301366,0.317844108562939,no
NDUFA11,0.0522127958549352,2.18879384105875,0.35695225594128,0.550203766032969,0.589281602771087,0.229677117261745,no
FLJ46284,0.0522195750728635,-0.609742156834847,0.178413288609335,0.672740396077426,0.705304102660863,0.151623589914378,no
STPG4,0.0523034647601864,-2.82892683368413,0.0462149162073047,0.829785603041772,0.850154449719329,0.0705021677357386,no
CHRM5,0.0524257775622546,-1.83222213625487,0.111334330397881,0.738630103610092,0.767129222451153,0.11513147324728,no
ERAP2,0.0524606194150865,5.69133089122903,0.0820163246707466,0.774583320309226,0.799881544622624,0.0969743234153027,no
OSER1-DT,0.052542651873296,3.85177564983068,0.38368324233781,0.535638589398765,0.575175015700492,0.240199986983777,no
AL662795.2,0.0525708933321984,3.89163868493513,0.424749478951668,0.514576610291247,0.555297944587112,0.255473934047922,no
C8orf48,0.052630105452544,0.67157232194938,0.15875253220517,0.690307636236537,0.722247457443407,0.141313978345298,no
AL450998.1,0.0528000855524645,-0.579121437591781,0.0796893641201564,0.77771881692022,0.802790057593639,0.0953980148080671,no
Z97192.3,0.0528887170582418,-2.86339815213747,0.0515091882425054,0.820457678253045,0.841796936252451,0.0747926592141259,no
AL592211.1,0.052899196718199,-2.51111995162401,0.102109858716403,0.749312263047128,0.77642929047594,0.109898089393761,no
PLCB2,0.0529164801736157,3.76059211138842,0.264605832503435,0.606973397091732,0.643944967247174,0.19115124668077,no
RPS6P12,0.0530141404232031,-2.14326490979146,0.0279715889414831,0.867175634115764,0.883749447660574,0.0536708446270552,no
ZNF883,0.0531571208567061,-0.507674240599832,0.0899219413647643,0.76427641446029,0.790373045122101,0.10216787934445,no
RAB3GAP1,0.0533923451602341,6.51132237157035,1.06280392942924,0.302576543815049,0.342089144905312,0.465860706529698,no
AC090498.1,0.0534832033172831,3.47658632112596,0.199864618621262,0.654830144157018,0.688908793551972,0.161838271675891,no
TULP3,0.0535640657428443,5.10277278157274,0.869880769102366,0.350988318902464,0.39213716918086,0.406561990637607,no
ZNF234,0.0535883649663743,3.61286384132676,0.876857530208355,0.349063823473081,0.390194906025783,0.40871840459638,no
PHKB,0.0536179671765256,6.871755125359,0.37211643740514,0.541852882603076,0.581203262417074,0.235671956580217,no
NACA4P,0.0536651171238884,-1.80820567415179,0.195079189717973,0.658722449670924,0.692430716753287,0.159623674735752,no
PPM1D,0.0537068599401322,4.74367234979103,0.376198371824756,0.53964485874233,0.579106374656844,0.237241654436245,no
CYSLTR2,0.0539369753471563,1.22630575447218,0.115343224043698,0.734141073962331,0.763159826090782,0.117384499632982,no
GOLGA6L9,0.0539724221825548,1.06565904936077,0.235999189822536,0.627110762459159,0.662905778049146,0.178548195548884,no
HIKESHI,0.0540270718054525,4.53424988479952,0.582446600953176,0.445354926223158,0.487249729750672,0.31224839308838,no
AGO1,0.0541090498302444,6.09531040719743,1.43040516346289,0.231698326982027,0.267494655664388,0.572684890422759,no
ZFAND2A-DT,0.0544210035657714,2.44200669307709,0.397127750266918,0.528576346617631,0.568391774905898,0.245352215295636,no
AC245060.7,0.0544242298576467,-0.750590279134214,0.203624802411809,0.651810782289562,0.685990372529217,0.163681979317702,no
UXT,0.0544434575887162,4.95888052308924,0.705497546350614,0.400942581788667,0.443050706816701,0.353546566258969,no
GZMH,0.0544693805035564,1.00617198822294,0.104531296059747,0.746458209573827,0.774077470892215,0.11121557226632,no
RNF212,0.0546080424656766,2.00241284824769,0.0867120119355604,0.768399522343317,0.794277935696427,0.100027501580513,no
TSPY26P,0.0546660820522078,3.66167079235261,0.314400358708554,0.574992419006613,0.613741431000401,0.212014558404976,no
AC010642.2,0.0546779389691817,0.920133866781348,0.430038192192512,0.51197020851273,0.552840034232009,0.25740051480806,no
PNMA2,0.0547553300423878,2.63309137847074,0.152739294271356,0.695931215584763,0.727194089256718,0.138349659782821,no
SEMA3B-AS1,0.054776879057264,-0.247669027650433,0.0932522810005025,0.760082567134946,0.786699520025791,0.104191114798727,no
NUDCD2,0.0547930476757349,4.68292913953768,1.13316067037914,0.287102165000822,0.32576472155181,0.487095949078922,no
GPR173,0.0548171140418745,1.73603241701631,0.201580357345961,0.653448239734277,0.687512449213339,0.162719433387581,no
UBE2FP1,0.0548497779263815,-0.813563848619582,0.161415001067013,0.687857087215176,0.719922949683184,0.142713981788224,no
HPF1,0.055162438428483,4.32996836350478,0.874444660202443,0.34972777047352,0.390850387135008,0.407989453540522,no
NRAD1,0.0553193070585104,0.265269599776697,0.0354797820630211,0.850593845245507,0.868926650855986,0.0610168823234409,no
FKBP9,0.0553909699076919,7.26894743545153,0.496344189709731,0.481110872989881,0.522823767332009,0.281644677811998,no
LINC00323,0.0554060273380197,-0.737595573607626,0.109478042133276,0.740739161577984,0.769129222269677,0.11400068776169,no
SOST,0.055434340862727,-2.36495963762326,0.018390874863826,0.892127259674216,0.905733049992687,0.042999784661379,no
PITHD1,0.0554556457097237,5.61438477682844,0.925686385901628,0.335986329251033,0.376848519746424,0.423833186289027,no
ABCA2,0.0556875644415472,6.16664025471179,0.406920040260928,0.523536925364139,0.563557299297055,0.249061920783067,no
CEACAM1,0.0557604200457041,4.97769685061825,0.148861314833852,0.69962591008796,0.730660480018961,0.136284382149577,no
BSCL2,0.0558130447466023,1.07393589371025,0.433787306227742,0.510136402370146,0.551105849459236,0.258764979331295,no
AL591686.2,0.0558979409290364,-3.14589200747496,0.0398906765100548,0.841694483979135,0.860769603387069,0.0651130777770687,no
SMURF1,0.0559973669432527,5.34332580797484,1.10987666845159,0.292108759643727,0.331132026966639,0.479998812415499,no
FAM186A,0.0560846157168371,-1.38086124558332,0.159554887989856,0.689566651493755,0.721562177149294,0.141726239720355,no
ACTRT3,0.0561667155839073,1.10424205662616,0.332312189760899,0.564300748471584,0.60318362358819,0.219550458056434,no
SUCLG2,0.0561905835306499,6.50765022226449,0.574079325006181,0.448642439504224,0.49061190169204,0.309261920506962,no
SNAP91,0.0562480186918058,-0.718673164556905,0.0594445620638453,0.807375996094489,0.830033048883056,0.0809046152603122,no
AC096992.2,0.0563191115654195,0.854263131351433,0.398194963061599,0.528022928393263,0.567869458242955,0.245751488374541,no
UPP1,0.0563225181985415,3.29172354511617,0.270714708104123,0.602852742593154,0.639994571388444,0.193823709806804,no
BMP2K,0.0564422144884806,4.17666016816309,0.282222948322669,0.595247905613753,0.632865802994548,0.19868837086363,no
CEP95,0.0564556081114699,5.03936729878272,0.451313852118886,0.501711686437262,0.542913394283817,0.265269443679016,no
FAM198B-AS1,0.0564615311364701,3.36290900869831,0.152893396523808,0.695785518616321,0.727102222742715,0.138404527721118,no
GK5,0.0564932792935002,5.2958982839924,0.523693504839713,0.469270376452024,0.511303382594248,0.291321334132143,no
MAPKAPK5-AS1,0.0564996632471415,3.86696640744291,0.862718202124029,0.352979138403606,0.394168912740347,0.404317630583489,no
MBTD1,0.0568142063047719,5.25085884854388,0.458858233482687,0.498158063193801,0.539580481385038,0.267943768748261,no
LARP7,0.0569417645788088,5.25057279648374,1.36425192439745,0.242801943099675,0.279263289641377,0.553986150421543,no
AC016582.1,0.0570726684869095,-1.08773230458733,0.0864169749791017,0.76878262883873,0.79460867361861,0.0998466986764004,no
CYP27A1,0.0571007099149581,5.6602157462181,0.219328908631184,0.639551732703673,0.674385705073154,0.17109164400853,no
AC234031.1,0.0571036729286672,-2.26146327476493,0.11402273178399,0.735609984334593,0.764378106643113,0.116691760523686,no
ZNF644,0.0571064864219931,5.93442468117505,0.83740350688845,0.36014042654717,0.401488937603614,0.396326416522024,no
ZC3H10,0.0573087103970478,3.0405026113509,0.985934858110539,0.320737964468772,0.361032831958051,0.442453302000563,no
LINC00892,0.0573565061520184,-1.32570377023912,0.110531739844333,0.73953956784573,0.768010391728546,0.114632903614539,no
CCDC127,0.0573763434423719,4.88033035452522,1.0612729396386,0.302925036435791,0.34246776197179,0.465380304337154,no
HAUS2,0.0573831984359471,4.47180888534492,1.02430075004662,0.31150102684857,0.351500082663415,0.454074568509702,no
TUSC3,0.0574121997408122,5.82183959064985,0.23592744293714,0.627163128783482,0.662915440259681,0.178541865517866,no
ZNF821,0.0574461975147194,1.5871214502416,0.586446057912895,0.443796706047649,0.485713841442305,0.313619520211621,no
FKBP7,0.0575194096366407,4.1064661971496,0.484966555146087,0.486181242119059,0.527764050103622,0.277560196104151,no
ICE1,0.0576753847334271,6.20299278687728,0.867195631835841,0.351732847972181,0.392881782254742,0.405738108754166,no
ZCCHC9,0.0576949729820003,4.13131349320229,1.58259643001702,0.208387094793876,0.242371939635486,0.615517661596837,no
CBLN3,0.0578063585495636,2.07065281373665,0.346039434020099,0.556363718639304,0.595271099379926,0.225285202085411,no
NPEPL1,0.0578094873867287,2.29800564627612,0.312923831862889,0.575891522962867,0.614622926381539,0.2113912439246,no
TNFSF9,0.0578735858861028,0.30614072748725,0.0961110676897192,0.756547381857519,0.783377952217149,0.106028655618347,no
PTPN3,0.0579590382804905,5.43434245112938,0.55012765562816,0.458265538809042,0.500330864165624,0.300742705744661,no
PCYT1A,0.0579863167862133,6.33744355075842,0.621404511480819,0.430525839141637,0.472497791663093,0.325600216934135,no
HRK,0.0580044222972947,0.734692144819906,0.062195486939288,0.803058941598774,0.825999731993867,0.0830200935919707,no
SRGAP3,0.058033835160099,3.82245755629065,0.300449166154408,0.583600970894171,0.621901483422157,0.206278407262231,no
LINC02664,0.0581807059681568,-3.00759475256318,0.0878176979524596,0.766970051879626,0.792867770266931,0.100799235673298,no
UBR5-AS1,0.0581918228003451,0.192607711076768,0.387128620277991,0.5338125955093,0.57345891257376,0.241497693162408,no
OR2C1,0.0581948807224709,-2.51598903648685,0.106990363359614,0.743596930189911,0.771746290268853,0.112525449464446,no
FAM240C,0.0582611589590765,-0.207858710796659,0.0555803922884479,0.813622834360949,0.83577239684896,0.0779119764493208,no
PRDX6-AS1,0.0582887515457656,0.62065463965895,0.308325644859309,0.578709458512484,0.617211613350377,0.209565910919753,no
HTR1F,0.0583849958925553,-0.20668128327593,0.147795485713772,0.700651035886839,0.731646016773081,0.135698987446387,no
AC010148.1,0.058417332313205,-1.77782286665738,0.0707621697712852,0.790230277553798,0.814068831626785,0.089338872835757,no
SLC25A45,0.0585076560207219,3.31544538318636,0.568523604688807,0.450846193672482,0.492850497430788,0.307284800778714,no
CCL4L2,0.0585464594974883,2.11777643138648,0.109553289646357,0.740653283349903,0.769111005802666,0.11401097394581,no
WASHC4,0.0585656526460438,6.02667869971721,0.760128625235637,0.383288272710647,0.425091404731925,0.37151767629666,no
SRRM2,0.0586299569607862,9.52049023075209,0.763283397728912,0.382302941006268,0.424092049508364,0.372539869221524,no
AC018553.1,0.058651163264925,0.911436832322184,0.254070233936176,0.614223570810473,0.650704164252977,0.186616413941875,no
MGST2,0.0587576801861988,5.23347064859401,0.450290867113949,0.502196858572681,0.543391682569099,0.264887013400625,no
MKRN2,0.0588543299496899,5.19204935379161,1.52505439255327,0.216856212439663,0.251582794997761,0.599319062324634,no
CDC37,0.0588663906982346,6.87257852664677,0.475889395027082,0.490290175294642,0.531860916124917,0.274201922698653,no
METTL5,0.0588860366392737,4.5539523885441,0.705201112740042,0.401041544303663,0.443140606183194,0.353458452556305,no
AC034231.1,0.0589317806955024,-0.702524642932765,0.223956777312083,0.636041450815816,0.671134128548233,0.173190675856177,no
AL391840.1,0.0589461383253526,-2.67705057063426,0.0688087743255323,0.793079164073105,0.81676963750683,0.087900415030267,no
WIPI2,0.0589464219525964,6.46734588362511,1.03538374058536,0.308897527452501,0.348828149635418,0.457388475751964,no
AP002360.1,0.0592006488263407,1.92348812914875,0.22655459704859,0.63409039519184,0.669299910509487,0.174379233064987,no
GS1-124K5.4,0.0594030725383105,0.567608896382027,0.373539075593357,0.541081460378517,0.580524264421797,0.236179623153209,no
ANKRA2,0.0595318015871936,4.1403657348407,0.777628273344419,0.377867480960046,0.419541589941876,0.377224980277579,no
IRF8,0.0595480505483931,4.24935350329654,0.217154795611492,0.641216425543242,0.675942827144391,0.170090036167477,no
