"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
17,0.276663993584603,406.233104122032,17
17,0.278225806451613,933.25888124996,17
12,0.281632653061224,467.444941143681,12
12,0.259398496240602,2101.47535259284,12
8,0.255555555555556,97.786223829629,8
2,0.129455909943715,344,2
1,0.113936591809775,0,1
2,0.14730999146029,686,2
1,0.133772780147344,0,1
5,0.182250396196513,1749.48145636995,5
3,0.228023793787178,25.8558262004467,3
18,0.28441879637263,1743.67543690913,18
1,0.152452496685815,0,1
4,0.218769816106531,763.640189046771,4
9,0.274244833068363,649.961899978778,9
4,0.242957746478873,1113.62158685475,4
11,0.263358778625954,428.862736665423,11
5,0.249818971759594,244.991734623705,5
36,0.302101576182137,2140.13197645776,36
15,0.277554304102977,1585.76336008551,15
26,0.295883361921098,2673.24289253728,26
17,0.282324058919804,1026.66071277984,17
23,0.293367346938776,1470.06323074592,23
2,0.233108108108108,4.08394461138224,2
4,0.223590408295528,799.106505792917,4
14,0.261363636363636,1840.79814810072,14
10,0.259593679458239,1140.56508070742,10
16,0.300261096605744,719.063948094838,16
19,0.305580159433127,1398.26965362275,19
17,0.311934900542495,2604.05886316265,17
7,0.259009009009009,191.712007228574,7
3,0.233581584292485,115.531685445944,3
4,0.242275280898876,163.896294344671,4
12,0.287260616153206,897.368938166902,12
6,0.270164447924824,224.325419927744,6
9,0.268482490272374,608.23765120467,9
5,0.233108108108108,485.474417948617,5
6,0.249638205499276,4522.1469346651,6
3,0.192522321428571,200.860568520661,3
2,0.173453996983409,0.333333333333333,2
3,0.173978819969743,1026.33333333333,3
2,0.173453996983409,0.333333333333333,2
3,0.198389879240943,399.246985549374,3
19,0.297927461139896,927.087674525653,19
5,0.249457700650759,361.946645682409,5
46,0.331412103746398,5012.69547224729,46
37,0.334302325581395,4297.35917553501,37
18,0.304770318021201,2650.81672666027,18
6,0.262757044935263,66.0943995566259,6
13,0.271653543307087,867.611361476492,13
3,0.237603305785124,274.944947571364,3
1,0.178571428571429,0,1
4,0.232323232323232,61.0069658958551,4
33,0.294117647058824,2300.54757627947,33
22,0.280259951259139,1123.4183637374,22
15,0.2875,734.925239792368,15
6,0.240083507306889,670.616479985977,6
4,0.247311827956989,29.5520115708151,4
11,0.273592386994449,581.88510532665,11
12,0.281402936378467,1045.71871355506,12
29,0.311091073038774,3424.76794918013,29
13,0.270800627943485,1645.4311187892,13
2,0.225637671680837,0,2
13,0.279126213592233,451.843892182338,13
13,0.252562225475842,744.478235157577,13
6,0.236787920384351,705.721685001719,6
47,0.320037105751391,2486.4875153163,47
35,0.303964757709251,1121.72664695826,35
41,0.310251798561151,1337.80169214539,41
47,0.318559556786704,2141.09494898501,47
7,0.261760242792109,75.211014777311,7
9,0.279805352798054,116.916256646662,9
2,0.230153435623749,3.51810114255207,2
4,0.248380129589633,120.817642070619,4
29,0.292620865139949,604.336535410674,29
42,0.318559556786704,1983.92570567477,42
44,0.32122905027933,2586.45997431656,44
2,0.225195822454308,344,2
6,0.262557077625571,155.042365093152,6
6,0.23776705720193,750.492092556897,6
4,0.259593679458239,62.4325182416162,4
2,0.212962962962963,222.275079140311,2
5,0.213490099009901,1134.50711544389,5
5,0.191029900332226,1098.93807079864,5
4,0.230153435623749,529.424512542123,4
23,0.29664660361135,1269.92651854705,23
6,0.260180995475113,133.988058275405,6
4,0.254424778761062,88.4759483138744,4
3,0.246604717655468,190.138410480275,3
6,0.271439811172305,166.593969615734,6
4,0.24873828406633,33.0281801014023,4
6,0.255177514792899,555.209347410221,6
4,0.250544662309368,16.2352452757463,4
3,0.170118343195266,421.582265362507,3
3,0.207082833133253,1700,3
1,0.147058823529412,0,1
2,0.164051355206847,344,2
4,0.218908629441624,358.082652945051,4
3,0.257847533632287,71.9441842690062,3
4,0.21415270018622,717.666327163523,4
1,0.233108108108108,0,1
1,0.211526670754139,0,1
12,0.282786885245902,361.470135445088,12
12,0.295124037639008,550.377218685507,12
3,0.227272727272727,384.586281782482,3
7,0.285123966942149,389.54713422813,7
3,0.172845691382766,687,3
7,0.25765496639283,111.641417839072,7
1,0.1498696785404,0,1
6,0.265384615384615,195.916051362189,6
2,0.193385650224215,34.0739839957585,2
4,0.248917748917749,464.417038539004,4
3,0.207207207207207,687,3
6,0.233265720081136,591.532868720647,6
7,0.24364406779661,346.796728225494,7
5,0.247311827956989,296.104361471713,5
13,0.258814703675919,3492.25407298457,13
1,0.195025438100622,0,1
4,0.260968229954614,90.8042233361074,4
8,0.238424326192122,335.636618951456,8
6,0.262158054711246,257.52710145794,6
5,0.261760242792109,153.380244018154,5
9,0.270164447924824,580.770571641448,9
2,0.206834532374101,42.0009896828374,2
1,0.22490221642764,0,1
2,0.227873183619551,2.09322810081942,2
1,0.193929173693086,0,1
1,0.193929173693086,0,1
4,0.237603305785124,289.675213521427,4
8,0.251091703056769,106.026168607849,8
2,0.217117684078036,0,2
6,0.246252676659529,168.112819990006,6
4,0.239251040221914,8.28057197354715,4
4,0.274027005559968,26.8253106824048,4
14,0.301837270341207,2993.41820173164,14
2,0.216030056355667,0.285637796138446,2
5,0.265384615384615,1081.96511856291,5
4,0.209344660194175,437.027367787007,4
4,0.242275280898876,575.314619468853,4
2,0.222437137330754,0.520376168166382,2
9,0.258814703675919,642.606678065818,9
1,0.173279758915118,0,1
4,0.255177514792899,36.6177363256341,4
7,0.250726744186047,917.98892454854,7
12,0.246781115879828,419.885029075988,12
3,0.209599027946537,152.25057179434,3
1,1,0,1
1,0.182539682539683,0,1
4,0.239749826268242,33.0969510195494,4
