Healthy01	Healthy02	Healthy03	Healthy04	Healthy05	Healthy06	Healthy07	Healthy08	Healthy09	Healthy10	Patients01	Patients02	Patients03	Patients04	Patients05	Patients06	Patients07	Patients08	Patients09	Patients10
0	0.594991453387938	0.905031155983285	0.697984558833447	0.611990440619406	0.744683685629838	0.847981892819222	0.882504088909369	0.538399673487931	0.676316131525105	0.577543854015076	0.854668796635218	0.847077335426962	0.558693407732408	0.807789183294564	0.831378967475422	0.60066383831007	0.912670730299275	0.955459075347505	0.953310038104074
0.594991453387938	0	0.921160916548294	0.727075550445283	0.597588572022799	0.764918526968752	0.895377557344634	0.919232028755744	0.536455071332412	0.721928401133231	0.667828235456183	0.871325573040642	0.914702359145637	0.656711098804461	0.865387096481502	0.904710873246225	0.585055205172297	0.948807564635125	0.952712016961887	0.970483231758616
0.905031155983285	0.921160916548294	0	0.830997252767873	0.84962884820905	0.735070581396198	0.845514839616224	0.960030814311609	0.847051090835746	0.856121100949981	0.812460475228896	0.832755767164917	0.870499298789708	0.896755306650077	0.843833144158008	0.913788656918072	0.845628933025766	0.787843862199903	0.817291049332008	0.938706161815444
0.697984558833447	0.727075550445283	0.830997252767873	0	0.820406058070507	0.676197424849601	0.86603475220746	0.964163381168951	0.703413191199533	0.782066877294644	0.765631045590729	0.668332271312255	0.851537180072448	0.755029907121081	0.795190787143506	0.93424879041787	0.795042099259095	0.830523035080111	0.926282547977437	0.885087873903507
0.611990440619406	0.597588572022799	0.84962884820905	0.820406058070507	0	0.728205689657706	0.797686908136469	0.883777065696622	0.586049463519964	0.64973990029829	0.625227790913046	0.881810202464892	0.851888749881827	0.667001692349952	0.829591033162223	0.866433564744674	0.623861997774486	0.888570662389169	0.900216732359358	0.974501026100028
0.744683685629838	0.764918526968752	0.735070581396198	0.676197424849601	0.728205689657706	0	0.807609271154188	0.929737466446452	0.557149388104657	0.658163574085134	0.641633558607372	0.684144607006626	0.881979475116335	0.647712202021441	0.807510696822198	0.935382594541429	0.676939416760043	0.845923237758809	0.90355523133549	0.915059917423668
0.847981892819222	0.895377557344634	0.845514839616224	0.86603475220746	0.797686908136469	0.807609271154188	0	0.789740969479513	0.877706236524427	0.791923121845072	0.825584260727345	0.913228172276315	0.824772237189253	0.868028365592529	0.761957249274426	0.784832753476171	0.835513923412279	0.759092822193784	0.913949544275186	0.98191100926391
0.882504088909369	0.919232028755744	0.960030814311609	0.964163381168951	0.883777065696622	0.929737466446452	0.789740969479513	0	0.935449336190629	0.915781318013479	0.909440044517201	0.952097402555746	0.927280355522747	0.91628169367829	0.785952305141568	0.852138353249695	0.844361600062761	0.786641634955502	0.960074969556539	0.984062629532243
0.538399673487931	0.536455071332412	0.847051090835746	0.703413191199533	0.586049463519964	0.557149388104657	0.877706236524427	0.935449336190629	0	0.679554570818071	0.596694110425252	0.768935628346469	0.873244371337887	0.649255680627054	0.815795536021591	0.934399114462393	0.641989867441219	0.89269673237525	0.909450372654763	0.931594099995949
0.676316131525105	0.721928401133231	0.856121100949981	0.782066877294644	0.64973990029829	0.658163574085134	0.791923121845072	0.915781318013479	0.679554570818071	0	0.702165440269044	0.84758126069524	0.810946169053239	0.714743802643397	0.851665187171733	0.903457808573233	0.709927744000788	0.82888873525778	0.939945299399893	0.968763383588386
