"KO1"	"KO2"	"KO3"	"KO4"	"KO5"	"KO6"	"OE1"	"OE2"	"OE3"	"OE4"	"OE5"	"OE6"	"WT1"	"WT2"	"WT3"	"WT4"	"WT5"	"WT6"
"KO1"	0	0.104658241927665	0.159585773424131	0.154209149872267	0.174053515930876	0.136819199289241	0.0999037090433468	0.111330323491841	0.119864896691599	0.120200749837903	0.104746745578226	0.0952320936169662	0.112502645237982	0.138115430171844	0.111016537982341	0.124802352706678	0.134095747808966	0.105248217373068
"KO2"	0.104658241927665	0	0.156837296583904	0.156880015437846	0.180579186184113	0.133127045058584	0.120614451587817	0.124331661882751	0.120136265663684	0.142846070102379	0.111249467356066	0.11333383655268	0.133306707237688	0.154400673219236	0.121406463857519	0.128699349614247	0.149409488982257	0.105027762545077
"KO3"	0.159585773424131	0.156837296583904	0	0.179781650309394	0.193359292319678	0.174526001111276	0.175272076892415	0.174114747495826	0.176701635339817	0.173177760673214	0.158672109384499	0.153863310012243	0.172237160148079	0.180774033173684	0.164181704450642	0.165724665502293	0.190952492479541	0.160462999586412
"KO4"	0.154209149872267	0.156880015437846	0.179781650309394	0	0.176220608852532	0.1489995733354	0.157553458735184	0.156655361287334	0.15167927034091	0.161637826001048	0.143013580209646	0.151955580214385	0.16109721587509	0.166034415221459	0.147695040290233	0.158401842153335	0.176562092523363	0.133274298230239
"KO5"	0.174053515930876	0.180579186184113	0.193359292319678	0.176220608852532	0	0.17105774314084	0.18684731205704	0.187689610183666	0.18123085078329	0.194827087030959	0.162749089591612	0.181558599826202	0.184020598627691	0.182129302404477	0.177528864497992	0.183947173255873	0.176060667472855	0.174370428307483
"KO6"	0.136819199289241	0.133127045058584	0.174526001111276	0.1489995733354	0.17105774314084	0	0.1387774006393	0.130893820614436	0.145537517839013	0.144248905949878	0.126657189953421	0.137737983861028	0.138961708018931	0.159038760760035	0.138282578747272	0.139329294763034	0.167325951875702	0.137418330735479
"OE1"	0.0999037090433468	0.120614451587817	0.175272076892415	0.157553458735184	0.18684731205704	0.1387774006393	0	0.0915028107784021	0.104121402589966	0.109104136166152	0.0978790854111793	0.0851323763360278	0.114839130469475	0.144860068706426	0.100552935138947	0.103982936160809	0.14752254507235	0.104588818836292
"OE2"	0.111330323491841	0.124331661882751	0.174114747495826	0.156655361287334	0.187689610183666	0.130893820614436	0.0915028107784021	0	0.112232787861658	0.124512253913227	0.0959709938495681	0.09500347350486	0.114475746339375	0.151661411634055	0.102401889204484	0.114690378185794	0.1393814875186	0.111815828503043
"OE3"	0.119864896691599	0.120136265663684	0.176701635339817	0.15167927034091	0.18123085078329	0.145537517839013	0.104121402589966	0.112232787861658	0	0.126069843363461	0.0968020822668455	0.0974126348581727	0.107250783698118	0.139238928648016	0.10044718653799	0.118731140848606	0.146522152680471	0.109932248526839
"OE4"	0.120200749837903	0.142846070102379	0.173177760673214	0.161637826001048	0.194827087030959	0.144248905949878	0.109104136166152	0.124512253913227	0.126069843363461	0	0.122575792397123	0.114183079905597	0.135123396862006	0.141676313969116	0.114037707045681	0.126368787936794	0.162195430993637	0.132522482782485
"OE5"	0.104746745578226	0.111249467356066	0.158672109384499	0.143013580209646	0.162749089591612	0.126657189953421	0.0978790854111793	0.0959709938495681	0.0968020822668455	0.122575792397123	0	0.0893385676900611	0.105464724062303	0.128689020450611	0.0922800847851363	0.112912519168466	0.121686170573436	0.0940947151836847
"OE6"	0.0952320936169662	0.11333383655268	0.153863310012243	0.151955580214385	0.181558599826202	0.137737983861028	0.0851323763360278	0.09500347350486	0.0974126348581727	0.114183079905597	0.0893385676900611	0	0.103787513852381	0.138966580668888	0.0910219177726494	0.0948671834748506	0.142037374009444	0.100685106919369
"WT1"	0.112502645237982	0.133306707237688	0.172237160148079	0.16109721587509	0.184020598627691	0.138961708018931	0.114839130469475	0.114475746339375	0.107250783698118	0.135123396862006	0.105464724062303	0.103787513852381	0	0.126899396131009	0.102947917111771	0.124262382887083	0.129749568822844	0.114100048627003
"WT2"	0.138115430171844	0.154400673219236	0.180774033173684	0.166034415221459	0.182129302404477	0.159038760760035	0.144860068706426	0.151661411634055	0.139238928648016	0.141676313969116	0.128689020450611	0.138966580668888	0.126899396131009	0	0.12837271553225	0.151068567641614	0.159038490078171	0.127639867309923
"WT3"	0.111016537982341	0.121406463857519	0.164181704450642	0.147695040290233	0.177528864497992	0.138282578747272	0.100552935138947	0.102401889204484	0.10044718653799	0.114037707045681	0.0922800847851363	0.0910219177726494	0.102947917111771	0.12837271553225	0	0.113997330386312	0.122517970724781	0.110488246619995
"WT4"	0.124802352706678	0.128699349614247	0.165724665502293	0.158401842153335	0.183947173255873	0.139329294763034	0.103982936160809	0.114690378185794	0.118731140848606	0.126368787936794	0.112912519168466	0.0948671834748506	0.124262382887083	0.151068567641614	0.113997330386312	0	0.141474420281959	0.110367155857203
"WT5"	0.134095747808966	0.149409488982257	0.190952492479541	0.176562092523363	0.176060667472855	0.167325951875702	0.14752254507235	0.1393814875186	0.146522152680471	0.162195430993637	0.121686170573436	0.142037374009444	0.129749568822844	0.159038490078171	0.122517970724781	0.141474420281959	0	0.140846348126397
"WT6"	0.105248217373068	0.105027762545077	0.160462999586412	0.133274298230239	0.174370428307483	0.137418330735479	0.104588818836292	0.111815828503043	0.109932248526839	0.132522482782485	0.0940947151836847	0.100685106919369	0.114100048627003	0.127639867309923	0.110488246619995	0.110367155857203	0.140846348126397	0
