Species	Healthy01	Healthy02	Healthy03	Healthy04	Healthy05	Healthy06	Healthy07	Healthy08	Healthy09	Healthy10	Healthy11	Healthy12	Healthy13	Healthy14	Healthy15	Healthy16	Healthy17	Healthy18	Healthy19	Healthy20	Healthy21	Healthy22	Healthy23	Healthy24	Healthy25	Healthy26	Healthy27	Healthy28	Healthy29	Healthy30	Patients01	Patients02	Patients03	Patients04	Patients05	Patients06	Patients07	Patients08	Patients09	Patients10	Patients11	Patients12	Patients13	Patients14	Patients15	Patients16	Patients17	Patients18	Patients19	Patients20	Patients21	Patients22	Patients23	Patients24	Patients25	Patients26	Patients27	Patients28	Patients29	Patients30	Patients31
Species412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species414	0	0	0.03715	0	0.01041	0	0.00192	0	0	0	0	0.03599	0.02593	0	0.12638	0	0	0.00148	0	0	0	0	0	0.0094	0.00615	0	0	0	0	0	0.53587	0	0.00449	0	0	0	0.01403	0	0	0	0	0	0.05667	0	0	0	0	0	0	0.24541	0	0	0	0.05086	0.00078	0	0.12064	0	0.0213	0	0
Species415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species416	0	0	0.06461	0.09908	0	0	0.01456	0	0	0	0.00218	0.0139	0	0.04261	0.02044	0	0	0.03795	0	0.01438	0.0002	0	0.00154	0.02908	0.67879	0	0	0.00021	0	0.05748	0.05092	0	0.01019	0.00175	0	0	0.01009	0	1.03763	0.27292	0	0	0.42389	0.0536	0.00701	0	0.03811	0.00338	0	0.59903	0	0.01876	0	0.08182	0	0	0.01015	0	0.90765	0	0.03487
Species417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species418	0	0	0	0	0	0	0	0	0	0	0	0.00385	0	0	0.00081	0	0	0	0	0	0	0	0	0	0.14949	0	0	0	0	0	0.28548	0	0	0.00103	0	0	0.0044	0	0.04838	0	0	0	0	0	0	0	0.01187	0	0	0.06742	0	0.02839	0	0	0	0	0	0	0.14913	0	0
Species419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173	0	0	0	0	0	0	0	0	0	0	0	0
Species420	0	0	0	0	0.00078	0	0	0	0	0	0	0.02025	0	0	0.25136	0	0	0	0	0	0	0	0	0	0.22875	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17066	0	0	0	0.03057	0	0	0	0	0	0.00106	0.09992	0	0	0	0	0	0	0	0	0.0894	0	0.00059
Species421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species423	0	0	0	0	0	0	0	0.10414	0	0	0	0	0	0	0	0.12565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07404	0	0	0	0	0	0	0	0	0	0	0	0	1.11339	0	0	0.02409	0	0	0	0	0	0	0	0	0	0	0	0
Species424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18698	0	0	0	0	0	0	0	5.07917	0	0	0	0	0	0	0	0	0	0	0	7.39381	0	0	0	0	0	0.02733	0	0	0	0	0	0	0	0	0	0	0.00475	0	0	0	0	0	0	0	0
Species425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16488	0.16106	4.81569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species427	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157	0	0	0	0	0	0	0	0	0	0	0.00431	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55117	0	0	0	0	0.14065	0.00334	0	0	0	0	0.66145	0	0	0	0	0	0	0	0	0.27291	0	0
Species428	0	0	0	0	0	0.2775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species430	0	0	0	0	0	0.04481	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03074	0	0	0	1.38496	0	0	0	0	0	7.1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78787	0	0	0	0	0	0
Species431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.71899	0	0	0	0	0	0	0	0	5.76059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species439	0	0	0	1.27426	0	0	1.79722	0	0	0	0	0	0	0.00949	0	0	0	0	0	0	0	0	0	0	0.02845	0	0	0	0	0	0.00386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34768	0.00841	2.19216	0	0	0	11.31609	0.4957	0	0.60784	0	0
Species440	0	0	0	0	0	0	0	1.11189	0	0	1.73917	0	0	1.02022	0	0	0	0	0.82001	0.25326	2.87269	0	2.55366	0	0	0	0	4.95449	1.70995	0	0	0	0	0	0	0	0.00129	0	5.83044	0	0	0.00527	0	0.51807	0	0	0	0	0	0	0	0	0	0	0.00896	0	0	0	0	0	0
Species441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species442	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01529	0	0	0	0	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species443	0	0	0	0	0	0.17021	0	0.01512	0	0	0	0.09719	0	0	0	0.10749	0.02583	0	0	0.02197	0	0	0.41581	0.22838	0.02645	0	0	0	0	0	0	0	0	0.00466	0	0.09799	0	0	0	0	0	0.004	0.1773	0	0	0	0	0	0.11776	0	0	0	0.12226	0	0.0628	0	0.04803	0	0	0	0
Species444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397	0	0	0	0	0	0	0	0	0	0	0
Species448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species455	0	0	19.09711	0	0	6.74583	0.03066	0.14888	2.82278	1.46729	0	12.93975	1.70946	0	0	7.62091	0	2.37876	0	0	0	0	0.80595	0	0	0	0.39144	0.44798	0	0	0	2.87016	0.0014	0	0.0167	0.00105	0	2.20209	0	0.01094	0	0.1928	0	0.72225	0	0.03333	0	0.00794	0.1093	0.00416	0	0	0.18579	0	0	0	0.00918	0	0	0	0
Species456	0	0	0	0	0.15286	0	0.06254	0.01646	0	0	0.23126	0	0.01207	0	0	0	0	0	0	0	0.06405	0.18665	0.3809	0	0.0671	0.03901	0.06918	0.0617	0.02512	0.28671	0	0	0	0	0	0.65713	0	0	0	0	0.59953	0	0.3941	0	0.11014	0.04027	0	0	0	0	0	0	0	0	0.05754	0	0	0.49003	0	0	0
Species457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25415	0	0	0	0.20244	0.40347	0	0	0	0	0	0	0	6.90339	0	1.14339	0	0	0	0	0	2.47521	0	0.82864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25775
Species461	0.00938	0	0	0	0	0.89517	0	0	0	0	0	0	0.02134	0	0	0	0.60468	0	0	0	0	0	0	0.85282	0.09634	0	0	0	0	0	0	0.26879	0.00634	0	0	0	0	0	0	0	0	0	0	0	0	0.01224	0	0	0.1918	0	0	0	0	0	0.00784	0	0	0	0	0	0
Species462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00475	0	0	0	0.11912	0	0	0	0	0	0	0	0	0	0.11443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species463	0.12218	3.34469	2.77229	0	0.99305	3.33316	2.20886	1.26006	2.50576	1.37051	0.9125	1.64134	0.37767	11.27401	0.7295	1.38013	2.50614	4.60659	0.20838	1.06848	0.48241	0	0.73618	2.09879	0.33226	0	0	0.14929	0.70045	7.07325	2.07464	3.12083	0.04505	2.35235	0.00094	1.21028	0.10912	0.12745	0.6854	0	0	0.18354	0	3.18433	0.04317	0.00906	0.40128	0.01699	0.81737	0	0	0	0.32	1.97902	0.22628	0	2.7121	0.21101	0	0	0
Species464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species468	0.75223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01785	0	0	0	0	0.0289	0	0	0.26814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08758	0	0.01158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76821	0.08507	0.00376	0	0	0
Species476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11579	0	0	0	0	0.01686	0	0	0	0	0	0	0	0.83	0	0	0	0
Species477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species480	0	0	0.00369	0.33649	0.00951	0.00457	0	0	0	0.03608	0	0	0	0	0	0.0496	0	0	0	0	0.00214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00252	0.04879	0	0	0	0	0	0	0	0	0	0	0.01166	0	0	0	0	0	0	0	0	0	0.02155	0
Species481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species491	0	0	0	0	0	0	0	0	0.00815	0	0	0	0	0	0	0	0	0	0	0.00663	0	0	0	0	0	0	0	0	0	0	0	0.0201	0	0	0.00411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species492	0	0	0	0.02089	0	0.01776	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01368	0	0	0	0	0	0	0	0	0	0	1.00037	0.00673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species493	0	0	0	0	0	0.13077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species494	0.01118	0	0	0	0.02002	0	0.37163	0	0	0	0.00999	0.021	0.00284	0	0	0	0.00209	0	0	0	0.0205	0	0	0	0	0	0.04827	0	0	0	0.05366	0.16041	0	0.01366	0.0279	0	0.03603	0	0	0	0	0.01201	0	0.08917	0.0011	0	0	0	0.00914	0	0	0	0	0	0	0	0	0	0	0	0.07232
Species495	0.01478	0	0	0	0.04616	0.04105	0	0.00454	0.18213	0.0322	0	0	0.05635	0	0	0.02508	0.03025	0.03901	0.01293	0.01381	0.02165	0.00906	0.15129	0.07713	0.09404	0	0.28121	0.02299	0	0	0.02463	0	0	0	0.24286	0.01563	0.03304	0.03094	0	0	0.05234	0.01531	0.0039	0	0.00698	0	0	0	0.00262	0.00381	0	0	0.04566	0	0.05781	0	0.01082	0.08496	0	0	0.00753
Species496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23368	0	0	0	0.05189	0	0	0	0	0	0	0	0	0	0	0.01235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02172	0	0	0.03325	0	0	0
Species497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20908	0	0	4.37084	0.59419	0	0	0.908	0	0	0	0	0	0	0	0	0.1741	0	0	0	0.09569	0	0.03724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02994	0	0	0	0.01994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species502	0	0.02741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species504	0.0396	0	0.303	0	0.04507	0.03658	0.25408	0.00364	0	0.32419	0.02256	0.15956	0.06163	0	0.01344	0.05497	0.1636	0	0.14988	0.52629	0	0.25887	0.09155	0	0.10039	0.10456	0.3023	0.08235	0.10671	0.31071	0	0	0.80153	0.06103	0	0	0	0	0	0	0	0	0	0	0.15703	0	0	0	0	0.43296	0	0	0.00104	0	0.00765	0.00083	0.00576	0.00029	0	0.28835	0
Species505	0	0	0	0	0.01929	0	0	0	0	0	0.02069	0	0	0	0	0	0.07259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species506	0	0.01803	0.0187	0.17602	0	0	0	0	0.43978	0	0	0	0	2.17032	0	0	0	0.2101	0	0	0	0	0	0.007	0	0	0	0	0.02079	0	0.02462	0.00048	0.0081	0	0	0	0	0.0296	0.06155	0.32007	0	0	0	0.08385	0.02307	0	0.04447	0.03422	0	0	0	0.23286	0	0.01893	0	0.00076	0	0	0	0.00386	0
Species507	0	0	0	0.01061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01044	0	0.00959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Species508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
