"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
38,0.425531914893617,3280.25266032506,38
4,1,6,4
7,0.29126213592233,133.761373345345,7
7,0.306122448979592,247.266010695305,7
3,0.288461538461538,32.7127614752912,3
6,0.289855072463768,105.89422000381,6
6,0.289855072463768,105.89422000381,6
5,0.275229357798165,89.8675554579979,5
8,0.295566502463054,458.54293523967,8
4,0.273972602739726,32.1524136784979,4
5,0.265486725663717,307.298999898599,5
4,0.273972602739726,50.5787396599487,4
6,0.303030303030303,456.043535489419,6
20,0.309278350515464,714.916668983692,20
15,0.298507462686567,422.768791500274,15
10,0.289855072463768,236.468481494524,10
10,0.292682926829268,787.363895816316,10
26,0.344827586206897,1431.76960497873,26
6,0.196078431372549,585,6
6,0.263157894736842,362.011510641427,6
7,0.260869565217391,414.86845695749,7
4,0.235294117647059,28.5085534530731,4
4,0.235294117647059,28.5085534530731,4
4,0.235294117647059,28.5085534530731,4
5,0.285714285714286,153.024770744882,5
11,0.303030303030303,1495.79134469346,11
3,0.231660231660232,9.01200680735558,3
1,0.205479452054795,0,1
3,0.231660231660232,120.649461180079,3
3,0.28436018957346,57.563920569799,3
1,0.29925187032419,0,1
1,0.571428571428571,0,1
11,0.345821325648415,826.669569398342,11
5,0.336134453781513,183.928325666412,5
1,0.571428571428571,0,1
1,0.226843100189036,0,1
1,0.571428571428571,0,1
3,0.32171581769437,36.8889468590377,3
3,0.32171581769437,36.8889468590377,3
1,0.164158686730506,0,1
1,0.208695652173913,0,1
2,0.235756385068762,32.073500115372,2
1,0.164158686730506,0,1
3,0.323450134770889,184.016942985157,3
1,0.236686390532544,0,1
1,0.256959314775161,0,1
2,0.308483290488432,14.0149632567633,2
2,0.31496062992126,15.2070064327412,2
1,0.29925187032419,0,1
4,0.264900662251656,120.412939900661,4
1,0.230326295585413,0,1
1,0.226843100189036,0,1
6,0.349854227405248,235.09655288331,6
1,0.21015761821366,0,1
4,0.220994475138122,19.823074717193,4
1,0.208695652173913,0,1
1,0.207253886010363,0,1
5,0.343839541547278,641.33203974557,5
1,0.207253886010363,0,1
1,0.256959314775161,0,1
1,0.256959314775161,0,1
3,0.263736263736264,225.163539298297,3
1,0.233009708737864,0,1
1,0.164158686730506,0,1
5,0.326975476839237,176.315878897604,5
6,0.220994475138122,14.7380203166516,6
2,0.258064516129032,119,2
4,0.328767123287671,88.2513041106695,4
1,0.29925187032419,0,1
1,0.29925187032419,0,1
2,0.229445506692161,0.690950040950041,2
15,0.278422273781903,543.567198716861,15
9,0.336134453781513,387.920858459207,9
1,0.230326295585413,0,1
1,0.188383045525903,0,1
2,0.308483290488432,14.0149632567633,2
5,0.336134453781513,124.086374221544,5
3,0.32520325203252,48.6181844273266,3
2,0.290556900726392,363.281311099864,2
1,0.225140712945591,0,1
1,0.226843100189036,0,1
5,0.339943342776204,206.360364204092,5
2,0.256959314775161,208.402553272809,2
1,0.21015761821366,0,1
4,0.328767123287671,229.116941821205,4
5,0.248447204968944,57.5954310579801,5
2,0.262582056892779,131.745952548057,2
1,0.226843100189036,0,1
2,0.238568588469185,1.78711209683012,2
1,0.233009708737864,0,1
1,0.164158686730506,0,1
1,0.29925187032419,0,1
4,0.332409972299169,77.814064606791,4
13,0.264900662251656,398.854769509025,13
1,0.208695652173913,0,1
3,0.32520325203252,48.6181844273266,3
1,0.164158686730506,0,1
2,0.31496062992126,15.2070064327412,2
3,0.31496062992126,32.8258877510285,3
1,0.233009708737864,0,1
2,0.305343511450382,11.2969847410974,2
1,0.29925187032419,0,1
5,0.326975476839237,290.598733874395,5
1,0.207253886010363,0,1
1,0.29925187032419,0,1
1,0.226843100189036,0,1
2,0.31496062992126,15.2070064327412,2
6,0.341880341880342,381.439814718195,6
2,0.260303687635575,47.2886121238592,2
1,0.236686390532544,0,1
5,0.336134453781513,124.086374221544,5
1,0.233009708737864,0,1
4,0.267260579064588,137.605928840181,4
1,0.571428571428571,0,1
1,0.233009708737864,0,1
1,0.233009708737864,0,1
2,0.31496062992126,15.2070064327412,2
2,0.326975476839237,566.463510979951,2
2,0.238568588469185,684,2
1,0.29925187032419,0,1
1,0.233009708737864,0,1
3,0.32520325203252,48.6181844273266,3
4,0.32,214.858183814751,4
1,0.256959314775161,0,1
1,0.256959314775161,0,1
1,0.256959314775161,0,1
