"","S1","S2","S3","S4","S5","S6","S7","S9","S10","S11","S12","S13","S15","S16","S17","S18","S19","S20","S22","S23","S24","S25","S26","S27","S28","S30","S34","S35","S36","S37","S61","S62","S63","S65","S85","S86","S87","S88","S89","S112","S113","S114","S161","S162","S164","S165","S166","S167","S168","S169","S170","S171","S172","S173","S174","S175","S176","S177","S179","S182","S187","S188","S191","S194","S196","S197","S198","S201","S202","S203","S204","S205","S206","S207","S208","S209","S210","S213","S214","S215","S216","S217","S218","S219","S220","S221","S222","S223","S224","S225"
"OTU_3849",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"OTU_5011",0,2,2,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"OTU_3386",0,0,0,0,0,0,0,0,1,0,0,0,7,2,27,9,1,8,0,0,0,0,0,0,13,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,2,0,1,1,1,1,1,2,8,1,1,0,8,4,7,5,1,1,0,0,1,0,0,2,2
"OTU_9421",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_10626",54,27,39,38,9,7,18,66,19,7,9,17,1,1,2,0,0,0,18,19,13,5,1,2,1,1,2,0,1,0,0,2,0,0,0,0,2,0,0,2,3,1,1,0,2,0,0,0,0,2,1,1,1,1,0,1,0,1,0,0,3,1,0,1,3,2,3,0,1,1,0,0,1,0,3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
"OTU_9039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5146",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,7,0,0,1,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_641",2,7,0,1,0,1,2,3,0,0,1,1,2,0,0,2,1,2,0,0,1,1,20,5,1,6,1,1,1,14,0,0,0,1,1,5,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,1,0,0,1,0,1,0,1,3,3,1,0,0,6,2,10,3,1,0,0,4,0
"OTU_6313",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"OTU_9492",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,1,0,2,0,0,0,0,1,0,0,3,0,61,0,0,0,0,0,0,1,0,0,0,0
"OTU_1728",1,1,0,0,1,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,1,3,2,0,3,1,0,0,0,1,0,0,0,1,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_731",2,2,0,0,2,1,1,1,0,1,1,2,1,1,0,2,5,3,0,0,0,1,17,18,1,1,15,18,1,78,0,3,3,4,0,1,0,1,1,0,3,2,1,0,0,1,0,0,2,3,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,11,8,3,0,0,0,1,0,0,3,0,2,5,0,1,1,1,0,6,0,4,5,3,2,0
"OTU_141",2,4,2,3,1,1,0,1,2,1,0,0,3,0,4,1,1,0,0,1,1,1,2,1,1,0,1,0,1,0,4,0,0,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_4419",3,4,0,1,4,4,1,7,0,0,2,2,2,2,0,1,1,0,1,0,1,8,0,1,0,0,2,0,0,0,0,1,6,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,2,3,1,0,0,0,0,4,0,0,1,1,1,1,6,0,6,0,0,1,1,4,0,0,2,3,2,1,4,2
"OTU_1492",0,0,0,0,1,2,0,0,1,2,0,1,0,0,2,0,0,0,1,0,1,2,8,1,0,1,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,1,6,1
"OTU_12016",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_11523",0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,1,0,1,0,9,2,10,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6490",4,0,0,0,1,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,15,5,4,0,1,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"OTU_9190",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,1,0,0,0,0,12,6,0,0,1,0,0,6,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,1,0,0,0,0,1,0,0,5,0,1,0,0,3,16,0,2,0,1,0,1
"OTU_8599",0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"OTU_13090",0,0,0,1,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,1,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,7,0,0,7,1
"OTU_2665",14,22,25,5,1,0,5,34,0,1,1,0,0,0,0,0,0,0,19,18,15,2,0,2,1,1,1,0,0,1,0,0,0,1,0,2,0,0,0,2,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,8,5,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1
"OTU_1896",1,7,1,1,0,1,2,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,2,0,0,0,0,0,1,0,0
"OTU_6312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_10871",0,3,5,5,1,2,5,2,4,1,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0
"OTU_4227",0,0,0,2,0,1,1,5,1,0,1,0,1,1,0,7,1,2,0,1,1,1,10,2,1,5,0,26,1,3,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,0,0,0,1,0
"OTU_4764",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2269",2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,14,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_12661",3,16,2,0,0,1,1,12,0,1,0,0,0,0,0,0,0,1,1,0,1,3,1,2,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,1,1,0,0,4,4,4,0,0,0,0,0,1,0,1,2,0,0,1,0,10,5,1,3,1,0,1,0,2
"OTU_2120",0,0,0,1,1,1,0,1,0,0,0,0,1,1,9,2,0,0,1,0,0,0,4,1,0,3,1,0,0,0,0,1,0,0,0,2,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,2,0,19,0,6,0,5,1,10,2,5,1,5,6,0,0,2,1,0,0,0,0,0,0,9
"OTU_5221",1,11,5,9,1,2,0,1,1,0,0,0,0,0,1,0,2,0,1,0,1,0,6,3,1,0,14,3,0,0,0,0,1,1,0,0,1,0,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,4,14,3,3,0,0,0,0,1,0,0,7,2,1,3,3,24,9,3,2,0,0,0,7,0
"OTU_2321",0,0,0,2,2,0,0,0,0,0,0,1,1,1,1,1,0,2,0,0,1,0,3,2,1,0,6,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,9,0,27,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OTU_2285",0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,17,6,1,42,23,99,90,27,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"OTU_1224",1,17,9,13,0,0,10,5,2,0,0,0,1,0,0,1,1,1,20,30,13,8,4,2,1,2,11,1,0,8,0,2,1,1,2,0,0,0,0,0,3,1,0,0,0,0,3,0,1,2,0,2,0,1,1,1,0,0,0,0,2,0,0,0,1,1,2,1,1,0,0,1,1,1,0,0,4,2,0,2,1,3,1,1,0,2,0,1,0,1
"OTU_2729",0,1,0,2,1,3,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,2,0,1,2,0,0,2,0,1,1,2,1,2,0,0,1,1,0,1,1,0,0,0,0,6,0,7,1,0,0,0,0,1,0,0,2,0,14,14,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"OTU_4501",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,2,0,15,10,5,15,28,2,25,65,6,4,1,0,2,9,1,1,3,6,0,1,0,2,3,0,0,1,3,5,0,0,0,0,0,12,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_6674",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"OTU_1104",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,3,2,1,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,0
"OTU_960",6,8,4,8,0,2,1,1,0,0,0,0,0,0,1,2,2,0,100,59,26,73,3,0,3,1,4,0,0,1,0,0,3,2,3,1,1,2,1,0,1,2,2,0,0,1,0,0,2,1,1,0,0,2,1,1,1,0,0,1,1,0,2,2,1,3,1,6,1,1,0,0,0,1,0,1,3,4,0,1,0,1,2,3,0,3,2,1,0,3
"OTU_3087",0,0,1,1,0,1,1,0,0,0,1,0,8,2,3,15,1,9,1,0,1,0,2,0,6,1,0,0,0,1,19,12,3,5,0,8,6,1,4,4,2,3,7,11,5,9,2,9,0,4,12,11,9,8,6,10,6,2,2,1,3,0,0,6,53,2,2,3,0,2,2,11,1,0,3,1,0,1,1,2,1,4,1,2,0,3,0,1,0,1
"OTU_6635",0,0,0,0,1,18,3,0,4,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8,3,0,1,0,0,0,0,3,2,1,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,1,2,0,1
"OTU_2092",1,7,1,0,0,0,0,8,0,0,0,0,2,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,0,2,1,0,5,0,2,3,0,0,2,2,1,2,1,0,0,1,1,1,0,0,0,5,7,3,1,0,0,0,1,3,7,1,0,0,0,1,3,0,4,5,6,0,8,11,1,3,3,0,2,0,0,1,8
"OTU_4708",0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,4,0,0,1,0,0,0,0,0,0,0,0
"OTU_3243",3,19,3,4,3,2,4,63,3,5,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,4,0,0,2,1,0,0,1,1,0,0,0,1,0,1,2,2,2,2,0,1,0,0,0,0,0,1,3,2,0,1,0,3,0,0,1,1,0,1,0,0
"OTU_1023",0,0,1,0,1,0,0,1,1,1,0,2,3,2,0,70,7,12,0,0,2,0,8,2,2,2,1,2,0,10,0,1,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,7,6,5,0,0,0,0,0,4,0,9,3,1,1,18,0,7,10,1,1,0,1,1,8,1
"OTU_6046",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,24,3,7,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"OTU_2731",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,43,0,2,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1
"OTU_2051",3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,8,2,0,2,0,0,0,6,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3,5,29,12,14,2,5,1,1,5,2,2,1,7,7,1,3,0,9,5,0,5,5,23
"OTU_645",0,0,0,0,0,1,0,0,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,187,0,1,0,45,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_5793",1,4,0,3,3,0,0,1,1,0,0,0,0,1,0,0,0,0,4,5,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"OTU_13087",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,3,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_12665",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_725",1,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,1,2,0,2,4,2,1,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,9,0,0,8,4,0,4,0,0,16,0,0,0,0,0,1,0,0,7,1,5,0,19
"OTU_1029",4,2,0,0,1,2,1,3,0,1,0,1,6,2,6,7,1,0,1,1,0,0,6,1,3,1,1,7,2,2,6,1,0,2,1,0,0,1,1,1,0,0,0,1,0,3,2,4,0,15,1,0,1,0,3,1,1,4,8,11,2,0,0,1,2,0,0,4,18,3,1,1,0,2,0,2,0,4,3,13,9,20,3,6,7,3,1,2,8,10
"OTU_1807",3,1,1,1,1,0,4,1,0,1,1,0,0,0,3,5,2,0,1,0,0,3,7,8,0,1,10,1,1,17,0,0,0,3,0,3,2,0,0,3,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,4,1,0,0,1,0,0,0,0,1,2,7,2,3,7,2,3,1,3,0,0,2,2,0
"OTU_9596",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,1,1,0,9,0,1,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,4
"OTU_5459",0,1,1,0,2,0,0,2,0,0,2,0,0,2,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2,3,0,1,0,0,0,3,0,0,2,4,2,1,1,2,1,3,1,1,0,1,1,0,1,2,0,2,3,2,0,0,0,0,0,1,4,1,8,1,0,0,0,1,0,1,7,0,0,1,2,0,1,0,3,1,0,8
"OTU_8602",0,1,1,1,1,0,1,3,0,0,0,1,0,0,1,0,0,1,1,1,2,6,2,2,0,0,0,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
"OTU_279",0,0,0,0,0,0,0,0,3,1,0,0,1,10,1,5,2,0,0,0,0,0,11,1,0,1,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,2,1,1,1,1,2,0,0,2,1,4,2,2,0,0,0,1,3,1,6,0,1,1,0,2,0,2,2,2,1,0,0,1,3,0,1,0,2,2,0,2,2,2,0,2,1,0,2,16
"OTU_11223",0,0,0,1,0,0,0,0,0,0,0,1,0,5,3,0,0,0,0,0,0,0,0,0,21,0,0,0,16,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_2860",2,5,7,0,1,2,1,4,0,0,0,0,0,1,1,0,2,0,1,2,2,1,6,5,0,0,1,1,2,0,0,0,1,1,1,0,1,0,1,2,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,3,0,0,1,0,0,0,0,0,4,0,1,1,0,0,0,0,2,1,0,0,0,0,7,1,0,2,2,2,1,1
"OTU_4921",2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"OTU_225",11,36,13,30,4,7,18,23,14,9,4,4,3,2,6,21,8,8,270,237,34,71,48,27,17,27,45,19,2,17,2,3,4,7,4,2,3,6,3,8,12,10,6,3,1,2,3,11,5,18,4,1,4,3,3,4,1,2,1,4,1,2,2,6,5,14,19,12,1,3,2,4,3,1,2,4,11,9,8,2,1,12,24,10,10,14,7,9,14,5
"OTU_4371",2,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_884",27,3,2,3,13,15,23,57,85,125,61,78,0,1,1,1,0,0,0,0,0,1,3,0,1,0,0,0,1,1,1,3,0,0,0,0,0,1,2,1,1,1,0,0,2,3,1,0,0,0,1,1,1,1,0,0,0,0,0,0,3,1,2,0,1,0,1,14,5,2,1,0,0,1,0,1,3,3,5,3,2,4,3,2,4,4,2,3,1,20
"OTU_213",0,1,0,0,1,1,1,0,0,0,0,0,2,2,2,2,1,2,0,1,0,1,0,0,1,0,1,0,0,0,2,5,0,2,2,0,1,1,0,9,465,25,6,5,0,4,1,1,0,1,2,0,6,5,1,5,46,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"OTU_8559",2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,15,5,17,23,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,2,6,1,1,0,0,0,1,1,1,0,0,1,0,1,3,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1
"OTU_2625",0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,20,3,2,0,0,0,0,16,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,2,0,5,1,1,0,7,4,7,2,4,0,2,0,0,1,2
"OTU_1656",2,0,1,0,0,1,1,0,1,1,0,0,2,1,2,0,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,1,0,0,1,1,1,3,1,1,2,0,1,0,2,1,9,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,2,2,2,1,0,0,1,0,0,0,1,0,2,0,0,0,0,4,0,4,0,0,0,1,0
"OTU_12226",2,0,0,0,2,3,2,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0
"OTU_2097",0,0,0,0,3,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,4,0,0,0,0,0,2,0,8,0,3,0,1,0,1,0,6,1,1,0,0,2,1,1,0,1,1,0,2,0,0,0,1,1,5,2,0,13,1,4,32,12,4,13,0,5,1,0,20,5,1,0,1,1,1,1,12
"OTU_4698",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU_8056",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
