Sample_ID	observed_species	shannon	simpson	invsimpson	Pielou_evenness
KO1.x	190	3.04501011885147	0.827509823191402	5.79743159002983	0.580330884130607
KO2.x	188	3.05458614135262	0.825549036720412	5.7322698665603	0.583332377792996
KO3.x	183	3.16372183336904	0.868187242618634	7.58651908863995	0.607300171369771
KO4.x	174	3.12664589359316	0.85478174095045	6.88618639656594	0.606050083252489
KO5.x	177	3.0217939247184	0.848554047293214	6.60301567738888	0.583791829997125
KO6.x	187	3.0197203626224	0.820272432879308	5.56397672332854	0.577262026808788
OE1.x	209	3.09044540483679	0.81269082114888	5.33876666447209	0.578482225012443
OE2.x	198	3.14832699668075	0.839060574769974	6.21351790321562	0.595341910385199
OE3.x	197	3.05991568475024	0.84581433413764	6.48568720319756	0.579178059726493
OE4.x	197	3.18274741968483	0.854769979631398	6.8856287251213	0.602427538876132
OE5.x	202	3.21382604803054	0.846283152270338	6.50546777903407	0.605437824773598
OE6.x	201	3.18953213944933	0.833607625441067	6.00989079367827	0.601423488700869
WT1.x	191	3.04922366893532	0.834025023059732	6.02500460271121	0.580553109183684
WT2.x	185	2.97980899710884	0.83626404829466	6.10739418914915	0.570805726075988
WT3.x	204	3.04029576218801	0.810836845207874	5.2864417549967	0.571686190929724
WT4.x	202	3.07192886780506	0.832908102390453	5.98473064407202	0.578706471286104
WT5.x	188	3.14178096899565	0.861975674523025	7.24509970647761	0.599983918717534
WT6.x	200	3.04827828703666	0.824351334460367	5.6931830192263	0.575329501075674
