OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_2891	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	0	0	2	0	0	2	2	4	0	1	1	0	1	1	5	3	3
ASV_1833	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	3	1	1	0	3	0	1	2	2	1	2	1	0	0	3	3	1	1
ASV_1835	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Unassigned	0	1	0	6	1	0	1	1	3	0	2	1	0	2	2	2	1	2
ASV_1877	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	3	0	0	1	0	2	4	3	2	1	1	0	0	0	0	0	4	4
ASV_1941	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unassigned	Unassigned	4	0	0	1	1	0	6	1	1	1	0	2	0	1	1	1	0	5
ASV_1980	Bacteria	Chloroflexi	Chloroflexia	Herpetosiphonales	Herpetosiphonaceae	Herpetosiphon	Unassigned	0	0	0	3	1	1	0	2	2	1	2	1	0	2	2	1	5	2
ASV_2041	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Unassigned	0	1	1	0	0	1	2	4	0	0	3	2	1	0	4	3	0	3
ASV_2069	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	0	3	0	2	2	0	3	0	0	1	1	2	3	0	0	0	2	6
ASV_2122	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	3	0	2	0	1	4	6	3	0	1	0	0	1	0	2	1	0	1
ASV_2129	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus_terrae	0	1	0	0	0	2	2	0	1	1	1	7	1	2	2	3	1	1
ASV_2160	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Unassigned	1	0	0	2	2	2	2	0	1	0	2	0	2	3	3	1	1	3
ASV_2172	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	1	1	1	1	0	0	3	3	1	0	1	3	2	1	3	2	0	2
ASV_2180	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	1	2	0	1	0	0	1	0	1	2	3	3	2	0	1	0	3	5
ASV_2183	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	2	3	0	1	2	0	1	1	1	0	2	1	0	3	5	0	1	2
ASV_2203	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	4	0	2	0	1	0	1	0	1	6	2	1	3	0	1	2	1	0
ASV_2211	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Rhizocola	Rhizocola_hellebori	0	3	0	0	0	0	3	1	2	4	1	10	0	0	0	0	0	1
ASV_2218	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	1	0	0	1	0	0	3	1	6	1	2	2	1	2	3	0	2
ASV_2261	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	0	4	0	0	0	3	4	1	2	6	1	0	1	1	1	0	0
ASV_2265	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned	1	0	1	1	0	0	2	2	0	0	5	7	0	1	2	1	0	2
ASV_2273	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_daechungensis	4	0	0	0	6	3	0	2	1	0	2	0	1	0	0	4	0	2
ASV_2284	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinus	Sandaracinus_amylolyticus	1	1	0	2	0	0	1	2	0	1	6	0	1	4	1	1	3	1
ASV_2287	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	2	1	7	1	2	1	0	1	0	0	0	1	3	3	0	0	2	1
ASV_2356	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	1	1	0	2	2	4	1	0	1	1	3	2	0	0	2	3	2
ASV_2376	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	3	1	0	3	0	2	1	1	0	2	4	0	2	2	3	0	1	0
ASV_2449	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0	0	22	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
ASV_2463	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	3	0	0	2	1	4	0	1	0	2	0	0	1	4	0	4	2	1
ASV_2525	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	1	2	0	0	2	1	3	4	2	2	3	1	0	0	1	2	1	0
ASV_2529	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	0	0	0	0	0	4	0	2	1	1	5	2	1	2	1	3	2
ASV_2555	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Pirellula	Pirellula_staleyi	0	4	0	0	0	0	2	4	0	0	1	4	0	0	2	6	0	2
ASV_2566	Bacteria	Verrucomicrobia	Spartobacteria	Unassigned	Unassigned	Spartobacteria_genera_incertae_sedis	Unassigned	0	1	1	1	0	0	3	0	2	1	3	7	0	3	2	1	0	0
ASV_2594	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Reyranella	Reyranella_massiliensis	0	0	0	1	0	5	1	1	2	0	1	2	6	2	1	1	1	1
ASV_2639	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Unassigned	Unassigned	1	1	0	1	2	0	1	0	0	0	5	3	1	2	1	2	5	0
ASV_2651	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0	2	0	0	0	0	2	1	1	1	2	2	9	0	1	2	0	2
ASV_2655	Bacteria	Candidatus_Saccharibacteria	Unassigned	Unassigned	Unassigned	Saccharibacteria_genera_incertae_sedis	Unassigned	0	8	0	1	0	0	2	2	3	4	0	4	0	0	1	0	0	0
ASV_2716	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Cryobacterium	Cryobacterium_arcticum	3	0	0	0	0	1	3	2	2	2	1	5	1	0	1	1	3	0
ASV_2728	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned	1	0	0	1	0	4	4	0	2	7	0	1	0	1	1	0	1	2
ASV_2782	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	Peredibacter_starrii	1	0	0	4	1	6	1	1	2	1	0	0	1	4	1	0	2	0
ASV_2823	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	1	3	1	0	0	1	3	1	0	4	0	2	3	2	1	1	1	1
ASV_2825	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	3	2	2	1	0	0	0	2	2	1	0	3	0	4	1	2	0	2
ASV_2877	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	2	4	0	0	2	0	3	0	0	0	5	2	0	3	1	0	1	2
ASV_1813	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	3	4	0	0	2	0	1	2	0	1	1	0	2	0	3	1	2	2
ASV_1814	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	2	0	0	0	0	0	2	0	4	5	1	1	1	3	1	0	4	0
ASV_1909	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Unassigned	0	0	0	0	0	0	3	4	2	1	0	1	1	2	3	3	2	2
ASV_1931	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned	2	0	0	0	0	0	0	0	0	2	0	0	0	20	0	0	0	0
ASV_1942	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	4	2	0	2	1	3	0	0	0	1	1	3	0	1	4	0	0	2
ASV_1943	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	5	0	0	0	0	1	2	1	2	0	11	2	0	0	0	0	0	0
ASV_1959	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	1	0	0	1	3	2	1	0	0	5	1	2	2	1	0	2	2
ASV_1960	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptosporangiaceae	Unassigned	Unassigned	0	6	0	0	0	0	0	2	0	0	0	0	0	0	9	1	6	0
ASV_2004	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	2	0	2	3	2	1	1	0	1	0	0	0	2	2	5	0	0	3
ASV_2038	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	Uliginosibacterium_gangwonense	1	3	6	0	0	0	1	0	8	0	1	1	0	0	2	0	1	0
ASV_2046	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	1	1	0	0	0	1	1	3	3	1	0	0	1	1	10	0	0	1
ASV_2072	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0	0	0	0	1	1	1	0	3	1	0	1	0	1	5	2	2	6
ASV_2088	Bacteria	Acidobacteria	Acidobacteria_Gp4	Unassigned	Unassigned	Blastocatella	Blastocatella_fastidiosa	1	1	0	0	0	1	3	3	1	1	0	3	3	0	1	3	0	3
ASV_2093	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	1	0	1	0	2	1	0	1	1	3	2	2	6	1	0	1	1
ASV_2170	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_litoralis	3	3	0	1	1	2	0	2	2	1	3	1	0	0	1	1	3	0
ASV_2190	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	2	3	2	0	0	3	1	2	0	1	1	1	0	0	2	1	5	0
ASV_2216	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	3	0	0	0	1	6	2	3	2	0	2	0	0	0	1	2	1
ASV_2228	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	3	0	9	0	0	1	0	0	0	4	2	0	0	1	3	0	1
ASV_2244	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Unassigned	0	0	5	1	0	2	1	2	0	2	1	5	0	0	2	3	0	0
ASV_2256	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Aggregicoccus	Aggregicoccus_edonensis	1	0	0	1	0	0	1	1	1	2	0	1	0	0	14	2	0	0
ASV_2260	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Unassigned	1	0	0	0	1	0	2	1	2	1	0	0	6	4	2	3	0	1
ASV_2298	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	2	2	0	0	0	3	1	0	1	1	2	1	2	4	2	1	1
ASV_2314	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned	0	1	0	0	0	0	2	6	2	1	1	4	1	0	1	3	1	1
ASV_2315	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned	2	1	1	2	0	1	2	4	2	0	2	2	0	2	2	0	0	1
ASV_2351	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Unassigned	Unassigned	2	1	1	2	2	0	0	5	0	4	1	1	0	0	0	3	1	1
ASV_2392	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	Unassigned	2	1	0	0	0	0	2	3	3	2	0	3	2	3	1	1	1	0
ASV_2395	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Subdivision3_genera_incertae_sedis	Unassigned	1	2	2	2	0	0	2	2	1	1	1	2	0	3	1	3	0	1
ASV_2476	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Unassigned	Unassigned	0	0	0	0	1	0	14	1	0	0	2	1	1	0	1	1	2	0
ASV_2513	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix_luteola	1	1	2	0	0	1	2	4	0	0	0	3	1	2	1	2	2	2
ASV_2657	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0	2	0	1	1	4	4	0	1	3	0	2	1	0	1	1	2	1
ASV_2697	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	1	0	2	2	1	3	3	0	0	3	0	1	2	2	0	4	0
ASV_2768	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	3	0	0	0	0	0	1	2	3	1	3	2	2	1	2	2	1	1
ASV_2777	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	3	5	0	1	0	0	2	2	4	0	1	0	1	1	0	4	0	0
ASV_2820	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Labilitrichaceae	Labilithrix	Labilithrix_luteola	1	2	0	2	2	2	2	0	0	1	0	2	0	0	2	6	1	1
ASV_2892	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Unassigned	0	0	0	1	0	1	4	1	1	1	1	3	1	4	1	3	0	2
ASV_1939	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	1	1	0	18	0	0	0	0	0	0	0	0	1	1	1	0	0	0
ASV_1976	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	0	1	1	0	2	0	2	3	1	0	2	4	1	1	1	0	1	3
ASV_1989	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	2	0	1	0	6	0	4	5	0	5	0	0	0	0
ASV_1999	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	2	2	1	1	0	0	2	2	0	3	0	5	1	1	1	2	0	0
ASV_2000	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Unassigned	2	0	6	3	0	4	0	0	1	1	0	1	1	0	1	2	1	0
ASV_2031	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	1	1	3	2	0	0	0	4	2	1	0	1	1	0	4	0	1	2
ASV_2044	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0	1	0	1	3	7	1	1	0	0	1	0	2	0	0	2	2	2
ASV_2070	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales	Iamiaceae	Aquihabitans	Aquihabitans_daechungensis	0	0	0	1	3	0	0	2	0	1	0	1	3	3	4	1	0	4
ASV_2079	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacteraceae	Archangium	Archangium_gephyra	0	0	0	0	0	0	3	1	1	3	0	9	2	2	1	1	0	0
ASV_2121	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	1	0	0	1	0	1	1	0	1	2	1	3	0	8	2	0	0	2
ASV_2124	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	1	2	0	1	0	3	5	1	2	3	1	1	2	0	0	0	0	1
ASV_2149	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	2	4	2	8	1	0	0	0	1	0	0	0	0	1	3	0	1
ASV_2152	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Bacillus_infernus	0	2	4	1	1	2	0	0	3	1	2	0	0	0	2	4	0	1
ASV_2162	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	2	1	0	3	1	1	2	2	3	1	1	2	2	2
ASV_2192	Bacteria	Proteobacteria	Alphaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	2	0	2	1	2	0	2	0	1	0	1	1	0	1	2	0	7	1
ASV_2217	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	1	0	3	2	1	3	2	4	0	1	1	0	0	3	2	0	0
ASV_2248	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_subsaxonicum	0	0	2	17	0	0	1	0	0	0	1	2	0	0	0	0	0	0
ASV_2276	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	4	2	0	0	0	0	5	3	1	0	0	2	1	0	0	3	1	1
ASV_2337	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	2	2	3	1	0	0	3	0	1	0	1	3	0	3	0	2	2
ASV_2342	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	1	2	1	0	5	0	2	1	1	2	1	1	1	2	2	1
ASV_2362	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	0	0	0	0	0	1	15	1	3	0	0	3	0	0	0	0	0	0
ASV_2366	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unassigned	Unassigned	0	0	0	1	0	1	1	0	3	2	1	0	1	3	5	2	1	2
ASV_2405	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	2	0	0	0	0	1	3	0	1	5	2	0	3	0	2	1	2	1
ASV_2409	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	1	3	0	0	0	1	2	5	0	1	2	0	6	0	0	2	0	0
ASV_2471	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	0	0	1	0	0	0	5	1	0	0	2	0	0	4	2	2	2	4
ASV_2515	Bacteria	Verrucomicrobia	Subdivision3	Unassigned	Unassigned	Unassigned	Unassigned	4	3	0	1	0	2	2	0	1	0	0	1	1	2	1	2	1	2
ASV_2523	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	2	0	7	0	0	0	0	0	0	2	1	2	3	0	0	0	2	4
ASV_2583	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	1	0	0	0	0	1	1	0	1	4	3	1	5	3	3
ASV_2602	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned	0	0	0	0	0	2	1	7	1	3	2	0	1	1	4	0	1	0
ASV_2625	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Unassigned	Unassigned	1	1	1	1	0	3	0	0	0	3	4	2	1	0	2	0	2	2
ASV_2660	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0	3	1	2	1	0	2	1	1	1	3	1	0	1	1	2	3	0
ASV_2738	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	1	5	1	3	2	3	0	2	2	0	1	2	0	0	1	0	0	0
ASV_2779	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	4	2	2	0	0	6	1	2	0	2	0	2	0	0	1	1	0	0
ASV_2785	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	Unassigned	2	0	3	2	2	1	2	2	1	1	0	1	0	2	1	1	1	1
ASV_2799	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	1	1	0	2	0	1	1	3	1	2	0	2	1	5	3	0	0
ASV_2894	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter	Peredibacter_starrii	0	0	0	1	0	0	1	3	1	1	0	0	1	4	3	1	5	2
ASV_1952	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	Unassigned	0	3	0	0	0	0	3	3	0	1	0	5	0	2	0	2	1	2
ASV_1958	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	2	0	1	2	0	6	2	1	1	2	0	2	0	0	0	0	3
ASV_2080	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	0	2	0	0	0	0	1	1	1	2	2	1	3	0	1	4	1	3
ASV_2104	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	2	0	0	0	0	3	3	1	4	1	0	1	3	0	2	2	0	0
ASV_2112	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	2	2	1	2	0	1	1	3	1	0	2	2	0	3	1	0	1	0
ASV_2127	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	0	1	1	1	1	4	3	2	0	1	2	2	0	1	2	1	0	0
ASV_2140	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	1	5	0	0	0	3	2	0	0	2	1	0	2	0	4	1	0	1
ASV_2163	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	0	1	0	0	0	5	5	2	1	2	0	1	0	0	3	2	0	0
ASV_2164	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	0	0	12	0	1	0	2	1	1	2	0	0	0	0	3
ASV_2196	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	3	0	3	0	0	0	3	2	1	2	1	0	1	0	0	1	4	1
ASV_2219	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	2	1	0	0	0	3	0	0	2	2	2	1	1	1	3	0	4
ASV_2247	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	0	3	0	2	1	1	0	1	2	2	3	3	0	0	2	2
ASV_2286	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	2	15	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	1
ASV_2305	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	2	0	0	1	1	0	1	0	0	1	0	1	1	4	2	3	1	4
ASV_2340	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	0	0	3	0	0	2	3	0	4	1	1	0	0	3	0	0	1	4
ASV_2352	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	1	0	0	1	0	2	2	1	2	1	1	1	2	0	3	2	1	2
ASV_2397	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	5	0	1	1	1	0	1	3	3	0	1	0	1	0	1	1	0	3
ASV_2482	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	1	0	0	0	1	0	1	2	1	3	1	1	1	1	9	0	0
ASV_2530	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Unassigned	Unassigned	3	1	11	0	0	0	1	0	0	0	0	0	1	0	0	3	1	1
ASV_2550	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	1	4	2	0	1	0	3	4	1	0	0	2	2	1	1	0	0	0
ASV_2557	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	1	3	0	0	0	1	6	0	2	2	1	2	0	0	2	2	0	0
ASV_2560	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0	0	19	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
ASV_2565	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_adelaidensis	1	0	11	0	0	0	0	0	1	0	2	1	1	0	0	1	3	1
ASV_2573	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	0	2	0	0	0	5	2	1	3	2	0	1	0	1	1	4	0
ASV_2584	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	0	1	0	3	1	0	1	2	0	2	1	0	1	1	4	2	1	2
ASV_2591	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	1	1	0	2	13	0	0	1	0	1	0	1	2	0	0	0	0	0
ASV_2607	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned	1	0	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0
ASV_2654	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Unassigned	0	1	0	0	0	2	0	0	0	5	5	0	2	0	0	2	0	5
ASV_2685	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Unassigned	0	3	0	0	2	0	1	0	2	1	4	0	4	0	2	0	3	0
ASV_2748	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	4	0	0	1	0	0	1	3	0	1	1	2	2	1	2	1	1	2
ASV_2754	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_incertae_sedis	Unassigned	Rhizomicrobium	Rhizomicrobium_electricum	2	1	1	0	0	0	5	1	0	1	0	1	0	0	2	3	0	5
ASV_2791	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	1	4	1	0	0	6	0	1	0	3	0	0	0	2	0	1	2	1
ASV_2801	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Unassigned	Unassigned	1	2	0	0	1	0	5	0	0	1	0	3	0	2	4	1	0	2
ASV_2802	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia_mobilis	1	2	0	1	0	2	1	2	1	1	1	1	2	1	2	3	1	0
