OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_545	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	2	5	6	9	41	14	7	5	1	13	11	10	2	11	7	8	11	15
ASV_431	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Unassigned	Unassigned	10	4	6	11	4	4	10	6	13	5	10	9	18	21	10	14	13	9
ASV_447	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_kribbensis	9	8	5	7	5	3	6	11	17	15	5	7	6	19	16	13	15	10
ASV_492	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	7	8	6	11	1	4	6	21	14	9	5	3	43	6	6	19	3	5
ASV_497	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	8	20	10	7	2	6	9	14	9	11	10	8	16	6	10	7	13	11
ASV_605	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	10	2	9	10	12	13	7	4	20	11	9	8	3	7	9	13	14	16
ASV_618	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	18	10	13	3	4	4	12	13	8	1	8	17	8	3	13	4	9	29
ASV_453	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	8	12	16	5	11	8	12	5	7	14	8	15	3	5	11	11	11	14
ASV_493	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	9	4	18	4	6	40	15	3	4	15	2	16	5	2	15	2	5	11
ASV_495	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Aeromicrobium	Unassigned	6	23	12	13	14	9	7	9	11	8	2	7	16	9	10	5	6	9
ASV_575	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_soli	1	6	4	4	0	10	12	27	6	32	14	43	2	3	3	6	0	3
ASV_469	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Ohtaekwangia_koreensis	9	3	2	1	1	2	28	13	18	15	10	7	14	6	18	12	6	10
ASV_510	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	10	15	4	12	6	7	5	14	8	8	10	14	20	10	7	7	12	6
ASV_534	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Unassigned	2	0	7	0	6	0	4	13	0	84	5	39	2	1	1	4	0	7
ASV_462	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	8	11	8	17	15	17	8	2	5	7	7	15	4	10	16	9	6	9
ASV_499	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned	11	11	16	4	3	3	11	15	8	6	12	8	10	12	10	9	6	19
ASV_449	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	9	22	5	17	1	5	8	19	8	9	3	5	20	13	19	1	6	3
ASV_484	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Streptomycetaceae	Streptomyces	Unassigned	6	1	0	1	0	2	2	4	19	2	1	0	3	0	3	118	1	10
ASV_678	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	11	13	11	12	1	19	10	3	11	8	9	12	5	4	13	10	10	11
ASV_474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned	12	29	4	8	17	5	15	8	3	5	11	8	10	6	10	5	5	11
ASV_524	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	4	22	2	1	26	2	5	32	10	7	6	2	10	8	8	8	5	14
ASV_451	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	2	0	5	0	3	12	8	7	2	6	34	2	8	16	5	1	58	0
ASV_504	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	5	9	3	19	8	11	8	3	16	5	11	7	7	6	15	10	7	19
ASV_577	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unassigned	Unassigned	Unassigned	9	10	3	6	4	10	17	9	4	3	16	14	8	9	10	15	9	13
ASV_648	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	Unassigned	6	10	4	9	8	11	15	14	10	16	10	15	7	8	8	6	2	10
ASV_1586	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	Unassigned	14	16	10	3	12	13	10	3	6	5	7	7	6	4	20	13	0	18
ASV_487	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	5	2	14	6	4	13	10	8	19	10	2	20	3	2	14	10	9	16
ASV_488	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	7	6	6	16	6	6	9	5	5	5	14	10	14	9	12	11	14	12
ASV_502	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	Unassigned	6	17	6	8	4	3	5	25	14	11	13	5	5	3	8	14	17	3
ASV_551	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	13	9	3	12	8	5	13	4	7	7	5	17	16	25	3	9	2	9
ASV_592	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	Unassigned	23	7	17	4	14	3	6	16	0	1	6	9	8	11	2	13	19	8
ASV_459	Bacteria	Acidobacteria	Acidobacteria_Gp10	Unassigned	Unassigned	Gp10	Unassigned	1	0	0	0	2	0	1	0	0	1	1	3	2	0	155	0	0	0
ASV_536	Bacteria	Actinobacteria	Actinobacteria	Gaiellales	Gaiellaceae	Gaiella	Gaiella_occulta	7	8	4	4	5	5	11	19	18	10	7	14	12	8	12	3	4	14
ASV_543	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	6	9	8	7	9	5	14	5	5	11	11	14	16	12	7	3	6	17
ASV_496	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	27	19	2	0	0	6	13	8	13	6	17	18	10	3	7	5	4	6
ASV_511	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	7	2	10	1	16	67	10	7	5	2	9	2	1	2	4	4	9	5
ASV_609	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Unassigned	Unassigned	12	8	7	12	8	7	17	14	3	8	11	4	7	9	13	5	6	12
ASV_554	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Unassigned	10	2	8	11	16	5	10	9	6	5	8	21	8	5	8	10	16	4
ASV_566	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Unassigned	12	11	6	9	4	3	11	7	10	6	12	16	9	8	6	12	8	12
ASV_578	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Unassigned	Unassigned	Unassigned	8	6	14	6	6	38	7	8	6	4	9	8	6	12	6	7	3	8
ASV_2543	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium	Aquabacterium_parvum	3	4	2	3	5	9	11	13	5	12	24	15	9	6	24	5	1	10
ASV_607	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	10	5	20	3	13	11	7	8	6	5	11	9	9	5	6	17	5	10
ASV_512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Unassigned	Unassigned	3	9	30	13	22	3	5	8	5	10	8	1	9	9	4	5	6	9
ASV_613	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	9	10	1	5	4	11	20	21	9	6	3	26	5	11	7	1	4	6
ASV_455	Bacteria	Proteobacteria	Betaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	7	10	3	8	2	8	12	8	9	11	18	14	9	2	11	3	11	12
ASV_483	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	10	5	6	3	1	14	8	4	11	4	7	11	13	12	18	6	13	12
ASV_571	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	7	2	17	8	18	6	7	14	17	11	2	3	7	8	13	5	2	11
ASV_834	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_incertae_sedis	Vasilyevaea	Unassigned	11	10	3	4	2	8	13	11	11	9	11	17	11	3	9	5	6	14
ASV_1408	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	8	2	0	7	11	6	7	3	4	8	12	16	17	9	4	21	6	16
ASV_522	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	6	10	10	4	8	8	8	5	10	7	15	13	5	13	12	3	4	16
ASV_822	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	12	20	11	2	3	18	11	18	8	5	5	6	8	5	3	3	10	9
ASV_489	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans	15	3	19	2	2	3	14	6	10	4	5	10	11	10	24	7	5	6
ASV_718	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	6	10	13	8	2	4	7	14	10	6	3	10	8	13	23	5	2	12
ASV_1987	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Microvirga_guangxiensis	9	10	3	3	6	15	11	8	6	5	8	15	11	6	5	14	6	13
ASV_503	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Dongia	Dongia_mobilis	5	16	8	2	1	4	13	13	10	8	10	14	2	8	16	8	5	11
ASV_553	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	2	4	3	6	1	0	16	9	14	11	6	8	13	15	17	13	6	10
ASV_516	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Unassigned	12	10	0	12	2	15	10	8	9	5	11	7	3	8	9	7	17	8
ASV_528	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Unassigned	8	11	5	12	4	6	11	6	11	8	12	10	7	5	17	4	8	8
ASV_550	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	6	15	7	3	26	5	4	5	6	2	11	7	6	2	16	13	5	14
ASV_847	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	4	15	16	7	4	8	4	17	3	2	19	3	7	6	3	13	16	6
ASV_527	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Unassigned	0	3	23	12	13	10	14	3	7	5	2	11	4	21	3	4	13	4
ASV_568	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Unassigned	Unassigned	0	0	1	2	0	0	149	0	0	0	0	0	0	0	0	0	0	0
ASV_1118	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	3	4	3	4	2	3	22	13	18	3	8	32	7	5	13	4	3	4
ASV_557	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Polyangium	Polyangium_fumosum	8	8	5	11	4	24	14	11	6	5	8	12	8	9	3	4	5	6
ASV_581	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Unassigned	6	3	0	1	1	1	15	19	2	8	17	12	18	6	14	6	14	8
ASV_942	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	Unassigned	13	12	5	6	3	7	11	8	8	12	6	16	5	6	10	9	3	11
ASV_1246	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned	6	6	0	1	0	3	25	9	11	4	23	25	6	4	13	7	4	3
ASV_537	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	17	1	0	10	1	9	14	6	25	10	1	6	33	2	5	1	7	2
ASV_594	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	9	11	3	7	8	4	5	16	8	5	8	3	23	11	5	5	5	14
ASV_803	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unassigned	Unassigned	7	12	2	7	0	7	12	10	12	9	10	13	7	5	4	12	8	13
ASV_530	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	8	6	8	7	2	7	11	5	5	9	5	7	7	11	18	14	8	11
ASV_562	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unassigned	Unassigned	7	5	23	7	10	5	7	7	6	8	12	7	18	4	6	5	3	9
ASV_529	Bacteria	Proteobacteria	Deltaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	2	14	6	9	8	6	3	4	3	7	10	8	10	10	14	11	10	13
ASV_559	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	7	31	2	1	2	6	18	12	5	9	8	11	7	2	4	5	4	14
ASV_525	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	9	10	2	4	2	12	19	7	6	8	10	14	7	9	10	1	9	8
ASV_606	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	18	6	1	4	0	3	40	7	5	7	4	16	3	1	7	2	6	17
ASV_519	Bacteria	Chloroflexi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	4	8	4	4	2	2	8	15	7	13	10	9	18	9	12	10	5	6
ASV_579	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	4	11	4	4	10	8	15	10	10	11	9	7	6	4	10	8	7	8
ASV_644	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_vignae	27	2	5	6	17	17	2	1	2	4	15	18	5	2	9	4	5	5
ASV_707	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Unassigned	5	11	20	7	0	6	7	11	7	11	10	7	17	9	4	8	2	4
ASV_1116	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	10	17	3	8	2	12	20	8	5	7	9	7	10	4	5	9	5	4
ASV_574	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Unassigned	Ohtaekwangia	Unassigned	5	7	1	4	0	1	11	14	19	9	13	6	8	4	26	7	2	8
ASV_620	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_adelaidensis	7	16	9	1	2	15	7	10	6	2	6	9	11	4	5	16	12	7
ASV_549	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned	10	13	15	8	6	7	9	5	4	4	8	9	5	11	10	8	3	9
ASV_576	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	Unassigned	16	6	10	3	2	6	14	9	11	9	8	8	8	3	10	7	3	11
ASV_681	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	13	9	13	15	10	20	1	4	5	6	2	13	5	3	6	8	3	8
ASV_886	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Luteolibacter	Unassigned	1	2	11	0	3	2	9	11	11	5	14	19	12	16	5	12	8	3
ASV_1456	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Unassigned	Unassigned	Unassigned	11	7	5	4	5	3	15	11	6	6	9	10	10	5	8	7	4	17
ASV_518	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Unassigned	Unassigned	4	2	0	0	2	9	10	9	11	16	3	3	0	4	41	6	0	23
ASV_1537	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	12	6	18	20	4	11	6	6	4	1	8	2	6	4	8	22	3	1
ASV_501	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Unassigned	1	0	2	2	7	0	0	10	1	6	43	1	6	0	0	1	7	55
ASV_514	Bacteria	Chloroflexi	Chloroflexia	Unassigned	Unassigned	Unassigned	Unassigned	5	10	5	13	11	3	4	17	8	10	7	8	12	2	8	7	1	11
ASV_533	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0	1	9	0	1	2	1	1	0	0	0	2	0	0	122	0	0	3
ASV_622	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Marmoricola	Unassigned	9	9	16	7	13	9	1	10	1	9	9	3	2	3	13	14	6	8
ASV_650	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	18	14	0	18	0	0	22	7	8	0	15	13	8	0	9	0	2	8
ASV_704	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	Shinella_zoogloeoides	15	3	5	0	18	4	9	16	8	9	5	5	4	4	1	4	24	8
ASV_572	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_nepotum	10	0	8	1	18	1	0	3	12	13	12	13	3	10	16	12	3	6
ASV_1619	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Unassigned	Unassigned	Unassigned	6	5	10	9	2	3	8	19	4	5	17	9	7	2	14	5	7	8
ASV_532	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	9	10	2	18	7	8	12	3	4	7	8	6	4	17	8	11	3	3
ASV_552	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	6	7	11	7	0	5	8	5	4	6	7	9	5	16	8	7	19	10
ASV_558	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	8	0	0	0	0	7	2	44	1	20	0	5	10	0	0	3	36	3
ASV_561	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	3	4	4	11	8	5	7	10	6	10	7	8	9	7	14	11	9	6
ASV_596	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	5	2	0	5	0	9	4	5	6	8	4	4	1	2	22	10	48	4
ASV_640	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	7	4	19	2	25	4	5	6	2	12	3	0	16	6	8	6	2	12
ASV_775	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella	Sphingosinicella_vermicomposti	15	12	3	0	1	12	20	14	6	6	3	13	2	10	4	3	10	5
ASV_862	Bacteria	Acidobacteria	Acidobacteria_Gp17	Unassigned	Unassigned	Gp17	Unassigned	1	7	2	2	0	1	13	8	6	2	17	18	8	13	18	16	3	4
ASV_1986	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium	Unassigned	9	7	6	3	4	9	14	9	4	15	5	2	5	13	9	7	6	10
ASV_612	Bacteria	Actinobacteria	Actinobacteria	Unassigned	Unassigned	Unassigned	Unassigned	3	5	3	5	4	1	8	23	10	12	10	5	11	2	10	13	6	6
ASV_614	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	6	5	8	9	11	10	4	1	2	2	50	5	5	1	6	4	6	2
ASV_647	Bacteria	Proteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	18	2	4	7	3	5	16	7	22	5	3	8	5	7	6	10	4	5
ASV_696	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	13	6	1	7	5	16	13	6	2	10	9	9	4	9	8	5	4	10
ASV_998	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned	1	2	0	2	1	4	20	9	6	6	10	26	9	5	10	15	5	6
ASV_1817	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Actinoplanes	Unassigned	15	10	2	2	17	12	10	2	14	4	7	3	1	0	4	23	6	4
ASV_639	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	6	7	4	7	2	10	6	14	6	9	11	10	10	8	12	3	5	6
ASV_859	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	11	7	2	11	1	8	9	10	2	17	2	4	11	9	4	5	15	8
ASV_2043	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus	Unassigned	2	6	14	8	4	10	7	15	5	1	11	7	10	8	7	7	5	8
ASV_565	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	Haliangium_tepidum	5	5	3	2	1	1	20	12	13	8	18	8	6	8	6	6	5	8
ASV_810	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Unassigned	Unassigned	2	6	0	7	0	15	10	0	10	9	23	5	5	3	12	10	6	12
ASV_962	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Unassigned	Unassigned	11	17	3	6	3	5	9	10	15	7	2	6	6	3	6	7	11	8
ASV_2517	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	8	5	29	13	4	13	4	6	3	1	6	6	3	5	2	10	5	11
ASV_567	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Unassigned	Unassigned	6	4	7	4	2	0	6	11	11	8	7	10	3	19	16	9	1	10
ASV_580	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans	4	7	1	4	2	4	13	12	5	10	4	16	6	3	16	13	3	11
ASV_601	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	1	15	3	1	2	3	5	21	20	2	4	14	7	5	9	8	9	5
ASV_1674	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Cellulomonadaceae	Cellulomonas	Unassigned	9	12	2	2	1	3	8	18	10	9	19	10	4	0	9	4	3	10
ASV_591	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Unassigned	Unassigned	Unassigned	15	13	6	13	1	5	8	8	4	6	2	13	8	10	4	5	6	6
ASV_617	Bacteria	Chloroflexi	Chloroflexia	Unassigned	Unassigned	Unassigned	Unassigned	4	13	1	8	11	11	8	9	8	6	6	3	14	2	9	9	7	4
ASV_642	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Sinobacteraceae	Steroidobacter	Steroidobacter_denitrificans	4	4	2	10	0	14	12	4	13	11	6	5	4	7	12	8	6	11
ASV_1982	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum_aquaticum	24	3	6	13	12	13	4	2	10	9	4	8	2	8	3	3	4	4
ASV_563	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	6	6	4	8	7	17	8	8	7	6	11	12	4	1	7	7	8	5
ASV_570	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_kwangchunensis	5	2	21	5	6	7	4	12	2	9	5	3	1	6	11	10	10	13
ASV_615	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	Unassigned	6	6	3	8	13	2	13	11	10	14	6	7	5	7	5	3	4	9
ASV_654	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Paenibacillus_panacisoli	1	0	0	65	0	0	0	61	0	4	0	0	1	0	0	0	0	0
ASV_660	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium_arthrosphaerae	8	4	2	6	8	7	10	3	6	7	7	15	1	1	15	9	10	13
ASV_626	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	5	7	14	6	10	14	7	3	7	3	8	17	4	3	3	6	9	5
ASV_829	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	2	12	3	0	0	11	6	12	4	5	5	42	13	0	6	2	2	6
ASV_2360	Bacteria	Acidobacteria	Acidobacteria_Gp6	Unassigned	Unassigned	Gp6	Unassigned	2	4	4	2	0	1	16	10	10	2	9	25	14	3	15	4	6	3
ASV_587	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Unassigned	Unassigned	9	8	9	16	19	7	8	2	1	6	7	4	6	17	2	2	4	3
ASV_624	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	7	11	2	7	3	9	11	7	8	5	5	15	7	4	10	9	2	8
ASV_630	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	11	0	0	8	0	6	3	14	4	3	2	14	7	1	0	4	1	52
ASV_670	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Unassigned	Unassigned	1	9	3	1	1	0	18	20	15	1	7	6	8	7	11	9	5	8
ASV_703	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	5	3	9	10	5	3	6	4	13	6	3	9	7	9	8	3	12	15
ASV_564	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Unassigned	Unassigned	Unassigned	5	4	5	15	19	3	7	3	6	4	8	6	4	9	13	1	8	9
ASV_600	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium	Unassigned	8	9	6	13	6	12	7	3	8	4	9	7	8	4	8	6	8	3
ASV_602	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	1	0	1	30	0	38	6	2	3	1	0	6	5	1	10	18	4	3
ASV_616	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Ferrovibrio	Ferrovibrio_denitrificans	2	13	4	7	13	1	3	4	3	4	4	8	9	11	3	34	2	4
