"","from","to","r","FDR","linecolor","linesize"
"11080","Species109","Species70",0,1,"negative",0
"11081","Species110","Species70",NA,NA,NA,NA
"11082","Species111","Species70",0,1,"negative",0
"11083","Species112","Species70",0,0.681558433571068,"negative",0
"11084","Species113","Species70",0,1,"negative",0
"11085","Species114","Species70",0,1,"negative",0
"11086","Species115","Species70",0,1,"negative",0
"11087","Species116","Species70",0,1,"negative",0
"11088","Species117","Species70",0,1,"negative",0
"11089","Species118","Species70",0,1,"negative",0
"11090","Species119","Species70",0,1,"negative",0
"11091","Species120","Species70",0,1,"negative",0
"11092","K00001","Species70",0,1,"negative",0
"11093","K00002","Species70",0,1,"negative",0
"11094","K00003","Species70",0,1,"negative",0
"11095","K00004","Species70",0,1,"negative",0
"11096","K00005","Species70",0,1,"negative",0
"11097","K00006","Species70",0,1,"negative",0
"11098","K00007","Species70",0,1,"negative",0
"11099","K00008","Species70",0,1,"negative",0
"11100","K00009","Species70",0,1,"negative",0
"11101","K00010","Species70",0,0.92480179071979,"negative",0
"11102","K00011","Species70",0,1,"negative",0
"11103","K00012","Species70",0,1,"negative",0
"11104","K00013","Species70",0,1,"negative",0
"11105","K00014","Species70",0,1,"negative",0
"11106","K00015","Species70",0,1,"negative",0
"11107","K00016","Species70",0,0.933687539711555,"negative",0
"11108","K00017","Species70",0,1,"negative",0
"11109","K00018","Species70",0,1,"negative",0
"11110","K00019","Species70",0,0.947221786701746,"negative",0
"11111","K00020","Species70",0,1,"negative",0
"11112","K00021","Species70",0,1,"negative",0
"11113","K00022","Species70",0,1,"negative",0
"11114","K00023","Species70",0,1,"negative",0
"11115","K00024","Species70",0,1,"negative",0
"11116","K00025","Species70",0,1,"negative",0
"11117","K00026","Species70",0,1,"negative",0
"11118","K00027","Species70",0,1,"negative",0
"11119","K00028","Species70",0,1,"negative",0
"11120","K00029","Species70",0,1,"negative",0
"11121","K00030","Species70",0,1,"negative",0
"11122","K00031","Species70",0,1,"negative",0
"11123","K00032","Species70",0,1,"negative",0
"11124","K00033","Species70",0,0.982636652978753,"negative",0
"11125","K00034","Species70",0,1,"negative",0
"11126","K00035","Species70",0,1,"negative",0
"11127","K00036","Species70",0,1,"negative",0
"11128","K00037","Species70",0,0.97092384480437,"negative",0
"11129","K00038","Species70",0,1,"negative",0
"11130","K00039","Species70",0,1,"negative",0
"11131","Species01","Species71",NA,NA,NA,NA
"11132","Species02","Species71",NA,NA,NA,NA
"11133","Species03","Species71",NA,NA,NA,NA
"11134","Species04","Species71",NA,NA,NA,NA
"11135","Species05","Species71",NA,NA,NA,NA
"11136","Species06","Species71",NA,NA,NA,NA
"11137","Species07","Species71",NA,NA,NA,NA
"11138","Species08","Species71",NA,NA,NA,NA
"11139","Species09","Species71",NA,NA,NA,NA
"11140","Species10","Species71",NA,NA,NA,NA
"11141","Species11","Species71",NA,NA,NA,NA
"11142","Species12","Species71",NA,NA,NA,NA
"11143","Species13","Species71",NA,NA,NA,NA
"11144","Species14","Species71",NA,NA,NA,NA
"11145","Species15","Species71",NA,NA,NA,NA
"11146","Species16","Species71",NA,NA,NA,NA
"11147","Species17","Species71",NA,NA,NA,NA
"11148","Species18","Species71",NA,NA,NA,NA
"11149","Species19","Species71",NA,NA,NA,NA
"11150","Species20","Species71",NA,NA,NA,NA
"11151","Species21","Species71",NA,NA,NA,NA
"11152","Species22","Species71",NA,NA,NA,NA
"11153","Species23","Species71",NA,NA,NA,NA
"11154","Species24","Species71",NA,NA,NA,NA
"11155","Species25","Species71",NA,NA,NA,NA
"11156","Species26","Species71",NA,NA,NA,NA
"11157","Species27","Species71",NA,NA,NA,NA
"11158","Species28","Species71",NA,NA,NA,NA
"11159","Species29","Species71",NA,NA,NA,NA
"11160","Species30","Species71",NA,NA,NA,NA
"11161","Species31","Species71",NA,NA,NA,NA
"11162","Species32","Species71",NA,NA,NA,NA
"11163","Species33","Species71",NA,NA,NA,NA
"11164","Species34","Species71",NA,NA,NA,NA
"11165","Species35","Species71",NA,NA,NA,NA
"11166","Species36","Species71",NA,NA,NA,NA
"11167","Species37","Species71",NA,NA,NA,NA
"11168","Species38","Species71",NA,NA,NA,NA
"11169","Species39","Species71",NA,NA,NA,NA
"11170","Species40","Species71",NA,NA,NA,NA
"11171","Species41","Species71",NA,NA,NA,NA
"11172","Species42","Species71",NA,NA,NA,NA
"11173","Species43","Species71",NA,NA,NA,NA
"11174","Species44","Species71",NA,NA,NA,NA
"11175","Species45","Species71",NA,NA,NA,NA
"11176","Species46","Species71",NA,NA,NA,NA
"11177","Species47","Species71",NA,NA,NA,NA
"11178","Species48","Species71",NA,NA,NA,NA
"11179","Species49","Species71",NA,NA,NA,NA
"11180","Species50","Species71",NA,NA,NA,NA
"11181","Species51","Species71",NA,NA,NA,NA
"11182","Species52","Species71",NA,NA,NA,NA
"11183","Species53","Species71",NA,NA,NA,NA
"11184","Species54","Species71",NA,NA,NA,NA
"11185","Species55","Species71",NA,NA,NA,NA
"11186","Species56","Species71",NA,NA,NA,NA
"11187","Species57","Species71",NA,NA,NA,NA
"11188","Species58","Species71",NA,NA,NA,NA
"11189","Species59","Species71",NA,NA,NA,NA
"11190","Species60","Species71",NA,NA,NA,NA
"11191","Species61","Species71",NA,NA,NA,NA
"11192","Species62","Species71",NA,NA,NA,NA
"11193","Species63","Species71",NA,NA,NA,NA
"11194","Species64","Species71",NA,NA,NA,NA
"11195","Species65","Species71",NA,NA,NA,NA
"11196","Species66","Species71",NA,NA,NA,NA
"11197","Species67","Species71",NA,NA,NA,NA
"11198","Species68","Species71",NA,NA,NA,NA
"11199","Species69","Species71",NA,NA,NA,NA
"11200","Species70","Species71",NA,NA,NA,NA
"11201","Species71","Species71",NA,NA,NA,NA
"11202","Species72","Species71",NA,NA,NA,NA
"11203","Species73","Species71",NA,NA,NA,NA
"11204","Species74","Species71",NA,NA,NA,NA
"11205","Species75","Species71",NA,NA,NA,NA
"11206","Species76","Species71",NA,NA,NA,NA
"11207","Species77","Species71",NA,NA,NA,NA
"11208","Species78","Species71",NA,NA,NA,NA
"11209","Species79","Species71",NA,NA,NA,NA
"11210","Species80","Species71",NA,NA,NA,NA
"11211","Species81","Species71",NA,NA,NA,NA
"11212","Species82","Species71",NA,NA,NA,NA
"11213","Species83","Species71",NA,NA,NA,NA
"11214","Species84","Species71",NA,NA,NA,NA
"11215","Species85","Species71",NA,NA,NA,NA
"11216","Species86","Species71",NA,NA,NA,NA
"11217","Species87","Species71",NA,NA,NA,NA
"11218","Species88","Species71",NA,NA,NA,NA
"11219","Species89","Species71",NA,NA,NA,NA
"11220","Species90","Species71",NA,NA,NA,NA
"11221","Species91","Species71",NA,NA,NA,NA
"11222","Species92","Species71",NA,NA,NA,NA
"11223","Species93","Species71",NA,NA,NA,NA
"11224","Species94","Species71",NA,NA,NA,NA
"11225","Species95","Species71",NA,NA,NA,NA
"11226","Species96","Species71",NA,NA,NA,NA
"11227","Species97","Species71",NA,NA,NA,NA
"11228","Species98","Species71",NA,NA,NA,NA
"11229","Species99","Species71",NA,NA,NA,NA
"11230","Species100","Species71",NA,NA,NA,NA
"11231","Species101","Species71",NA,NA,NA,NA
"11232","Species102","Species71",NA,NA,NA,NA
"11233","Species103","Species71",NA,NA,NA,NA
"11234","Species104","Species71",NA,NA,NA,NA
"11235","Species105","Species71",NA,NA,NA,NA
"11236","Species106","Species71",NA,NA,NA,NA
"11237","Species107","Species71",NA,NA,NA,NA
"11238","Species108","Species71",NA,NA,NA,NA
"11239","Species109","Species71",NA,NA,NA,NA
"11240","Species110","Species71",NA,NA,NA,NA
"11241","Species111","Species71",NA,NA,NA,NA
"11242","Species112","Species71",NA,NA,NA,NA
"11243","Species113","Species71",NA,NA,NA,NA
"11244","Species114","Species71",NA,NA,NA,NA
"11245","Species115","Species71",NA,NA,NA,NA
"11246","Species116","Species71",NA,NA,NA,NA
"11247","Species117","Species71",NA,NA,NA,NA
"11248","Species118","Species71",NA,NA,NA,NA
"11249","Species119","Species71",NA,NA,NA,NA
"11250","Species120","Species71",NA,NA,NA,NA
"11251","K00001","Species71",NA,NA,NA,NA
"11252","K00002","Species71",NA,NA,NA,NA
"11253","K00003","Species71",NA,NA,NA,NA
"11254","K00004","Species71",NA,NA,NA,NA
"11255","K00005","Species71",NA,NA,NA,NA
"11256","K00006","Species71",NA,NA,NA,NA
"11257","K00007","Species71",NA,NA,NA,NA
"11258","K00008","Species71",NA,NA,NA,NA
"11259","K00009","Species71",NA,NA,NA,NA
"11260","K00010","Species71",NA,NA,NA,NA
"11261","K00011","Species71",NA,NA,NA,NA
"11262","K00012","Species71",NA,NA,NA,NA
"11263","K00013","Species71",NA,NA,NA,NA
"11264","K00014","Species71",NA,NA,NA,NA
"11265","K00015","Species71",NA,NA,NA,NA
"11266","K00016","Species71",NA,NA,NA,NA
"11267","K00017","Species71",NA,NA,NA,NA
"11268","K00018","Species71",NA,NA,NA,NA
"11269","K00019","Species71",NA,NA,NA,NA
"11270","K00020","Species71",NA,NA,NA,NA
"11271","K00021","Species71",NA,NA,NA,NA
"11272","K00022","Species71",NA,NA,NA,NA
"11273","K00023","Species71",NA,NA,NA,NA
"11274","K00024","Species71",NA,NA,NA,NA
"11275","K00025","Species71",NA,NA,NA,NA
"11276","K00026","Species71",NA,NA,NA,NA
"11277","K00027","Species71",NA,NA,NA,NA
"11278","K00028","Species71",NA,NA,NA,NA
"11279","K00029","Species71",NA,NA,NA,NA
"11280","K00030","Species71",NA,NA,NA,NA
"11281","K00031","Species71",NA,NA,NA,NA
"11282","K00032","Species71",NA,NA,NA,NA
"11283","K00033","Species71",NA,NA,NA,NA
"11284","K00034","Species71",NA,NA,NA,NA
"11285","K00035","Species71",NA,NA,NA,NA
"11286","K00036","Species71",NA,NA,NA,NA
"11287","K00037","Species71",NA,NA,NA,NA
"11288","K00038","Species71",NA,NA,NA,NA
"11289","K00039","Species71",NA,NA,NA,NA
"11290","Species01","Species72",0,1,"negative",0
"11291","Species02","Species72",0,1,"negative",0
"11292","Species03","Species72",0,1,"negative",0
"11293","Species04","Species72",0,1,"negative",0
"11294","Species05","Species72",0,1,"negative",0
"11295","Species06","Species72",0,1,"negative",0
"11296","Species07","Species72",0,1,"negative",0
"11297","Species08","Species72",0,1,"negative",0
"11298","Species09","Species72",0,1,"negative",0
"11299","Species10","Species72",0,1,"negative",0
"11300","Species11","Species72",0,0.832691334449482,"negative",0
"11301","Species12","Species72",0,1,"negative",0
"11302","Species13","Species72",0,1,"negative",0
"11303","Species14","Species72",0,1,"negative",0
"11304","Species15","Species72",0,1,"negative",0
"11305","Species16","Species72",0,1,"negative",0
"11306","Species17","Species72",0,1,"negative",0
"11307","Species18","Species72",0,1,"negative",0
"11308","Species19","Species72",0,0.879574833817861,"negative",0
"11309","Species20","Species72",0,1,"negative",0
"11310","Species21","Species72",0,0.966892327442198,"negative",0
"11311","Species22","Species72",0,1,"negative",0
"11312","Species23","Species72",0,1,"negative",0
"11313","Species24","Species72",0,1,"negative",0
"11314","Species25","Species72",0,1,"negative",0
"11315","Species26","Species72",0,1,"negative",0
"11316","Species27","Species72",0,1,"negative",0
"11317","Species28","Species72",0,1,"negative",0
"11318","Species29","Species72",0,1,"negative",0
"11319","Species30","Species72",0,1,"negative",0
"11320","Species31","Species72",NA,NA,NA,NA
"11321","Species32","Species72",0,1,"negative",0
"11322","Species33","Species72",0,1,"negative",0
"11323","Species34","Species72",0.678357624926808,0.443610925691732,"positive",0.678357624926808
"11324","Species35","Species72",0,0.660540503433612,"negative",0
"11325","Species36","Species72",0,1,"negative",0
"11326","Species37","Species72",0,1,"negative",0
"11327","Species38","Species72",0,1,"negative",0
"11328","Species39","Species72",NA,NA,NA,NA
"11329","Species40","Species72",0,1,"negative",0
"11330","Species41","Species72",0,1,"negative",0
"11331","Species42","Species72",0,1,"negative",0
"11332","Species43","Species72",0,1,"negative",0
"11333","Species44","Species72",0,1,"negative",0
"11334","Species45","Species72",0,1,"negative",0
"11335","Species46","Species72",NA,NA,NA,NA
"11336","Species47","Species72",0,1,"negative",0
"11337","Species48","Species72",0,1,"negative",0
"11338","Species49","Species72",0,1,"negative",0
"11339","Species50","Species72",0,1,"negative",0
"11340","Species51","Species72",0,1,"negative",0
"11341","Species52","Species72",0,1,"negative",0
"11342","Species53","Species72",0,1,"negative",0
"11343","Species54","Species72",0,1,"negative",0
"11344","Species55","Species72",0,1,"negative",0
"11345","Species56","Species72",0,1,"negative",0
"11346","Species57","Species72",0,1,"negative",0
"11347","Species58","Species72",0,1,"negative",0
"11348","Species59","Species72",0,1,"negative",0
"11349","Species60","Species72",0,1,"negative",0
"11350","Species61","Species72",0,1,"negative",0
"11351","Species62","Species72",NA,NA,NA,NA
"11352","Species63","Species72",0,1,"negative",0
"11353","Species64","Species72",0,1,"negative",0
"11354","Species65","Species72",0,1,"negative",0
"11355","Species66","Species72",0,0.911633332097271,"negative",0
"11356","Species67","Species72",0,0.597503250972607,"negative",0
"11357","Species68","Species72",0,1,"negative",0
"11358","Species69","Species72",0,1,"negative",0
"11359","Species70","Species72",0,1,"negative",0
