ERR525698	ERR525693	ERR525688	ERR525699	ERR525910	ERR525909	ERR525908	ERR525911	ERR525954	ERR525949
taxa_1065	0	0	0	0	0	0	0	0	0	0
taxa_1066	0	0	0	0	0	0	0	0	0	0
taxa_1067	0	0	0	0	0	0	0	0	0	0
taxa_1068	0	0	0	0	0	0	0	0	0	0
taxa_1069	0	0	0	0	0	0	0	0	0	0
taxa_1070	0	0	0	0	0	0	0	0	0	0
taxa_1071	0	0	0	0	0	0	0	0	0	0
taxa_1072	0	0	0	0	0	0	0	0	0	0
taxa_1073	0	0	0	0	0	0	0	0	0	0
taxa_1074	0	0	0	0	0	0	0	0	0	0
taxa_1075	0	0	0	0	0	0	0	0	0	0
taxa_1076	0	0	0	0	0	0	0	0	0	0
taxa_1077	0	0	0	0	0	0	0	0	0	0
taxa_1078	0	0	0	0	0	0	0	0	0	0
taxa_1079	0	0	0	0	0	0	0	0	0	0
taxa_1080	0	0	0	0	0	0	0	0	0	0
taxa_1081	0	0	0	0	0	0	0	0	0	0
taxa_1082	0	0	0	0	0	0	0	0	0	0
taxa_1083	0	0	0	0	0	0	0	0	0	0
taxa_1084	0	0	0	0	0	0	0	0	0	0
taxa_1085	0	0	0	0	0	0	0	0	0	0
taxa_1086	0	0	0	0	0	0	0	0	0	0
taxa_1087	0	0	0	0	0	0	0	0	0	0
taxa_1088	0	0	0	0	0	0	0	0	0	1
taxa_1089	0	0	0	0	0	0	0	0	0	0
taxa_1090	0	0	0	0	0	0	0	0	0	0
taxa_1091	0	0	0	0	0	0	0	0	0	0
taxa_1092	0	0	0	0	0	0	0	0	0	0
taxa_1093	0	0	0	0	0	0	0	0	0	0
taxa_1094	2	3	0	10	0	0	4	5	5	2
taxa_1095	0	1	2	4	0	0	0	2	0	0
taxa_1096	0	0	0	0	0	0	0	0	0	0
taxa_1097	0	0	0	0	0	0	0	0	0	0
taxa_1098	1	1	2	5	0	0	1	1	3	2
taxa_1099	0	0	15	0	0	0	0	0	0	0
taxa_1100	0	0	0	0	0	0	0	0	0	0
taxa_1101	0	0	0	0	0	0	0	0	0	0
taxa_1102	0	0	0	2	0	0	0	10	0	0
taxa_1103	0	0	0	0	0	0	0	0	0	0
taxa_1104	0	0	0	0	0	0	0	0	0	0
taxa_1105	0	0	0	0	0	0	0	0	0	0
taxa_1106	0	0	0	0	0	0	0	0	0	0
taxa_1107	0	7	196	254	0	0	0	147	0	1
taxa_1108	0	0	0	0	0	0	0	0	0	0
taxa_1109	0	0	1	0	0	0	0	0	0	0
taxa_1110	0	0	0	1	0	0	0	1	0	1
taxa_1111	0	0	0	0	0	0	0	0	0	0
taxa_1112	0	0	0	0	0	0	0	0	0	0
taxa_1113	0	0	0	0	0	0	0	0	0	0
taxa_1114	0	0	0	0	0	0	0	0	0	0
taxa_1115	0	0	0	2	0	0	0	0	0	0
taxa_1116	0	0	0	0	0	0	0	0	0	0
taxa_1117	0	0	0	0	0	0	0	0	0	0
taxa_1118	0	0	0	1	0	0	0	0	0	0
taxa_1119	0	0	0	0	0	0	0	0	0	0
taxa_1120	0	0	1	6	0	1	0	3	1	0
taxa_1121	0	0	0	0	0	0	0	0	0	0
taxa_1122	0	0	0	0	0	0	0	0	0	0
taxa_1123	0	0	0	0	0	0	0	0	0	0
taxa_1124	0	0	0	0	0	0	0	0	0	0
taxa_1125	0	0	0	0	0	0	0	0	0	0
taxa_1126	0	0	0	0	0	0	0	0	0	0
taxa_1127	0	0	0	0	0	0	0	0	0	0
taxa_1128	0	0	0	0	0	0	0	0	0	0
taxa_1129	0	0	0	0	0	0	0	0	0	0
taxa_1130	0	0	0	1	0	0	0	4	0	0
taxa_1131	0	0	0	0	0	0	0	0	0	0
taxa_1132	0	0	0	0	0	0	0	0	0	0
taxa_1133	0	0	0	0	0	0	0	0	0	0
taxa_1134	0	0	0	0	0	0	0	1	0	0
taxa_1135	0	0	0	0	0	0	0	0	0	0
taxa_1136	0	0	3	2	0	0	0	0	0	0
taxa_1137	0	0	0	0	0	0	0	0	0	0
taxa_1138	0	0	0	0	0	0	0	0	0	0
taxa_1139	0	0	0	0	0	0	0	0	0	0
taxa_1140	0	0	0	0	0	0	0	0	0	0
taxa_1141	0	0	0	0	0	0	0	0	0	0
taxa_1142	0	0	0	0	0	0	0	0	0	0
taxa_1143	0	0	0	0	0	0	0	0	0	0
taxa_1144	0	0	0	0	0	0	0	0	0	0
taxa_1145	0	0	0	0	0	0	0	0	0	0
taxa_1146	0	0	0	0	0	0	0	0	0	0
taxa_1147	0	0	0	0	0	0	0	0	0	0
taxa_1148	0	0	0	0	0	0	0	0	0	0
taxa_1149	0	0	0	0	0	0	0	0	0	0
taxa_1150	0	0	17	12	0	0	0	7	0	2
taxa_1151	0	0	0	0	0	0	0	0	0	0
taxa_1152	0	0	0	0	0	0	0	0	0	0
taxa_1153	0	0	0	0	0	0	0	0	0	0
taxa_1154	0	0	0	0	0	0	0	0	0	0
taxa_1155	0	0	0	0	0	0	0	0	0	0
taxa_1156	0	0	0	0	0	0	0	0	0	0
taxa_1157	0	0	0	0	0	0	0	0	0	0
taxa_1158	0	0	0	0	0	0	0	0	0	0
taxa_1159	0	0	0	0	0	0	0	0	0	0
taxa_1160	0	0	0	0	0	0	0	0	0	0
taxa_1161	0	0	0	0	0	0	0	0	0	0
taxa_1162	0	0	0	0	0	0	0	0	0	1
taxa_1163	0	0	0	0	0	0	0	0	0	0
taxa_1164	0	0	0	0	0	0	0	0	0	0
taxa_1165	0	0	0	1	0	0	0	0	0	0
taxa_1166	0	0	0	0	0	0	0	0	0	0
taxa_1167	0	0	0	0	0	0	0	0	0	0
taxa_1168	0	0	0	0	0	0	0	0	0	0
taxa_1169	0	0	1	0	0	0	0	0	0	0
taxa_1170	0	0	0	0	0	0	0	0	0	0
taxa_1171	0	0	0	0	0	0	0	0	0	0
taxa_1172	0	0	0	5	0	0	0	1	0	0
taxa_1173	0	0	0	0	0	0	0	0	0	0
taxa_1174	0	0	1	0	0	0	0	0	0	0
taxa_1175	0	0	0	0	0	0	0	0	0	0
taxa_1176	0	0	0	0	0	0	0	0	0	0
taxa_1177	0	0	0	0	0	0	0	0	0	0
taxa_1178	0	0	0	0	0	0	0	0	0	0
taxa_1179	4	0	0	0	0	0	1	0	0	0
taxa_1180	0	0	0	0	0	0	0	0	0	0
taxa_1181	0	0	0	0	0	0	0	0	0	0
taxa_1182	0	0	0	0	0	0	0	0	0	0
taxa_1183	0	0	0	0	0	0	0	0	0	0
taxa_1184	0	0	0	0	0	0	1	0	0	0
taxa_1185	0	0	0	0	0	0	0	0	0	0
taxa_1186	0	0	0	0	0	0	0	0	0	0
taxa_1187	0	0	0	0	0	0	0	0	0	0
taxa_1188	0	0	0	0	0	0	0	0	0	0
taxa_1189	0	0	0	0	0	0	0	0	0	0
taxa_1190	0	0	0	0	0	0	0	0	0	0
taxa_1191	0	0	0	0	0	0	0	0	0	0
taxa_1192	0	0	0	0	0	0	0	0	0	0
taxa_1193	0	0	0	0	0	0	0	0	0	0
taxa_1194	0	0	0	0	0	0	0	0	0	0
taxa_1195	0	0	4	5	0	0	2	6	0	0
taxa_1196	0	0	0	0	0	0	0	0	0	0
taxa_1197	0	0	0	0	0	0	0	0	0	0
taxa_1198	0	0	0	0	0	0	0	0	0	0
taxa_1199	0	0	0	0	0	0	0	0	0	0
taxa_1200	0	0	0	0	0	0	0	0	0	0
taxa_1201	0	0	0	0	0	0	0	0	0	0
taxa_1202	0	0	0	0	0	0	0	0	0	0
taxa_1203	0	0	0	0	0	0	0	0	0	0
taxa_1204	0	0	0	0	0	0	0	0	0	0
taxa_1205	0	0	0	0	0	0	0	0	0	0
taxa_1206	0	0	1	0	0	0	0	0	0	0
taxa_1207	0	0	0	0	0	0	0	0	0	0
taxa_1208	0	0	0	0	0	0	0	0	0	0
taxa_1209	0	0	0	1	0	0	0	0	0	2
taxa_1210	0	0	0	0	0	0	0	0	0	0
taxa_1211	0	0	0	0	0	0	0	0	0	0
taxa_1212	0	0	1	0	0	0	0	0	0	0
taxa_1213	0	0	0	0	0	0	0	0	0	0
taxa_1214	0	0	0	0	0	0	0	0	0	0
taxa_1215	0	0	0	0	0	0	0	0	0	0
taxa_1216	0	0	0	0	0	0	0	0	0	0
taxa_1217	0	0	0	0	0	0	0	0	0	0
taxa_1218	0	0	0	0	0	0	0	0	0	0
taxa_1219	0	0	0	0	0	0	0	0	0	0
taxa_1220	0	0	0	0	0	0	0	0	0	0
taxa_1221	0	0	0	0	0	0	0	0	0	0
taxa_1222	0	0	0	0	0	0	0	0	0	0
taxa_1223	0	0	0	0	0	0	0	0	0	0
taxa_1224	0	0	0	0	0	0	0	0	0	0
taxa_1225	0	0	0	0	0	0	0	0	0	0
taxa_1226	0	0	0	0	0	0	0	0	0	0
taxa_1227	0	0	1	1	0	0	0	0	0	0
taxa_1228	0	0	1	2	0	0	0	1	0	0
taxa_1229	0	0	0	0	0	0	0	1	0	0
taxa_1230	0	0	0	0	0	0	0	0	0	0
taxa_1231	0	0	0	0	0	0	0	0	0	0
taxa_1232	0	0	0	0	0	0	0	0	0	0
taxa_1233	0	0	0	0	0	0	0	0	0	0
taxa_1234	0	0	0	1	0	0	0	1	0	0
taxa_1235	4	0	0	1	2	0	2	0	0	0
taxa_1236	0	0	0	0	0	0	0	0	0	0
taxa_1237	0	0	0	0	0	0	0	0	0	0
taxa_1238	0	0	0	1	0	0	0	0	0	0
taxa_1239	0	0	0	0	0	0	0	0	0	0
taxa_1240	0	0	0	0	0	0	0	0	0	0
taxa_1241	0	0	0	0	0	0	0	0	0	0
taxa_1242	0	0	0	1	0	0	0	0	0	0
taxa_1243	0	0	0	0	0	0	0	0	0	0
taxa_1244	0	0	0	0	0	0	0	0	0	0
taxa_1245	0	0	0	0	0	0	0	0	0	0
taxa_1246	0	0	2	3	0	0	0	2	0	0
taxa_1247	0	0	0	0	0	0	0	0	0	0
taxa_1248	0	0	0	0	0	0	0	0	0	0
taxa_1249	0	0	0	0	0	0	0	0	0	0
taxa_1250	0	0	0	0	0	0	0	0	0	0
taxa_1251	0	0	0	0	0	0	0	0	0	0
taxa_1252	0	0	0	0	0	0	0	0	0	0
taxa_1253	0	0	0	0	0	0	0	0	0	0
taxa_1254	0	0	0	0	0	0	0	0	0	0
taxa_1255	0	0	0	0	0	0	0	0	0	0
taxa_1256	0	0	0	0	0	0	0	0	0	0
taxa_1257	0	0	0	0	0	0	0	0	0	0
taxa_1258	0	0	0	0	0	0	0	10	0	0
taxa_1259	0	0	0	0	0	0	0	45	0	42
taxa_1260	65	19	1	129	0	14	0	21	230	156
taxa_1261	0	0	0	0	0	0	0	0	0	0
taxa_1262	0	0	0	0	1	0	4	279	0	0
taxa_1263	0	0	0	0	0	0	0	0	0	0
taxa_1264	0	0	0	0	0	0	0	0	0	0
taxa_1265	0	0	0	0	0	0	0	0	0	0
taxa_1266	0	0	0	0	0	0	0	0	0	0
taxa_1267	0	0	0	0	0	0	0	0	0	0
taxa_1268	0	0	0	0	0	0	0	0	0	0
taxa_1269	0	0	0	0	0	0	0	0	0	0
taxa_1270	0	0	0	0	0	0	0	0	0	0
taxa_1271	0	0	0	0	0	0	0	0	0	0
taxa_1272	0	0	0	0	0	0	0	0	0	0
taxa_1273	0	0	0	0	0	0	0	0	0	0
taxa_1274	0	0	0	0	0	0	1	0	0	0
taxa_1275	0	0	0	0	0	0	0	0	0	0
taxa_1276	0	0	0	0	0	0	0	0	0	0
taxa_1277	0	0	0	0	0	0	0	1	0	0
taxa_1278	0	0	0	0	0	0	0	0	0	0
taxa_1279	0	0	0	0	0	0	0	0	0	0
taxa_1280	0	0	0	0	0	0	0	0	0	0
taxa_1281	0	0	0	0	0	0	0	1	0	0
taxa_1282	0	0	0	0	0	0	0	0	0	0
taxa_1283	0	0	0	0	0	0	0	0	0	0
taxa_1284	0	0	0	0	0	0	0	0	0	0
taxa_1285	0	0	0	0	0	0	0	0	0	0
taxa_1286	0	0	0	0	0	0	0	0	0	0
taxa_1287	0	0	0	0	0	0	0	0	0	0
taxa_1288	0	0	0	0	0	0	0	0	0	0
taxa_1289	1	0	0	0	0	0	0	0	0	0
taxa_1290	0	0	0	0	0	0	0	0	0	0
taxa_1291	0	0	0	0	0	0	0	0	0	0
taxa_1292	0	0	0	0	0	0	0	0	0	0
taxa_1293	0	0	0	0	0	0	0	0	0	0
taxa_1294	0	0	0	0	0	0	0	0	0	0
taxa_1295	0	0	0	0	0	0	0	0	0	0
taxa_1296	0	0	0	0	0	0	0	0	0	0
taxa_1297	0	0	0	0	0	0	0	0	0	0
taxa_1298	0	0	0	0	0	0	0	0	1	0
taxa_1299	0	0	0	0	0	0	0	0	0	0
taxa_1300	0	0	0	0	0	0	0	0	0	0
taxa_1301	0	0	0	0	0	0	0	0	0	0
taxa_1302	0	0	0	0	0	0	0	0	0	0
taxa_1303	0	0	0	0	0	0	0	0	0	0
taxa_1304	0	0	0	0	0	0	0	0	0	0
taxa_1305	0	0	0	0	0	0	0	0	0	0
taxa_1306	0	0	0	0	0	0	0	0	0	0
taxa_1307	0	0	0	0	0	0	0	0	0	0
taxa_1308	0	0	0	0	0	0	0	0	0	0
taxa_1309	0	1	0	0	0	0	0	0	0	2
taxa_1310	0	0	0	0	0	0	0	0	0	0
taxa_1311	0	0	0	0	0	0	0	0	0	0
taxa_1312	0	1	0	0	0	0	0	0	0	0
taxa_1313	0	0	0	0	0	0	0	0	0	0
taxa_1314	0	0	0	0	0	0	0	0	0	0
taxa_1315	0	0	0	0	0	0	0	0	0	0
taxa_1316	0	0	0	0	0	0	0	0	0	0
taxa_1317	0	0	0	0	0	0	0	0	0	0
taxa_1318	0	0	0	0	0	0	0	0	0	0
taxa_1319	0	0	0	0	0	0	0	0	0	0
taxa_1320	0	0	0	0	0	0	0	0	0	0
taxa_1321	0	1	0	7	0	5	0	1	27	21
taxa_1322	0	0	0	0	0	0	0	0	0	0
taxa_1323	0	0	0	0	0	0	0	0	0	0
taxa_1324	0	0	0	0	0	0	0	0	0	0
taxa_1325	2	0	0	0	0	0	0	0	1	3
taxa_1326	20	21	0	47	0	14	4	0	109	122
taxa_1327	0	0	0	0	0	0	0	0	0	1
taxa_1328	0	0	0	0	0	0	0	0	0	0
taxa_1329	0	0	0	0	0	0	0	0	0	0
taxa_1330	0	0	0	0	0	0	0	0	0	1
taxa_1331	0	0	0	0	0	0	0	0	0	0
taxa_1332	0	0	1	0	0	0	0	0	0	0
taxa_1333	0	0	0	0	0	0	0	0	0	0
taxa_1334	0	0	0	0	0	0	0	0	0	0
taxa_1335	0	0	0	0	0	0	0	0	1	1
taxa_1336	0	0	0	0	0	0	0	0	0	1
taxa_1337	0	0	0	0	0	0	0	0	0	0
taxa_1338	0	0	0	0	0	0	0	0	0	0
taxa_1339	0	2	2	0	0	0	0	0	0	0
taxa_1340	0	0	0	0	0	0	0	9	0	0
taxa_1341	0	0	0	0	0	0	0	0	1	2
taxa_1342	0	0	0	0	0	0	0	0	0	0
taxa_1343	13	13	0	36	0	8	3	0	67	58
taxa_1344	0	0	0	1	0	0	0	0	5	0
taxa_1345	0	0	0	0	0	0	0	0	0	0
taxa_1346	0	0	0	0	0	0	0	0	0	1
taxa_1347	0	0	0	0	0	0	0	0	0	0
taxa_1348	0	0	0	0	0	0	0	0	0	0
taxa_1349	0	0	0	0	0	0	0	0	0	0
taxa_1350	0	0	0	0	0	0	0	0	0	0
taxa_1351	0	0	0	0	0	0	0	0	0	0
taxa_1352	0	0	0	0	0	0	0	0	0	0
taxa_1353	0	0	0	0	0	0	0	0	0	0
taxa_1354	0	0	0	0	0	0	0	0	0	0
taxa_1355	0	0	0	0	0	0	0	0	0	2
taxa_1356	0	0	0	0	0	0	0	0	0	0
taxa_1357	0	0	0	0	0	0	0	0	0	0
taxa_1358	0	0	0	0	0	0	0	0	0	0
taxa_1359	0	0	0	0	0	0	0	0	0	0
taxa_1360	1	0	0	0	0	0	0	0	0	0
taxa_1361	1	2	0	10	0	1	0	0	9	12
taxa_1362	0	0	0	0	0	0	0	0	0	0
taxa_1363	0	0	0	0	0	0	0	0	0	0
taxa_1364	0	1	0	0	0	1	0	0	0	0
taxa_1365	0	0	0	0	0	0	0	0	0	0
taxa_1366	0	0	0	0	0	0	0	0	0	0
taxa_1367	0	1	0	1	0	0	0	0	0	0
taxa_1368	5	8	0	18	0	4	2	0	38	26
taxa_1369	4	8	0	12	0	2	1	0	27	33
taxa_1370	17	24	0	31	0	17	6	0	89	93
taxa_1371	1	0	0	1	0	0	0	0	1	1
taxa_1372	0	0	0	0	0	0	0	0	1	2
taxa_1373	0	0	0	1	0	0	0	0	0	0
taxa_1374	0	0	0	0	0	0	0	0	0	0
taxa_1375	0	0	0	0	0	0	0	0	0	0
taxa_1376	1	0	0	0	0	0	0	0	0	0
taxa_1377	0	0	0	0	0	0	0	0	0	0
taxa_1378	1	0	1	2	0	0	0	0	3	1
taxa_1379	1	0	0	1	0	0	0	0	0	0
taxa_1380	0	0	0	0	0	0	0	0	0	0
taxa_1381	0	0	0	0	0	0	0	0	0	0
taxa_1382	0	0	0	0	0	0	0	0	4	2
taxa_1383	0	0	0	0	0	0	0	0	0	0
taxa_1384	0	1	0	2	0	0	0	0	3	3
taxa_1385	0	0	0	0	0	0	0	0	0	0
taxa_1386	1	0	0	0	0	0	0	0	0	0
taxa_1387	0	0	0	0	0	0	0	0	0	0
taxa_1388	1	0	0	1	0	0	0	0	2	2
taxa_1389	1	0	0	0	0	0	0	0	0	1
taxa_1390	0	0	0	0	0	0	0	0	0	0
taxa_1391	0	0	0	0	0	0	0	0	0	0
taxa_1392	0	0	0	0	0	0	0	0	0	0
taxa_1393	0	1	0	1	0	0	0	0	0	1
taxa_1394	0	0	0	0	0	0	0	0	0	1
taxa_1395	0	0	0	0	0	0	0	0	0	0
taxa_1396	0	0	0	0	0	0	0	0	0	0
taxa_1397	6	3	0	9	0	2	2	0	2	4
taxa_1398	1	0	0	0	0	0	0	0	4	2
taxa_1399	0	0	0	0	0	0	0	0	0	0
taxa_1400	0	0	0	0	0	0	0	0	0	0
taxa_1401	0	0	0	0	0	0	0	0	0	0
taxa_1402	0	0	0	0	0	0	0	0	0	0
taxa_1403	0	0	0	0	0	0	0	0	0	0
taxa_1404	0	0	0	0	0	0	0	0	0	0
taxa_1405	0	0	1	0	0	0	0	0	0	0
taxa_1406	0	0	0	0	0	0	0	0	0	0
taxa_1407	0	0	0	0	0	0	0	0	1	0
taxa_1408	0	0	0	0	0	0	0	0	0	0
taxa_1409	0	0	0	0	0	0	0	0	0	0
taxa_1410	0	0	0	0	0	0	0	0	0	0
taxa_1411	0	0	0	0	0	0	0	0	0	0
taxa_1412	0	0	0	0	0	0	0	0	0	0
taxa_1413	0	0	0	0	0	0	0	0	0	0
taxa_1414	0	0	0	0	0	0	0	0	0	0
taxa_1415	4516	4692	37	8725	4	2747	1132	13	19469	19545
taxa_1416	0	0	0	0	0	0	0	0	0	1
taxa_1417	0	0	0	0	0	0	0	0	0	0
taxa_1418	37	39	0	68	0	36	12	0	172	175
taxa_1419	0	1	0	0	0	0	0	0	0	0
taxa_1420	0	0	0	0	0	0	0	0	0	0
taxa_1421	0	0	0	0	0	0	0	0	0	0
taxa_1422	0	0	0	0	0	0	0	0	0	0
taxa_1423	0	0	0	2	0	0	0	0	0	2
taxa_1424	0	0	0	0	0	0	0	0	0	0
taxa_1425	0	0	0	0	0	0	0	0	0	0
taxa_1426	45	39	0	82	0	36	13	0	237	230
taxa_1427	0	4	0	2	0	1	1	0	12	7
taxa_1428	1	1	0	0	0	0	0	0	2	0
taxa_1429	103	95	0	224	0	78	28	0	528	870
taxa_1430	0	0	0	1	0	0	1	0	18	23
taxa_1431	0	1	0	0	0	0	9	0	3	0
taxa_1432	0	0	0	1	0	0	0	0	2	0
taxa_1433	0	0	0	3	0	1	0	0	512	420
taxa_1434	0	1	0	0	0	1	0	0	8	8
taxa_1435	0	0	0	0	0	0	0	0	0	0
taxa_1436	1	0	0	0	0	0	0	0	0	3
taxa_1437	0	1	0	1	0	0	0	0	8	6
taxa_1438	0	0	0	0	0	0	0	0	0	1
taxa_1439	1	0	0	0	0	2	0	0	1	0
taxa_1440	0	0	0	0	0	0	0	0	0	0
taxa_1441	2	2	0	7	0	1	0	0	4	12
taxa_1442	0	0	0	2	0	0	0	0	1	1
taxa_1443	0	0	0	0	0	0	0	0	0	0
taxa_1444	2	0	0	0	0	0	0	0	4	4
taxa_1445	1	0	0	1	0	0	0	0	1	1
taxa_1446	0	0	0	0	0	0	0	0	1	0
taxa_1447	0	0	0	0	0	0	0	0	0	0
taxa_1448	0	0	0	0	0	0	0	0	0	0
taxa_1449	46	38	3	74	0	26	8	0	162	210
taxa_1450	0	0	0	0	0	0	2	0	1	0
taxa_1451	2	1	0	2	0	3	0	0	5	4
taxa_1452	0	0	0	0	0	0	0	0	0	0
taxa_1453	0	0	0	1	0	1	0	0	1	2
taxa_1454	0	0	0	0	0	0	0	0	0	0
taxa_1455	0	0	0	0	0	0	0	0	0	1
taxa_1456	0	0	0	1	0	0	0	0	3	1
taxa_1457	0	0	0	0	0	0	0	0	0	0
taxa_1458	0	0	0	0	0	0	0	0	0	0
taxa_1459	0	0	0	0	0	0	0	0	0	0
taxa_1460	0	0	0	0	0	1	0	0	2	136
taxa_1461	4	2	0	2	0	6	2	1	8	40
taxa_1462	2	3	0	5	0	4	0	0	70	131
taxa_1463	0	0	0	0	0	0	0	0	0	1
taxa_1464	0	0	0	0	0	0	0	0	0	0
taxa_1465	0	0	0	1	0	1	0	0	3	8
taxa_1466	1	0	0	0	0	0	0	0	2	2
taxa_1467	1	3	0	0	0	2	0	0	0	2
taxa_1468	0	0	0	0	0	0	0	0	2	2
taxa_1469	0	0	0	0	0	0	0	0	3	0
taxa_1470	0	0	0	0	0	0	0	0	0	0
taxa_1471	0	0	0	0	0	0	0	0	1	0
taxa_1472	63	19	0	126	0	27	4	0	156	136
taxa_1473	1	0	0	1	0	1	0	0	0	0
taxa_1474	0	0	0	0	0	0	0	0	0	0
taxa_1475	0	0	0	0	0	0	0	0	0	0
taxa_1476	0	1	0	2	0	6	1	0	1	2
taxa_1477	1	1	0	0	0	1	0	0	1	2
taxa_1478	0	0	0	0	0	0	0	0	0	0
taxa_1479	0	0	0	0	0	0	0	0	0	0
taxa_1480	0	0	0	0	0	0	0	0	0	0
taxa_1481	0	0	0	0	0	0	0	0	0	0
taxa_1482	0	0	0	0	0	0	0	0	0	1
taxa_1483	0	0	0	0	0	0	0	0	0	0
taxa_1484	0	0	0	2	0	0	0	0	1	0
taxa_1485	1	0	0	1	0	0	1	0	2	2
taxa_1486	0	0	0	0	0	0	0	0	1	0
taxa_1487	0	0	0	0	0	0	0	0	0	0
taxa_1488	1	1	0	4	0	2	2	0	6	49
taxa_1489	1	1	0	5	0	2	1	0	5	175
taxa_1490	0	0	0	0	0	0	1	0	0	0
taxa_1491	0	0	0	0	0	0	0	0	1	0
taxa_1492	0	0	0	0	0	0	0	0	1	1
taxa_1493	0	0	0	0	0	0	0	0	0	0
taxa_1494	1	1	0	2	0	0	0	0	3	4
taxa_1495	1	2	0	0	0	1	0	0	1	2
taxa_1496	0	0	0	0	0	0	0	0	0	0
taxa_1497	1	0	0	1	0	0	0	0	2	2
taxa_1498	0	0	0	0	0	0	0	0	0	0
taxa_1499	0	0	1	1	0	0	4	0	13	18
taxa_1500	8	5	0	23	0	6	3	0	20	24
taxa_1501	0	0	0	0	0	0	0	0	0	0
taxa_1502	2	1	0	0	0	1	0	0	1	1
taxa_1503	0	0	0	0	0	0	0	0	0	0
taxa_1504	0	0	0	0	0	0	0	0	0	0
taxa_1505	0	0	0	0	0	0	0	0	0	0
taxa_1506	0	1	0	0	0	0	0	0	1	0
taxa_1507	0	0	0	0	0	0	0	0	0	0
taxa_1508	2	1	0	0	0	0	0	0	0	1
taxa_1509	0	0	0	0	0	0	0	0	0	0
taxa_1510	0	0	0	0	0	0	0	0	0	0
taxa_1511	0	0	0	0	0	1	0	0	0	0
taxa_1512	0	0	0	0	0	0	0	0	2	0
taxa_1513	0	0	0	0	0	0	0	0	0	0
taxa_1514	0	0	0	0	0	0	0	0	0	1
taxa_1515	0	0	0	0	2	0	0	1	0	0
taxa_1516	0	0	1	0	0	0	0	1	0	0
taxa_1517	0	0	0	0	0	0	0	0	0	0
taxa_1518	0	0	3	4	0	0	1	2	0	0
taxa_1519	0	0	0	0	0	0	0	0	0	0
taxa_1520	0	0	0	0	0	0	0	0	0	0
taxa_1521	0	0	0	0	0	0	0	1	0	0
taxa_1522	0	0	0	0	0	0	0	0	0	0
taxa_1523	0	0	0	0	0	0	0	0	0	0
taxa_1524	0	0	0	0	0	0	0	0	1	1
taxa_1525	0	0	0	0	0	1	0	0	2	1
taxa_1526	0	0	0	0	0	0	0	0	0	0
taxa_1527	0	1	0	0	0	0	0	0	2	0
taxa_1528	0	0	0	0	0	0	0	0	0	0
taxa_1529	1	0	0	0	0	1	1	0	0	0
taxa_1530	0	0	0	0	0	0	0	0	0	1
taxa_1531	10	9	0	23	0	0	0	0	0	0
taxa_1532	12	4	0	34	0	0	0	0	0	0
taxa_1533	0	0	0	0	0	0	0	0	0	0
taxa_1534	0	0	0	0	0	0	0	0	1	0
taxa_1535	0	0	1	0	0	0	1	0	1	0
taxa_1536	0	0	0	0	0	0	0	0	0	0
taxa_1537	0	0	0	0	0	0	0	0	0	0
taxa_1538	0	0	0	0	0	0	0	0	0	0
taxa_1539	0	0	0	0	0	0	0	0	0	0
taxa_1540	0	0	0	0	0	0	0	0	1	0
taxa_1541	0	0	0	0	0	0	0	0	0	2
taxa_1542	0	0	0	0	0	0	0	0	0	0
taxa_1543	0	0	0	0	0	0	0	0	0	0
taxa_1544	0	0	0	0	0	0	0	0	0	0
taxa_1545	0	0	0	0	0	0	0	0	0	0
taxa_1546	0	0	0	0	0	0	0	0	0	0
taxa_1547	2	0	0	0	0	1	0	0	2	5
taxa_1548	0	0	0	0	0	0	0	0	0	0
taxa_1549	0	0	0	0	0	0	0	0	0	0
taxa_1550	0	0	0	0	0	0	0	0	0	0
taxa_1551	0	0	0	0	0	0	0	0	0	0
taxa_1552	0	0	0	0	0	0	0	0	0	0
taxa_1553	0	0	0	0	0	0	0	0	1	0
taxa_1554	0	0	0	0	0	0	0	0	0	0
taxa_1555	0	0	0	0	0	0	0	0	0	0
taxa_1556	0	0	0	1	0	0	0	0	1	0
taxa_1557	0	0	0	0	0	0	0	0	0	0
taxa_1558	0	0	0	0	0	0	0	0	0	0
taxa_1559	0	0	0	0	0	0	0	0	0	0
taxa_1560	0	0	0	0	0	0	0	0	0	0
taxa_1561	0	0	0	0	0	0	0	0	0	0
taxa_1562	0	0	0	0	0	0	0	0	0	0
taxa_1563	0	0	0	0	0	0	0	0	0	0
taxa_1564	0	0	0	0	0	0	0	0	0	0
taxa_1565	0	0	0	3	0	0	0	0	4	0
taxa_1566	0	0	0	0	0	1	0	1	1	0
taxa_1567	0	0	0	0	0	0	0	0	1	0
taxa_1568	0	0	0	0	0	0	0	0	0	0
taxa_1569	22	7	0	62	0	9	1	0	76	55
taxa_1570	4	60	29	3	0	9	0	15	7	60
taxa_1571	0	0	3	0	0	0	0	1	0	0
taxa_1572	0	0	0	0	0	0	0	0	0	0
taxa_1573	0	0	0	0	0	0	0	0	0	0
taxa_1574	0	0	0	0	0	0	0	0	0	0
taxa_1575	0	0	0	0	0	0	0	0	0	0
taxa_1576	0	7	4	1	0	0	1	4	0	5
taxa_1577	0	0	1	0	0	0	0	0	0	0
taxa_1578	0	0	0	0	0	0	0	0	0	0
taxa_1579	0	0	0	0	0	0	0	0	0	0
taxa_1580	0	7	3	0	0	2	0	3	0	3
