WWTP_id	Continent	Country	Latitude	Longitude	Sampling_date	Temp_degC	Temp_range_f	Temp_range	Climate	ClimateZone	Process_type	Plant_type	ind_merged	ind_text	City
247	DK-03	Europe	Denmark	55.46	8.49	12/12/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	60	high	City132
248	SE-31	Europe	Sweden	55.84	13.3	22/05/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	26	low	City291
249	FI-01	Europe	Finland	60.21	24.66	20/03/2019	8.3	very low	very low	Temperate	Dfb	N,DN	Activated sludge	8	very_low	City148
250	FI-02	Europe	Finland	60.21	24.66	20/03/2019	8.3	very low	very low	Temperate	Dfb	N,DN	Activated sludge	8	very_low	City148
251	AR-15	South America	Argentina	-30.02	-59.53	07/06/2018	7	very low	very low	Tropical	Cfa	C	Activated sludge	0	none	City20
252	DE-06	Europe	Germany	NA	NA	20/03/2018	NA			Temperate		C,N,DN	Activated sludge	0	none	City155
253	US1-93	North America	United States	38.25	-122.04	05/12/2018	21	high	high	Subtropical	Csb	C,N	Biofilter	25	low	City389
254	CH-25	Europe	Switzerland	47.37	8.64	06/04/2018	13.6	low	low	Temperate	Cfb	C,N,DN	Activated sludge	20	low	City311
255	AU-06	Oceania	Australia	-32.73	151.52	13/06/2018	18.4	moderate	moderate	Subtropical	Cfa	C,N,DN	Activated sludge	8	very_low	City29
256	CA-07	North America	Canada	45.28	-72.97	01/03/2018	8.2	very low	very low	Temperate	Dfb	C,N,DN	Activated sludge	20	low	City87
257	IT-04	Europe	Italy	44.66	10.22	07/03/2018	12	low	low	Temperate	Csb	C,N,DN	Activated sludge	15	low	City176
258	ES-20	Europe	Spain	42.27	2.96	13/03/2018	15	low	low	Subtropical	Csa	C	Activated sludge	0	low	City270
259	AR-04	South America	Argentina	-34.8	-58.28	01/06/2018	28	very high	very high	Temperate	Cfa	C	Activated sludge	0	all	City3
260	UY-12	South America	Uruguay	-34.09	-56.22	02/08/2018	NA			Subtropical	Cfa	C	Activated sludge	0	none	City419
261	NO3-03	Europe	Norway	63.99	11.11	10/04/2018	20	moderate	moderate	Temperate	Cfc	N	Activated sludge	100	all	City218
262	AT-09	Europe	Austria	47.84	16.93	26/04/2018	NA			Temperate	Cfb	None	Activated sludge	0		City56
263	UY-16	South America	Uruguay	-33.12	-58.3	10/08/2018	32	extremely high	extremely high	Subtropical	Cfa	C	Activated sludge	100	all	City421
264	UY-17	South America	Uruguay	-33.12	-58.3	10/08/2018	32	extremely high	extremely high	Subtropical	Cfa	C	Activated sludge	100	all	City421
265	DK-20	Europe	Denmark	55.55	9.72	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	75	high	City144
266	US1-104	North America	United States	36.74	-119.79	29/11/2018	34	extremely high	extremely high	Subtropical	BSh	C,N,DN	Activated sludge	15	low	City330
267	US1-100	North America	United States	36.74	-119.79	29/11/2018	35	extremely high	extremely high	Subtropical	BSh	C,N,DN	Activated sludge	15	low	City330
268	US1-99	North America	United States	36.74	-119.79	29/11/2018	NA			Subtropical	BSh	C,N,DN	MBR	15	low	City330
269	US1-105	North America	United States	36.74	-119.79	29/11/2018	35	extremely high	extremely high	Subtropical	BSh	C,N,DN	Activated sludge	15	low	City330
270	DE-25	Europe	Germany	51.35	9.53	20/03/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	0	none	City165
271	NO1-15	Europe	Norway	59.18	8.09	04/04/2018	15	low	low	Temperate	Dfc	C,N	MBBR	100	all	City211
272	NO1-14	Europe	Norway	59.18	8.09	04/04/2018	15	low	low	Temperate	Dfc	C,N	MBBR	100	all	City211
273	DE-11	Europe	Germany	NA	NA	21/03/2018	NA			Temperate		C,N,DN	Activated sludge	50	medium	City157
274	NL-03	Europe	Netherlands	53.25	6.65	03/04/2018	14	low	low	Temperate	Cfb	C,N	Activated sludge	0	none	City193
275	NL-02	Europe	Netherlands	53.25	6.65	03/04/2018	14	low	low	Temperate	Cfb	C	Activated sludge	0	none	City193
276	NL-13	Europe	Netherlands	53.25	6.65	03/04/2018	35	extremely high	extremely high	Temperate	Cfb	None	Activated sludge	0	none	City193
277	NL-14	Europe	Netherlands	53.25	6.65	03/04/2018	14	low	low	Temperate	Cfb	C,N,DN,P	Granules	0	none	City193
278	PL-11	Europe	Poland	54.35	18.65	20/03/2018	11.6	low	low	Temperate	Cfb	C,N,DN,P	Activated sludge	0	low	City228
279	CH-17	Europe	Switzerland	46.2	6.14	04/04/2018	15	low	low	Temperate	Cfb	C,N	Biofilter	0	none	City305
280	BE-17	Europe	Belgium	51.05	3.72	12/03/2018	10.29	low	low	Temperate	Cfb	C,N,DN	Activated sludge	1	very_low	City74
281	US1-128	North America	United States	37	-121.56	11/12/2018	21.6	high	high	Subtropical	Csb	C,N,DN,P	Activated sludge	2	very_low	City346
282	ES-17	Europe	Spain	41.98	2.82	06/03/2018	16	moderate	moderate	Subtropical	Csa	C,N,DN	Activated sludge	0	none	City267
283	AU-22	Oceania	Australia	-37.49	144.59	15/06/2018	12.9	low	low	Subtropical	Cfb	C,N,DN	Activated sludge	3.5	very_low	City42
284	AT-05	Europe	Austria	47.68	16.13	20/04/2018	NA			Temperate	Cfb	None	Activated sludge	0		City50
285	AU-32	Oceania	Australia	-34.98	138.52	02/07/2018	21	high	high	Subtropical	Csb	C,N,DN	Activated sludge	10	very_low	City47
286	AU-33	Oceania	Australia	-34.98	138.52	02/07/2018	21	high	high	Subtropical	Csb	C,N,DN	Activated sludge	10	very_low	City47
287	AT-07	Europe	Austria	47.92	13.8	23/04/2018	NA			Temperate	Cfb	None	Activated sludge	0		City54
288	CH-11	Europe	Switzerland	46.18	8.86	04/04/2018	13	low	low	Temperate	Cfb	C,P	Activated sludge	37	medium	City301
289	PL-19	Europe	Poland	52.73	15.24	20/03/2018	29	very high	very high	Temperate	Cfb	C	Activated sludge	0	all	City233
290	SE-23	Europe	Sweden	57.71	11.97	08/05/2018	14	low	low	Temperate	Cfb	N	Biofilter	25	low	City287
291	SE-26	Europe	Sweden	57.71	11.97	08/05/2018	14	low	low	Temperate	Cfb	DN	MBBR	25	low	City287
292	SE-24	Europe	Sweden	57.71	11.97	08/05/2018	14	low	low	Temperate	Cfb	N	MBBR	25	low	City287
293	SE-25	Europe	Sweden	57.71	11.97	08/05/2018	14	low	low	Temperate	Cfb	C,DN	Activated sludge	25	low	City287
294	SE-27	Europe	Sweden	57.71	11.97	08/05/2018	33	extremely high	extremely high	Temperate	Cfb	Anammox	MBBR	25	low	City287
295	AR-08	South America	Argentina	-34.65	-59.36	05/06/2018	23	high	high	Temperate	Cfa	C	Activated sludge	100	all	City6
296	AR-11	South America	Argentina	-34.61	-58.95	05/06/2018	18	moderate	moderate	Temperate	Cfa	C	Activated sludge	100	all	City9
297	CA-10	North America	Canada	45.4	-72.73	01/03/2018	11.4	low	low	Temperate	Dfb	C,N,DN	Activated sludge	50	medium	City90
298	ES-25	Europe	Spain	41.61	2.29	06/03/2018	17	moderate	moderate	Subtropical	Cfa	C,N,DN	Activated sludge	20	low	City275
299	US2-06	North America	United States	40.87	-77.58	25/04/2018	19	moderate	moderate	Temperate	Dfb	C,N,DN	Activated sludge	0		City398
300	NO1-18	Europe	Norway	58.34	8.59	09/04/2018	11	low	low	Temperate	Cfb	C,N,DN,P	Activated sludge	10	very_low	City204
301	NO1-06	Europe	Norway	58.34	8.59	18/04/2018	21	high	high	Temperate	Cfb	C	MBBR	100	all	City204
302	AU-13	Oceania	Australia	-26.18	152.67	05/07/2018	NA			Tropical	Cfa	C,N,DN	Activated sludge	0	none	City36
303	DE-13	Europe	Germany	NA	NA	21/03/2018	NA			Temperate		C,N	Biofilter	50	medium	City158
304	DE-12	Europe	Germany	NA	NA	21/03/2018	NA			Temperate		C,DN	Activated sludge	50	medium	City158
305	DK-17	Europe	Denmark	55.25	9.51	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	5	very_low	City142
306	US2-04	North America	United States	37.03	-76.35	23/04/2018	19.8	moderate	moderate	Temperate	Cfa	C,N,DN	Activated sludge	0		City396
307	US1-10	North America	United States	37.67	-122.08	14/08/2018	23	high	high	Subtropical	Csb	C	Biofilter	50	medium	City329
308	SE-29	Europe	Sweden	56.05	12.69	22/05/2018	17.2	moderate	moderate	Temperate	Cfb	C,N,DN,P	Activated sludge	20	low	City289
309	FI-06	Europe	Finland	60.17	24.94	15/03/2019	11	low	low	Temperate	Dfb	C,N,DN	Activated sludge	15	low	City149
310	FI-07	Europe	Finland	60.17	24.94	15/03/2019	11	low	low	Temperate	Dfb	C,N,DN	Activated sludge	15	low	City149
311	CH-13	Europe	Switzerland	47.39	9.28	04/04/2018	11	low	low	Temperate	Cfb	C,N	Activated sludge	40	medium	City303
312	CH-14	Europe	Switzerland	47.39	9.28	04/04/2018	10.9	low	low	Temperate	Cfb	C,N	Activated sludge	40	medium	City303
313	DK-21	Europe	Denmark	57.58	9.99	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	60	high	City145
314	DK-07	Europe	Denmark	57.42	9.98	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	30	medium	City135
315	BE-21	Europe	Belgium	50.77	4.89	12/03/2018	12.5	low	low	Temperate	Cfb	C,N,DN	Activated sludge	0	none	City77
316	AT-10	Europe	Austria	47.36	9.69	27/04/2018	NA			Temperate	Cfb	None	Activated sludge	0		City57
317	AT-11	Europe	Austria	47.36	9.69	27/04/2018	NA			Temperate	Cfb	None	Activated sludge	0		City57
318	CN1-09	Asia	China	40.84	111.75	15/03/2018	4.2	very low	very low	Subtropical	BSk	C,N,DN	Activated sludge	0	none	City101
319	CN1-12	Asia	China	40.84	111.75	15/03/2018	3.9	very low	very low	Subtropical	BSk	C,N,DN,P	Activated sludge	90	high	City101
320	US1-130	North America	United States	36.85	-121.4	12/12/2018	20.8	high	high	Subtropical	Csb	C,N,DN	MBR	0	none	City348
321	CZ-21	Europe	Czech Republic	50.63	14.17	23/05/2018	17	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	0	none	City125
322	HK-04	Asia	Hong Kong	22.32	114.17	04/05/2018	25	high	high	Temperate	Cwa	C,N,DN	Activated sludge	0	none	City166
323	HK-03	Asia	Hong Kong	22.32	114.17	04/05/2018	25	high	high	Temperate	Cwa	C,N,DN	Activated sludge	0	none	City166
324	HK-06	Asia	Hong Kong	22.32	114.17	04/05/2018	25	high	high	Temperate	Cwa	C,N,DN	Activated sludge	0	none	City166
325	HK-01	Asia	Hong Kong	22.32	114.17	04/05/2018	25	high	high	Temperate	Cwa	C,N,DN	Activated sludge	0	none	City166
326	HK-02	Asia	Hong Kong	22.32	114.17	04/05/2018	25	high	high	Temperate	Cwa	C,N,DN	Activated sludge	0	none	City166
327	HK-05	Asia	Hong Kong	22.32	114.17	04/05/2018	25	high	high	Temperate	Cwa	C,N,DN	Activated sludge	0	none	City166
328	BE-23	Europe	Belgium	51.03	5.38	12/03/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	0	none	City79
329	BE-14	Europe	Belgium	51.15	4.47	12/03/2018	8.77	very low	very low	Temperate	Cfb	C,N,DN	Activated sludge	7	very_low	City71
330	ZA-12	Africa	South Africa	-29.49	30.22	04/04/2018	22.1	high	high	Tropical	Cfb	C,N,DN,P	Activated sludge	15	low	City254
331	AR-07	South America	Argentina	-34.59	-58.63	05/06/2018	24	high	high	Temperate	Cfa	C	Activated sludge	100	all	City5
332	DE-14	Europe	Germany	NA	NA	21/03/2018	NA			Temperate		C,N,DN	Activated sludge	0	none	City159
333	CH-23	Europe	Switzerland	46.98	7.48	05/04/2018	9.5	very low	very low	Temperate	Cfb	C,N,DN	Biofilter	20	low	City309
334	DE-15	Europe	Germany	NA	NA	21/03/2018	NA			Temperate		C,N,DN,P	Activated sludge	40	medium	City160
335	US2-07	North America	United States	37.21	-76.78	25/04/2018	21.5	high	high	Temperate	Cfa	C,N,DN,P	Activated sludge	0		City399
336	AR-10	South America	Argentina	-34.6	-59.17	05/06/2018	20	moderate	moderate	Temperate	Cfa	C	Activated sludge	0	all	City8
337	SA-08	Asia	Saudi Arabia	21.49	39.19	07/05/2018	36	extremely high	extremely high	Tropical	BWh	C,N,DN	Activated sludge	0	none	City245
338	SA-13	Asia	Saudi Arabia	21.49	39.19	07/05/2018	36	extremely high	extremely high	Tropical	BWh	C,N	Activated sludge	0	none	City245
339	SA-09	Asia	Saudi Arabia	21.49	39.19	07/05/2018	36	extremely high	extremely high	Tropical	BWh	C,N,DN	Activated sludge	0	none	City245
340	SA-07	Asia	Saudi Arabia	21.49	39.19	07/05/2018	36	extremely high	extremely high	Tropical	BWh	C,N,DN	Activated sludge	0	none	City245
341	SA-12	Asia	Saudi Arabia	21.49	39.19	07/05/2018	36	extremely high	extremely high	Tropical	BWh	C,N	Activated sludge	0	none	City245
342	SA-14	Asia	Saudi Arabia	21.49	39.19	07/05/2018	36	extremely high	extremely high	Tropical	BWh	C,N,DN	Activated sludge	0	none	City245
343	SA-11	Asia	Saudi Arabia	21.49	39.19	07/05/2018	36	extremely high	extremely high	Tropical	BWh	C,N	Activated sludge	0	none	City245
344	AR-25	South America	Argentina	-34.53	-58.57	11/06/2018	19	moderate	moderate	Temperate	Cfa	C,N,DN	MBR	0	all	City12
345	DE-21	Europe	Germany	NA	NA	20/03/2018	NA			Temperate		C,N,DN,P	Activated sludge	0	low	City161
346	CZ-04	Europe	Czech Republic	50.16	13.99	23/05/2018	16.1	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	0	none	City108
347	US2-13	North America	United States	48.19	-114.32	30/04/2018	14	low	low	Temperate	Dfb	C,N,DN,P	Activated sludge	17	low	City405
348	DK-11	Europe	Denmark	55.7	11.1	12/12/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	0		City138
349	CZ-07	Europe	Czech Republic	50.13	14.02	23/05/2018	15.8	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	25	low	City111
350	NL-15	Europe	Netherlands	51.48	3.96	30/03/2018	15	low	low	Temperate	Cfb	C,N,DN,P	Activated sludge	0	none	City197
351	NL-24	Europe	Netherlands	51.48	3.96	28/01/2018	NA			Temperate	Cfb	C,N,DN,P	Granules	0	none	City197
352	NL-25	Europe	Netherlands	51.48	3.96	28/01/2018	NA			Temperate	Cfb	C,N,DN,P	Other	0	none	City197
353	SE-13	Europe	Sweden	56.17	14.86	07/05/2018	37	extremely high	extremely high	Temperate	Cfb	C	Activated sludge	100	all	City283
354	SE-14	Europe	Sweden	56.17	14.86	07/05/2018	37	extremely high	extremely high	Temperate	Cfb	C	MBBR	100	all	City283
355	IN-22	Asia	India	15.32	75.71	03/08/2018	26.2	very high	very high	Subequatorial	BSh	C	Activated sludge	0	none	City171
356	IN-20	Asia	India	15.32	75.71	03/08/2018	26.5	very high	very high	Subequatorial	BSh	C	Activated sludge	0	none	City171
357	IN-21	Asia	India	15.32	75.71	03/08/2018	25.9	very high	very high	Subequatorial	BSh	C	Activated sludge	0	none	City171
358	IN-18	Asia	India	15.32	75.71	03/08/2018	23.6	high	high	Subequatorial	BSh	C	MBBR	0	none	City171
359	IN-19	Asia	India	15.32	75.71	03/08/2018	24.8	high	high	Subequatorial	BSh	C	Activated sludge	0	none	City171
360	AU-04	Oceania	Australia	-32.64	151.98	13/06/2018	16.1	moderate	moderate	Subtropical	Cfa	C,N,DN	Activated sludge	4	very_low	City27
361	CZ-13	Europe	Czech Republic	49.89	13.38	23/05/2018	16.1	moderate	moderate	Temperate	Cfb	C,N	Activated sludge	5	very_low	City117
362	MY-18	Asia	Malaysia	6.12	100.37	01/05/2018	33.1	extremely high	extremely high	Equatorial	Am	C	Activated sludge	100	all	City190
363	MY-11	Asia	Malaysia	6.12	100.37	01/05/2018	33.1	extremely high	extremely high	Equatorial	Am	C	Activated sludge	100	all	City190
364	CA-01	North America	Canada	49.89	-119.5	10/01/2018	7.5	very low	very low	Temperate	BSk	C,N,DN,P	Activated sludge	0		City82
365	ZA-01	Africa	South Africa	-30.09	30.86	04/04/2018	26	very high	very high	Tropical	Cfa	C,N,DN	Activated sludge	0	none	City247
366	CH-16	Europe	Switzerland	47.09	7.58	05/04/2018	14.8	low	low	Temperate	Cfb	C,N,DN	Other	40	medium	City304
367	CH-15	Europe	Switzerland	47.09	7.58	05/04/2018	14.8	low	low	Temperate	Cfb	C,N,DN	Other	40	medium	City304
368	CZ-02	Europe	Czech Republic	50.14	14.11	23/05/2018	19.3	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	20	low	City106
369	BE-16	Europe	Belgium	51.06	5.27	12/03/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	3	very_low	City73
370	CZ-08	Europe	Czech Republic	50.24	14.37	23/05/2018	16.3	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	0	none	City112
371	CZ-01	Europe	Czech Republic	50.24	14.31	23/05/2018	27.2	very high	very high	Temperate	Cfb	C,N,DN	Activated sludge	50	medium	City105
372	MY-06	Asia	Malaysia	3.16	101.71	26/04/2018	30	very high	very high	Equatorial	Af	C,N,DN	Activated sludge	0	none	City188
373	MY-16	Asia	Malaysia	3.16	101.71	16/05/2018	30	very high	very high	Equatorial	Af	C,N,DN	Activated sludge	0	none	City188
374	MY-17	Asia	Malaysia	3.16	101.71	16/05/2018	30	very high	very high	Equatorial	Af	C,N,DN	Activated sludge	0	none	City188
375	MY-07	Asia	Malaysia	3.16	101.71	26/04/2018	30	very high	very high	Equatorial	Af	C,N,DN,P	Activated sludge	0	none	City188
376	MY-08	Asia	Malaysia	3.82	103.33	30/04/2018	34	extremely high	extremely high	Equatorial	Af	C,N,DN	Activated sludge	5	very_low	City189
377	MY-10	Asia	Malaysia	3.82	103.33	30/04/2018	34	extremely high	extremely high	Equatorial	Af	C,N,DN	Biofilter	5	very_low	City189
378	MY-09	Asia	Malaysia	3.82	103.33	30/04/2018	34	extremely high	extremely high	Equatorial	Af	C,N,DN	Biofilter	5	very_low	City189
379	SE-02	Europe	Sweden	57.55	11.94	02/05/2018	11	low	low	Temperate	Cfb	C,N,DN,P	Activated sludge	0	none	City277
380	SE-03	Europe	Sweden	57.55	11.94	02/05/2018	11	low	low	Temperate	Cfb	C,N,DN,P	MBBR	0	none	City277
381	SE-04	Europe	Sweden	57.49	12.08	02/05/2018	11	low	low	Temperate	Cfb	C,N,DN,P	Activated sludge	0	none	City278
382	ES-16	Europe	Spain	41.58	2.33	06/03/2018	17	moderate	moderate	Subtropical	Cfa	C,N,DN	Activated sludge	they did not know		City266
383	US1-89	North America	United States	34.69	-118.15	06/11/2018	22.3	high	high	Subtropical	BSk	C,N,DN	Activated sludge	3	very_low	City386
384	CZ-03	Europe	Czech Republic	50.12	13.95	23/05/2018	16	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	0	none	City107
385	CA-08	North America	Canada	45.42	-73.48	01/03/2018	10.5	low	low	Temperate	Dfb	C,N,DN	Activated sludge	55	high	City88
386	NO1-11	Europe	Norway	59.05	10.03	20/04/2018	14	low	low	Temperate	Cfb	C	Activated sludge	0	none	City209
387	US2-15	North America	United States	42.71	-71.16	02/05/2018	13.6	low	low	Temperate	Dfa	C	Activated sludge	3	very_low	City407
388	NL-20	Europe	Netherlands	53.2	5.8	06/03/2018	30	very high	very high	Temperate	Cfb	None	Other	10	very_low	City200
389	NL-19	Europe	Netherlands	53.2	5.8	06/03/2018	15	low	low	Temperate	Cfb	C,N,DN	Activated sludge	10	very_low	City200
390	MX-08	North America	Mexico	21.13	-101.69	08/03/2018	23	high	high	Tropical	BSh	C,N,DN,P	Biofilter	0	very_low	City192
391	MX-10	North America	Mexico	21.13	-101.69	08/03/2018	23	high	high	Tropical	BSh	C,N,DN,P	Biofilter	0	very_low	City192
392	MX-09	North America	Mexico	21.13	-101.69	08/03/2018	23	high	high	Tropical	BSh	C,N,DN,P	Biofilter	0	very_low	City192
393	ES-08	Europe	Spain	41.52	0.87	19/03/2018	16	moderate	moderate	Subtropical	BSk	C	Other	0	none	City259
394	US1-51	North America	Canada	49.7	-112.85	17/09/2018	21	high	high	Temperate	BSk	C,P	Activated sludge	40	medium	City93
395	BE-01	Europe	Belgium	50.88	4.7	12/03/2018	12.14	low	low	Temperate	Cfb	C,N,DN	Activated sludge	8	very_low	City58
396	CN1-02	Asia	China	36.46	115.99	23/03/2018	4.7	very low	very low	Subtropical	BSk	C,N	Activated sludge	0	none	City95
397	CZ-24	Europe	Czech Republic	50.67	14.29	23/05/2018	15.4	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	10	very_low	City128
398	SE-10	Europe	Sweden	59.35	18.17	07/05/2018	12	low	low	Temperate	Cfb	C,N,DN	Activated sludge	10	very_low	City280
399	CY-01	Europe	Cyprus	34.71	33.02	15/02/2018	20	moderate	moderate	Subtropical	Csa	C,N,DN	Activated sludge	0	none	City103
400	SE-01	Europe	Sweden	58.41	15.62	02/05/2018	15.3	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	20	low	City276
401	SE-06	Europe	Sweden	58.41	15.62	02/05/2018	14.5	low	low	Temperate	Cfb	C,N,DN	Activated sludge	20	low	City276
402	SE-05	Europe	Sweden	58.41	15.62	02/05/2018	14.5	low	low	Temperate	Cfb	C,N,DN	Activated sludge	20	low	City276
403	PT-01	Europe	Portugal	38.72	-9.14	19/02/2018	20	moderate	moderate	Subtropical	Csa	C	Biofilter	0	none	City238
404	PT-06	Europe	Portugal	38.72	-9.14	20/02/2018	18	moderate	moderate	Subtropical	Csa	C,N,DN	Activated sludge	0	none	City238
405	PT-02	Europe	Portugal	38.72	-9.14	19/02/2018	20	moderate	moderate	Subtropical	Csa	C,N,DN	Activated sludge	0	none	City238
406	PT-09	Europe	Portugal	38.72	-9.14	20/02/2018	18	moderate	moderate	Subtropical	Csa	C	Activated sludge	0	none	City238
407	PT-07	Europe	Portugal	38.72	-9.14	20/02/2018	14	low	low	Subtropical	Csa	C,N,DN	Activated sludge	0	none	City238
408	PT-08	Europe	Portugal	38.72	-9.14	20/02/2018	14	low	low	Subtropical	Csa	C	Activated sludge	0	none	City242
409	CZ-18	Europe	Czech Republic	50.54	14.13	23/05/2018	16.3	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	5	very_low	City122
410	US1-35	North America	United States	37.68	-121.77	31/08/2018	26	very high	very high	Subtropical	Csb	C	Activated sludge	5	very_low	City358
411	ES-23	Europe	Spain	41.62	0.62	05/03/2018	13	low	low	Subtropical	BSk	C,N,DN	Activated sludge	they did not know		City273
412	ES-13	Europe	Spain	41.7	2.84	13/03/2018	18	moderate	moderate	Subtropical	Csa	C	Activated sludge	0	none	City263
413	US1-86	North America	United States	33.77	-118.19	07/11/2018	26	very high	very high	Subtropical	BSk	C,N,DN	Activated sludge	6	very_low	City383
414	US1-123	North America	United States	35.31	-120.84	14/12/2018	18.4	moderate	moderate	Subtropical	Csb	C,N,DN	Activated sludge	0	none	City342
415	PT-05	Europe	Portugal	38.83	-9.17	20/02/2018	16	moderate	moderate	Subtropical	Csa	C	Activated sludge	0	low	City241
416	US2-16	North America	United States	42.63	-71.32	02/05/2018	13.3	low	low	Temperate	Dfa	C	Activated sludge	0		City408
417	ZA-11	Africa	South Africa	-29.69	30.47	04/04/2018	23.9	high	high	Tropical	Cfa	C,N,DN,P	Activated sludge	0	none	City253
418	PH-05	Asia	Philippines	14.55	121.02	04/10/2018	23	high	high	Subequatorial	Am	C,N,DN	Activated sludge	0	none	City220
419	SE-32	Europe	Sweden	55.6	13	22/05/2018	NA			Temperate	Cfb	C,N	Activated sludge	5	very_low	City290
420	SE-33	Europe	Sweden	55.6	13	22/05/2018	NA			Temperate	Cfb	DN	MBBR	5	very_low	City290
421	SE-30	Europe	Sweden	55.6	13	22/05/2018	21.7	high	high	Temperate	Cfb	C,N,DN	Activated sludge	0		City290
422	SE-36	Europe	Sweden	55.6	13	22/05/2018	NA			Temperate	Cfb	DN	MBBR	0	none	City290
423	SE-37	Europe	Sweden	55.6	13	22/05/2018	NA			Temperate	Cfb	Anammox	MBBR	0	none	City290
424	SE-35	Europe	Sweden	55.6	13	22/05/2018	NA			Temperate	Cfb	C,N,DN	Activated sludge	0	none	City290
425	SE-34	Europe	Sweden	55.6	13	22/05/2018	NA			Temperate	Cfb	C,DN	Activated sludge	0	none	City290
426	US1-49	North America	United States	40.29	-74.35	09/09/2018	25	high	high	Temperate	Cfa	C,N	Activated sludge	1	very_low	City370
427	ES-15	Europe	Spain	42.01	2.28	15/03/2018	13.3	low	low	Subtropical	Cfa	C,N,DN	Activated sludge	40	medium	City265
428	ES-06	Europe	Spain	41.72	1.82	15/03/2018	15	low	low	Subtropical	Cfa	C,N,DN	Activated sludge	10	very_low	City257
429	DK-22	Europe	Denmark	56.74	10.12	12/12/2018	NA			Temperate	Cfb	C,N,DN,P	Activated sludge	0		City146
430	ZA-04	Africa	South Africa	-29.87	30.82	04/04/2018	27	very high	very high	Tropical	Cfa	C,N,DN	Activated sludge	0	medium	City250
431	AR-12	South America	Argentina	-34.49	-58.52	06/06/2018	17	moderate	moderate	Temperate	Cfa	C	Activated sludge	60	high	City10
432	US1-59	North America	United States	38.02	-122.13	21/08/2018	25	high	high	Temperate	Csb	C	Activated sludge	5	very_low	City10
433	US1-37	North America	United States	38.02	-122.13	21/08/2018	33.5	extremely high	extremely high	Temperate	Csb	C,N	Activated sludge	100	all	City10
434	IT-14	Europe	Italy	40.61	14.34	14/03/2018	16	moderate	moderate	Subtropical	Csa	C,N,DN	MBR	0	none	City183
435	IT-13	Europe	Italy	40.61	14.34	14/03/2018	16	moderate	moderate	Subtropical	Csa	C,N,DN	Activated sludge	15	low	City183
436	AU-28	Oceania	Australia	-37.81	144.96	03/07/2018	14.3	low	low	Subtropical	Cfb	C	Activated sludge	0		City45
437	AU-30	Oceania	Australia	-37.81	144.96	03/07/2018	17.6	moderate	moderate	Subtropical	Cfb	C	Activated sludge	10		City45
438	AU-29	Oceania	Australia	-37.81	144.96	03/07/2018	14.6	low	low	Subtropical	Cfb	C	Activated sludge	0		City45
439	AU-25	Oceania	Australia	-37.81	144.96	03/07/2018	17.9	moderate	moderate	Subtropical	Cfb	C,N,DN	Activated sludge	0		City45
440	AU-26	Oceania	Australia	-37.81	144.96	03/07/2018	16.7	moderate	moderate	Subtropical	Cfb	C,N,DN	Activated sludge	0		City45
441	AU-27	Oceania	Australia	-37.81	144.96	03/07/2018	15	low	low	Subtropical	Cfb	C,N	Activated sludge	0		City45
442	CZ-06	Europe	Czech Republic	50.35	14.7	23/05/2018	18.2	moderate	moderate	Temperate	Cfb	C,N	Activated sludge	0	none	City110
443	AU-21	Oceania	Australia	-37.68	144.58	15/06/2018	19	moderate	moderate	Subtropical	Cfb	C	Activated sludge	10	very_low	City41
444	US1-98	North America	United States	37.3	-120.48	29/11/2018	22	high	high	Subtropical	Csa	C,N,DN	Activated sludge	1	very_low	City393
445	BE-13	Europe	Belgium	50.99	3.75	12/03/2018	9.03	very low	very low	Temperate	Cfb	C,N,DN	Activated sludge	0	none	City70
446	US2-18	North America	United States	41.54	-72.81	03/05/2018	15	low	low	Temperate	Cfa	C,N,DN,P	Activated sludge	10	very_low	City410
447	US2-19	North America	United States	41.54	-72.81	03/05/2018	15	low	low	Temperate	Cfa	DN	Activated sludge	10	very_low	City410
448	US1-54	North America	United States	33.42	-111.83	13/09/2018	31.1	extremely high	extremely high	Subtropical	BWh	N,DN	MBR	0		City373
449	CZ-16	Europe	Czech Republic	49.78	13.25	23/05/2018	16.2	moderate	moderate	Temperate	Cfb	C,N,DN	Activated sludge	0	none	City120
