"igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
5,0.296969696969697,182.245608015173,5
5,0.296969696969697,157.746684474945,5
1,0.230046948356808,0,1
1,0.230046948356808,0,1
3,0.256544502617801,106.552108036891,3
4,0.362962962962963,249.175741649655,4
5,0.296969696969697,148.900448585231,5
15,0.441441441441441,708.098650624738,15
1,0.454545454545455,0,1
1,0.454545454545455,0,1
3,0.714285714285714,7,3
7,0.312101910828025,233.48152065326,7
8,0.300613496932515,231.66966873706,8
1,1,0,1
1,0.239024390243902,0,1
4,0.347517730496454,187.451882055143,4
1,0.239024390243902,0,1
3,0.352517985611511,159.393832737311,3
1,0.239024390243902,0,1
1,0.239024390243902,0,1
2,0.316129032258064,38.4857142857143,2
3,0.333333333333333,76.6968003011481,3
1,0.205020920502092,0,1
6,0.296969696969697,44.8128019323672,6
2,0.262032085561497,48,2
3,0.273743016759777,73.8785714285714,3
5,0.308176100628931,118.758902691511,5
1,0.232227488151659,0,1
3,0.357664233576642,141.13115942029,3
3,0.342657342657343,68.317972607103,3
1,0.232227488151659,0,1
1,0.232227488151659,0,1
2,0.312101910828025,4.33562271062271,2
2,0.324503311258278,22.3968003011481,2
1,0.308176100628931,0,1
2,0.206751054852321,48,2
1,0.26775956284153,0,1
1,0.230046948356808,0,1
2,0.251282051282051,12.5521080368906,2
1,0.230046948356808,0,1
1,0.230046948356808,0,1
2,0.337931034482759,110.682395141091,2
3,0.714285714285714,7,3
2,0.264864864864865,54.9600732600733,2
1,0.232227488151659,0,1
1,1,0,1
3,0.256544502617801,49.2857142857143,3
1,0.454545454545455,0,1
2,0.312101910828025,4.33562271062271,2
3,0.342657342657343,68.317972607103,3
1,0.308176100628931,0,1
1,0.215859030837004,0,1
1,0.454545454545455,0,1
2,0.312101910828025,4.33562271062271,2
1,0.230046948356808,0,1
1,0.236714975845411,0,1
1,0.208510638297872,0,1
1,0.171929824561404,0,1
