source,target,correlation,direct,cor
ASV_218,ASV_259,1,undirected,+
ASV_592,ASV_259,-1,undirected,-
ASV_302,ASV_212,1,undirected,+
ASV_300,ASV_212,1,undirected,+
ASV_529,ASV_212,1,undirected,+
ASV_218,ASV_240,1,undirected,+
ASV_592,ASV_240,-1,undirected,-
ASV_479,ASV_241,1,undirected,+
ASV_523,ASV_241,1,undirected,+
ASV_553,ASV_198,1,undirected,+
ASV_539,ASV_198,1,undirected,+
ASV_300,ASV_302,1,undirected,+
ASV_529,ASV_302,1,undirected,+
ASV_592,ASV_218,-1,undirected,-
ASV_529,ASV_300,1,undirected,+
ASV_358,ASV_439,1,undirected,+
ASV_335,ASV_439,1,undirected,+
ASV_482,ASV_439,1,undirected,+
ASV_115,ASV_439,1,undirected,+
ASV_330,ASV_431,-1,undirected,-
ASV_380,ASV_431,-1,undirected,-
ASV_335,ASV_358,1,undirected,+
ASV_482,ASV_358,1,undirected,+
ASV_115,ASV_358,1,undirected,+
ASV_380,ASV_330,1,undirected,+
ASV_482,ASV_335,1,undirected,+
ASV_115,ASV_335,1,undirected,+
ASV_523,ASV_479,1,undirected,+
ASV_539,ASV_553,1,undirected,+
ASV_115,ASV_482,1,undirected,+
ASV_18,ASV_2,1,undirected,+
ASV_306,ASV_2,-1,undirected,-
ASV_270,ASV_2,-1,undirected,-
ASV_42,ASV_9,-1,undirected,-
ASV_54,ASV_9,1,undirected,+
ASV_191,ASV_9,-1,undirected,-
ASV_306,ASV_18,-1,undirected,-
ASV_270,ASV_18,-1,undirected,-
ASV_38,ASV_33,-1,undirected,-
ASV_83,ASV_33,-1,undirected,-
ASV_70,ASV_33,1,undirected,+
ASV_83,ASV_38,1,undirected,+
ASV_70,ASV_38,-1,undirected,-
ASV_166,ASV_46,1,undirected,+
ASV_81,ASV_46,1,undirected,+
ASV_497,ASV_46,-1,undirected,-
ASV_81,ASV_166,1,undirected,+
ASV_497,ASV_166,-1,undirected,-
ASV_72,ASV_24,1,undirected,+
ASV_278,ASV_24,-1,undirected,-
ASV_413,ASV_24,1,undirected,+
ASV_54,ASV_42,-1,undirected,-
ASV_191,ASV_42,1,undirected,+
ASV_74,ASV_50,-1,undirected,-
ASV_99,ASV_50,1,undirected,+
ASV_239,ASV_50,1,undirected,+
ASV_278,ASV_72,-1,undirected,-
ASV_413,ASV_72,1,undirected,+
ASV_228,ASV_86,1,undirected,+
ASV_283,ASV_86,1,undirected,+
ASV_236,ASV_86,1,undirected,+
ASV_326,ASV_77,1,undirected,+
ASV_433,ASV_77,1,undirected,+
ASV_588,ASV_77,1,undirected,+
ASV_497,ASV_81,-1,undirected,-
ASV_191,ASV_54,-1,undirected,-
ASV_99,ASV_74,-1,undirected,-
ASV_239,ASV_74,-1,undirected,-
ASV_70,ASV_83,-1,undirected,-
ASV_239,ASV_99,1,undirected,+
ASV_135,ASV_119,-1,undirected,-
ASV_428,ASV_119,1,undirected,+
ASV_659,ASV_119,1,undirected,+
ASV_162,ASV_101,1,undirected,+
ASV_407,ASV_101,1,undirected,+
ASV_254,ASV_101,1,undirected,+
ASV_299,ASV_104,-1,undirected,-
ASV_396,ASV_104,-1,undirected,-
ASV_414,ASV_104,-1,undirected,-
ASV_153,ASV_98,-1,undirected,-
ASV_669,ASV_98,-1,undirected,-
ASV_666,ASV_98,-1,undirected,-
ASV_331,ASV_106,-1,undirected,-
ASV_341,ASV_106,1,undirected,+
ASV_552,ASV_106,-1,undirected,-
ASV_105,ASV_129,1,undirected,+
ASV_229,ASV_129,1,undirected,+
ASV_202,ASV_129,1,undirected,+
ASV_428,ASV_135,-1,undirected,-
ASV_659,ASV_135,-1,undirected,-
ASV_669,ASV_153,1,undirected,+
ASV_666,ASV_153,1,undirected,+
ASV_386,ASV_208,1,undirected,+
ASV_364,ASV_208,-1,undirected,-
ASV_547,ASV_208,-1,undirected,-
ASV_229,ASV_105,1,undirected,+
ASV_202,ASV_105,1,undirected,+
ASV_202,ASV_229,1,undirected,+
ASV_425,ASV_141,-1,undirected,-
ASV_369,ASV_141,1,undirected,+
ASV_397,ASV_141,-1,undirected,-
ASV_407,ASV_162,1,undirected,+
ASV_254,ASV_162,1,undirected,+
ASV_324,ASV_1156,-1,undirected,-
ASV_329,ASV_1156,1,undirected,+
ASV_392,ASV_1156,-1,undirected,-
ASV_284,ASV_276,1,undirected,+
ASV_430,ASV_276,1,undirected,+
ASV_456,ASV_276,1,undirected,+
ASV_283,ASV_228,1,undirected,+
ASV_236,ASV_228,1,undirected,+
ASV_236,ASV_283,1,undirected,+
ASV_270,ASV_306,1,undirected,+
ASV_329,ASV_324,-1,undirected,-
ASV_392,ASV_324,1,undirected,+
ASV_399,ASV_272,-1,undirected,-
ASV_307,ASV_272,1,undirected,+
ASV_530,ASV_272,1,undirected,+
ASV_392,ASV_329,-1,undirected,-
ASV_396,ASV_299,1,undirected,+
ASV_414,ASV_299,1,undirected,+
ASV_254,ASV_407,1,undirected,+
ASV_414,ASV_396,1,undirected,+
ASV_413,ASV_278,-1,undirected,-
ASV_341,ASV_331,-1,undirected,-
ASV_552,ASV_331,1,undirected,+
ASV_552,ASV_341,-1,undirected,-
ASV_433,ASV_326,1,undirected,+
ASV_588,ASV_326,1,undirected,+
ASV_430,ASV_284,1,undirected,+
ASV_456,ASV_284,1,undirected,+
ASV_588,ASV_433,1,undirected,+
ASV_364,ASV_386,-1,undirected,-
ASV_547,ASV_386,-1,undirected,-
ASV_307,ASV_399,-1,undirected,-
ASV_530,ASV_399,-1,undirected,-
ASV_530,ASV_307,1,undirected,+
ASV_369,ASV_425,-1,undirected,-
ASV_397,ASV_425,1,undirected,+
ASV_397,ASV_369,-1,undirected,-
ASV_547,ASV_364,1,undirected,+
ASV_456,ASV_430,1,undirected,+
ASV_659,ASV_428,1,undirected,+
ASV_666,ASV_669,1,undirected,+
ASV_434,ASV_8,-1,undirected,-
ASV_440,ASV_8,-1,undirected,-
ASV_102,ASV_10,-1,undirected,-
ASV_223,ASV_10,-1,undirected,-
ASV_100,ASV_34,-1,undirected,-
ASV_445,ASV_34,-1,undirected,-
ASV_111,ASV_35,1,undirected,+
ASV_130,ASV_35,1,undirected,+
ASV_113,ASV_32,1,undirected,+
ASV_718,ASV_32,1,undirected,+
ASV_128,ASV_22,1,undirected,+
ASV_160,ASV_22,-1,undirected,-
ASV_394,ASV_49,1,undirected,+
ASV_314,ASV_49,1,undirected,+
ASV_353,ASV_47,1,undirected,+
ASV_436,ASV_47,-1,undirected,-
ASV_217,ASV_41,-1,undirected,-
ASV_526,ASV_41,-1,undirected,-
ASV_157,ASV_48,1,undirected,+
ASV_391,ASV_48,-1,undirected,-
ASV_116,ASV_76,-1,undirected,-
ASV_390,ASV_76,-1,undirected,-
ASV_412,ASV_62,1,undirected,+
ASV_710,ASV_62,1,undirected,+
ASV_263,ASV_66,1,undirected,+
ASV_377,ASV_66,1,undirected,+
ASV_250,ASV_78,1,undirected,+
ASV_245,ASV_78,1,undirected,+
ASV_193,ASV_89,1,undirected,+
ASV_296,ASV_89,1,undirected,+
ASV_223,ASV_102,1,undirected,+
ASV_130,ASV_111,1,undirected,+
ASV_87,ASV_73,-1,undirected,-
ASV_152,ASV_73,-1,undirected,-
ASV_152,ASV_87,1,undirected,+
ASV_718,ASV_113,1,undirected,+
ASV_160,ASV_128,-1,undirected,-
ASV_187,ASV_108,1,undirected,+
ASV_288,ASV_108,-1,undirected,-
ASV_445,ASV_100,1,undirected,+
ASV_213,ASV_186,-1,undirected,-
ASV_421,ASV_186,-1,undirected,-
ASV_203,ASV_142,1,undirected,+
ASV_2488,ASV_142,1,undirected,+
ASV_296,ASV_193,1,undirected,+
ASV_2488,ASV_203,1,undirected,+
ASV_243,ASV_237,-1,undirected,-
ASV_291,ASV_237,-1,undirected,-
ASV_390,ASV_116,1,undirected,+
ASV_291,ASV_243,1,undirected,+
ASV_391,ASV_157,-1,undirected,-
ASV_421,ASV_213,1,undirected,+
ASV_245,ASV_250,1,undirected,+
ASV_375,ASV_164,1,undirected,+
ASV_494,ASV_164,1,undirected,+
ASV_305,ASV_192,1,undirected,+
ASV_313,ASV_192,-1,undirected,-
ASV_451,ASV_227,-1,undirected,-
ASV_246,ASV_227,1,undirected,+
ASV_294,ASV_194,1,undirected,+
ASV_345,ASV_194,1,undirected,+
ASV_363,ASV_185,-1,undirected,-
ASV_346,ASV_185,1,undirected,+
ASV_288,ASV_187,-1,undirected,-
ASV_313,ASV_305,-1,undirected,-
ASV_526,ASV_217,1,undirected,+
ASV_345,ASV_294,1,undirected,+
ASV_314,ASV_394,1,undirected,+
ASV_172,ASV_371,1,undirected,+
ASV_426,ASV_371,1,undirected,+
ASV_440,ASV_434,1,undirected,+
ASV_346,ASV_363,-1,undirected,-
ASV_332,ASV_309,1,undirected,+
ASV_490,ASV_309,1,undirected,+
ASV_377,ASV_263,1,undirected,+
ASV_490,ASV_332,1,undirected,+
ASV_246,ASV_451,-1,undirected,-
ASV_710,ASV_412,1,undirected,+
ASV_494,ASV_375,1,undirected,+
ASV_344,ASV_381,-1,undirected,-
ASV_630,ASV_381,-1,undirected,-
ASV_630,ASV_344,1,undirected,+
ASV_436,ASV_353,-1,undirected,-
ASV_504,ASV_471,1,undirected,+
ASV_398,ASV_471,1,undirected,+
ASV_426,ASV_172,1,undirected,+
ASV_398,ASV_504,1,undirected,+
ASV_303,ASV_3,-1,undirected,-
ASV_174,ASV_7,-1,undirected,-
ASV_374,ASV_13,1,undirected,+
ASV_221,ASV_16,-1,undirected,-
ASV_492,ASV_17,1,undirected,+
ASV_275,ASV_19,-1,undirected,-
ASV_448,ASV_23,1,undirected,+
ASV_178,ASV_52,1,undirected,+
ASV_489,ASV_30,1,undirected,+
ASV_161,ASV_45,1,undirected,+
ASV_393,ASV_39,1,undirected,+
ASV_499,ASV_61,1,undirected,+
ASV_478,ASV_93,-1,undirected,-
ASV_447,ASV_59,1,undirected,+
ASV_301,ASV_56,1,undirected,+
ASV_338,ASV_95,1,undirected,+
ASV_463,ASV_65,1,undirected,+
ASV_138,ASV_92,-1,undirected,-
ASV_234,ASV_112,1,undirected,+
ASV_340,ASV_84,1,undirected,+
ASV_219,ASV_97,-1,undirected,-
ASV_247,ASV_85,-1,undirected,-
ASV_383,ASV_103,1,undirected,+
ASV_316,ASV_124,1,undirected,+
ASV_355,ASV_122,1,undirected,+
ASV_230,ASV_159,-1,undirected,-
ASV_422,ASV_136,1,undirected,+
ASV_242,ASV_134,-1,undirected,-
ASV_594,ASV_169,1,undirected,+
ASV_349,ASV_125,1,undirected,+
ASV_470,ASV_204,-1,undirected,-
ASV_69,ASV_123,-1,undirected,-
ASV_281,ASV_143,1,undirected,+
ASV_231,ASV_67,1,undirected,+
ASV_441,ASV_149,-1,undirected,-
ASV_742,ASV_180,1,undirected,+
ASV_333,ASV_168,1,undirected,+
ASV_365,ASV_163,-1,undirected,-
ASV_350,ASV_158,-1,undirected,-
ASV_304,ASV_177,-1,undirected,-
ASV_2411,ASV_140,1,undirected,+
ASV_216,ASV_147,-1,undirected,-
ASV_336,ASV_144,-1,undirected,-
ASV_273,ASV_209,1,undirected,+
ASV_401,ASV_261,-1,undirected,-
ASV_286,ASV_235,1,undirected,+
ASV_318,ASV_170,1,undirected,+
ASV_262,ASV_222,1,undirected,+
ASV_201,ASV_215,-1,undirected,-
ASV_274,ASV_188,1,undirected,+
ASV_233,ASV_167,1,undirected,+
ASV_519,ASV_205,1,undirected,+
ASV_461,ASV_224,1,undirected,+
ASV_551,ASV_267,1,undirected,+
ASV_269,ASV_195,1,undirected,+
ASV_308,ASV_238,-1,undirected,-
ASV_491,ASV_88,1,undirected,+
ASV_328,ASV_264,1,undirected,+
ASV_295,ASV_165,1,undirected,+
ASV_258,ASV_255,-1,undirected,-
ASV_334,ASV_266,1,undirected,+
ASV_280,ASV_285,1,undirected,+
ASV_385,ASV_211,1,undirected,+
ASV_505,ASV_91,-1,undirected,-
ASV_581,ASV_360,-1,undirected,-
ASV_271,ASV_319,-1,undirected,-
ASV_370,ASV_251,-1,undirected,-
ASV_543,ASV_320,-1,undirected,-
ASV_347,ASV_257,-1,undirected,-
ASV_277,ASV_325,1,undirected,+
ASV_444,ASV_480,1,undirected,+
ASV_411,ASV_596,1,undirected,+
ASV_1348,ASV_802,1,undirected,+
ASV_542,ASV_337,1,undirected,+
ASV_927,ASV_372,-1,undirected,-
ASV_472,ASV_297,1,undirected,+
ASV_628,ASV_183,1,undirected,+
ASV_460,ASV_593,-1,undirected,-
ASV_359,ASV_418,1,undirected,+
ASV_107,ASV_4,-1,undirected,-
ASV_150,ASV_4,-1,undirected,-
ASV_249,ASV_4,1,undirected,+
ASV_290,ASV_4,-1,undirected,-
ASV_468,ASV_4,-1,undirected,-
ASV_150,ASV_107,1,undirected,+
ASV_249,ASV_107,-1,undirected,-
ASV_290,ASV_107,1,undirected,+
ASV_468,ASV_107,1,undirected,+
ASV_249,ASV_150,-1,undirected,-
ASV_290,ASV_150,1,undirected,+
ASV_468,ASV_150,1,undirected,+
ASV_290,ASV_249,-1,undirected,-
ASV_468,ASV_249,-1,undirected,-
ASV_468,ASV_290,1,undirected,+
