#OTUID	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_37	125	91	110	49	111	100	182	127	110	130	168	182	130	189	260	178	195	204
ASV_43	142	118	35	49	39	80	526	186	287	278	131	548	41	14	66	43	25	58
ASV_47	159	138	152	154	179	207	120	92	122	127	127	114	103	112	118	178	127	133
ASV_38	110	48	68	174	115	190	45	28	193	135	99	138	186	509	62	113	119	79
ASV_41	224	128	132	281	247	317	54	38	83	56	94	81	97	120	61	112	124	97
ASV_39	187	127	172	181	281	189	74	78	95	117	89	80	93	152	93	133	112	107
ASV_42	96	241	215	106	145	103	88	116	90	105	153	100	124	173	131	155	49	131
ASV_46	124	108	70	152	62	99	188	106	156	137	181	104	103	171	149	154	118	155
ASV_45	100	233	199	86	171	65	102	86	90	55	100	97	159	118	105	239	67	78
ASV_44	151	91	190	168	302	129	77	36	92	84	81	54	122	175	82	47	134	84
ASV_40	3	35	4	59	124	2	42	264	7	118	151	104	773	54	18	42	212	119
ASV_50	124	72	108	275	206	267	31	28	112	75	65	48	176	160	64	101	91	99
ASV_48	95	54	161	122	140	94	142	148	126	112	168	203	46	68	84	97	144	98
ASV_49	89	157	167	39	38	89	128	129	69	43	88	165	151	71	116	242	104	147
ASV_52	70	146	158	67	56	76	109	100	139	100	140	87	102	191	108	113	111	145
ASV_51	152	106	527	7	31	73	34	31	341	295	27	18	48	42	62	17	46	28
ASV_53	87	157	127	101	53	84	105	152	109	79	110	79	80	86	114	129	87	120
ASV_57	67	45	88	31	271	70	184	120	58	96	70	37	149	75	111	99	66	183
ASV_55	40	37	85	78	98	57	107	68	104	133	100	84	95	196	173	144	116	100
ASV_58	89	93	122	77	111	102	84	68	98	83	98	92	113	139	115	121	102	110
ASV_54	114	249	89	91	133	139	159	154	49	89	78	102	77	22	63	46	123	75
ASV_56	131	107	115	139	154	118	78	79	61	93	99	69	86	70	79	79	90	87
ASV_59	93	112	116	112	104	107	81	137	95	63	141	66	73	102	95	86	92	78
ASV_62	89	70	134	127	197	126	57	58	61	70	79	89	45	119	47	83	126	85
ASV_60	116	92	119	118	181	121	53	42	64	67	54	58	75	84	73	68	84	105
ASV_61	72	74	52	64	153	68	119	84	63	102	61	46	101	126	97	86	64	109
ASV_67	30	26	34	31	52	25	126	119	75	421	93	361	22	14	17	29	83	39
ASV_65	66	83	63	100	71	98	84	63	63	65	219	67	65	84	81	58	60	84
ASV_63	122	90	116	115	137	118	59	30	38	60	77	54	80	71	44	72	59	80
ASV_64	56	87	117	137	115	102	51	30	64	63	71	42	60	104	64	82	131	45
ASV_69	17	13	2	990	2	23	24	25	12	32	34	13	60	9	5	31	8	43
ASV_77	100	60	56	57	26	57	119	73	75	82	88	105	72	87	115	100	68	96
ASV_71	55	53	113	67	239	39	40	66	14	87	95	59	57	43	52	84	122	61
ASV_66	64	100	33	41	33	39	158	103	75	87	90	117	85	60	90	72	58	77
ASV_68	71	82	87	42	72	83	121	67	66	66	82	55	44	73	149	43	53	94
ASV_72	87	46	45	70	27	77	52	41	57	58	82	78	30	108	91	269	76	53
ASV_73	134	66	96	194	90	176	29	15	45	35	53	52	44	58	41	50	59	59
ASV_70	88	34	45	83	66	321	43	36	64	65	46	106	45	38	81	49	50	58
ASV_79	97	107	85	80	111	138	46	36	47	61	59	66	47	47	52	83	64	53
ASV_74	72	72	67	61	95	75	88	65	53	60	103	65	60	66	68	66	76	62
ASV_81	66	22	77	81	72	59	28	35	122	79	50	66	62	97	73	84	67	79
ASV_82	41	42	0	54	12	30	41	50	21	53	50	69	61	166	41	105	311	51
ASV_76	51	40	82	54	65	54	44	27	60	38	59	93	28	155	40	232	27	41
ASV_75	64	63	27	37	88	53	72	55	54	53	86	77	59	39	71	143	91	60
ASV_80	88	28	33	54	103	35	42	90	42	96	200	54	45	16	89	51	64	43
ASV_90	23	5	33	32	164	17	31	302	11	56	113	42	5	16	93	3	141	83
ASV_86	59	79	12	39	25	39	55	121	32	29	50	59	85	107	99	52	146	53
ASV_84	41	94	34	2	7	294	90	17	27	138	27	24	187	0	34	54	19	42
ASV_78	90	58	44	62	40	53	33	65	11	35	117	65	5	0	86	83	121	117
ASV_83	103	28	38	78	89	141	17	19	82	33	27	54	61	128	30	54	64	37
ASV_87	32	61	100	83	91	74	33	61	49	27	138	49	52	40	53	49	52	51
ASV_85	53	97	44	73	62	175	35	23	88	29	54	44	33	25	42	33	120	38
ASV_95	54	54	77	47	32	44	23	57	72	51	40	33	87	69	60	47	119	100
ASV_93	7	9	66	54	52	30	33	77	25	22	75	51	45	38	31	49	201	195
ASV_89	54	59	28	32	25	45	86	56	53	78	74	64	34	77	64	86	63	78
ASV_88	89	135	4	16	0	398	48	41	28	73	28	66	49	11	12	38	0	12
ASV_91	175	64	55	97	0	41	79	89	127	128	77	26	8	15	1	59	16	1
ASV_102	42	63	40	55	93	41	66	51	46	45	55	56	53	48	83	75	46	51
ASV_92	19	94	6	132	9	58	82	29	54	46	72	38	36	105	51	86	44	40
ASV_114	61	48	70	77	78	40	39	38	42	43	52	41	57	53	61	59	53	73
ASV_94	38	14	18	29	305	16	71	95	28	24	31	17	42	27	85	33	40	40
ASV_100	75	14	33	53	237	21	29	53	12	110	70	40	29	7	45	52	30	61
ASV_101	79	81	12	24	27	49	101	53	59	46	72	108	54	31	69	34	48	61
ASV_104	60	63	67	61	103	61	26	30	44	48	52	69	44	55	46	46	65	26
ASV_96	56	40	110	91	109	71	37	32	39	41	53	35	24	40	27	41	44	48
ASV_97	61	21	78	29	153	57	54	21	40	31	44	28	50	95	23	34	57	61
ASV_110	12	32	50	96	119	20	66	38	24	66	44	25	52	110	62	49	49	33
ASV_98	59	37	50	70	76	109	43	25	47	28	48	40	42	34	25	23	120	41
ASV_106	48	29	20	26	14	16	22	44	234	137	40	51	68	23	48	68	23	31
ASV_109	45	50	12	21	2	2	55	101	40	44	29	74	146	18	78	90	0	111
ASV_99	43	24	29	62	35	80	25	18	88	78	44	27	105	82	29	54	36	37
ASV_113	28	86	43	53	46	40	57	54	55	54	42	55	40	44	58	39	39	50
ASV_105	36	16	34	54	253	48	6	122	1	40	28	21	3	8	28	20	39	80
ASV_103	49	54	11	77	53	124	23	31	40	35	51	40	65	43	50	42	50	30
ASV_108	52	25	40	40	68	45	26	39	53	93	81	70	28	38	37	46	46	41
ASV_107	61	49	50	60	46	74	49	30	37	33	53	55	28	28	51	50	40	35
ASV_111	40	50	27	14	35	24	56	40	38	63	48	59	31	77	64	63	53	73
ASV_122	40	68	31	36	18	46	63	63	61	47	38	60	50	28	48	46	32	48
ASV_112	28	15	14	14	6	7	73	43	95	99	58	33	55	76	66	75	36	29
ASV_116	7	29	7	7	441	11	17	19	10	18	18	11	51	18	23	4	66	15
ASV_115	33	89	9	90	8	61	5	12	1	5	22	459	1	18	18	1	4	20
ASV_117	46	23	50	20	29	46	22	72	144	82	56	20	46	34	47	49	9	17
ASV_119	40	21	56	24	12	20	70	51	49	35	57	44	31	69	53	71	63	41
ASV_125	12	105	47	71	12	23	45	71	29	45	68	17	24	73	55	23	7	58
ASV_126	46	39	38	36	25	36	41	70	46	41	35	58	39	15	63	41	46	63
ASV_134	42	49	51	55	48	59	26	21	41	36	39	43	28	33	26	47	65	37
ASV_118	47	42	27	36	32	93	39	23	34	76	34	72	26	40	32	29	67	15
ASV_120	44	75	93	65	44	74	21	26	34	24	26	33	21	25	45	45	33	19
ASV_129	21	25	93	50	56	43	27	41	23	33	54	31	19	30	36	32	62	64
ASV_137	46	49	66	56	44	42	36	30	35	19	33	26	35	31	38	45	40	31
ASV_123	51	55	32	49	53	52	33	13	37	28	44	40	33	44	44	33	38	27
ASV_135	18	65	20	34	5	63	39	64	33	50	43	40	69	31	38	22	34	50
ASV_127	36	56	31	50	37	41	31	26	22	40	45	29	33	37	36	58	46	31
ASV_124	48	27	103	26	10	21	47	15	24	32	54	32	35	38	54	46	28	59
ASV_121	47	32	36	25	8	39	68	41	40	47	54	74	35	31	33	17	42	42
ASV_133	51	45	33	63	33	48	30	22	39	35	33	52	39	38	46	27	29	35
ASV_156	49	59	55	28	47	69	57	24	21	29	41	43	14	18	28	27	26	31
ASV_136	31	22	15	32	69	26	37	28	37	50	37	32	23	32	53	74	39	22
ASV_128	38	33	30	24	13	32	59	34	39	34	39	52	28	44	49	32	34	46
ASV_132	5	20	176	64	17	47	50	22	37	20	14	3	23	37	33	13	20	39
ASV_142	41	43	33	26	10	35	69	27	38	41	45	36	19	31	55	24	30	67
ASV_138	38	39	53	22	20	38	25	33	61	33	26	17	57	27	31	30	51	46
ASV_141	82	51	66	65	58	69	5	19	15	31	17	10	32	38	18	15	21	27
ASV_130	24	67	14	45	6	106	24	7	19	45	17	21	9	19	81	18	11	110
ASV_154	27	75	17	45	28	30	28	41	23	35	29	49	57	38	27	57	14	27
ASV_153	29	33	83	15	12	17	44	34	39	34	37	36	24	47	44	56	20	29
ASV_140	36	30	42	46	67	52	34	20	19	30	37	16	17	29	30	30	46	22
ASV_150	35	33	31	32	31	40	27	21	26	32	31	37	29	36	55	36	35	34
ASV_163	25	43	25	24	12	26	40	45	37	35	43	64	47	25	36	32	29	35
ASV_162	39	40	47	46	8	43	63	26	35	35	32	51	27	11	40	16	17	30
ASV_145	7	37	22	55	69	25	16	26	10	33	29	15	32	20	35	34	64	54
ASV_144	45	15	15	41	37	28	55	45	36	47	27	28	47	28	27	27	29	22
ASV_157	25	17	84	25	59	21	16	64	16	26	47	18	7	11	15	42	68	30
ASV_143	33	20	26	27	46	34	26	20	36	45	26	20	56	46	16	30	38	34
ASV_147	43	62	38	20	20	59	45	17	21	27	36	22	14	37	18	27	52	25
ASV_151	85	53	10	39	15	23	48	34	44	38	24	28	32	25	40	26	10	19
ASV_148	56	54	30	16	13	25	45	27	26	22	48	43	24	21	53	29	16	34
ASV_146	30	10	22	21	13	32	24	15	38	28	30	23	27	51	51	67	46	41
ASV_159	55	37	3	12	7	14	32	32	50	46	35	21	34	24	74	46	34	34
ASV_180	23	33	23	29	16	32	35	51	35	28	25	47	29	29	52	24	18	48
ASV_155	34	57	26	11	17	74	10	50	19	31	50	58	8	7	28	77	12	18
ASV_149	7	140	0	24	34	9	47	41	20	7	5	26	64	8	96	16	14	14
ASV_172	31	22	6	13	9	15	97	50	47	74	35	143	7	5	18	7	10	14
ASV_158	38	42	22	72	4	24	31	40	34	20	17	31	28	20	23	30	24	65
ASV_173	3	1	0	452	0	0	6	23	2	4	0	20	1	1	1	1	1	0
ASV_167	31	47	37	53	53	49	29	12	36	23	26	31	25	23	21	32	23	17
ASV_164	41	32	21	15	3	18	79	41	33	32	31	75	29	15	37	13	19	47
ASV_152	13	39	14	16	26	40	20	21	25	36	12	15	45	21	83	40	48	27
ASV_181	43	23	21	15	8	28	41	26	20	30	35	48	37	29	37	41	21	38
ASV_168	26	9	6	13	6	7	72	51	51	45	37	22	22	38	59	39	15	36
ASV_174	9	9	1	4	6	3	16	53	15	37	17	6	7	6	29	251	59	1
ASV_182	43	15	29	23	49	72	23	8	20	23	31	38	11	33	10	41	36	17
ASV_195	28	39	33	49	33	42	39	20	23	30	19	46	12	19	24	29	26	17
ASV_190	25	8	57	17	68	29	15	40	6	7	28	11	63	13	17	23	41	35
ASV_171	11	46	23	5	14	24	21	31	55	22	30	24	24	22	54	64	21	39
ASV_169	33	13	6	11	34	18	54	46	15	23	12	17	86	43	31	21	14	55
ASV_186	23	35	17	12	10	16	30	44	20	38	13	38	50	26	24	24	56	37
ASV_170	28	25	34	17	16	32	45	26	33	28	31	42	20	30	38	26	8	38
ASV_179	15	2	59	34	40	7	14	76	6	24	37	21	35	18	13	24	50	33
ASV_166	33	20	36	22	46	30	23	22	38	25	22	20	19	48	24	30	21	23
ASV_161	4	23	1	3	0	1	8	6	14	311	26	9	22	11	14	64	2	6
ASV_193	24	49	4	33	7	18	31	33	24	27	38	18	10	42	36	47	17	41
ASV_176	26	15	72	27	23	80	20	12	11	23	21	18	17	21	20	32	50	14
ASV_183	54	14	61	1	16	27	29	115	3	88	27	23	3	26	10	0	11	13
ASV_178	29	57	21	22	20	14	20	54	30	28	29	25	27	38	23	26	15	27
ASV_160	29	34	15	31	17	53	22	25	29	17	71	29	29	19	12	24	30	16
ASV_175	81	18	41	33	85	75	5	4	15	12	11	0	17	14	12	10	23	30
ASV_197	23	30	32	18	14	48	36	35	24	26	28	34	21	15	38	18	25	20
ASV_185	45	27	38	62	24	49	13	10	33	20	7	11	52	20	10	7	34	22
ASV_189	38	25	41	32	47	41	21	16	18	13	32	26	19	33	26	15	23	27
ASV_165	10	108	37	3	0	16	15	2	84	8	1	79	45	17	5	11	0	34
ASV_187	47	20	36	48	40	68	8	8	14	13	19	28	16	17	16	22	31	19
ASV_237	45	29	23	30	16	31	16	22	24	23	22	15	17	44	22	51	20	28
ASV_192	33	17	26	40	47	39	13	20	25	22	18	16	15	36	18	33	32	22
ASV_184	24	16	42	56	45	36	17	6	39	16	22	13	14	24	22	23	26	24
ASV_177	14	5	13	64	5	11	47	17	26	29	5	54	79	59	21	16	8	6
ASV_200	32	17	7	9	21	20	13	8	19	31	4	4	102	16	12	21	92	26
ASV_196	15	19	47	47	21	20	27	23	30	15	21	26	25	26	38	22	20	17
ASV_188	23	43	15	8	39	47	25	27	10	39	13	14	32	25	26	27	28	20
ASV_217	21	2	6	10	27	6	12	84	60	97	13	9	24	10	36	13	7	26
ASV_202	2	10	4	7	28	22	14	94	9	62	31	96	1	4	21	10	25	27
ASV_209	27	35	53	3	10	20	11	43	10	27	15	16	54	8	38	35	7	25
ASV_198	21	59	15	58	5	50	21	20	19	21	26	16	19	23	31	18	12	16
ASV_224	35	86	8	11	6	18	29	47	19	12	11	27	24	33	27	15	14	23
ASV_204	14	10	14	7	5	3	27	21	36	27	15	28	23	54	34	50	37	34
ASV_207	35	25	30	32	21	30	23	30	14	19	26	18	15	23	19	25	23	23
ASV_213	30	26	28	21	17	14	20	11	20	15	32	25	16	38	29	44	15	22
ASV_248	26	32	16	30	5	30	45	32	29	24	20	40	20	13	19	23	9	16
ASV_206	10	11	15	231	6	19	13	6	7	7	12	10	8	12	2	19	10	12
ASV_203	17	11	9	23	7	14	39	14	26	17	27	35	16	31	41	23	30	46
ASV_246	26	18	8	5	13	16	48	26	34	64	17	109	5	6	9	13	4	18
ASV_226	18	40	23	18	14	18	38	40	19	38	20	32	20	8	29	14	11	21
ASV_199	36	24	7	10	20	18	36	12	13	27	35	24	34	31	25	14	16	19
ASV_211	8	11	3	105	29	49	33	10	7	20	11	10	5	8	33	38	2	17
ASV_215	21	40	53	8	0	22	15	13	38	17	9	13	14	17	28	33	54	15
ASV_219	17	25	31	39	12	19	21	31	15	27	23	24	24	12	27	29	26	16
ASV_194	20	34	9	17	36	15	18	24	16	37	17	21	30	15	34	20	17	31
ASV_201	80	20	22	32	84	37	7	4	9	10	7	3	17	14	12	11	10	23
ASV_210	23	27	12	14	26	14	38	35	16	22	21	33	7	13	33	21	22	29
ASV_240	20	27	17	17	12	17	27	34	34	24	23	29	25	24	22	18	13	23
ASV_235	15	36	39	3	2	4	28	31	19	21	26	15	13	33	44	30	7	40
ASV_218	15	22	1	145	17	28	13	10	11	6	9	11	19	13	52	5	0	15
ASV_227	16	31	20	14	11	25	33	38	15	18	23	21	18	11	27	38	10	53
ASV_191	14	9	5	9	3	5	32	21	29	39	47	8	17	57	22	42	14	24
ASV_208	17	9	6	1	5	38	27	35	9	14	19	25	28	9	9	27	69	49
ASV_212	15	18	25	30	27	24	18	14	24	24	27	16	18	18	43	18	17	28
ASV_238	15	45	25	17	29	31	23	17	10	12	21	20	14	11	23	20	33	18
ASV_245	19	32	60	8	2	19	37	25	20	15	20	36	8	6	18	14	22	34
ASV_216	28	58	11	22	6	8	25	34	22	25	30	21	33	11	21	17	8	21
ASV_232	21	21	63	70	6	20	20	22	7	13	31	12	7	8	14	30	6	15
ASV_328	26	23	29	22	22	59	15	16	18	17	18	18	30	16	11	26	19	11
ASV_222	24	8	39	5	2	14	23	15	23	21	32	25	10	34	29	18	15	42
ASV_225	9	7	25	29	60	9	9	9	12	26	18	8	16	73	13	9	25	7
ASV_233	28	15	37	31	16	16	16	17	41	11	13	18	15	23	20	36	19	7
ASV_243	20	21	7	6	9	20	6	14	11	18	33	33	89	11	13	10	30	29
ASV_234	22	29	19	14	24	35	15	10	25	18	17	23	21	31	21	23	15	13
ASV_274	25	29	18	29	92	10	6	10	15	4	20	10	37	11	20	15	10	4
ASV_221	16	35	0	0	47	58	3	70	7	10	15	6	3	44	45	14	2	4
ASV_223	97	4	6	7	91	0	9	6	26	3	10	7	10	1	70	20	4	12
ASV_231	15	25	17	15	9	4	5	7	129	11	31	6	12	6	9	19	37	20
ASV_214	30	22	16	11	9	12	38	16	16	28	29	34	9	33	34	15	11	18
ASV_236	9	32	16	30	11	14	21	32	23	16	33	27	19	21	20	16	21	18
ASV_220	24	14	33	15	68	19	22	26	9	12	14	7	20	19	15	18	20	18
ASV_205	17	24	19	13	20	12	16	24	21	27	14	22	31	26	29	27	9	11
ASV_229	13	19	16	9	11	14	26	12	12	16	27	24	21	31	27	22	31	39
ASV_244	34	13	118	5	2	4	22	20	27	10	10	39	17	3	13	6	2	23
ASV_279	10	33	17	31	8	12	18	32	24	16	20	19	30	7	25	17	12	31
ASV_289	18	13	14	7	9	7	18	46	28	26	28	37	16	6	21	44	10	27
ASV_242	22	35	14	18	12	30	17	14	23	17	24	25	21	27	33	13	7	20
ASV_256	17	25	15	13	4	17	25	42	18	24	21	16	24	17	25	11	13	29
ASV_276	23	11	18	30	6	14	36	9	21	15	17	21	13	11	26	30	26	27
ASV_249	12	14	17	21	60	18	16	13	12	19	16	18	23	44	9	12	23	12
ASV_228	22	27	22	5	20	11	17	23	13	25	26	20	23	32	22	10	33	16
ASV_252	8	10	23	47	21	14	26	10	10	13	13	28	11	33	26	15	22	26
ASV_250	27	14	3	8	25	14	20	8	14	17	25	23	23	18	29	22	39	36
ASV_288	14	18	17	14	13	17	21	29	13	12	29	31	24	24	23	16	17	20
ASV_258	11	7	13	62	43	7	1	8	63	25	5	7	14	24	5	4	23	9
ASV_266	28	22	14	19	3	17	11	24	27	21	20	39	35	8	12	39	6	12
ASV_254	83	23	2	1	32	8	41	12	18	27	9	31	11	3	38	3	5	11
ASV_265	18	14	17	30	8	7	25	19	26	17	20	33	21	18	21	13	16	34
ASV_251	41	20	42	25	19	52	9	4	11	6	11	7	19	17	11	19	17	14
ASV_259	25	14	8	8	12	11	32	13	16	18	21	29	31	22	29	18	11	31
ASV_261	11	18	6	6	8	14	13	8	12	6	56	22	85	28	10	7	23	16
ASV_230	15	9	11	20	20	12	10	6	27	22	13	15	28	57	11	17	17	29
ASV_273	12	39	19	26	6	7	31	16	20	12	14	27	36	9	25	25	10	15
ASV_263	9	29	12	21	32	29	13	30	29	17	13	25	19	7	23	12	4	18
ASV_247	13	6	4	4	0	3	26	18	35	30	28	17	23	42	21	28	25	22
ASV_255	23	16	8	16	6	19	37	20	24	10	32	33	11	8	23	28	14	20
ASV_301	28	13	19	34	25	24	20	18	21	13	21	22	11	9	13	12	18	22
ASV_257	26	31	19	20	33	38	10	12	8	12	13	24	12	13	9	20	15	13
ASV_286	18	15	15	14	6	8	50	25	17	19	17	28	14	22	28	19	9	23
ASV_264	15	45	19	10	4	14	18	24	13	30	15	16	30	18	13	23	21	19
ASV_253	22	14	24	31	25	36	7	14	9	12	12	12	14	34	9	18	18	8
ASV_267	21	13	27	16	48	13	10	12	9	8	17	10	24	33	20	19	15	20
ASV_283	25	23	12	11	6	8	24	15	19	15	25	24	20	28	24	13	31	16
ASV_278	19	17	29	19	44	22	9	23	10	9	26	15	19	14	14	9	15	18
ASV_294	15	14	13	6	5	15	31	17	31	22	28	32	16	11	27	16	9	28
ASV_281	23	34	8	23	13	15	27	24	12	18	21	26	19	19	10	16	14	14
ASV_239	21	12	20	13	35	19	12	11	13	5	22	8	31	27	11	26	19	19
ASV_271	27	22	8	9	6	19	43	23	22	18	20	41	15	9	9	15	16	12
ASV_241	12	8	25	10	7	7	32	14	20	26	23	21	14	7	33	22	6	41
ASV_306	18	20	29	10	16	24	24	18	11	17	9	11	12	6	44	25	3	21
ASV_324	21	6	22	24	10	32	8	7	23	15	17	22	29	24	11	11	26	13
ASV_269	28	8	30	19	21	11	6	8	4	25	25	18	13	17	20	22	17	15
ASV_280	23	14	16	32	18	17	25	16	13	16	13	14	12	14	15	21	13	19
ASV_322	32	24	137	12	3	28	11	7	12	11	2	3	2	1	12	4	5	6
ASV_262	25	17	14	9	10	36	16	13	5	12	14	35	7	21	16	14	10	40
ASV_300	8	19	43	11	12	14	15	32	14	19	8	17	19	12	25	19	10	17
ASV_421	21	5	6	6	12	10	6	10	27	36	17	32	6	27	28	36	6	17
ASV_284	12	16	16	11	11	43	10	27	6	43	11	33	8	7	13	30	9	10
ASV_342	22	19	10	19	18	19	22	15	14	14	27	33	18	8	20	9	17	9
ASV_260	21	21	15	12	3	12	30	22	21	12	14	27	20	16	19	12	12	20
ASV_282	19	6	52	20	37	31	6	35	5	5	13	12	11	11	16	4	17	10
ASV_275	11	20	56	0	0	30	1	7	8	27	4	13	5	61	1	48	6	8
ASV_312	19	15	22	38	48	13	18	18	3	10	13	16	9	7	20	12	14	7
ASV_277	13	16	65	23	7	18	9	13	13	15	10	19	13	11	14	23	9	14
ASV_291	17	11	15	13	28	22	15	8	36	18	8	15	33	15	14	10	17	14
ASV_327	25	16	4	16	3	14	35	26	13	19	21	31	13	18	17	11	8	23
ASV_270	24	14	1	14	23	42	10	15	10	8	23	25	11	10	27	25	7	15
ASV_268	25	5	18	15	14	15	11	51	12	13	23	20	9	11	8	16	18	21
ASV_287	10	11	24	17	5	28	25	18	14	8	32	23	5	21	25	21	5	6
ASV_331	19	29	20	14	27	26	10	8	17	7	16	15	5	17	12	14	19	14
ASV_272	22	7	4	20	8	6	16	13	21	31	14	28	12	14	29	26	13	17
ASV_285	21	16	9	16	4	13	12	20	24	14	17	23	14	15	19	24	11	27
ASV_321	12	28	16	19	16	23	15	16	11	17	12	17	15	14	20	12	8	18
ASV_305	9	10	9	11	11	12	38	7	9	25	16	16	9	26	18	28	23	18
ASV_308	28	18	3	17	60	16	23	24	5	11	11	15	21	24	5	11	1	7
ASV_297	20	12	7	7	7	33	52	19	9	12	22	27	12	14	15	6	15	13
ASV_292	20	20	21	8	51	15	15	21	8	6	12	8	7	4	37	11	10	10
ASV_307	27	29	46	14	23	23	5	11	5	12	20	8	7	9	23	12	6	9
ASV_295	18	10	16	27	11	16	21	20	12	12	12	26	19	14	10	13	10	20
ASV_323	6	25	17	23	16	12	12	20	12	12	8	22	24	9	14	15	19	9
ASV_296	13	3	1	12	5	4	6	26	6	50	46	17	3	12	11	45	8	19
ASV_314	11	11	6	7	8	27	6	18	27	30	15	33	19	7	11	26	9	12
ASV_316	6	16	8	9	2	9	13	7	4	18	10	12	12	14	22	23	6	100
ASV_317	62	4	82	8	1	7	6	9	8	8	12	27	1	3	11	23	1	4
ASV_302	9	6	1	7	7	4	24	26	28	20	29	21	18	15	25	14	15	20
ASV_310	8	9	8	9	5	6	23	25	11	34	11	49	1	5	3	5	58	13
ASV_303	26	14	0	2	1	11	11	18	51	18	9	25	16	1	9	4	5	62
ASV_345	20	25	4	17	0	9	30	23	18	15	12	20	21	9	21	10	11	19
ASV_311	9	8	10	10	7	3	35	28	22	42	16	6	6	22	19	11	14	14
ASV_356	10	17	10	12	9	7	21	20	17	10	19	15	22	18	12	22	15	12
ASV_290	16	25	10	10	19	18	19	13	12	16	19	12	9	5	26	20	9	16
ASV_354	19	18	8	17	16	22	14	13	16	15	16	16	9	9	18	16	18	11
ASV_293	2	0	6	2	44	2	8	0	41	3	65	1	65	2	22	3	1	0
ASV_304	12	20	9	11	1	6	30	15	19	16	21	15	12	15	14	21	23	20
ASV_2250	60	10	18	24	17	22	8	6	14	18	5	7	9	14	12	11	9	12
ASV_299	19	33	8	18	18	12	11	6	13	11	9	7	17	12	18	24	7	22
ASV_315	14	13	26	14	8	23	20	10	12	13	11	9	9	10	36	19	13	7
ASV_298	15	26	19	6	42	13	1	4	12	9	10	17	3	53	8	5	5	8
ASV_330	12	4	10	13	44	14	4	10	6	12	53	6	8	2	16	12	15	15
ASV_351	26	1	2	24	12	12	46	12	27	18	15	39	7	8	6	8	4	9
ASV_319	13	13	9	23	18	20	11	6	17	13	13	7	16	20	17	9	19	15
