KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
0	0.131135381588294	0.166335284929071	0.133973619684782	0.162011041762289	0.094884476897236	0.149336161674553	0.164927876419275	0.167560832894189	0.134180809960932	0.115302421071753	0.127937135046868	0.131519019556131	0.131483098910771	0.120153792893422	0.119430028026589	0.14813168205551	0.112027233518096
0.131135381588294	0	0.203078715290272	0.193481667216211	0.259430331036112	0.141317630822315	0.157039631138062	0.158850214348064	0.192656054757322	0.182630331288723	0.127666901770883	0.148228987967451	0.144600792868308	0.18229488588572	0.123514156028274	0.131505203287197	0.175092031582099	0.133124249353007
0.166335284929071	0.203078715290272	0	0.149407239502275	0.178620127617914	0.168327847279536	0.240363577620114	0.183621857930882	0.189251652576752	0.186190228454288	0.182253599129148	0.215472406131312	0.19951689903251	0.191391712551702	0.203179702621974	0.198760400002456	0.172227175533486	0.160276421062464
0.133973619684782	0.193481667216211	0.149407239502275	0	0.151223570823436	0.131117872582151	0.205820705087525	0.19996618069875	0.18610256017922	0.15750048035302	0.152427080286133	0.195026789639222	0.171365409445379	0.172939012764283	0.179563464734964	0.174833928912962	0.159573143658876	0.161880872432372
0.162011041762289	0.259430331036112	0.178620127617914	0.151223570823436	0	0.174613532579218	0.266307661578766	0.239872092459857	0.230701636337719	0.181855571607931	0.199734853674434	0.247421879494037	0.205957692872872	0.174217251682966	0.232109826013786	0.229343341418251	0.179059873539751	0.198319338213647
0.094884476897236	0.141317630822315	0.168327847279536	0.131117872582151	0.174613532579218	0	0.161941623140151	0.184389628036377	0.194972236358831	0.176761268495812	0.134491807733259	0.153955705907515	0.167952903121313	0.165741191776643	0.14736197813	0.155817459552442	0.177169783514099	0.144612446011247
0.149336161674553	0.157039631138062	0.240363577620114	0.205820705087525	0.266307661578766	0.161941623140151	0	0.153841099768462	0.187129220080522	0.164647667073696	0.139543502334105	0.0962940806134116	0.180248341497678	0.196437536481728	0.100994755146904	0.151665865490269	0.228535750706834	0.126854643257808
0.164927876419275	0.158850214348064	0.183621857930882	0.19996618069875	0.239872092459857	0.184389628036377	0.153841099768462	0	0.143141169728321	0.12327451028709	0.12540016025272	0.127750464889649	0.143672793567956	0.186005169640805	0.140748088305253	0.155565793661669	0.182395864036108	0.120250165178537
0.167560832894189	0.192656054757322	0.189251652576752	0.18610256017922	0.230701636337719	0.194972236358831	0.187129220080522	0.143141169728321	0	0.11206322993967	0.146982945586745	0.172682455965715	0.141486271159831	0.163626695580249	0.15997962990972	0.141301697066204	0.1678822419699	0.138665671169475
0.134180809960932	0.182630331288723	0.186190228454288	0.15750048035302	0.181855571607931	0.176761268495812	0.164647667073696	0.12327451028709	0.11206322993967	0	0.12280276756016	0.141231925484765	0.123321722459277	0.132396967380078	0.138640304050098	0.125389058431083	0.124308375873113	0.117430661123828
0.115302421071753	0.127666901770883	0.182253599129148	0.152427080286133	0.199734853674434	0.134491807733259	0.139543502334105	0.12540016025272	0.146982945586745	0.12280276756016	0	0.108121900272164	0.124341717868833	0.146329181937813	0.0986640576437077	0.104507768329662	0.134536494928638	0.0966432342851347
0.127937135046868	0.148228987967451	0.215472406131312	0.195026789639222	0.247421879494037	0.153955705907515	0.0962940806134116	0.127750464889649	0.172682455965715	0.141231925484765	0.108121900272164	0	0.167755538584104	0.18406560271266	0.119095298024483	0.135072788863396	0.191250352668197	0.124929579927575
0.131519019556131	0.144600792868308	0.19951689903251	0.171365409445379	0.205957692872872	0.167952903121313	0.180248341497678	0.143672793567956	0.141486271159831	0.123321722459277	0.124341717868833	0.167755538584104	0	0.10976299307713	0.118590750892111	0.113689700016691	0.129849911657665	0.11028588955564
0.131483098910771	0.18229488588572	0.191391712551702	0.172939012764283	0.174217251682966	0.165741191776643	0.196437536481728	0.186005169640805	0.163626695580249	0.132396967380078	0.146329181937813	0.18406560271266	0.10976299307713	0	0.147243845562499	0.133776358337573	0.134315405673804	0.134582381685603
0.120153792893422	0.123514156028274	0.203179702621974	0.179563464734964	0.232109826013786	0.14736197813	0.100994755146904	0.140748088305253	0.15997962990972	0.138640304050098	0.0986640576437077	0.119095298024483	0.118590750892111	0.147243845562499	0	0.100295140897541	0.17860548670612	0.0877876783742391
0.119430028026589	0.131505203287197	0.198760400002456	0.174833928912962	0.229343341418251	0.155817459552442	0.151665865490269	0.155565793661669	0.141301697066204	0.125389058431083	0.104507768329662	0.135072788863396	0.113689700016691	0.133776358337573	0.100295140897541	0	0.146251625032367	0.108068834825904
0.14813168205551	0.175092031582099	0.172227175533486	0.159573143658876	0.179059873539751	0.177169783514099	0.228535750706834	0.182395864036108	0.1678822419699	0.124308375873113	0.134536494928638	0.191250352668197	0.129849911657665	0.134315405673804	0.17860548670612	0.146251625032367	0	0.148065526499232
0.112027233518096	0.133124249353007	0.160276421062464	0.161880872432372	0.198319338213647	0.144612446011247	0.126854643257808	0.120250165178537	0.138665671169475	0.117430661123828	0.0966432342851347	0.124929579927575	0.11028588955564	0.134582381685603	0.0877876783742391	0.108068834825904	0.148065526499232	0
