Genus	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Acidobacteria|Acidobacteria_Gp10|Unassigned|Unassigned|Gp10	0.0762078951379363	0.072715068799642	0.04932502596054	0.0875053033517183	0.111312451462594	0.0765613037296292	0.196918075829088	0.079331177152621	0.242860486891386	0.0677339901477833	0.145976522109361	0.126526222559625	0.0999567754484547	0.0501689902830587	0.512777870170187	0.156834690732996	0.0352026862357497	0.0764546869453622
Bacteria|Acidobacteria|Acidobacteria_Gp17|Unassigned|Unassigned|Gp17	0.00914494741655236	0.0251706007383376	0.0155763239875389	0.00530335171828596	0.00517732332384157	0.0136716613802909	0.0812677773262901	0.0396655885763105	0.032186329588015	0.0153940886699507	0.0821117936865154	0.0822420446637566	0.0486276204884374	0.042247570764681	0.055435445423804	0.0577812018489985	0.0135394947060576	0.0245747208038664
Bacteria|Acidobacteria|Acidobacteria_Gp3|Unassigned|Unassigned|Gp3	0.0182898948331047	0.0251706007383376	0.0103842159916926	0.00795502757742893	0.00258866166192079	0.0218746582084655	0.0343825211765074	0.0122047964850186	0.0146301498127341	0.0123152709359606	0.0243294203515601	0.00632631112798127	0.00270153447157986	0.00792141951837769	0.013858861355951	0.00275148580233326	0.00541579788242303	0.0136526226688147
Bacteria|Acidobacteria|Acidobacteria_Gp5|Unassigned|Unassigned|Gp5	0.0121932632220698	0.00839020024611254	0.00259605399792316	0.00265167585914298	0.00258866166192079	0.0109373291042327	0.0187541024599131	0.00305119912125465	0.0146301498127341	0.021551724137931	0.0121647101757801	0.0158157778199532	0.00270153447157986	0.0105618926911703	0.0166306336271412	0.0137574290116663	0.00541579788242303	0.0109220981350517
Bacteria|Acidobacteria|Acidobacteria_Gp6|Unassigned|Unassigned|Gp6	0.0426764212772443	0.0615281351381586	0.0233644859813084	0.0159100551548579	0.00776598498576236	0.0382806518648146	0.281311536898697	0.140355159577714	0.105337078651685	0.0523399014778325	0.170305942460921	0.351110267602961	0.162092068294791	0.0501689902830587	0.163534564000222	0.0990534888839974	0.0568658777654418	0.0491494416077328
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Acidimicrobiaceae|Ilumatobacter	0.13107757963725	0.142633404183913	0.0882658359293873	0.119325413661434	0.085425834843386	0.128513616974735	0.250054699465508	0.115945566607677	0.12874531835206	0.147783251231527	0.176388297548811	0.240399822863288	0.105359844391614	0.118821292775665	0.121957979932369	0.107307946290997	0.0866527661187684	0.128334653086858
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Iamiaceae|Aquihabitans	0.0121932632220698	0.0587314017227878	0.0363447559709242	0.0291684344505728	0.0103546466476831	0.0109373291042327	0.0531366236364205	0.0640751815463477	0.032186329588015	0.0554187192118227	0.0364941305273402	0.0253052445119251	0.056732223903177	0.0369666244190959	0.0609789899661844	0.0247633722209993	0.0324947872945382	0.043688392540207
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Iamiaceae|Iamia	0.0243865264441396	0.0671216019689003	0.134994807892004	0.0371234620280017	0.0388299249288118	0.0464836486929892	0.0468852561497828	0.100689571001404	0.0497425093632959	0.0584975369458128	0.0304117754394502	0.0537736445878408	0.0540306894315971	0.0343261512463033	0.0776096235933256	0.0550297160466652	0.0352026862357497	0.0546104906752587
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales|Unassigned|Unassigned	0.0762078951379363	0.0783085356303837	0.103842159916926	0.0768985999151464	0.0647165415480197	0.0710926391775129	0.215672178289001	0.137303960456459	0.0907069288389513	0.144704433497537	0.149017699653306	0.132852533687607	0.0972552409768749	0.132023658639628	0.127501524474749	0.121065375302663	0.146226542825422	0.117412554951806
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Cellulomonadaceae|Cellulomonas	0.0701112635269014	0.0671216019689003	0.0155763239875389	0.0185617310140008	0.0103546466476831	0.0218746582084655	0.131278717219392	0.103740770122658	0.0731507490636704	0.0769704433497537	0.106441214038076	0.110710444739672	0.170196671709531	0.018483312209548	0.127501524474749	0.0192604006163328	0.0568658777654418	0.106490456816754
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Cryptosporangiaceae|Cryptosporangium	0.0060966316110349	0	0.00259605399792316	0	0	0.0519523132451055	0.0125027349732754	0.0122047964850186	0.00877808988764045	0.00615763546798029	0.00608235508789003	0.0284684000759157	0.00270153447157986	0	0.0110870890847608	0.00825445740699978	0.0324947872945382	0.00273052453376294
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Geodermatophilaceae|Blastococcus	0.0457247370827618	0.120259536860946	0.0908618899273105	0.0344717861688587	0.0232979549572871	0.0601553100732801	0.0687650423530147	0.128150363092695	0.06437265917603	0.0554187192118227	0.112523569125966	0.221420889479345	0.0675383617894964	0.0475285171102662	0.083153168135706	0.0687871450583315	0.0676974735302878	0.0600715397427846
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Geodermatophilaceae|Geodermatophilus	0.0152415790275873	0.0195771339075959	0.00259605399792316	0.0106067034365719	0.00776598498576236	0.00546866455211637	0.0125027349732754	0.0335631903338012	0.0117041198501873	0.00923645320197044	0.0121647101757801	0.0253052445119251	0.00810460341473957	0.00528094634558513	0.0110870890847608	0.0165089148139996	0.0324947872945382	0.0109220981350517
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Glycomycetaceae|Glycomyces	0.060966316110349	0.111869336614834	0.033748701973001	0.0291684344505728	0.0155319699715247	0.0683583069014547	0.0250054699465508	0.00610239824250931	0.0702247191011236	0.0153940886699507	0.00912353263183505	0.0253052445119251	0.0270153447157986	0.0316856780735108	0.0332612672542824	0.101804974686331	0.0785290692951339	0.0218441962701035
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Intrasporangiaceae|Intrasporangium	0.0152415790275873	0.0475444680613044	0.0467289719626168	0.0106067034365719	0.0103546466476831	0.0164059936563491	0.00937705122995655	0.0183071947275279	0.0234082397003745	0.0123152709359606	0.00608235508789003	0.00948946669197191	0.0216122757726389	0.0211237853823405	0.0221741781695216	0.0275148580233326	0.00270789894121151	0.0245747208038664
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Intrasporangiaceae|Unassigned	0.0487730528882792	0.0615281351381586	0.0311526479750779	0.0424268137462877	0.0336526016049702	0.0464836486929892	0.0687650423530147	0.0640751815463477	0.0468164794007491	0.0492610837438424	0.0486588407031202	0.0569368001518315	0.0324184136589583	0.0290452049007182	0.0665225345085648	0.0467752586396654	0.0324947872945382	0.0737241624115993
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Kineosporiaceae|Kineosporia	0.28654168571864	0.632061751873811	0.249221183800623	0.535638523546882	0.0517732332384157	0.191403259324073	0.512612133904292	0.378348691035577	0.406718164794008	0.560344827586207	0.523082537558543	0.313152400835073	0.794251134644478	0.955851288550908	0.648594711458507	0.627338762931983	0.695930027891359	0.371351336591759
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Kineosporiaceae|Unassigned	0.158512421886908	0.218145206398926	0.106438213914849	0.100763682647433	0.0673052032099405	0.073826971453571	0.206295127059044	0.204430341124062	0.119967228464419	0.20012315270936	0.0942765038622955	0.253052445119251	0.253944240328507	0.129383185466836	0.127501524474749	0.0963020030816641	0.235587207885402	0.161100947492013
