Species	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Proteobacteria|Betaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	364	296	387	315	275	432	334	254	346	425	287	299	292	313	367	320	275	347
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bacteriovoracaceae|Peredibacter|Peredibacter_starrii	27	32	67	65	198	48	31	45	44	70	48	36	81	175	44	27	74	38
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio_bacteriovorus	22	28	23	36	59	32	27	20	29	27	18	13	21	40	27	22	16	21
Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Unassigned	2	1	2	6	3	1	2	2	10	5	6	1	1	7	7	11	6	2
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Geobacteraceae|Geobacter|Unassigned	10	8	8	14	5	9	17	6	10	8	11	9	12	13	19	6	5	20
Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Unassigned|Unassigned|Unassigned	18	11	12	20	6	6	37	30	18	21	34	30	19	16	27	20	12	33
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Cystobacter|Unassigned	17	14	0	1	0	0	4	4	5	28	1	1	0	0	2	6	1	1
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacteraceae|Unassigned|Unassigned	3	1	8	2	6	5	12	3	5	3	4	7	3	3	4	4	3	6
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Haliangiaceae|Haliangium|Unassigned	9	6	3	4	2	5	28	19	23	16	24	13	13	13	10	9	10	14
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Labilitrichaceae|Labilithrix|Labilithrix_luteola	9	25	21	24	10	13	19	9	20	19	14	19	11	22	27	15	17	25
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Myxococcaceae|Unassigned|Unassigned	14	28	5	3	9	14	9	12	18	3	10	16	6	6	4	2	5	5
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Nannocystis|Nannocystis_exedens	5	1	4	0	2	5	5	7	4	7	2	3	5	5	9	1	8	2
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Nannocystaceae|Unassigned|Unassigned	6	4	1	2	1	1	7	5	1	2	3	6	0	5	3	2	5	9
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Sorangium|Sorangium_cellulosum	29	1	3	28	13	12	47	12	28	18	16	40	8	10	6	8	5	9
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Polyangiaceae|Unassigned|Unassigned	49	41	30	81	50	73	73	37	55	57	78	71	50	75	73	72	68	55
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Sandaracinaceae|Sandaracinus|Sandaracinus_amylolyticus	63	56	93	100	104	51	43	39	48	47	57	45	69	73	72	74	66	92
Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Unassigned|Unassigned|Unassigned	183	165	218	254	212	214	198	107	211	183	231	151	207	229	221	208	253	197
Bacteria|Proteobacteria|Deltaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	448	533	313	313	281	804	444	319	391	404	361	499	383	451	449	452	352	460
Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacteriales|Enterobacteriaceae|Pantoea|Unassigned	0	0	1	2	0	0	220	0	0	0	0	0	0	0	0	0	0	0
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Cellvibrio|Cellvibrio_mixtus_subsp._mixtus	22	4	7	12	33	7	12	87	64	98	14	9	26	13	39	13	10	33
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Cellvibrio|Cellvibrio_ostraviensis	14	0	3	1	0	0	0	0	121	0	0	0	70	0	1	0	0	1
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Permianibacter|Permianibacter_aggregans	51	29	60	51	119	63	43	41	73	83	48	45	113	84	48	64	82	68
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_chlororaphis_subsp._piscium	31	33	39	34	59	32	128	126	80	431	96	362	27	16	22	34	98	46
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas_soli	1	6	4	4	0	10	12	27	6	32	14	43	2	3	3	6	0	3
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Unassigned	44	33	19	24	186	39	40	169	22	109	60	150	4	16	27	20	95	58
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Rhizobacter|Rhizobacter_bergeniae	567	460	898	902	1224	854	606	455	1057	1035	837	673	1039	1795	1019	1200	1202	765
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Rhizobacter|Unassigned	1434	401	536	759	1289	507	516	592	440	622	661	429	1125	1449	547	577	1115	925
Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Unassigned|Unassigned	28	9	33	52	203	21	46	329	14	68	171	50	7	24	110	19	166	97
Bacteria|Proteobacteria|Gammaproteobacteria|Unassigned|Unassigned|Unassigned|Unassigned	276	275	262	234	227	222	384	280	287	224	277	371	249	246	352	288	225	395
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Sinobacteraceae|Steroidobacter|Steroidobacter_agariperforans	106	99	77	105	53	101	173	96	108	115	131	136	81	147	165	167	141	183
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Sinobacteraceae|Steroidobacter|Steroidobacter_denitrificans	236	214	210	188	96	198	342	249	247	215	249	296	233	274	349	348	226	344
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Sinobacteraceae|Steroidobacter|Unassigned	344	333	333	326	157	279	438	285	368	339	450	350	316	487	418	464	336	407
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Sinobacteraceae|Unassigned|Unassigned	98	86	86	98	54	85	158	107	113	87	120	151	90	97	130	70	85	139
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Unassigned|Unassigned|Unassigned	35	40	40	23	22	22	48	32	26	36	41	46	24	32	40	37	26	51
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|Arenimonas_daejeonensis	19	16	32	29	89	22	17	15	13	22	77	35	12	14	20	32	45	34
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|Arenimonas_metalli	3	0	6	0	6	8	5	1	4	0	7	4	1	6	3	3	3	6
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Arenimonas|Arenimonas_oryziterrae	7	3	7	5	6	7	5	2	3	3	3	2	4	4	4	2	3	3
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Dokdonella|Unassigned	3	0	5	0	2	2	2	7	2	6	4	2	2	4	3	6	3	28
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter_brunescens	8	10	78	70	70	33	33	89	28	29	122	52	63	43	34	51	236	279
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter_dokdonensis	3	2	1	3	3	5	6	6	1	3	10	6	3	10	3	2	0	4
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter_enzymogenes	18	10	18	37	32	23	14	8	32	18	23	8	11	27	15	26	19	16
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter_panacisoli	2	11	1	10	5	7	12	12	6	12	32	35	7	5	11	5	13	4
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Lysobacter_terrae	5	12	10	7	13	9	1	5	10	3	4	3	8	4	5	2	2	6
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Lysobacter|Unassigned	225	213	282	325	246	259	150	133	270	151	200	236	180	352	213	414	166	195
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Mizugakiibacter|Mizugakiibacter_sediminis	9	12	2	9	27	13	15	10	10	12	6	17	2	6	23	51	3	21
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas|Pseudoxanthomonas_gei	94	43	59	97	76	363	44	36	70	67	49	106	54	49	91	60	59	65
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas|Pseudoxanthomonas_wuyuanensis	93	30	40	59	125	38	42	99	45	97	212	54	53	23	107	58	80	53
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Pseudoxanthomonas|Unassigned	12	13	12	8	21	18	11	13	7	17	18	14	5	5	13	15	6	18
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Rhodanobacter|Rhodanobacter_denitrificans	19	13	18	14	31	24	15	8	38	18	8	15	35	18	16	14	21	17
Bacteria|Proteobacteria|Gammaproteobacteria|Xanthomonadales|Xanthomonadaceae|Unassigned|Unassigned	136	109	216	209	195	141	108	87	102	95	141	121	96	140	168	112	141	149
Bacteria|Proteobacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	1376	1474	1315	1238	1279	1684	1591	1140	1073	1474	1394	1356	1488	1602	1970	1522	1482	1736
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Leptospiraceae|Turneriella|Turneriella_parva	14	6	33	17	42	15	25	19	29	46	31	22	29	48	47	40	21	44
Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Unassigned|Unassigned	6	4	7	4	2	0	6	11	11	8	7	10	3	19	16	9	1	10
Bacteria|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned|Unassigned	563	549	292	547	352	432	478	604	517	522	429	426	645	400	515	453	523	432
Bacteria|Verrucomicrobia|Opitutae|Opitutales|Opitutaceae|Opitutus|Opitutus_terrae	3	3	11	4	7	8	23	17	21	17	42	61	32	21	52	26	17	18
Bacteria|Verrucomicrobia|Spartobacteria|Unassigned|Unassigned|Spartobacteria_genera_incertae_sedis|Unassigned	4	7	5	1	4	4	34	11	20	7	11	39	12	13	17	15	5	9
Bacteria|Verrucomicrobia|Subdivision3|Unassigned|Unassigned|Subdivision3_genera_incertae_sedis|Unassigned	14	16	8	5	1	4	15	10	9	8	10	8	10	7	14	4	4	13
Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Verrucomicrobiaceae|Luteolibacter|Unassigned	1	2	11	0	3	2	9	11	11	5	14	19	12	16	5	12	8	3
