OTUID	logFC	logCPM	PValue	FDR	level	Kingdom	Phylum	Class	Order	Family	Genus	Species	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6
ASV_344	1.432	9.152	0.0010790368570468	0.024482974204717	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.065	0.031	0.067	0.036	0.073	0.066	0.098	0.049	0.038	0.024	0.015	0.025	0.04	0.047
ASV_23	1.571	12.451	0.00109442747879045	0.0245667859655336	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis_keratiniphila_subsp._keratiniphila	0.743	0.305	0.372	1.231	1.321	0.239	0.494	0.801	0.231	0.247	0.208	0.406	0.517	0.218
ASV_2149	3.5	6.697	0.0011013984589411	0.0245667859655336	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.007	0.001	0	0.006	0.01	0.005	0.021	0.003	0	0	0	0.003	0	0
ASV_96	1.336	11.022	0.00119957183786137	0.0262518120769653	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_insulae	0.248	0.126	0.177	0.134	0.35	0.278	0.337	0.213	0.116	0.098	0.132	0.129	0.173	0.111
ASV_682	1.804	8.07	0.00132823573019186	0.027226208195601	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Unassigned	Unassigned	0.029	0.01	0.027	0.034	0.042	0.013	0.031	0.03	0	0.024	0.006	0.012	0.006	0.013
ASV_1939	4.888	6.751	0.00153632110111441	0.0306333116525236	Enriched	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.009	0	0.003	0.003	0	0.048	0	0	0	0	0	0	0	0
ASV_1373	6.031	7.407	0.00158969492925972	0.0312244556254596	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	Unassigned	0.019	0	0	0	0.112	0	0	0	0	0	0	0	0	0
ASV_64	1.25	11.378	0.00170551718786266	0.0322943973989534	Enriched	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Unassigned	Unassigned	Unassigned	0.319	0.169	0.177	0.263	0.348	0.443	0.337	0.35	0.163	0.101	0.199	0.2	0.219	0.133
ASV_62	1.222	11.681	0.0017453174828225	0.0324266508529258	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Unassigned	0.388	0.216	0.28	0.221	0.418	0.419	0.598	0.391	0.178	0.183	0.184	0.222	0.243	0.285
ASV_218	2.271	9.805	0.0017494621660773	0.0324266508529258	Enriched	Bacteria	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	0.122	0.032	0.046	0.07	0.003	0.461	0.052	0.101	0.041	0.031	0.032	0.022	0.033	0.035
ASV_331	1.259	9.322	0.00184474002152505	0.0334852119769236	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	0.074	0.038	0.058	0.095	0.067	0.045	0.088	0.087	0.034	0.024	0.053	0.022	0.049	0.047
ASV_1313	5.784	7.295	0.00190881456253532	0.0343397876479503	Enriched	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unassigned	Unassigned	0.021	0	0	0.123	0	0	0	0	0	0	0	0	0	0
ASV_391	1.98	9.093	0.00191791367182701	0.0343397876479503	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	0.07	0.022	0.034	0.039	0.047	0.037	0.06	0.202	0.016	0.024	0	0.015	0.049	0.028
ASV_116	2.952	10.934	0.00197674302847843	0.0346852510063683	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium_phytohabitans	0.262	0.048	0.021	0.092	0.021	0.021	1.382	0.033	0.053	0.058	0.029	0.058	0.055	0.035
ASV_2547	4.69	6.666	0.00200761923891894	0.0347629199970325	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.008	0	0.003	0.003	0	0	0	0.044	0	0	0	0	0	0
ASV_1481	5.778	7.24	0.00215572910476085	0.0352934932103802	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	Brevibacillus_ginsengisoli	0.016	0	0	0	0.093	0	0	0	0	0	0	0	0	0
ASV_137	1.085	10.443	0.00216254448603805	0.0352934932103802	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.16	0.095	0.149	0.151	0.21	0.175	0.145	0.131	0.113	0.095	0.111	0.062	0.109	0.082
ASV_1525	2.713	6.887	0.00251841037746476	0.0389909183146308	Enriched	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio_bacteriovorus	0.009	0.002	0.006	0.008	0.003	0.008	0.028	0.003	0	0.003	0	0.003	0	0.003
ASV_877	2.527	7.168	0.00255024207702497	0.0392528488112849	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Unassigned	Unassigned	0.013	0.002	0.009	0.008	0.005	0.011	0.031	0.014	0	0	0.012	0	0.003	0
ASV_69	3.278	11.841	0.00277506515010515	0.0417369798575814	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Kibdelosporangium	Kibdelosporangium_phytohabitans	0.56	0.074	0.055	0.039	0.01	3.177	0.008	0.074	0.081	0.076	0.035	0.102	0.106	0.044
ASV_1044	1.711	7.402	0.00287047554124186	0.04259911252756	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.015	0.006	0.015	0.017	0.013	0.016	0.021	0.011	0.006	0.003	0.015	0.003	0.006	0
ASV_956	1.645	7.523	0.00287154126181522	0.04259911252756	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Unassigned	0.017	0.007	0.015	0.014	0.029	0.013	0.013	0.019	0.006	0.003	0.006	0.006	0.015	0.003
ASV_904	2.299	7.302	0.00291746269465271	0.042898110683385	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_heleia	0.015	0.004	0.003	0.008	0.031	0.032	0.008	0.005	0.006	0	0.003	0.006	0.003	0.003
ASV_1369	2.453	6.966	0.00328450346102396	0.0468870514253517	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.01	0.002	0.003	0.011	0.003	0.019	0.016	0.011	0	0	0	0.009	0	0.003
ASV_662	4.2	8.421	0.00334102159940458	0.0472772518797465	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.049	0.003	0	0.003	0	0.135	0	0.153	0.003	0	0.006	0	0	0.009
ASV_1745	1.616	7.35	0.0035864973763606	0.0495245501156624	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.015	0.006	0.009	0.02	0.008	0.021	0.013	0.016	0.003	0.006	0.009	0.003	0.009	0.003
ASV_56	1.004	11.802	0.00359852153191257	0.0495245501156624	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Unassigned	0.412	0.258	0.412	0.333	0.379	0.456	0.513	0.38	0.25	0.262	0.196	0.302	0.319	0.221
ASV_1862	1.361	7.793	0.00363206450943485	0.0495245501156624	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.021	0.01	0.021	0.022	0.021	0.016	0.023	0.025	0.013	0.009	0.009	0.003	0.018	0.009
ASV_267	1.424	9.31	0.0036329227575162	0.0495245501156624	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.072	0.035	0.064	0.042	0.088	0.045	0.153	0.038	0.031	0.037	0.029	0.028	0.052	0.032
ASV_365	1.67	8.813	0.00365036577600247	0.0495245501156624	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Asticcacaulis	Asticcacaulis_solisilvae	0.051	0.021	0.027	0.017	0.031	0.111	0.072	0.049	0.028	0.015	0.041	0.009	0.012	0.019
ASV_336	1.304	9.223	0.00367813096775833	0.0495359905505114	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Unassigned	0.067	0.035	0.04	0.056	0.117	0.048	0.078	0.063	0.034	0.058	0.032	0.018	0.033	0.032
ASV_98	1.118	10.819	0.00390588395882875	0.0514118354046932	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	Massilia_aerilata	0.211	0.123	0.186	0.129	0.158	0.217	0.233	0.345	0.134	0.079	0.149	0.092	0.155	0.127
ASV_681	1.507	8.37	0.00402855811173515	0.0527520644282931	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Unassigned	0.036	0.016	0.04	0.025	0.034	0.04	0.026	0.055	0.003	0.012	0.015	0.018	0.006	0.041
ASV_2842	4.532	6.583	0.00475297244685698	0.0604339298556887	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.007	0	0	0	0.034	0	0	0.005	0	0	0	0	0	0
ASV_1469	2.768	7.433	0.00487570634215741	0.0614012396773125	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Unassigned	0.018	0.003	0.046	0	0.003	0.003	0.054	0.003	0.003	0.003	0.003	0.003	0.003	0.003
ASV_1985	3.225	7.553	0.00513797887308346	0.062898420437003	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Paenibacillus	Unassigned	0.022	0.003	0	0.05	0.003	0.056	0	0.025	0	0	0.006	0	0	0.009
ASV_2287	2.586	6.608	0.00565591737676414	0.0664453489818151	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Unassigned	Unassigned	Unassigned	Unassigned	0.006	0.001	0.006	0.003	0.018	0.003	0.005	0.003	0	0.003	0	0	0	0.003
ASV_2517	1.631	8.232	0.0057464838258672	0.0664453489818151	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Unassigned	0.032	0.013	0.024	0.014	0.075	0.034	0.01	0.036	0.013	0.018	0.009	0.003	0.018	0.019
ASV_913	2.685	8.352	0.00580175629682358	0.0664453489818151	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Pseudonocardia	Pseudonocardia_xinjiangensis	0.04	0.008	0.027	0.014	0.177	0.019	0.003	0	0.009	0.006	0.006	0	0.009	0.019
ASV_1065	2.456	7.864	0.00590797261050783	0.067024930650244	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Pseudonocardiaceae	Unassigned	Unassigned	0.028	0.006	0.012	0.031	0	0.019	0.003	0.104	0.003	0.009	0.006	0.009	0.006	0
ASV_312	1.4	9.496	0.0059536859904665	0.067253654621922	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas_basaltis	0.082	0.042	0.061	0.045	0.073	0.117	0.155	0.044	0.056	0.064	0.009	0.031	0.04	0.051
ASV_1537	1.537	8.226	0.00615530256804432	0.0686472727080197	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unassigned	Unassigned	Unassigned	0.032	0.014	0.037	0.017	0.047	0.053	0.01	0.03	0.019	0.018	0.012	0.003	0.024	0.006
ASV_410	1.424	8.723	0.00625966729166588	0.0692245559313639	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium_loessense	0.046	0.023	0.027	0.042	0.036	0.048	0.088	0.036	0.022	0.024	0.003	0.018	0.021	0.047
ASV_167	1.05	10.215	0.00636906921555128	0.069847459063879	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Kinneretia	Kinneretia_asaccharophila	0.135	0.082	0.094	0.14	0.112	0.159	0.158	0.145	0.091	0.037	0.117	0.071	0.079	0.098
ASV_1640	2.038	7.054	0.00654502699391074	0.0711839299503019	Enriched	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Unassigned	Unassigned	Unassigned	0.012	0.003	0.021	0.017	0.003	0.019	0.003	0.008	0	0	0.006	0.006	0	0.006
ASV_2453	4.949	6.77	0.00663640393111713	0.0718807207683139	Enriched	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae_1	Brevibacillus	Unassigned	0.009	0	0	0	0.052	0	0	0	0	0	0	0	0	0
ASV_587	1.446	8.21	0.00667818261075046	0.0719914379461654	Enriched	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Unassigned	Unassigned	0.031	0.014	0.027	0.022	0.023	0.042	0.049	0.019	0.025	0.006	0.003	0.018	0.021	0.013
ASV_192	1.15	9.88	0.00681167371958958	0.0719914379461654	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	Aquabacterium	Unassigned	0.106	0.06	0.101	0.048	0.078	0.13	0.15	0.131	0.041	0.067	0.073	0.071	0.055	0.054
ASV_83	1.381	10.995	0.00690457671061051	0.0720485572822245	Enriched	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Pseudoduganella	Pseudoduganella_violaceinigra	0.255	0.12	0.335	0.092	0.117	0.239	0.3	0.446	0.056	0.058	0.246	0.108	0.082	0.171
ASV_649	5.649	8.56	0.00709753801283579	0.0721263322385474	Enriched	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Micromonospora	Unassigned	0.051	0.001	0	0	0.309	0	0	0	0	0.006	0	0	0	0
ASV_820	2.46	8.013	0.0074528011842023	0.0751562173058255	Enriched	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unassigned	Unassigned	0.028	0.007	0.009	0.008	0.109	0.016	0.028	0	0.009	0.009	0	0.015	0.003	0.003
