Phylum	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Acidobacteria	0.158512421886907	0.192974605660588	0.101246105919003	0.119325413661434	0.129433083096039	0.161325604287433	0.612634013690495	0.274607920912919	0.409644194756554	0.169334975369458	0.434888388784137	0.582020623774277	0.316079533174843	0.161068863540346	0.762237374577305	0.330178296279991	0.116439654472095	0.174753570160828
Bacteria|Actinobacteria	23.6884621246761	37.9824365141515	26.588785046729	26.8243529910904	16.3215117784106	22.0332494804769	25.4118088331823	31.5951669005919	30.6355337078652	25.628078817734	27.8450215923606	26.2794964256342	32.8290468986384	28.0471060414026	29.4417650645823	32.1208452564385	31.3547618402881	29.0746252355077
Bacteria|Armatimonadetes	0.0060966316110349	0.00279673341537085	0.00259605399792316	0.00530335171828596	0	0.0109373291042327	0.0062513674866377	0.0213583938487826	0.00585205992509363	0.0153940886699507	0.0182470652636701	0.00632631112798127	0.00540306894315971	0.0237642585551331	0.0110870890847608	0.0165089148139996	0.0189552925884806	0.0136526226688147
Bacteria|Bacteroidetes	2.57582685566225	2.29611813401947	7.18068535825545	2.80812473483241	4.88998187936837	2.1382478398775	3.04754164973588	7.3472874839812	8.14314138576779	6.92733990147783	3.29055410254851	2.7361295628519	4.99783877242274	5.5053865652725	4.22695271356505	3.46412062513757	4.17016436946573	5.44739644485706
Bacteria|Candidatus_Saccharibacteria	0.00304831580551745	0.00279673341537085	0.0155763239875389	0	0.085425834843386	0.0109373291042327	0	0.0305119912125465	0.00292602996254682	0	0.0334529529833952	0	0.00540306894315971	0	0.0055435445423804	0	0	0.0136526226688147
Bacteria|Chlamydiae	0.0121932632220698	0.00559346683074169	0	0	0.00517732332384157	0.0246089904845237	0.0312568374331885	0.0274607920912919	0.032186329588015	0.0492610837438424	0.00912353263183505	0.00948946669197191	0	0.0105618926911703	0.113642663118798	0.0165089148139996	0	0.0628020642765475
Bacteria|Chloroflexi	1.3625971650663	1.69202371629936	0.558151609553479	1.2834111158252	1.26585555267926	0.877720660614678	1.18463413871784	2.37993531457863	1.08555711610487	1.50862068965517	1.74259473268049	1.53413044853546	3.7281175707802	0.829108576256865	1.53001829369699	1.54083204930663	1.66806574778629	1.66288944106163
Bacteria|Firmicutes	1.28334095412285	1.66125964873028	0.765835929387331	2.86115825201527	0.528086979031841	1.18670020780925	4.09152002000438	2.37078171721487	2.01018258426966	2.68472906403941	1.45368286600572	4.22597583349149	0.629457531878107	0.316856780735108	0.825988136814679	0.674114021571649	0.4468033252999	0.972066734019605
Bacteria|Ignavibacteriae	0.0060966316110349	0.00839020024611254	0	0.00795502757742893	0	0.0328119873126982	0.0062513674866377	0.00610239824250931	0	0.0892857142857143	0	0	0	0	0.0055435445423804	0	0.00270789894121151	0.0191136717363405
Bacteria|Nitrospirae	0.0548696844993141	0.0503412014766752	0.0285565939771547	0.0371234620280017	0.0232979549572871	0.0382806518648146	0.0781420935829713	0.0427167876975651	0.0614466292134831	0.0400246305418719	0.0973176814062405	0.0790788890997659	0.0486276204884374	0.0448880439374736	0.0582072176949942	0.074290116662998	0.0541579788242303	0.0655325888103105
Bacteria|Planctomycetes	0.0182898948331047	0.106275869784092	0.0545171339563863	0.0212134068731438	0.0232979549572871	0.0464836486929892	0.21879786203232	0.335631903338012	0.210674157303371	0.083128078817734	0.179429475092756	0.237236667299298	0.108061378863194	0.0844951415293621	0.13304506901713	0.101804974686331	0.0758211703539224	0.084646260546651
Bacteria|Proteobacteria	61.0455723212925	46.2467837565723	57.297507788162	58.5357445905812	70.9370955216153	65.0907798315651	50.9236395461507	43.2476963446635	47.18515917603	52.4076354679803	54.3823368408248	51.3158727146201	47.903609250054	57.2375369666244	51.4330062642053	51.6729033678186	53.7951203661079	52.9503317587309
Bacteria|Spirochaetes	0.060966316110349	0.0279673341537085	0.103842159916926	0.0556851930420025	0.113901113124515	0.0410149841408728	0.0968961960428844	0.0915359736376396	0.117041198501873	0.166256157635468	0.115564746669911	0.1012209780477	0.0864491030905554	0.176911702577102	0.174621653084983	0.13482280431433	0.0595737767066533	0.147448324823199
Bacteria|Unassigned	1.71620179850633	1.53540664503859	0.758047767393562	1.45046669495121	0.911208904996117	1.18123154325714	1.49407682930641	1.84292426923781	1.5127574906367	1.60714285714286	1.30466516635241	1.34750427026001	1.74248973416901	1.05618926911703	1.42746271966295	1.24642306845697	1.41623114625362	1.17958659858559
Bacteria|Verrucomicrobia	0.0670629477213839	0.0783085356303837	0.0908618899273105	0.0265167585914298	0.0388299249288118	0.0492179809690474	0.253180383208827	0.149508756941478	0.178487827715356	0.113916256157635	0.234170670883766	0.401720756626811	0.178301275124271	0.150506970849176	0.243915959864738	0.156834690732996	0.0920685640011915	0.117412554951806
