Order	KO1	KO2	KO3	KO4	KO5	KO6	OE1	OE2	OE3	OE4	OE5	OE6	WT1	WT2	WT3	WT4	WT5	WT6
Bacteria|Acidobacteria|Acidobacteria_Gp10|Unassigned	0.0762078951379363	0.072715068799642	0.04932502596054	0.0875053033517183	0.111312451462594	0.0765613037296292	0.196918075829088	0.079331177152621	0.242860486891386	0.0677339901477833	0.145976522109361	0.126526222559625	0.0999567754484547	0.0501689902830587	0.512777870170187	0.156834690732996	0.0352026862357497	0.0764546869453622
Bacteria|Acidobacteria|Acidobacteria_Gp17|Unassigned	0.00914494741655236	0.0251706007383376	0.0155763239875389	0.00530335171828596	0.00517732332384157	0.0136716613802909	0.0812677773262901	0.0396655885763105	0.032186329588015	0.0153940886699507	0.0821117936865154	0.0822420446637566	0.0486276204884374	0.042247570764681	0.055435445423804	0.0577812018489985	0.0135394947060576	0.0245747208038664
Bacteria|Acidobacteria|Acidobacteria_Gp3|Unassigned	0.0182898948331047	0.0251706007383376	0.0103842159916926	0.00795502757742893	0.00258866166192079	0.0218746582084655	0.0343825211765074	0.0122047964850186	0.0146301498127341	0.0123152709359606	0.0243294203515601	0.00632631112798127	0.00270153447157986	0.00792141951837769	0.013858861355951	0.00275148580233326	0.00541579788242303	0.0136526226688147
Bacteria|Acidobacteria|Acidobacteria_Gp5|Unassigned	0.0121932632220698	0.00839020024611254	0.00259605399792316	0.00265167585914298	0.00258866166192079	0.0109373291042327	0.0187541024599131	0.00305119912125465	0.0146301498127341	0.021551724137931	0.0121647101757801	0.0158157778199532	0.00270153447157986	0.0105618926911703	0.0166306336271412	0.0137574290116663	0.00541579788242303	0.0109220981350517
Bacteria|Acidobacteria|Acidobacteria_Gp6|Unassigned	0.0426764212772443	0.0615281351381586	0.0233644859813084	0.0159100551548579	0.00776598498576236	0.0382806518648146	0.281311536898697	0.140355159577714	0.105337078651685	0.0523399014778325	0.170305942460921	0.351110267602961	0.162092068294791	0.0501689902830587	0.163534564000222	0.0990534888839974	0.0568658777654418	0.0491494416077328
Bacteria|Actinobacteria|Actinobacteria|Acidimicrobiales	0.243865264441396	0.346794943505985	0.363447559709242	0.262515910055155	0.199326947967901	0.25702723394947	0.565748757540712	0.418014279611887	0.301381086142322	0.4064039408867	0.392311903168907	0.452331245650661	0.313377998703263	0.322137727080693	0.388048117966628	0.308166409861325	0.300576782474478	0.34404609125413
Bacteria|Actinobacteria|Actinobacteria|Actinomycetales	22.2405121170553	35.7702203825931	25.1116303219107	25.1511455239711	15.2912244369661	20.2832768237996	22.517425686869	28.876548483554	28.8243211610487	23.73460591133	25.7131561340551	23.3725564623268	30.8731359412146	26.4628221377271	27.4544043461389	30.5580013207132	29.6027512253243	27.2915927149605
Bacteria|Actinobacteria|Actinobacteria|Gaiellales	0.271300106691053	0.422306745720998	0.254413291796469	0.34736953754773	0.188972301320217	0.308979547194575	0.340699528021755	0.527857447977055	0.307233146067416	0.298645320197044	0.386229548081017	0.480799645726577	0.399827101793819	0.287811575834389	0.363102167525916	0.26139115122166	0.295160984592055	0.292166125112634
Bacteria|Actinobacteria|Actinobacteria|Rubrobacterales	0.0274348422496571	0.0699183353842712	0.0207684319833853	0.0371234620280017	0.00517732332384157	0.0382806518648146	0.0562623073797393	0.0610239824250931	0.0438904494382023	0.0338669950738916	0.0334529529833952	0.0948946669197191	0.0621352928463367	0.0158428390367554	0.0388048117966628	0.0412722870349989	0.0704053724714994	0.0354968189389182
Bacteria|Actinobacteria|Actinobacteria|Solirubrobacterales	0.411522633744856	0.52858261550509	0.303738317757009	0.413661434026305	0.269220812839762	0.637099420321557	0.912699653049104	0.598035027765912	0.383309925093633	0.40948275862069	0.453135454047807	0.759157335357753	0.367408688134861	0.266687790452049	0.357558622983536	0.313669381465992	0.495545506241707	0.393195532861863
Bacteria|Actinobacteria|Actinobacteria|Unassigned	0.475537265660722	0.774695156057725	0.467289719626168	0.530335171828596	0.346880662697385	0.418352838236903	0.918951020535742	1.0160493073778	0.711025280898876	0.671182266009852	0.796788516513594	1.01537293604099	0.775340393343419	0.636354034643008	0.798270414102777	0.569557561082985	0.544287687183514	0.647134314501816
Bacteria|Actinobacteria|Unassigned|Unassigned	0.0182898948331047	0.0699183353842712	0.0674974039460021	0.0822019516334323	0.0207092932953663	0.0902329651099202	0.100021879786203	0.0976383718801489	0.06437265917603	0.0738916256157636	0.0699470835107354	0.104384133611691	0.037821482602118	0.0554499366286439	0.041576584067853	0.0687871450583315	0.0460342820005957	0.0709936378778363
Bacteria|Armatimonadetes|Unassigned|Unassigned	0.0060966316110349	0.00279673341537085	0.00259605399792316	0.00530335171828596	0	0.0109373291042327	0.0062513674866377	0.0213583938487826	0.00585205992509363	0.0153940886699507	0.0182470652636701	0.00632631112798127	0.00540306894315971	0.0237642585551331	0.0110870890847608	0.0165089148139996	0.0189552925884806	0.0136526226688147
Bacteria|Bacteroidetes|Cytophagia|Cytophagales	0.868770004572474	0.522989148674348	0.275181723779855	0.3208527789563	0.411597204245405	0.1503882751832	1.06585815647173	0.811618966253738	1.2435627340824	1.92733990147783	0.92147679581534	0.616815334978174	0.875297168791874	0.908322771440642	1.21957979932369	1.1996478098173	0.549703485065937	0.772738443054911
Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales	1.42966011278768	1.6304955811612	6.74195223260644	2.28044123886296	4.30494434377427	1.84840861861533	1.48782546181977	6.25190699945078	6.29096441947565	4.37192118226601	1.95547716075665	1.80616182703865	3.68219148476335	3.91582171525137	2.62209656854593	1.82148360114462	3.30634460721926	4.33880348414931
Bacteria|Bacteroidetes|Sphingobacteriia|Sphingobacteriales	0.225575369608291	0.125853003691688	0.116822429906542	0.156448875689436	0.147553714729485	0.103904626490211	0.456349826524552	0.247147128821627	0.553019662921348	0.538793103448276	0.358858950185512	0.256215600683242	0.38631942943592	0.646915927334178	0.343699761627585	0.393462469733656	0.262666197297517	0.281244026977582
Bacteria|Bacteroidetes|Unassigned|Unassigned	0.0518213686937967	0.0167804004922251	0.0467289719626168	0.0503818413237166	0.0258866166192079	0.0355463195887564	0.0375082049198262	0.0366143894550558	0.0555945692883895	0.0892857142857143	0.0547411957910103	0.0569368001518315	0.0540306894315971	0.0343261512463033	0.041576584067853	0.0495267444419987	0.0514500798830188	0.0546104906752587
Bacteria|Candidatus_Saccharibacteria|Unassigned|Unassigned	0.00304831580551745	0.00279673341537085	0.0155763239875389	0	0.085425834843386	0.0109373291042327	0	0.0305119912125465	0.00292602996254682	0	0.0334529529833952	0	0.00540306894315971	0	0.0055435445423804	0	0	0.0136526226688147
Bacteria|Chlamydiae|Chlamydiia|Chlamydiales	0.0121932632220698	0.00559346683074169	0	0	0.00517732332384157	0.0246089904845237	0.0312568374331885	0.0274607920912919	0.032186329588015	0.0492610837438424	0.00912353263183505	0.00948946669197191	0	0.0105618926911703	0.113642663118798	0.0165089148139996	0	0.0628020642765475
Bacteria|Chloroflexi|Caldilineae|Caldilineales	0.00304831580551745	0.0223738673229668	0.00259605399792316	0	0	0.0109373291042327	0.0187541024599131	0.0457679868188198	0.0234082397003745	0.00307881773399015	0.0243294203515601	0.0189789333839438	0.0135076723578993	0.0132023658639628	0.0304894949830922	0.011005943209333	0.00541579788242303	0.00546104906752587
Bacteria|Chloroflexi|Chloroflexia|Chloroflexales	0.201188843164152	0.310437409106164	0.106438213914849	0.201527365294866	0.240745534558633	0.161325604287433	0.156284187165943	0.228839934094099	0.198970037453184	0.314039408866995	0.194635362812481	0.173973556019485	0.318781067646423	0.179552175749894	0.246687732135928	0.228373321593661	0.140810744942999	0.283974551511345
Bacteria|Chloroflexi|Chloroflexia|Herpetosiphonales	0.371894528273129	0.39713614498266	0.163551401869159	0.405706406448876	0.528086979031841	0.199606256152248	0.246929015722189	1.08927808628791	0.0614466292134832	0.520320197044335	0.93972386107901	0.578857468210287	2.52323319645559	0.163709336713139	0.352015078441155	0.401716927140656	1.18876763519185	0.830079458263932
