ID,prevalence,Group
IF_002-2re__k141_108007,0.0333333,L
KWS_10906__182785,0.0333333,L
IF_187__115714,0.0166667,L
KeioHC_7__226103,0.216667,L
S_7G15__8504,0.383333,L
KeioHC_7__45283,0.366667,L
S_6G5__86083,0.0166667,L
KWS_10638__k141_90328,0.3,L
IF_087-3__131785,0.466667,L
KeioHC_11__286224,0.0166667,L
IF_173__49398,0.0333333,L
IF_101-2__1638,0,L
IF_046-2__k141_69258,0.1,L
KeioHC_I2__99792,0.133333,L
IF_072__18940,0.0666667,L
IF_179__95529,0.0833333,L
S_6G3__2233,0.0833333,L
KWS_10900__29312,0.0166667,L
S_7G30__7051,0,L
KeioHC_113__160178,0.05,L
KWS_10563__1093,0.0333333,L
IF_088-2__13139,0.116667,L
KeioHC_12__87664,0.266667,L
IF_177__7263,0,L
IF_167__24697,0.0666667,L
KWS_10894__187967,0.05,L
IF_025__40525,0.0166667,L
S_7G8__166123,0.6,L
S_6G10__3552,0.1,L
S_7G26__k141_253,0.0333333,L
S_7G26__9214,0.0166667,L
S_7G34__5958,0.0833333,L
KWS_10995__19633,0.183333,L
S_7G51__k141_16085,0.05,L
IF_185__85006,0,L
IF_068__39456,0.0166667,L
S_7G7__k141_10676,0.0166667,L
KWS_10920__k141_41309,0.483333,L
KeioHC_116__224036,0.45,L
KWS_10920__31907,0.0833333,L
IF_177__220561,0.7,L
S_7G20__115247,0,L
IF_093__k141_11382,0.0666667,L
IF_047-2__123521,0.716667,L
S_7G45__105405,0.416667,L
S_7G7__166732,0.0333333,L
S_7G40__18119,0.0333333,L
KWS_10452__29556,0.183333,L
IF_101__k141_3233,0,L
S_7G31__k141_22311,0.0166667,L
KWS_10656__87228,0.483333,L
KWS_11000__59065,0.0333333,L
S_7G43__6215,0.0666667,L
IF_130__12085,0.433333,L
KWS_10546__168756,0.2,L
S_7G4__70527,0.3,L
KeioHC_9__76446,0.65,L
IF_064__k141_4764,0.25,L
KeioHC_17__79892,0.1,L
KWS_10550__27841,0.05,L
S_7G40__40325,0.633333,L
IF_151__183137,0.133333,L
IF_065-2__k141_8345,0.0333333,L
S_6G2__k141_66950,0.116667,L
IF_036__6708,0.1,L
S_7G45__67864,0.183333,L
IF_047__1074,0.0166667,L
S_7G20__45604,0.216667,L
IF_076__k141_118023,0.0166667,L
KWS_10638__16689,0.05,L
IF_171__20297,0.25,L
KeioHC_121__25550,0.0333333,L
IF_150__k141_52806,0.166667,L
IF_171__k141_89601,0.183333,L
KWS_10646__252923,0.0666667,L
IF_050__45848,0.05,L
S_7G15__68607,0,L
IF_028__39617,0.05,L
IF_005__24883,0.133333,L
IF_079__20062,0.1,L
IF_128__28035,0.483333,L
IF_009__5958,0.0833333,L
S_7G30__36074,0.0333333,L
IF_064__23489,0.7,L
IF_085__1840,0.333333,L
KWS_10661__1823,0.0333333,L
KWS_10632__228856,0.0166667,L
S_7G26__k141_22787,0.166667,L
KWS_10911__52533,0.0333333,L
S_7G8__52116,0,L
KWS_10639__12643,0.733333,L
KeioHC_13__31344,0.0166667,L
IF_053__83829,0.833333,L
KeioHC_106__k141_98938,0.0333333,L
IF_046-2__23896,0.866667,L
KeioHC_10__200041,0.0166667,L
KWS_10659__k141_17274,0.0166667,L
IF_154rewa__k141_83174,0,L
KWS_10465__9070,0.25,L
IF_151__24671,0.0166667,L
KeioHC_102__k141_32317,0.75,L
S_6G5__41595,0.0166667,L
IF_117__229378,0.05,L
KWS_10638__79587,0.1,L
KWS_10992re__50572,0.0166667,L
IF_030-2__21635,0.25,L
KWS_10915__70408,0,L
S_6G3__2627,0,L
S_6G16__229508,0.0333333,L
IF_086__k141_74328,0.0833333,L
S_7G50__6215,0.283333,L
KWS_10915__51470,0.0166667,L
KWS_10983__5281,0.0166667,L
S_7G6__82075,0.1,L
KeioHC_120__170566,0.583333,L
IF_050__7965,0,L
IF_033__k141_63929,0.0166667,L
KWS_10912__55627,0.366667,L
KWS_10997__77380,0.0666667,L
IF_081__68435,0.333333,L
S_7G27__95804,0.166667,L
KWS_10653__166145,0.783333,L
IF_127__3596,0,L
IF_029__113798,0.0166667,L
IF_028__36362,0.25,L
IF_130__19879,0.166667,L
IF_008__4919,0.516667,L
KWS_10911__278580,0.1,L
IF_150__36957,0.0166667,L
KWS_10562__2279,0.783333,L
S_7G12__k141_57819,0.266667,L
S_6G5__99682,0.116667,L
IF_139__2015,0.05,L
IF_079__159568,0.15,L
KWS_10638__132434,0,L
IF_072__79425,0.0166667,L
KWS_10473__69145,0.133333,L
KWS_10477__12366,0.516667,L
KWS_10656__9889,0.333333,L
S_6G3__34970,0,L
KWS_10993__829,0.333333,L
S_7G7__208761,0.05,L
KWS_10985__9946,0.15,L
IF_065__215457,0.1,L
KWS_10549__188636,0.3,L
S_7G21__9615,0.0666667,L
IF_163__10007,0.0166667,L
KWS_10983__85588,0.0666667,L
KWS_10644__3405,0,L
IF_080__11272,0.0333333,L
KWS_10539__6905,0.233333,L
KWS_10461__18498,0,L
KWS_10992re__2166,0,L
IF_081__2015,0,L
IF_177__8938,0.383333,L
S_7G14__212491,0.0166667,L
KWS_10552__4803,0.05,L
KWS_10476__177054,0.1,L
IF_004__29299,0.0166667,L
IF_002-2re__77959,0.116667,L
KWS_10911__150681,0,L
KWS_10661__2627,0.133333,L
IF_072__5159,0.0166667,L
S_7G14__69861,0.05,L
IF_019__k141_74328,0.6,L
S_7G49__60522,0.116667,L
IF_028-2__42605,0.0166667,L
S_7G24__3405,0.583333,L
IF_158__k141_24474,0.0333333,L
IF_027__k141_66489,0,L
IF_091__k141_92553,0.266667,L
KWS_10555__206890,0,L
IF_099__5433,0.183333,L
KWS_10988__12445,0.05,L
IF_122__1540,0.133333,L
KeioHC_113__144562,0,L
KWS_10469__27587,0,L
IF_082__54370,0.133333,L
IF_126__67163,0.533333,L
KeioHC_7__k141_130120,0.0666667,L
IF_171__108666,0.0333333,L
S_7G24__104957,0.516667,L
S_7G16__42191,0.4,L
KeioHC_120__24133,0.05,L
IF_013__k141_82554,0.05,L
KeioHC_K2__269550,0.1,L
S_7G29__k141_100208,0.0166667,L
IF_163__120680,0.0166667,L
IF_009__2569,0,L
KWS_10468__36509,0.0333333,L
KWS_10480__2240,0.666667,L
IF_022__107580,0.25,L
S_7G1__14185,0.15,L
S_7G6__4985,0.0666667,L
KWS_11002__172479,0.15,L
S_7G26__k141_55056,0.0333333,L
S_7G28__2015,0.133333,L
KWS_10639__27912,0,L
IF_162__k141_6233,0.116667,L
IF_072__78590,0.0666667,L
S_7G51__k141_95662,0.2,L
S_7G44__15812,0,L
KWS_10486__k141_86714,0.283333,L
KeioHC_120__k141_61494,0.116667,L
KWS_11000__51489,0.0833333,L
KWS_10984__111578,0.0166667,L
KeioHC_106__229830,0.116667,L
IF_151__k141_13229,0.05,L
S_7G5__k141_112016,0.5,L
S_7G51__20737,0.0666667,L
KeioHC_124__3405,0.0833333,L
IF_068-2__k141_27701,0.316667,L
S_7G40__k141_86759,0,L
KWS_11007__k141_100037,0.05,L
S_7G12__4402,0.1,L
S_7G5__39776,0.733333,L
IF_009__149056,0.05,L
KWS_10641__k141_9955,0.0333333,L
KeioHC_18__191511,0.0833333,L
S_7G24__27908,0.0166667,L
IF_101__889,0,L
IF_104__72336,0.0666667,L
IF_013__16730,0.3,L
S_6G2__11532,0.0333333,L
IF_128__108857,0.1,L
IF_086__23916,0,L
S_6G6__8580,0.85,L
S_7G26__k141_134398,0.0333333,L
KWS_10992re__262258,0.233333,L
S_7G39__2233,0.35,L
S_7G27__k141_32436,0.05,L
KWS_10469__9636,0.05,L
S_7G10__31527,0.183333,L
KWS_11009__17005,0.05,L
KWS_10985__k141_77551,0.0333333,L
IF_007__k141_78052,0.0333333,L
IF_103__k141_10923,0,L
S_7G10__95741,0.6,L
IF_008__117,0.466667,L
KWS_10997__260803,0.0333333,L
KWS_10911__47230,0.8,L
IF_022__51451,0.05,L
KWS_10547__43914,0.566667,L
KeioHC_123__743,0.0166667,L
IF_162__2667,0.0166667,L
S_7G31__143861,0.55,L
S_6G7__46756,0.0333333,L
IF_087-3__k141_8084,0.0833333,L
KWS_10911__k141_144810,0.35,L
IF_026__7851,0.0166667,L
IF_022__k141_104214,0.0166667,L
IF_030-2__k141_59770,0.0166667,L
IF_069__29556,0.116667,L
S_6G3__129960,0.0666667,L
IF_002-2re__5963,0.05,L
IF_008__7965,0.5,L
IF_081__63927,0.0833333,L
IF_095__61518,0.0333333,L
S_7G31__18163,0.4,L
IF_121wa__35302,0,L
IF_093__18093,0.0333333,L
IF_028__38897,0.0166667,L
IF_038__99221,0.0333333,L
S_6G13__k141_2811,0.15,L
KWS_10656__106243,0.133333,L
IF_087-3__k141_5106,0.0333333,L
IF_025__k141_2344,0.0333333,L
IF_092__217808,0,L
KWS_10464__64864,0,L
KWS_10452__k141_68844,0.283333,L
IF_169__7922,0.0666667,L
IF_067__k141_100082,0.0833333,L
IF_001__k141_38556,0.0666667,L
S_7G26__34084,0.633333,L
KWS_10473__158492,0.133333,L
IF_007__k141_20119,0.0833333,L
KWS_10894__90448,0.333333,L
KWS_10993__k141_56466,0.883333,L
S_7G19__16540,0.0166667,L
IF_086-2__k141_44814,0.1,L
KWS_10903__k141_115497,0,L
KWS_10989__31344,0.666667,L
IF_026__184049,0.233333,L
KWS_10641__107810,0.0166667,L
S_7G6__52302,0.0166667,L
KWS_10644__17671,0.0166667,L
S_7G12__112749,0.05,L
S_7G40__97335,0.216667,L
KWS_10641__223152,0.0333333,L
IF_100-2__69201,0.0166667,L
IF_079__13971,0,L
S_7G29__9946,0.0333333,L
KWS_10906__159368,0.0666667,L
IF_081__51746,0.0333333,L
IF_026__k141_45990,0.0666667,L
IF_046__38469,0.05,L
KWS_10993__k141_9735,0.0333333,L
IF_173__169335,0.116667,L
S_7G15__27200,0.1,L
IF_007__k141_120179,0.65,L
S_6G16__102631,0.1,L
IF_160__23624,0.116667,L
IF_151__36646,0.0166667,L
S_7G25__180202,0.166667,L
IF_057re__k141_60400,0.0833333,L
IF_151__131955,0.0666667,L
IF_065__k141_123836,0.166667,L
S_6G3__k141_120863,0.45,L
KeioHC_126__149694,0,L
IF_099__41852,0.383333,L
KeioHC_3__2889,0.0666667,L
KeioHC_120__101088,0.516667,L
KWS_10653__97267,0.416667,L
KWS_10468__74577,0.15,L
IF_042-2__k141_125187,0.116667,L
KWS_10461__30922,0.65,L
KWS_10467__130531,0.05,L
KeioHC_U__86150,0,L
IF_025__130222,0,L
IF_118__195875,0.383333,L
KWS_10560__84526,0.0166667,L
IF_008__21147,0.0166667,L
S_7G46__36646,0.216667,L
IF_053__125112,0.166667,L
S_7G29__k141_204923,0.283333,L
S_7G26__k141_53442,0.75,L
IF_150__91683,0.933333,L
IF_160__k141_17666,0,L
IF_164re__25328,0.133333,L
IF_085__95741,0,L
KWS_10920__18163,0.0166667,L
IF_024-2__39505,0.716667,L
KWS_10642__12076,0.1,L
IF_013__38781,0.483333,L
IF_173__k141_125466,0.0166667,L
IF_002-2re__k141_1965,0.166667,L
S_6G10__2015,0.0833333,L
S_6G16__13257,0.15,L
S_7G20__k141_32594,0.0333333,L
IF_179__7922,0.0166667,L
IF_072__38069,0.166667,L
IF_032-2__5283,0.0166667,L
S_6G4__38781,0.0166667,L
IF_150__29877,0.233333,L
IF_132__1618,0,L
IF_188__k141_84825,0.65,L
IF_183__k141_13711,0,L
KeioHC_2__48037,0.0166667,L
KWS_10656__2024,0.0166667,L
S_7G29__12792,0.116667,L
IF_073-2wa__k141_97607,0.05,L
KWS_10900__k141_24166,0.0333333,L
KWS_10991__20934,0.05,L
KWS_10477__16249,0.266667,L
IF_110__23318,0.0166667,L
S_6G15__18042,0.8,L
IF_153__40575,0.166667,L
IF_138__2015,0.383333,L
IF_101-2__11169,0.0666667,L
IF_110__29251,0.116667,L
KWS_10567__52968,0.366667,L
KeioHC_7__116262,0.0666667,L
IF_069__264563,0.15,L
IF_173__91048,0.0166667,L
IF_011__202164,0.783333,L
S_6G14__69799,0.416667,L
IF_114__261173,0.466667,L
IF_086__22801,0.0333333,L
S_6G12__89470,0.0166667,L
KeioHC_124__6905,0.216667,L
S_6G10__54370,0.1,L
S_6G11__k141_16374,0.1,L
IF_123__184432,0.0166667,L
IF_031__k141_3946,0.0166667,L
IF_045__24144,0.4,L
KeioHC_110__59065,0,L
IF_150__141023,0.666667,L
KWS_11009__k141_121230,0,L
IF_030-2__19357,0.25,L
KWS_10641__47065,0,L
S_6G14__25092,0.116667,L
IF_059__1729,0.683333,L
S_7G28__171155,0.85,L
IF_087__2667,0,L
KWS_10985__k141_115466,0.0166667,L
KWS_10459__189900,0.0166667,L
KWS_10547__18163,0.0166667,L
S_7G34__35304,0.6,L
IF_092-2__6697,0.233333,L
IF_022__214989,0.216667,L
IF_012__279532,0,L
KeioHC_12__189388,0.116667,L
S_7G31__67163,0.266667,L
IF_104__k141_81810,0,L
S_7G30__3596,0.733333,L
KeioHC_7__9060,0.15,L
KWS_10984__88369,0.05,L
KWS_11000__84656,0.166667,L
IF_128__36597,0.216667,L
IF_164re__31484,0,L
IF_093__16564,0.4,L
KWS_11003__14458,0.333333,L
IF_173__7488,0.05,L
IF_100__43939,0.0333333,L
KWS_10636__k141_15331,0.0666667,L
S_6G11__k141_103064,0.25,L
S_6G7__57087,0,L
S_6G6__21255,0.35,L
IF_020-2__11524,0.633333,L
S_6G2__134962,0.0666667,L
IF_030-2__120197,0.35,L
KWS_10567__125765,0.183333,L
S_7G47__190759,0.0333333,L
IF_065-2__k141_101873,0.05,L
KeioHC_9__39776,0.7,L
IF_095__208761,0.0166667,L
KeioHC_14__16870,0.316667,L
KWS_10999__104058,0.0333333,L
IF_028__27063,0.733333,L
IF_155__16870,0.05,L
KeioHC_15__38139,0,L
S_7G27__10902,0.933333,L
S_6G15__k141_8635,0.966667,L
KWS_10910__204925,0.0333333,L
S_6G1__42191,0.133333,L
IF_057re__14026,0.216667,L
IF_101__23542,0.116667,L
KWS_10648__133286,0,L
KWS_10461__44896,0.0833333,L
IF_170__47388,0,L
IF_093__2410,0,L
S_6G1__113521,0.133333,L
IF_067__58878,0.0333333,L
KWS_10638__19423,0.0166667,L
IF_140__11672,0.0166667,L
KWS_10641__k141_21241,0,L
IF_073wa__16583,0.15,L
KWS_10476__95364,0.55,L
IF_114__265927,0.616667,L
KWS_10550__77414,0,L
KeioHC_124__65211,0.483333,L
KWS_10476__10438,0.0333333,L
IF_121wa__111404,0.05,L
S_6G11__9946,0.433333,L
S_6G14__7051,0.133333,L
KWS_10897__8385,0.0666667,L
KWS_10543__61391,0.25,L
IF_049__k141_21465,0.1,L
IF_165__39358,0,L
S_7G2__60312,0.0166667,L
KWS_11008__19993,0,L
KWS_10649__k141_31852,0.0166667,L
KWS_10910__82437,0.0333333,L
S_7G29__13257,0.166667,L
KWS_10633__6697,0.05,L
S_7G18__122370,0.166667,L
KWS_10648__902,0,L
IF_030-2__35497,0.0333333,L
IF_101__10918,0,L
S_6G12__289988,0.05,L
KWS_10993__12238,0,L
IF_130__171,0.05,L
KWS_10987__k141_30382,0.15,L
KWS_10997__133400,0.0666667,L
S_7G8__k141_91970,0,L
S_6G11__75251,0.05,L
IF_100-2__k141_18033,0.233333,L
IF_148__k141_14737,0,L
IF_099__34970,0.466667,L
S_7G1__43172,0.0166667,L
IF_025__36764,0.0666667,L
S_7G10__1093,0.116667,L
KeioHC_5__23896,0.133333,L
S_7G16__28471,0.0166667,L
IF_030-2__14414,0.133333,L
S_7G30__220697,0.766667,L
KWS_10632__14836,0.416667,L
IF_086__k141_59579,0.416667,L
S_7G10__2015,0.4,L
S_7G25__89,0.0333333,L
KWS_10915__246368,0.0166667,L
IF_62-2__65056,0.433333,L
S_7G34__58269,0.833333,L
IF_151__k141_67430,0.0333333,L
S_6G6__14233,0.516667,L
KWS_10648__194112,0.0333333,L
IF_121wa__79017,0.0833333,L
S_7G21__41852,0.0666667,L
IF_073-2wa__3133,0.366667,L
S_6G6__k141_157021,0.0333333,L
IF_076__k141_75305,0.05,L
IF_008__3116,0.266667,L
IF_148__k141_79956,0.0666667,L
KWS_10452__211928,0.0333333,L
KeioHC_7__12951,0.866667,L
IF_160__17108,0,L
S_7G10__k141_108677,0.05,L
KWS_10463__127927,0.116667,L
KWS_10639__153869,0.0333333,L
KWS_10633__k141_68498,0,L
IF_109__25807,0.366667,L
KWS_10481__83245,0,L
KWS_11000__k141_115083,0,L
,0,L
,0.466667,L
,0.233333,L
,0,L
,0.05,L
,0.15,L
,0.133333,L
,0.0166667,L
,0.266667,L
,0,L
,0.0166667,L
,0.1,L
,0.266667,L
,0.0166667,L
,0.0333333,L
,0.283333,L
,0.233333,L
,0.183333,L
,0.65,L
,0.05,L
,0.133333,L
,0.733333,L
,0.0333333,L
,0.0833333,L
,0.116667,L
,0.05,L
,0.0333333,L
,0.0833333,L
,0.366667,L
,0.0166667,L
,0.05,L
,0.166667,L
,0.0833333,L
,0.25,L
,0.0833333,L
,0.0166667,L
,0.0333333,L
,0.583333,L
,0.5,L
,0.383333,L
,0.0166667,L
,0,L
,0.2,L
,0.15,L
,0.0833333,L
,0.266667,L
,0.233333,L
,0.0166667,L
,0.0833333,L
,0.0333333,L
,0.133333,L
,0,L
,0.216667,L
,0.25,L
,0.4,L
,0.133333,L
,0,L
,0.2,L
,0.05,L
,0.116667,L
,0.0333333,L
,0.0833333,L
,0.0333333,L
,0.0333333,L
,0.2,L
,0.05,L
,0.233333,L
,0.216667,L
,0.05,L
,0.116667,L
,0.283333,L
,0,L
,0.233333,L
,0.95,L
,0.0333333,L
,0.433333,L
,0.0833333,L
,0.0333333,L
,0,L
,0.733333,L
,0.0333333,L
,0.0166667,L
,0.0333333,L
,0.0166667,L
,0.333333,L
,0.216667,L
,0.116667,L
,0.0166667,L
,0.4,L
,0.183333,L
,0.0666667,L
,0.216667,L
,0.05,L
,0.0166667,L
,0.25,L
,0.0166667,L
,0.35,L
,0.816667,L
,0.116667,L
,0.816667,L
,0.833333,L
,0.0333333,L
,0.0666667,L
,0.0666667,L
,0.15,L
,0.366667,L
,0.05,L
,0.05,L
,0.0166667,L
,0.0333333,L
,0.133333,L
,0.95,L
,0.0166667,L
,0.0166667,L
,0.8,L
,0.05,L
,0.0833333,L
,0,L
,0.166667,L
,0.583333,L
,0,L
,0.183333,L
,0.0166667,L
,0,L
,0,L
,0.0166667,L
,0.1,L
,0.433333,L
,0.766667,L
,0.283333,L
,0.283333,L
,0.0166667,L
,0.133333,L
,0.05,L
,0.116667,L
,0.0333333,L
,0.366667,L
,0.683333,L
,0,L
,0.166667,L
,0.0166667,L
,0.0833333,L
,0.916667,L
,0.0166667,L
,0,L
,0.05,L
,0.0166667,L
,0.1,L
,0.116667,L
,0.0166667,L
,0.683333,L
,0.0666667,L
,0,L
,0.05,L
,0,L
,0.0166667,L
,0.533333,L
,0.0166667,L
,0.333333,L
,0.0166667,L
,0.383333,L
,0.516667,L
,0.1,L
,0.25,L
,0.0166667,L
,0,L
,0.133333,L
,0,L
,0.166667,L
,0.0666667,L
,0.583333,L
,0.166667,L
,0.0166667,L
,0.116667,L
,0.683333,L
,0.133333,L
,0.0166667,L
,0.25,L
,0.983333,L
,0.5,L
,0.133333,L
,0,L
,0.05,L
,0.25,L
,0.116667,L
,0,L
,0.0666667,L
,0.216667,L
,0,L
,0.116667,L
,0.0333333,L
,0.333333,L
,0.3,L
,0.916667,L
,0.0833333,L
,0.1,L
,0.05,L
,0.0333333,L
,0.7,L
,0.633333,L
,0,L
,0,L
,0.25,L
,0.0166667,L
,0.966667,L
,0.0166667,L
,0.2,L
,0.0333333,L
,0,L
,0.666667,L
,0.0833333,L
,0.483333,L
,0.0333333,L
,0.1,L
,0.0333333,L
,0.566667,L
,0.133333,L
,0.233333,L
,0.15,L
,0.433333,L
,0.0833333,L
,0.316667,L
,0.0166667,L
,0.816667,L
,0.116667,L
,0.0333333,L
,0,L
,0,L
,0,L
,0.0333333,L
,0.0333333,L
,0.633333,L
,0.0166667,L
,0.0333333,L
,0,L
,0.0666667,L
,0.1,L
,0.15,L
,0.0333333,L
,0.333333,L
,0.166667,L
,0.216667,L
,0.1,L
,0.0166667,L
,0,L
,0.0666667,L
,0,L
,0.0333333,L
,0,L
,0,L
,0,L
,0.15,L
,0,L
,0.05,L
,0.15,L
,0.05,L
,0,L
,0.25,L
,0.0333333,L
,0.45,L
,0.45,L
,0.0166667,L
,0.116667,L
,0.233333,L
,0.216667,L
,0.0333333,L
,0.0166667,L
,0.0333333,L
,0,L
,0.0333333,L
,0.1,L
,0,L
,0.0166667,L
,0.1,L
,0.0166667,L
,0.133333,L
,0.916667,L
,0.116667,L
,0.25,L
,0.0833333,L
,0.216667,L
,0.0833333,L
,0.183333,L
,0.0833333,L
,0.15,L
,0.1,L
,0.0666667,L
,0.0333333,L
,0.0166667,L
,0.0166667,L
,0.1,L
,0.2,L
,0.666667,L
,0,L
,0.05,L
,0.0333333,L
,0.0333333,L
,0.133333,L
,0.1,L
,0.0166667,L
,0.0666667,L
,0,L
,0.0166667,L
,0.15,L
,0.366667,L
,0.283333,L
,0,L
,0.116667,L
,0,L
,0.883333,L
,0.0166667,L
,0.0333333,L
,0.616667,L
,0,L
,0.266667,L
,0.3,L
,0,L
,0.0833333,L
,0.183333,L
,0.45,L
,0.0333333,L
,0.1,L
,0.0833333,L
,0.133333,L
,0.1,L
,0.25,L
,0.0166667,L
,0.05,L
,0.133333,L
,0.05,L
,0.0166667,L
,0.0166667,L
,0,L
,0.0166667,L
,0.0166667,L
,0,L
,0.933333,L
,0.0166667,L
,0.15,L
,0.0333333,L
,0.0333333,L
,0,L
,0.233333,L
,0.05,L
,0.0166667,L
,0,L
,0.3,L
,0.05,L
,0.233333,L
,0.783333,L
,0.0666667,L
,0.366667,L
,0.05,L
,0.0166667,L
,0.0666667,L
,0.716667,L
,0.233333,L
,0.0666667,L
,0.0333333,L
,0.383333,L
,0.0166667,L
,0.0333333,L
,0.166667,L
,0.3,L
,0.0166667,L
,0.0333333,L
,0.75,L
,0.0166667,L
,0.133333,L
,0.0666667,L
,0.3,L
,0,L
,0.0166667,L
,0.0166667,L
,0.05,L
,0.766667,L
,0.0166667,L
,0.766667,L
,0.25,L
,0.116667,L
,0.266667,L
,0,L
,0.1,L
,0.316667,L
,0.0333333,L
,0,L
,0.3,L
,0.05,L
,0.2,L
,0.0166667,L
,0.25,L
,0.116667,L
,0.2,L
,0,L
,0.166667,L
,0,L
,0.05,L
,0.0666667,L
,0.683333,L
,0.05,L
,0.0833333,L
,0.166667,L
,0,L
,0.0333333,L
,0.0166667,L
,0.616667,L
,0.116667,L
,0.0166667,L
,0.683333,L
,0.1,L
,0.05,L
,0.183333,L
,0.0333333,L
,0.166667,L
,0.0666667,L
,0.75,L
,0.266667,L
,0,L
,0.05,L
,0.0666667,L
,0.183333,L
,0.0333333,L
,0.116667,L
,0.166667,L
,0.166667,L
,0,L
,0.1,L
,0.0833333,L
,0.6,L
,0.05,L
,0.116667,L
,0.05,L
,0.333333,L
,0.633333,L
,0.45,L
,0,L
,0.0333333,L
,0.916667,L
,0.216667,L
,0.1,L
,0.0166667,L
,0.1,L
,0.15,L
,0.05,L
,0,L
,0,L
,0.133333,L
,0.05,L
,0.0166667,L
,0.0166667,L
,0.0666667,L
,0.0666667,L
,0.0166667,L
,0.0166667,L
,0.0833333,L
,0.0833333,L
,0,L
,0.216667,L
,0.75,L
,0.05,L
,0.0166667,L
,0,L
,0,L
,0.0333333,L
,0.133333,L
,0.216667,L
,0.183333,L
,0,L
,0.1,L
,0.0833333,L
,0.366667,L
,0.116667,L
,0.133333,L
,0,L
,0,L
,0.0333333,L
,0.566667,L
,0.15,L
,0.1,L
,0.166667,L
,0.0666667,L
,0.0833333,L
,0.05,L
,0,L
,0.0166667,L
,0.05,L
,0.133333,L
,0.133333,L
,0.0333333,L
,0.05,L
,0.116667,L
,0.0166667,L
,0.1,L
,0.0166667,L
,0.4,L
,0,L
,0.0333333,L
,0.366667,L
,0.0333333,L
,0.0166667,L
,0.216667,L
,0.233333,L
,0.516667,L
,0.383333,L
,0.283333,L
,0,L
,0.05,L
,0.0333333,L
,0.666667,L
,0.666667,L
,0.583333,L
,0.0833333,L
,0.0666667,L
,0.583333,L
,0.0166667,L
,0.316667,L
,0.0666667,L
,0,L
,0.05,L
,0.133333,L
,0.466667,L
,0.5,L
,0.0166667,L
,0.05,L
,0.133333,L
,0.183333,L
,0.0666667,L
,0.933333,L
,0.9,L
,0.5,L
,0.0833333,L
,0.233333,L
,0.05,L
,0.1,L
,0.0166667,L
,0,L
