ID,Color,Type,Group
KWS_10563__18116,#FF0000,Novel,Novel
IF_014-2__68787,#FF0000,Novel,Novel
KeioHC_15__223377,#FF0000,Novel,Novel
IF_088-2__946,#FF0000,Novel,Novel
KWS_10906__256839,#FF0000,Novel,Novel
S_7G40__40325,#FF0000,Novel,Novel
IF_123__184432,#FF0000,Novel,Novel
KWS_10463__127927,#FF0000,Novel,Novel
S_7G4__31036,#FF0000,Novel,Novel
IF_116__51788,#FF0000,Novel,Novel
S_7G47__239039,#FF0000,Novel,Novel
KWS_10565__37514,#FF0000,Novel,Novel
IF_068__39456,#FF0000,Novel,Novel
KeioHC_106__148496,#FF0000,Novel,Novel
IF_079__37514,#FF0000,Novel,Novel
KWS_10989__31979,#FF0000,Novel,Novel
S_6G11__180386,#FF0000,Novel,Novel
IF_171__243173,#FF0000,Novel,Novel
IF_088__282451,#FF0000,Novel,Novel
IF_101-2__1638,#FF0000,Novel,Novel
IF_004__33468,#FF0000,Novel,Novel
IF_086__23916,#FF0000,Novel,Novel
KWS_10552__208139,#FF0000,Novel,Novel
S_7G15__4574,#FF0000,Novel,Novel
KeioHC_K2__269550,#FF0000,Novel,Novel
S_7G32__213019,#FF0000,Novel,Novel
KWS_10461__30922,#FF0000,Novel,Novel
S_6G10__2015,#FF0000,Novel,Novel
S_7G16__42191,#FF0000,Novel,Novel
KWS_10897__136992,#FF0000,Novel,Novel
IF_070__2015,#FF0000,Novel,Novel
IF_099__18028,#FF0000,Novel,Novel
IF_053__101339,#FF0000,Novel,Novel
IF_132__183639,#FF0000,Novel,Novel
KWS_10911__131312,#FF0000,Novel,Novel
KWS_10631__51171,#FF0000,Novel,Novel
KWS_10906__182785,#FF0000,Novel,Novel
IF_036__69543,#FF0000,Novel,Novel
S_7G42__110732,#FF0000,Novel,Novel
IF_042-2__271934,#FF0000,Novel,Novel
S_7G40__63539,#FF0000,Novel,Novel
KWS_10632__91960,#FF0000,Novel,Novel
IF_128__94008,#FF0000,Novel,Novel
KeioHC_115__52860,#FF0000,Novel,Novel
KWS_10460__165175,#FF0000,Novel,Novel
IF_187__56544,#FF0000,Novel,Novel
KWS_10481__236815,#FF0000,Novel,Novel
S_7G10__2015,#FF0000,Novel,Novel
IF_104__16754,#FF0000,Novel,Novel
IF_148__195757,#FF0000,Novel,Novel
IF_055-2__776,#FF0000,Novel,Novel
IF_041__286240,#FF0000,Novel,Novel
KWS_11002__18608,#FF0000,Novel,Novel
S_7G51__20737,#FF0000,Novel,Novel
KWS_10910__268259,#FF0000,Novel,Novel
S_7G50__203075,#FF0000,Novel,Novel
KWS_10567__125765,#FF0000,Novel,Novel
IF_171__20297,#FF0000,Novel,Novel
KWS_10989__164691,#FF0000,Novel,Novel
KeioHC_I2__72659,#FF0000,Novel,Novel
S_7G31__67163,#FF0000,Novel,Novel
IF_171__108666,#FF0000,Novel,Novel
KWS_10895__207199,#FF0000,Novel,Novel
KeioHC_124__177389,#FF0000,Novel,Novel
S_7G5__8135,#FF0000,Novel,Novel
S_7G34__2015,#FF0000,Novel,Novel
IF_068-2__274569,#FF0000,Novel,Novel
IF_079__235299,#FF0000,Novel,Novel
S_7G2__165273,#FF0000,Novel,Novel
KeioHC_117__20517,#FF0000,Novel,Novel
IF_178__96492,#FF0000,Novel,Novel
KWS_10641__252095,#FF0000,Novel,Novel
S_6G7__13241,#FF0000,Novel,Novel
IF_042__22720,#FF0000,Novel,Novel
S_6G6__2008,#FF0000,Novel,Novel
IF_025__13674,#FF0000,Novel,Novel
S_7G50__32416,#FF0000,Novel,Novel
KWS_10477__16249,#FF0000,Novel,Novel
IF_088-2__13139,#FF0000,Novel,Novel
S_7G15__68607,#FF0000,Novel,Novel
KWS_11003__59104,#FF0000,Novel,Novel
KWS_10467__7217,#FF0000,Novel,Novel
S_6G14__169340,#FF0000,Novel,Novel
IF_166__13575,#FF0000,Novel,Novel
KWS_10452__29556,#FF0000,Novel,Novel
KWS_10656__9374,#FF0000,Novel,Novel
KWS_10481__5958,#FF0000,Novel,Novel
IF_100-2__237090,#FF0000,Novel,Novel
IF_047__15042,#FF0000,Novel,Novel
KWS_10548__214064,#FF0000,Novel,Novel
S_6G12__104673,#FF0000,Novel,Novel
S_7G10__95741,#FF0000,Novel,Novel
S_7G31__53117,#FF0000,Novel,Novel
IF_107__64048,#FF0000,Novel,Novel
KWS_10915__174411,#FF0000,Novel,Novel
S_7G42__131343,#FF0000,Novel,Novel
KWS_10915__70408,#FF0000,Novel,Novel
KWS_11006__27824,#FF0000,Novel,Novel
KWS_10903__41523,#FF0000,Novel,Novel
KWS_10661__23445,#FF0000,Novel,Novel
IF_161__36505,#FF0000,Novel,Novel
KWS_10989__92355,#FF0000,Novel,Novel
KWS_10644__207832,#FF0000,Novel,Novel
S_7G7__282990,#FF0000,Novel,Novel
KeioHC_120__58283,#FF0000,Novel,Novel
S_7G19__114221,#FF0000,Novel,Novel
IF_028__49201,#FF0000,Novel,Novel
S_7G44__231406,#FF0000,Novel,Novel
KWS_11002__75875,#FF0000,Novel,Novel
IF_032__32306,#FF0000,Novel,Novel
KeioHC_114__157717,#FF0000,Novel,Novel
IF_061__2410,#FF0000,Novel,Novel
KWS_10917__69145,#FF0000,Novel,Novel
IF_068__37810,#FF0000,Novel,Novel
IF_125__18900,#FF0000,Novel,Novel
IF_013__93369,#FF0000,Novel,Novel
IF_077__51920,#FF0000,Novel,Novel
IF_042__143067,#FF0000,Novel,Novel
IF_163__10007,#FF0000,Novel,Novel
S_6G10__215692,#FF0000,Novel,Novel
KWS_10906__239442,#FF0000,Novel,Novel
IF_101__133839,#FF0000,Novel,Novel
KeioHC_12__135867,#FF0000,Novel,Novel
IF_122__6659,#FF0000,Novel,Novel
S_6G5__130094,#FF0000,Novel,Novel
KWS_10469__131832,#FF0000,Novel,Novel
KWS_10560__83817,#FF0000,Novel,Novel
IF_013__16730,#FF0000,Novel,Novel
KWS_10459__67887,#FF0000,Novel,Novel
IF_036__6708,#FF0000,Novel,Novel
S_7G3__38830,#FF0000,Novel,Novel
KWS_10560__178821,#FF0000,Novel,Novel
S_6G10__123017,#FF0000,Novel,Novel
IF_030-2__153898,#FF0000,Novel,Novel
KWS_10903__11269,#FF0000,Novel,Novel
KWS_10468__36509,#FF0000,Novel,Novel
IF_073-2wa__185459,#FF0000,Novel,Novel
S_7G15__113474,#FF0000,Novel,Novel
KeioHC_9__42989,#FF0000,Novel,Novel
KWS_10481__83245,#FF0000,Novel,Novel
KWS_10461__221368,#FF0000,Novel,Novel
IF_117__14341,#FF0000,Novel,Novel
IF_042-2__98864,#FF0000,Novel,Novel
S_7G6__218063,#FF0000,Novel,Novel
IF_122__32,#FF0000,Novel,Novel
IF_128__200524,#FF0000,Novel,Novel
IF_130__163986,#FF0000,Novel,Novel
IF_140__106677,#FF0000,Novel,Novel
KeioHC_I2__95072,#FF0000,Novel,Novel
S_7G42__185836,#FF0000,Novel,Novel
KeioHC_117__7073,#FF0000,Novel,Novel
KeioHC_120__198204,#FF0000,Novel,Novel
IF_057re__14026,#FF0000,Novel,Novel
S_6G5__45485,#FF0000,Novel,Novel
KWS_10639__188465,#FF0000,Novel,Novel
KWS_10911__124942,#FF0000,Novel,Novel
KWS_10469__119965,#FF0000,Novel,Novel
KWS_10463__234343,#FF0000,Novel,Novel
KWS_10476__132079,#FF0000,Novel,Novel
KWS_10631__20492,#FF0000,Novel,Novel
IF_067__62674,#FF0000,Novel,Novel
KeioHC_2__9793,#FF0000,Novel,Novel
IF_107__17534,#FF0000,Novel,Novel
KWS_10632__14836,#FF0000,Novel,Novel
IF_048__36448,#FF0000,Novel,Novel
KWS_10904__154764,#FF0000,Novel,Novel
KWS_10649__97224,#FF0000,Novel,Novel
S_7G4__20916,#FF0000,Novel,Novel
IF_073wa__51406,#FF0000,Novel,Novel
KWS_10656__150838,#FF0000,Novel,Novel
IF_170__51480,#FF0000,Novel,Novel
IF_067__77867,#FF0000,Novel,Novel
KWS_10468__31299,#FF0000,Novel,Novel
IF_077__8455,#FF0000,Novel,Novel
KWS_10480__190706,#FF0000,Novel,Novel
KWS_11002__109205,#FF0000,Novel,Novel
KWS_10648__168375,#FF0000,Novel,Novel
IF_125__52484,#FF0000,Novel,Novel
IF_125__128324,#FF0000,Novel,Novel
KWS_10480__9401,#FF0000,Novel,Novel
IF_032__152289,#FF0000,Novel,Novel
IF_087-2__63063,#FF0000,Novel,Novel
IF_187__115714,#FF0000,Novel,Novel
S_7G4__191182,#FF0000,Novel,Novel
KWS_10639__26763,#FF0000,Novel,Novel
KWS_11006__76349,#FF0000,Novel,Novel
IF_027__31626,#FF0000,Novel,Novel
KWS_10983__32306,#FF0000,Novel,Novel
IF_184__61774,#FF0000,Novel,Novel
IF_121wa__12097,#FF0000,Novel,Novel
KWS_10997__15768,#FF0000,Novel,Novel
KWS_10481__120637,#FF0000,Novel,Novel
KWS_10633__218432,#FF0000,Novel,Novel
KWS_10546__57071,#FF0000,Novel,Novel
IF_048__210488,#FF0000,Novel,Novel
IF_104__18267,#FF0000,Novel,Novel
IF_073-2wa__7481,#FF0000,Novel,Novel
IF_048__18163,#FF0000,Novel,Novel
IF_070__199472,#FF0000,Novel,Novel
KWS_11001__23200,#FF0000,Novel,Novel
IF_008__8488,#FF0000,Novel,Novel
KeioHC_3__13171,#FF0000,Novel,Novel
IF_012__37320,#FF0000,Novel,Novel
KWS_10903__16649,#FF0000,Novel,Novel
KWS_10906__2015,#FF0000,Novel,Novel
IF_125__98753,#FF0000,Novel,Novel
S_7G50__175424,#FF0000,Novel,Novel
S_6G6__10302,#FF0000,Novel,Novel
KWS_10466__61225,#FF0000,Novel,Novel
S_6G8__234474,#FF0000,Novel,Novel
KeioHC_107__133136,#FF0000,Novel,Novel
IF_162__42518,#FF0000,Novel,Novel
IF_027__107331,#FF0000,Novel,Novel
KWS_10984__178411,#FF0000,Novel,Novel
IF_154rewa__128324,#FF0000,Novel,Novel
KeioHC_124__201572,#FF0000,Novel,Novel
KWS_10461__92416,#FF0000,Novel,Novel
KWS_10477__81805,#FF0000,Novel,Novel
IF_091__6421,#FF0000,Novel,Novel
S_7G10__36957,#FF0000,Novel,Novel
IF_110__64520,#FF0000,Novel,Novel
KWS_10655__146500,#FF0000,Novel,Novel
IF_093__75887,#FF0000,Novel,Novel
IF_132__109190,#FF0000,Novel,Novel
IF_169__3910,#FF0000,Novel,Novel
KWS_10452__22000,#FF0000,Novel,Novel
IF_076__142698,#FF0000,Novel,Novel
IF_079__109857,#FF0000,Novel,Novel
IF_184__171655,#FF0000,Novel,Novel
IF_099__49201,#FF0000,Novel,Novel
IF_017__223363,#FF0000,Novel,Novel
KWS_10991__8322,#FF0000,Novel,Novel
KWS_10550__23114,#FF0000,Novel,Novel
IF_003__86267,#FF0000,Novel,Novel
IF_087-2__56341,#FF0000,Novel,Novel
S_7G8__208644,#FF0000,Novel,Novel
S_7G4__92400,#FF0000,Novel,Novel
S_7G22__174561,#FF0000,Novel,Novel
KWS_10987__58451,#FF0000,Novel,Novel
IF_046__1254,#FF0000,Novel,Novel
KWS_10539__2157,#FF0000,Novel,Novel
IF_151__6518,#FF0000,Novel,Novel
KWS_10909__42366,#FF0000,Novel,Novel
IF_171__52680,#FF0000,Novel,Novel
IF_003__187897,#FF0000,Novel,Novel
KWS_10638__51406,#FF0000,Novel,Novel
KWS_10659__94769,#FF0000,Novel,Novel
S_7G27__1667,#FF0000,Novel,Novel
S_6G10__61382,#FF0000,Novel,Novel
IF_100__29643,#FF0000,Novel,Novel
S_6G10__182250,#FF0000,Novel,Novel
IF_060__139,#FF0000,Novel,Novel
KeioHC_K2__109669,#FF0000,Novel,Novel
KWS_10560__119580,#FF0000,Novel,Novel
IF_050__87080,#FF0000,Novel,Novel
IF_118__214886,#FF0000,Novel,Novel
KWS_10984__98523,#FF0000,Novel,Novel
KWS_10648__185402,#FF0000,Novel,Novel
IF_008__1254,#FF0000,Novel,Novel
KeioHC_103__96465,#FF0000,Novel,Novel
KWS_10459__19984,#FF0000,Novel,Novel
KeioHC_15__2149,#FF0000,Novel,Novel
S_7G50__59826,#FF0000,Novel,Novel
S_6G5__29643,#FF0000,Novel,Novel
IF_101__31573,#FF0000,Novel,Novel
KWS_10631__22788,#FF0000,Novel,Novel
KeioHC_110__241098,#FF0000,Novel,Novel
KWS_10895__49312,#FF0000,Novel,Novel
IF_003-2__1798,#FF0000,Novel,Novel
IF_130__40713,#FF0000,Novel,Novel
KWS_10639__58724,#FF0000,Novel,Novel
KWS_10997__6952,#FF0000,Novel,Novel
KWS_10547__43914,#FF0000,Novel,Novel
S_7G46__179222,#FF0000,Novel,Novel
KWS_11000__66663,#FF0000,Novel,Novel
IF_032__21420,#FF0000,Novel,Novel
IF_022__85445,#FF0000,Novel,Novel
KWS_10477__5620,#FF0000,Novel,Novel
S_7G14__217837,#FF0000,Novel,Novel
IF_108__18243,#FF0000,Novel,Novel
KeioHC_114__197,#FF0000,Novel,Novel
IF_150__192900,#FF0000,Novel,Novel
IF_173__7488,#FF0000,Novel,Novel
IF_073wa__183037,#FF0000,Novel,Novel
IF_024__5418,#FF0000,Novel,Novel
IF_173__5418,#FF0000,Novel,Novel
IF_019__80461,#FF0000,Novel,Novel
IF_065-2__82617,#FF0000,Novel,Novel
KWS_11003__9520,#FF0000,Novel,Novel
IF_022__283759,#FF0000,Novel,Novel
S_7G16__52200,#FF0000,Novel,Novel
S_7G27__89355,#FF0000,Novel,Novel
IF_151__38746,#FF0000,Novel,Novel
IF_118__141921,#FF0000,Novel,Novel
S_7G27__295186,#FF0000,Novel,Novel
KWS_10984__7840,#FF0000,Novel,Novel
IF_008__38006,#FF0000,Novel,Novel
IF_148__76379,#FF0000,Novel,Novel
IF_093__19804,#FF0000,Novel,Novel
IF_064__228209,#FF0000,Novel,Novel
KeioHC_10__12927,#FF0000,Novel,Novel
IF_087-2__54066,#FF0000,Novel,Novel
IF_173__53502,#FF0000,Novel,Novel
KWS_10993__90763,#FF0000,Novel,Novel
IF_013__32006,#FF0000,Novel,Novel
IF_187__22689,#FF0000,Novel,Novel
IF_151__61680,#FF0000,Novel,Novel
S_7G26__94511,#FF0000,Novel,Novel
IF_128__36597,#FF0000,Novel,Novel
KWS_10656__39741,#FF0000,Novel,Novel
KWS_10550__228932,#FF0000,Novel,Novel
S_7G26__9214,#FF0000,Novel,Novel
IF_101__45674,#FF0000,Novel,Novel
KWS_10477__85794,#FF0000,Novel,Novel
IF_173__156215,#FF0000,Novel,Novel
KWS_11000__53210,#FF0000,Novel,Novel
IF_126__217286,#FF0000,Novel,Novel
KWS_11007__17578,#FF0000,Novel,Novel
KWS_10661__199414,#FF0000,Novel,Novel
KWS_10481__192633,#FF0000,Novel,Novel
IF_128__28035,#FF0000,Novel,Novel
IF_099__108802,#FF0000,Novel,Novel
IF_126__58789,#FF0000,Novel,Novel
KWS_10486__34524,#FF0000,Novel,Novel
IF_012__196093,#FF0000,Novel,Novel
IF_139__56746,#FF0000,Novel,Novel
IF_128__99328,#FF0000,Novel,Novel
S_7G50__81132,#FF0000,Novel,Novel
KWS_10452__125912,#FF0000,Novel,Novel
IF_042__1798,#FF0000,Novel,Novel
IF_030-2__80041,#FF0000,Novel,Novel
KWS_10549__3116,#FF0000,Novel,Novel
KWS_10996__113362,#FF0000,Novel,Novel
S_6G14__209674,#FF0000,Novel,Novel
S_7G25__213828,#FF0000,Novel,Novel
S_7G24__104957,#FF0000,Novel,Novel
KWS_10991__88315,#FF0000,Novel,Novel
IF_184__3133,#FF0000,Novel,Novel
IF_048__1667,#FF0000,Novel,Novel
IF_132__22784,#FF0000,Novel,Novel
KWS_10653__145903,#FF0000,Novel,Novel
KWS_10468__15309,#FF0000,Novel,Novel
KWS_10897__8385,#FF0000,Novel,Novel
S_7G28__52858,#FF0000,Novel,Novel
KWS_10636__6455,#FF0000,Novel,Novel
IF_071__239905,#FF0000,Novel,Novel
IF_177__145740,#FF0000,Novel,Novel
IF_173__91048,#FF0000,Novel,Novel
IF_029-2__200979,#FF0000,Novel,Novel
IF_057re__714,#FF0000,Novel,Novel
KeioHC_9__148305,#FF0000,Novel,Novel
IF_063__9721,#FF0000,Novel,Novel
S_7G3__181006,#FF0000,Novel,Novel
KWS_10558__127274,#FF0000,Novel,Novel
IF_171__177698,#FF0000,Novel,Novel
IF_101__34718,#FF0000,Novel,Novel
IF_175re__19640,#FF0000,Novel,Novel
S_7G33__201375,#FF0000,Novel,Novel
KWS_10984__274635,#FF0000,Novel,Novel
KWS_10984__206305,#FF0000,Novel,Novel
IF_160__23624,#FF0000,Novel,Novel
S_7G12__112749,#FF0000,Novel,Novel
KWS_10477__31430,#FF0000,Novel,Novel
IF_030-2__35497,#FF0000,Novel,Novel
KWS_10895__17945,#FF0000,Novel,Novel
IF_063__37320,#FF0000,Novel,Novel
IF_025__51406,#FF0000,Novel,Novel
IF_029__229226,#FF0000,Novel,Novel
IF_027__23671,#FF0000,Novel,Novel
S_7G33__4228,#FF0000,Novel,Novel
KWS_10636__136174,#FF0000,Novel,Novel
KWS_10989__155078,#FF0000,Novel,Novel
S_6G4__38781,#FF0000,Novel,Novel
KWS_10548__260785,#FF0000,Novel,Novel
IF_083__172099,#FF0000,Novel,Novel
KWS_10992re__18404,#FF0000,Novel,Novel
KWS_10481__125167,#FF0000,Novel,Novel
IF_073wa__19651,#FF0000,Novel,Novel
KWS_10992re__50572,#FF0000,Novel,Novel
S_7G46__23588,#FF0000,Novel,Novel
IF_171__36970,#FF0000,Novel,Novel
IF_151__36646,#FF0000,Novel,Novel
KeioHC_112__60640,#FF0000,Novel,Novel
S_6G15__16769,#FF0000,Novel,Novel
IF_003__49579,#FF0000,Novel,Novel
IF_175re__99274,#FF0000,Novel,Novel
S_6G12__29730,#FF0000,Novel,Novel
KWS_10661__74420,#FF0000,Novel,Novel
IF_076__37930,#FF0000,Novel,Novel
IF_185__109755,#FF0000,Novel,Novel
KeioHC_121__129158,#FF0000,Novel,Novel
KWS_10654__29195,#FF0000,Novel,Novel
IF_068__8028,#FF0000,Novel,Novel
IF_185__15766,#FF0000,Novel,Novel
KWS_10894__18267,#FF0000,Novel,Novel
KeioHC_120__142391,#FF0000,Novel,Novel
IF_002-2re__7488,#FF0000,Novel,Novel
KWS_10639__123108,#FF0000,Novel,Novel
KeioHC_124__45258,#FF0000,Novel,Novel
S_7G50__124942,#FF0000,Novel,Novel
KWS_10543__38690,#FF0000,Novel,Novel
IF_183__46012,#FF0000,Novel,Novel
KWS_10896__62075,#FF0000,Novel,Novel
S_7G43__263566,#FF0000,Novel,Novel
S_7G40__210801,#FF0000,Novel,Novel
S_7G5__168670,#FF0000,Novel,Novel
IF_076__267708,#FF0000,Novel,Novel
KeioHC_7__226103,#FF0000,Novel,Novel
KWS_10646__252923,#FF0000,Novel,Novel
S_7G6__159981,#FF0000,Novel,Novel
S_7G6__99660,#FF0000,Novel,Novel
IF_101__12674,#FF0000,Novel,Novel
IF_019__82715,#FF0000,Novel,Novel
IF_086__11609,#FF0000,Novel,Novel
IF_128__8917,#FF0000,Novel,Novel
KWS_10659__3596,#FF0000,Novel,Novel
IF_087-2__72336,#FF0000,Novel,Novel
IF_129__39245,#FF0000,Novel,Novel
IF_163__6346,#FF0000,Novel,Novel
KWS_10895__6547,#FF0000,Novel,Novel
KWS_10655__178866,#FF0000,Novel,Novel
IF_032-2__31228,#FF0000,Novel,Novel
KWS_10661__97619,#FF0000,Novel,Novel
KWS_10911__181849,#FF0000,Novel,Novel
IF_053__161222,#FF0000,Novel,Novel
IF_179__67933,#FF0000,Novel,Novel
IF_151__35452,#FF0000,Novel,Novel
IF_182__94924,#FF0000,Novel,Novel
IF_160__126654,#FF0000,Novel,Novel
KeioHC_101__156210,#FF0000,Novel,Novel
IF_121wa__69340,#FF0000,Novel,Novel
IF_106__4516,#FF0000,Novel,Novel
IF_030-2__161639,#FF0000,Novel,Novel
IF_008__117,#FF0000,Novel,Novel
KWS_10661__65979,#FF0000,Novel,Novel
IF_175re__27724,#FF0000,Novel,Novel
IF_150__27072,#FF0000,Novel,Novel
IF_073-2wa__147424,#FF0000,Novel,Novel
IF_022__9721,#FF0000,Novel,Novel
IF_101__185459,#FF0000,Novel,Novel
KWS_10559__1667,#FF0000,Novel,Novel
KeioHC_10__12491,#FF0000,Novel,Novel
IF_065-2__99522,#FF0000,Novel,Novel
IF_032__650,#FF0000,Novel,Novel
KWS_10641__280569,#FF0000,Novel,Novel
IF_081__206789,#FF0000,Novel,Novel
S_7G1__14185,#FF0000,Novel,Novel
KWS_10993__118418,#FF0000,Novel,Novel
IF_032__8827,#FF0000,Novel,Novel
S_7G12__158789,#FF0000,Novel,Novel
S_7G3__241367,#FF0000,Novel,Novel
IF_157__137514,#FF0000,Novel,Novel
IF_082__214992,#FF0000,Novel,Novel
IF_175re__37275,#FF0000,Novel,Novel
IF_118__5418,#FF0000,Novel,Novel
KWS_10648__6708,#FF0000,Novel,Novel
IF_032-2__1254,#FF0000,Novel,Novel
KeioHC_14__16870,#FF0000,Novel,Novel
IF_117__54494,#FF0000,Novel,Novel
KWS_11000__264897,#FF0000,Novel,Novel
IF_175re__18608,#FF0000,Novel,Novel
IF_122__52290,#FF0000,Novel,Novel
KeioHC_115__21108,#FF0000,Novel,Novel
IF_126__138425,#FF0000,Novel,Novel
IF_087-3__131785,#FF0000,Novel,Novel
S_7G21__85706,#FF0000,Novel,Novel
IF_177__220561,#FF0000,Novel,Novel
KWS_10991__195549,#FF0000,Novel,Novel
KWS_10992re__150769,#FF0000,Novel,Novel
IF_076__210399,#FF0000,Novel,Novel
IF_011__121251,#FF0000,Novel,Novel
IF_118__15217,#FF0000,Novel,Novel
IF_101__23542,#FF0000,Novel,Novel
KeioHC_15__61286,#FF0000,Novel,Novel
IF_087-2__86569,#FF0000,Novel,Novel
KWS_10650__35962,#FF0000,Novel,Novel
IF_148__224619,#FF0000,Novel,Novel
IF_177__136325,#FF0000,Novel,Novel
IF_184__157371,#FF0000,Novel,Novel
KWS_11008__166800,#FF0000,Novel,Novel
IF_108__181502,#FF0000,Novel,Novel
IF_009__281317,#FF0000,Novel,Novel
S_7G51__61198,#FF0000,Novel,Novel
IF_093__2410,#FF0000,Novel,Novel
S_7G28__236496,#FF0000,Novel,Novel
IF_042-2__20296,#FF0000,Novel,Novel
S_6G15__1718,#FF0000,Novel,Novel
KeioHC_13__197623,#FF0000,Novel,Novel
IF_042-2__27724,#FF0000,Novel,Novel
KWS_10546__217558,#FF0000,Novel,Novel
IF_002-2re__15217,#FF0000,Novel,Novel
IF_101-2__119644,#FF0000,Novel,Novel
KeioHC_K2__21073,#FF0000,Novel,Novel
S_7G45__80623,#FF0000,Novel,Novel
S_7G51__106650,#FF0000,Novel,Novel
IF_088__9520,#FF0000,Novel,Novel
KWS_10893__56671,#FF0000,Novel,Novel
IF_005__92158,#FF0000,Novel,Novel
KeioHC_2__134024,#FF0000,Novel,Novel
S_7G21__70316,#FF0000,Novel,Novel
KeioHC_5__74138,#FF0000,Novel,Novel
IF_073wa__56178,#FF0000,Novel,Novel
IF_048__1111,#FF0000,Novel,Novel
KWS_10650__12892,#FF0000,Novel,Novel
IF_024-2__141994,#FF0000,Novel,Novel
KeioHC_5__22198,#FF0000,Novel,Novel
IF_148__71063,#FF0000,Novel,Novel
KeioHC_120__170566,#FF0000,Novel,Novel
IF_072__161331,#FF0000,Novel,Novel
IF_002__71063,#FF0000,Novel,Novel
KWS_10648__107729,#FF0000,Novel,Novel
IF_122__48807,#FF0000,Novel,Novel
S_6G4__32340,#FF0000,Novel,Novel
IF_086__61510,#FF0000,Novel,Novel
KeioHC_115__23705,#FF0000,Novel,Novel
IF_176__112990,#FF0000,Novel,Novel
IF_051__8328,#FF0000,Novel,Novel
KWS_10549__65846,#FF0000,Novel,Novel
IF_130__23554,#FF0000,Novel,Novel
IF_179__23354,#FF0000,Novel,Novel
IF_063__23911,#FF0000,Novel,Novel
IF_024-2__39505,#FF0000,Novel,Novel
S_6G2__75239,#FF0000,Novel,Novel
KWS_10656__106243,#FF0000,Novel,Novel
KWS_10639__12643,#FF0000,Novel,Novel
KWS_11007__27939,#FF0000,Novel,Novel
IF_160__1088,#FF0000,Novel,Novel
KWS_10648__202555,#FF0000,Novel,Novel
KWS_10563__124571,#FF0000,Novel,Novel
KeioHC_114__62425,#FF0000,Novel,Novel
KWS_10994__53708,#FF0000,Novel,Novel
IF_022__49910,#FF0000,Novel,Novel
S_7G3__236220,#FF0000,Novel,Novel
IF_024__7488,#FF0000,Novel,Novel
KWS_11000__161982,#FF0000,Novel,Novel
S_7G40__111808,#FF0000,Novel,Novel
IF_073-2wa__96118,#FF0000,Novel,Novel
IF_008__37320,#FF0000,Novel,Novel
IF_011__64797,#FF0000,Novel,Novel
IF_065__107915,#FF0000,Novel,Novel
KWS_10549__78670,#FF0000,Novel,Novel
IF_128__162351,#FF0000,Novel,Novel
KWS_10997__89134,#FF0000,Novel,Novel
IF_012__59503,#FF0000,Novel,Novel
IF_109__52963,#FF0000,Novel,Novel
S_7G46__93948,#FF0000,Novel,Novel
IF_022__11237,#FF0000,Novel,Novel
IF_038__122929,#FF0000,Novel,Novel
S_7G29__74700,#FF0000,Novel,Novel
IF_057re__81001,#FF0000,Novel,Novel
KWS_10911__278580,#FF0000,Novel,Novel
IF_070__19411,#FF0000,Novel,Novel
S_6G16__21964,#FF0000,Novel,Novel
IF_179__158320,#FF0000,Novel,Novel
IF_127__64452,#FF0000,Novel,Novel
IF_161__158717,#FF0000,Novel,Novel
IF_065__241832,#FF0000,Novel,Novel
KWS_10546__168756,#FF0000,Novel,Novel
IF_130__185565,#FF0000,Novel,Novel
IF_089__60,#FF0000,Novel,Novel
IF_082__25458,#FF0000,Novel,Novel
KWS_11000__210659,#FF0000,Novel,Novel
IF_133__21996,#FF0000,Novel,Novel
KWS_10911__17208,#FF0000,Novel,Novel
S_6G2__251517,#FF0000,Novel,Novel
KeioHC_119__200752,#FF0000,Novel,Novel
S_6G13__45688,#FF0000,Novel,Novel
IF_030__6518,#FF0000,Novel,Novel
IF_130__19762,#FF0000,Novel,Novel
IF_167__72223,#FF0000,Novel,Novel
KWS_10452__73328,#FF0000,Novel,Novel
IF_101__213139,#FF0000,Novel,Novel
KWS_10477__293200,#FF0000,Novel,Novel
KWS_10997__260803,#FF0000,Novel,Novel
KeioHC_123__56341,#FF0000,Novel,Novel
KeioHC_7__99530,#FF0000,Novel,Novel
S_7G33__165736,#FF0000,Novel,Novel
IF_093__236179,#FF0000,Novel,Novel
KWS_10655__31573,#FF0000,Novel,Novel
KWS_10910__11711,#FF0000,Novel,Novel
IF_150__91683,#FF0000,Novel,Novel
KWS_10547__64030,#FF0000,Novel,Novel
S_7G51__147209,#FF0000,Novel,Novel
IF_076__80307,#FF0000,Novel,Novel
IF_073-2wa__12190,#FF0000,Novel,Novel
IF_177__51070,#FF0000,Novel,Novel
IF_151__15766,#FF0000,Novel,Novel
IF_065-2__15085,#FF0000,Novel,Novel
IF_012__25848,#FF0000,Novel,Novel
IF_033__79189,#FF0000,Novel,Novel
IF_167__120940,#FF0000,Novel,Novel
IF_178__37810,#FF0000,Novel,Novel
IF_128__61382,#FF0000,Novel,Novel
KWS_10561__17551,#FF0000,Novel,Novel
KeioHC_110__25848,#FF0000,Novel,Novel
KWS_10477__69192,#FF0000,Novel,Novel
IF_151__7729,#FF0000,Novel,Novel
S_6G15__107762,#FF0000,Novel,Novel
KeioHC_13__202656,#FF0000,Novel,Novel
IF_005__51406,#FF0000,Novel,Novel
IF_007__34273,#FF0000,Novel,Novel
KeioHC_117__261723,#FF0000,Novel,Novel
KWS_10992re__262258,#FF0000,Novel,Novel
