ID,Color,HostFamily
KWS_10988__284783,#FA7F6F,Firmicutes
IF_187__62023,#FA7F6F,Firmicutes
KWS_10466__30547,#FA7F6F,Firmicutes
KWS_10539__9323,#FA7F6F,Firmicutes
S_7G24__104790,#FA7F6F,Firmicutes
KWS_10896__20227,#FA7F6F,Firmicutes
IF_047-2__1093,#FA7F6F,Firmicutes
KWS_10987__228696,#FA7F6F,Firmicutes
IF_107__51403,#FA7F6F,Firmicutes
IF_002-2re__16105,#FA7F6F,Firmicutes
IF_099__34970,#FA7F6F,Firmicutes
S_7G40__178335,#FA7F6F,Firmicutes
IF_050-2__17551,#FA7F6F,Firmicutes
KWS_10552__14311,#FA7F6F,Firmicutes
IF_004__179600,#FA7F6F,Firmicutes
IF_067__6547,#FA7F6F,Firmicutes
IF_013__183274,#FA7F6F,Firmicutes
S_7G50__52769,#FA7F6F,Firmicutes
KeioHC_102__21429,#FA7F6F,Firmicutes
IF_182__133020,#FA7F6F,Firmicutes
KWS_10991__57156,#FA7F6F,Firmicutes
KWS_10551__10293,#FA7F6F,Firmicutes
IF_038__209720,#FA7F6F,Firmicutes
IF_158__112882,#FA7F6F,Firmicutes
IF_064__80864,#FA7F6F,Firmicutes
KWS_10452__117474,#FA7F6F,Firmicutes
KeioHC_104__224605,#FA7F6F,Firmicutes
KWS_11007__47856,#FA7F6F,Firmicutes
KWS_10565__215838,#FA7F6F,Firmicutes
IF_009__k141_75156,#FA7F6F,Firmicutes
IF_012__k141_104698,#FA7F6F,Firmicutes
IF_022__k141_513,#FA7F6F,Firmicutes
IF_027__k141_111791,#FA7F6F,Firmicutes
IF_028__k141_49297,#FA7F6F,Firmicutes
IF_030__k141_119918,#FA7F6F,Firmicutes
IF_057re__k141_60400,#FA7F6F,Firmicutes
IF_065__k141_123836,#FA7F6F,Firmicutes
IF_067__k141_100082,#FA7F6F,Firmicutes
IF_073-2wa__k141_95929,#FA7F6F,Firmicutes
IF_086-2__k141_18587,#FA7F6F,Firmicutes
IF_087-2__k141_81629,#FA7F6F,Firmicutes
IF_099__k141_91525,#FA7F6F,Firmicutes
IF_100-2__k141_18033,#FA7F6F,Firmicutes
IF_104__k141_131689,#FA7F6F,Firmicutes
IF_107__k141_14439,#FA7F6F,Firmicutes
IF_122__k141_11990,#FA7F6F,Firmicutes
IF_130__k141_37702,#FA7F6F,Firmicutes
IF_148__k141_30872,#FA7F6F,Firmicutes
IF_150__k141_87907,#FA7F6F,Firmicutes
IF_162__k141_65860,#FA7F6F,Firmicutes
IF_178__k141_92587,#FA7F6F,Firmicutes
IF_187__k141_26715,#FA7F6F,Firmicutes
KWS_10461__k141_13602,#FA7F6F,Firmicutes
KWS_10543__k141_21092,#FA7F6F,Firmicutes
KWS_10543__k141_15293,#FA7F6F,Firmicutes
KWS_10565__k141_60807,#FA7F6F,Firmicutes
KWS_10636__k141_79207,#FA7F6F,Firmicutes
KWS_10637__k141_64923,#FA7F6F,Firmicutes
KWS_10648__k141_4735,#FA7F6F,Firmicutes
KWS_10650__k141_63405,#FA7F6F,Firmicutes
KWS_10661__k141_111332,#FA7F6F,Firmicutes
KWS_10661__k141_99648,#FA7F6F,Firmicutes
KWS_10893__k141_113051,#FA7F6F,Firmicutes
KWS_10911__k141_75730,#FA7F6F,Firmicutes
KWS_10984__k141_88522,#FA7F6F,Firmicutes
KWS_10996__k141_176260,#FA7F6F,Firmicutes
KWS_10997__k141_187147,#FA7F6F,Firmicutes
KWS_11000__k141_80773,#FA7F6F,Firmicutes
KeioHC_113__k141_38861,#FA7F6F,Firmicutes
KeioHC_115__k141_520,#FA7F6F,Firmicutes
KeioHC_12__k141_33910,#FA7F6F,Firmicutes
KeioHC_18__k141_79755,#FA7F6F,Firmicutes
S_6G11__k141_16374,#FA7F6F,Firmicutes
S_6G12__k141_56574,#FA7F6F,Firmicutes
S_6G14__k141_63747,#FA7F6F,Firmicutes
S_6G16__k141_65574,#FA7F6F,Firmicutes
S_6G16__k141_138437,#FA7F6F,Firmicutes
S_6G2__k141_52497,#FA7F6F,Firmicutes
S_6G4__k141_126092,#FA7F6F,Firmicutes
S_7G24__k141_23157,#FA7F6F,Firmicutes
S_7G27__k141_151504,#FA7F6F,Firmicutes
S_7G27__k141_62485,#FA7F6F,Firmicutes
S_7G30__k141_165581,#FA7F6F,Firmicutes
S_7G31__k141_22311,#FA7F6F,Firmicutes
S_7G34__k141_66189,#FA7F6F,Firmicutes
S_7G3__k141_94479,#FA7F6F,Firmicutes
S_7G44__k141_55990,#FA7F6F,Firmicutes
S_7G44__k141_1966,#FA7F6F,Firmicutes
S_7G45__k141_11759,#FA7F6F,Firmicutes
S_7G49__k141_67481,#FA7F6F,Firmicutes
S_7G51__k141_109536,#FA7F6F,Firmicutes
S_7G6__k141_116223,#FA7F6F,Firmicutes
S_7G8__k141_12407,#FA7F6F,Firmicutes
IF_088__13575,#FA7F6F,Firmicutes
KWS_10900__29312,#FA7F6F,Firmicutes
IF_139__3596,#FA7F6F,Firmicutes
IF_042-2__18586,#FA7F6F,Firmicutes
KWS_10563__69936,#FA7F6F,Firmicutes
S_7G39__19158,#FA7F6F,Firmicutes
KWS_10461__23522,#FA7F6F,Firmicutes
IF_081__63927,#FA7F6F,Firmicutes
IF_112__201741,#FA7F6F,Firmicutes
S_6G16__37548,#FA7F6F,Firmicutes
S_7G2__60312,#FA7F6F,Firmicutes
IF_137__21431,#FA7F6F,Firmicutes
KWS_10900__184980,#FA7F6F,Firmicutes
IF_101-2__1638,#FA7F6F,Firmicutes
KWS_10552__208139,#FA7F6F,Firmicutes
IF_036__69543,#FA7F6F,Firmicutes
KWS_10481__236815,#FA7F6F,Firmicutes
IF_104__16754,#FA7F6F,Firmicutes
KWS_10895__207199,#FA7F6F,Firmicutes
KeioHC_124__177389,#FA7F6F,Firmicutes
S_7G50__32416,#FA7F6F,Firmicutes
IF_100-2__237090,#FA7F6F,Firmicutes
S_7G10__95741,#FA7F6F,Firmicutes
KWS_11006__27824,#FA7F6F,Firmicutes
KWS_10661__23445,#FA7F6F,Firmicutes
KeioHC_120__58283,#FA7F6F,Firmicutes
S_7G44__231406,#FA7F6F,Firmicutes
KeioHC_114__157717,#FA7F6F,Firmicutes
IF_077__51920,#FA7F6F,Firmicutes
KWS_10906__239442,#FA7F6F,Firmicutes
IF_042-2__98864,#FA7F6F,Firmicutes
IF_122__32,#FA7F6F,Firmicutes
KeioHC_I2__95072,#FA7F6F,Firmicutes
IF_057re__14026,#FA7F6F,Firmicutes
S_6G5__45485,#FA7F6F,Firmicutes
IF_073wa__51406,#FA7F6F,Firmicutes
KWS_10480__190706,#FA7F6F,Firmicutes
IF_125__52484,#FA7F6F,Firmicutes
IF_121wa__12097,#FA7F6F,Firmicutes
KWS_10633__218432,#FA7F6F,Firmicutes
IF_125__98753,#FA7F6F,Firmicutes
KWS_10984__178411,#FA7F6F,Firmicutes
KWS_10461__92416,#FA7F6F,Firmicutes
KWS_10477__81805,#FA7F6F,Firmicutes
IF_091__6421,#FA7F6F,Firmicutes
IF_046__1254,#FA7F6F,Firmicutes
KeioHC_103__96465,#FA7F6F,Firmicutes
KeioHC_114__197,#FA7F6F,Firmicutes
S_7G27__89355,#FA7F6F,Firmicutes
IF_118__141921,#FA7F6F,Firmicutes
IF_128__28035,#FA7F6F,Firmicutes
IF_030-2__80041,#FA7F6F,Firmicutes
KWS_10558__127274,#FA7F6F,Firmicutes
IF_101__34718,#FA7F6F,Firmicutes
IF_160__23624,#FA7F6F,Firmicutes
S_7G12__112749,#FA7F6F,Firmicutes
IF_073wa__19651,#FA7F6F,Firmicutes
KWS_10992re__50572,#FA7F6F,Firmicutes
S_6G12__29730,#FA7F6F,Firmicutes
IF_185__109755,#FA7F6F,Firmicutes
KWS_10654__29195,#FA7F6F,Firmicutes
IF_185__15766,#FA7F6F,Firmicutes
KWS_10661__97619,#FA7F6F,Firmicutes
IF_182__94924,#FA7F6F,Firmicutes
IF_106__4516,#FA7F6F,Firmicutes
IF_032__8827,#FA7F6F,Firmicutes
IF_032-2__1254,#FA7F6F,Firmicutes
IF_087-3__131785,#FA7F6F,Firmicutes
KeioHC_15__61286,#FA7F6F,Firmicutes
IF_148__224619,#FA7F6F,Firmicutes
IF_177__136325,#FA7F6F,Firmicutes
IF_009__281317,#FA7F6F,Firmicutes
KeioHC_13__197623,#FA7F6F,Firmicutes
IF_042-2__27724,#FA7F6F,Firmicutes
IF_002-2re__15217,#FA7F6F,Firmicutes
IF_101-2__119644,#FA7F6F,Firmicutes
IF_073wa__56178,#FA7F6F,Firmicutes
IF_063__23911,#FA7F6F,Firmicutes
KWS_11007__27939,#FA7F6F,Firmicutes
S_7G3__236220,#FA7F6F,Firmicutes
KWS_10997__89134,#FA7F6F,Firmicutes
S_7G46__93948,#FA7F6F,Firmicutes
IF_127__64452,#FA7F6F,Firmicutes
KWS_10655__31573,#FA7F6F,Firmicutes
IF_073-2wa__12190,#FA7F6F,Firmicutes
IF_177__51070,#FA7F6F,Firmicutes
IF_005__51406,#FA7F6F,Firmicutes
IF_027__65716,#FA7F6F,Firmicutes
S_7G50__84795,#FA7F6F,Firmicutes
S_7G34__43198,#FA7F6F,Firmicutes
S_7G38__1908,#FA7F6F,Firmicutes
IF_121wa__18267,#FA7F6F,Firmicutes
IF_030-2__48176,#FA7F6F,Firmicutes
KWS_10480__168932,#FA7F6F,Firmicutes
IF_164re__75887,#FA7F6F,Firmicutes
IF_087__28884,#FA7F6F,Firmicutes
KWS_10636__41311,#FA7F6F,Firmicutes
S_7G45__97735,#FA7F6F,Firmicutes
IF_022__17955,#FA7F6F,Firmicutes
IF_140__7089,#FA7F6F,Firmicutes
KWS_10461__40659,#FA7F6F,Firmicutes
KWS_10893__117,#FA7F6F,Firmicutes
S_7G1__45677,#FA7F6F,Firmicutes
S_7G28__270981,#FA7F6F,Firmicutes
IF_088-2__119863,#FA7F6F,Firmicutes
IF_155__25458,#FA7F6F,Firmicutes
IF_070__1125,#FA7F6F,Firmicutes
KWS_10480__20542,#FA7F6F,Firmicutes
KWS_10467__130531,#FA7F6F,Firmicutes
KWS_10991__124055,#FA7F6F,Firmicutes
IF_095__170578,#FA7F6F,Firmicutes
S_7G1__241687,#FA7F6F,Firmicutes
IF_081__35430,#FA7F6F,Firmicutes
IF_087__5965,#FA7F6F,Firmicutes
IF_124__1254,#FA7F6F,Firmicutes
KWS_10476__46427,#FA7F6F,Firmicutes
KWS_11008__157854,#FA7F6F,Firmicutes
S_7G31__83090,#FA7F6F,Firmicutes
KeioHC_2__48037,#FA7F6F,Firmicutes
IF_177__229617,#FA7F6F,Firmicutes
IF_132__10317,#FA7F6F,Firmicutes
IF_038__99221,#FA7F6F,Firmicutes
KWS_11003__24754,#FA7F6F,Firmicutes
S_7G50__40159,#FA7F6F,Firmicutes
IF_149__42858,#FA7F6F,Firmicutes
S_7G38__182703,#FA7F6F,Firmicutes
IF_067__85062,#FA7F6F,Firmicutes
KWS_10920__31907,#FA7F6F,Firmicutes
IF_005__18608,#FA7F6F,Firmicutes
KeioHC_2__129895,#FA7F6F,Firmicutes
IF_087-2__278369,#FA7F6F,Firmicutes
KeioHC_17__79892,#FA7F6F,Firmicutes
KeioHC_110__42287,#FA7F6F,Firmicutes
IF_161__69715,#FA7F6F,Firmicutes
IF_101__164031,#FA7F6F,Firmicutes
KeioHC_121__73594,#FA7F6F,Firmicutes
IF_065__125485,#FA7F6F,Firmicutes
IF_079__106176,#FA7F6F,Firmicutes
IF_101__62040,#FA7F6F,Firmicutes
KWS_10636__246199,#FA7F6F,Firmicutes
IF_030__38746,#FA7F6F,Firmicutes
IF_026__184049,#FA7F6F,Firmicutes
KeioHC_112__128538,#FA7F6F,Firmicutes
IF_148__51396,#FA7F6F,Firmicutes
IF_188__13317,#FA7F6F,Firmicutes
IF_002-2re__k141_1965,#FA7F6F,Firmicutes
IF_007__k141_90803,#FA7F6F,Firmicutes
IF_013__k141_70313,#FA7F6F,Firmicutes
IF_017__k141_67290,#FA7F6F,Firmicutes
IF_022__k141_19245,#FA7F6F,Firmicutes
IF_031__k141_26361,#FA7F6F,Firmicutes
IF_036__k141_24416,#FA7F6F,Firmicutes
IF_046-2__k141_35178,#FA7F6F,Firmicutes
IF_063__k141_30445,#FA7F6F,Firmicutes
IF_076__k141_118023,#FA7F6F,Firmicutes
IF_076__k141_25019,#FA7F6F,Firmicutes
IF_086__k141_93628,#FA7F6F,Firmicutes
IF_091__k141_63822,#FA7F6F,Firmicutes
IF_091__k141_92553,#FA7F6F,Firmicutes
IF_101__k141_128027,#FA7F6F,Firmicutes
IF_101__k141_17910,#FA7F6F,Firmicutes
IF_111__k141_89864,#FA7F6F,Firmicutes
IF_124__k141_77752,#FA7F6F,Firmicutes
IF_125__k141_13465,#FA7F6F,Firmicutes
IF_128__k141_169907,#FA7F6F,Firmicutes
IF_128__k141_149548,#FA7F6F,Firmicutes
IF_132__k141_96307,#FA7F6F,Firmicutes
IF_137__k141_57916,#FA7F6F,Firmicutes
IF_148__k141_73647,#FA7F6F,Firmicutes
IF_151__k141_13229,#FA7F6F,Firmicutes
IF_151__k141_71881,#FA7F6F,Firmicutes
IF_169__k141_58748,#FA7F6F,Firmicutes
IF_173__k141_125466,#FA7F6F,Firmicutes
IF_175re__k141_89751,#FA7F6F,Firmicutes
IF_178__k141_42691,#FA7F6F,Firmicutes
IF_183__k141_60104,#FA7F6F,Firmicutes
KWS_10463__k141_9205,#FA7F6F,Firmicutes
KWS_10476__k141_63168,#FA7F6F,Firmicutes
KWS_10486__k141_27406,#FA7F6F,Firmicutes
KWS_10563__k141_82686,#FA7F6F,Firmicutes
KWS_10631__k141_103391,#FA7F6F,Firmicutes
KWS_10638__k141_92917,#FA7F6F,Firmicutes
KWS_10648__k141_865,#FA7F6F,Firmicutes
KWS_10653__k141_69346,#FA7F6F,Firmicutes
KWS_10656__k141_184809,#FA7F6F,Firmicutes
KWS_10656__k141_123588,#FA7F6F,Firmicutes
KWS_10985__k141_77551,#FA7F6F,Firmicutes
KeioHC_109__k141_21772,#FA7F6F,Firmicutes
KeioHC_15__k141_19017,#FA7F6F,Firmicutes
KeioHC_I2__k141_28948,#FA7F6F,Firmicutes
KeioHC_I2__k141_126885,#FA7F6F,Firmicutes
S_7G25__k141_41450,#FA7F6F,Firmicutes
S_7G26__k141_50990,#FA7F6F,Firmicutes
S_7G43__k141_92946,#FA7F6F,Firmicutes
S_7G44__k141_87840,#FA7F6F,Firmicutes
S_7G46__k141_114512,#FA7F6F,Firmicutes
S_7G46__k141_57959,#FA7F6F,Firmicutes
S_7G51__3099,#8ECFC9,Firmicutes_A
KWS_10659__890,#8ECFC9,Firmicutes_A
S_6G5__890,#8ECFC9,Firmicutes_A
IF_167__1088,#8ECFC9,Firmicutes_A
IF_030-2__980,#8ECFC9,Firmicutes_A
S_6G4__980,#8ECFC9,Firmicutes_A
S_7G22__481,#8ECFC9,Firmicutes_A
KWS_11002__988,#8ECFC9,Firmicutes_A
S_7G18__988,#8ECFC9,Firmicutes_A
KeioHC_115__348,#8ECFC9,Firmicutes_A
S_6G8__104,#8ECFC9,Firmicutes_A
IF_086__7,#8ECFC9,Firmicutes_A
S_6G3__481,#8ECFC9,Firmicutes_A
IF_123__28,#8ECFC9,Firmicutes_A
IF_015-2__28,#8ECFC9,Firmicutes_A
KWS_10998__28,#8ECFC9,Firmicutes_A
IF_074__108,#8ECFC9,Firmicutes_A
KWS_10636__2056,#8ECFC9,Firmicutes_A
KWS_10659__2056,#8ECFC9,Firmicutes_A
KWS_11009__468,#8ECFC9,Firmicutes_A
KWS_10559__468,#8ECFC9,Firmicutes_A
S_6G13__1153,#8ECFC9,Firmicutes_A
IF_022__503,#8ECFC9,Firmicutes_A
S_7G1__93,#8ECFC9,Firmicutes_A
S_6G11__6237,#8ECFC9,Firmicutes_A
IF_123__6311,#8ECFC9,Firmicutes_A
IF_092__13,#8ECFC9,Firmicutes_A
S_7G19__989,#8ECFC9,Firmicutes_A
KWS_10989__989,#8ECFC9,Firmicutes_A
IF_030__8,#8ECFC9,Firmicutes_A
S_6G7__8,#8ECFC9,Firmicutes_A
KWS_10465__2630,#8ECFC9,Firmicutes_A
IF_130__517,#8ECFC9,Firmicutes_A
KWS_10633__125,#8ECFC9,Firmicutes_A
S_7G42__125,#8ECFC9,Firmicutes_A
IF_011__184,#8ECFC9,Firmicutes_A
IF_022__417,#8ECFC9,Firmicutes_A
IF_086-2__417,#8ECFC9,Firmicutes_A
IF_121wa__417,#8ECFC9,Firmicutes_A
KWS_11008__132,#8ECFC9,Firmicutes_A
IF_116__146,#8ECFC9,Firmicutes_A
IF_073-2wa__146,#8ECFC9,Firmicutes_A
IF_030__326,#8ECFC9,Firmicutes_A
KeioHC_107__792,#8ECFC9,Firmicutes_A
KeioHC_11__792,#8ECFC9,Firmicutes_A
KeioHC_4__373,#8ECFC9,Firmicutes_A
S_7G38__373,#8ECFC9,Firmicutes_A
S_7G25__283,#8ECFC9,Firmicutes_A
KeioHC_102__293,#8ECFC9,Firmicutes_A
S_7G50__254,#8ECFC9,Firmicutes_A
S_7G26__96,#8ECFC9,Firmicutes_A
KWS_10991__96,#8ECFC9,Firmicutes_A
KWS_10904__96,#8ECFC9,Firmicutes_A
IF_162__170,#8ECFC9,Firmicutes_A
IF_148__170,#8ECFC9,Firmicutes_A
KeioHC_9__170,#8ECFC9,Firmicutes_A
IF_123__147,#8ECFC9,Firmicutes_A
KWS_10548__147,#8ECFC9,Firmicutes_A
KWS_10641__39,#8ECFC9,Firmicutes_A
KWS_10567__9,#8ECFC9,Firmicutes_A
IF_087-3__9,#8ECFC9,Firmicutes_A
KWS_10984__867,#8ECFC9,Firmicutes_A
IF_073wa__92,#8ECFC9,Firmicutes_A
IF_130__92,#8ECFC9,Firmicutes_A
IF_027__92,#8ECFC9,Firmicutes_A
KWS_11000__494,#8ECFC9,Firmicutes_A
IF_050__494,#8ECFC9,Firmicutes_A
KWS_10469__27,#8ECFC9,Firmicutes_A
S_6G4__27,#8ECFC9,Firmicutes_A
KWS_10539__419,#8ECFC9,Firmicutes_A
IF_005__419,#8ECFC9,Firmicutes_A
IF_030-2__419,#8ECFC9,Firmicutes_A
KWS_10903__473,#8ECFC9,Firmicutes_A
IF_092__473,#8ECFC9,Firmicutes_A
S_7G8__178,#8ECFC9,Firmicutes_A
S_7G18__178,#8ECFC9,Firmicutes_A
S_6G15__101,#8ECFC9,Firmicutes_A
S_7G50__101,#8ECFC9,Firmicutes_A
IF_148__1157,#8ECFC9,Firmicutes_A
IF_130__1157,#8ECFC9,Firmicutes_A
IF_082__46,#8ECFC9,Firmicutes_A
S_7G7__46,#8ECFC9,Firmicutes_A
IF_012__319,#8ECFC9,Firmicutes_A
IF_175re__319,#8ECFC9,Firmicutes_A
IF_017__319,#8ECFC9,Firmicutes_A
IF_175re__121,#8ECFC9,Firmicutes_A
KWS_10997__3849,#8ECFC9,Firmicutes_A
KWS_10639__3849,#8ECFC9,Firmicutes_A
KWS_10894__3849,#8ECFC9,Firmicutes_A
IF_079__131,#8ECFC9,Firmicutes_A
KWS_10993__131,#8ECFC9,Firmicutes_A
KWS_10897__131,#8ECFC9,Firmicutes_A
KWS_10987__477,#8ECFC9,Firmicutes_A
KWS_10996__116,#8ECFC9,Firmicutes_A
KWS_10911__116,#8ECFC9,Firmicutes_A
KWS_10563__116,#8ECFC9,Firmicutes_A
KWS_11000__318,#8ECFC9,Firmicutes_A
IF_011__318,#8ECFC9,Firmicutes_A
S_6G6__70,#8ECFC9,Firmicutes_A
S_6G2__1136,#8ECFC9,Firmicutes_A
S_6G10__85,#8ECFC9,Firmicutes_A
IF_082__853,#8ECFC9,Firmicutes_A
S_7G28__734,#8ECFC9,Firmicutes_A
S_7G12__734,#8ECFC9,Firmicutes_A
S_7G25__66,#8ECFC9,Firmicutes_A
KWS_10641__136,#8ECFC9,Firmicutes_A
KWS_10473__162,#8ECFC9,Firmicutes_A
KWS_10910__162,#8ECFC9,Firmicutes_A
S_7G4__592,#8ECFC9,Firmicutes_A
IF_122__592,#8ECFC9,Firmicutes_A
IF_104__592,#8ECFC9,Firmicutes_A
S_6G7__57,#8ECFC9,Firmicutes_A
S_7G29__585,#8ECFC9,Firmicutes_A
IF_158__346,#8ECFC9,Firmicutes_A
IF_130__60,#8ECFC9,Firmicutes_A
S_7G16__180,#8ECFC9,Firmicutes_A
KeioHC_113__180,#8ECFC9,Firmicutes_A
IF_177__180,#8ECFC9,Firmicutes_A
IF_104__56,#8ECFC9,Firmicutes_A
IF_091__376,#8ECFC9,Firmicutes_A
IF_173__376,#8ECFC9,Firmicutes_A
IF_122__376,#8ECFC9,Firmicutes_A
IF_012__14,#8ECFC9,Firmicutes_A
S_6G16__924,#8ECFC9,Firmicutes_A
S_6G4__924,#8ECFC9,Firmicutes_A
S_6G5__924,#8ECFC9,Firmicutes_A
IF_007__143,#8ECFC9,Firmicutes_A
IF_009__143,#8ECFC9,Firmicutes_A
KWS_10903__143,#8ECFC9,Firmicutes_A
S_6G16__907,#8ECFC9,Firmicutes_A
S_6G11__907,#8ECFC9,Firmicutes_A
S_7G39__571,#8ECFC9,Firmicutes_A
KeioHC_111__571,#8ECFC9,Firmicutes_A
IF_046-2__542,#8ECFC9,Firmicutes_A
S_7G42__216,#8ECFC9,Firmicutes_A
S_6G3__216,#8ECFC9,Firmicutes_A
IF_016__179,#8ECFC9,Firmicutes_A
KWS_10636__190,#8ECFC9,Firmicutes_A
KWS_10476__190,#8ECFC9,Firmicutes_A
S_7G19__122,#8ECFC9,Firmicutes_A
S_7G28__122,#8ECFC9,Firmicutes_A
S_6G7__122,#8ECFC9,Firmicutes_A
IF_053__285,#8ECFC9,Firmicutes_A
S_7G46__285,#8ECFC9,Firmicutes_A
S_7G50__285,#8ECFC9,Firmicutes_A
KWS_10784__215,#8ECFC9,Firmicutes_A
S_7G17__215,#8ECFC9,Firmicutes_A
IF_117__13157,#8ECFC9,Firmicutes_A
KWS_10480__776,#8ECFC9,Firmicutes_A
KWS_10996__263,#8ECFC9,Firmicutes_A
IF_019__107,#8ECFC9,Firmicutes_A
KWS_10893__6157,#8ECFC9,Firmicutes_A
KWS_11006__7955,#8ECFC9,Firmicutes_A
KWS_10545__10,#8ECFC9,Firmicutes_A
S_6G3__10,#8ECFC9,Firmicutes_A
IF_072__10,#8ECFC9,Firmicutes_A
IF_013__3,#8ECFC9,Firmicutes_A
KWS_10897__3,#8ECFC9,Firmicutes_A
IF_086__78,#8ECFC9,Firmicutes_A
IF_086-2__78,#8ECFC9,Firmicutes_A
IF_161__78,#8ECFC9,Firmicutes_A
IF_032__152,#8ECFC9,Firmicutes_A
KWS_10991__152,#8ECFC9,Firmicutes_A
KWS_10903__152,#8ECFC9,Firmicutes_A
S_6G3__262,#8ECFC9,Firmicutes_A
S_6G15__262,#8ECFC9,Firmicutes_A
S_6G14__574,#8ECFC9,Firmicutes_A
S_7G39__574,#8ECFC9,Firmicutes_A
IF_117__114,#8ECFC9,Firmicutes_A
KWS_10452__406,#8ECFC9,Firmicutes_A
IF_116__406,#8ECFC9,Firmicutes_A
IF_107__406,#8ECFC9,Firmicutes_A
IF_025__164,#8ECFC9,Firmicutes_A
KWS_10552__164,#8ECFC9,Firmicutes_A
IF_061-2__139,#8ECFC9,Firmicutes_A
IF_047-2__448,#8ECFC9,Firmicutes_A
KWS_10477__448,#8ECFC9,Firmicutes_A
KWS_10998__448,#8ECFC9,Firmicutes_A
S_7G41__37,#8ECFC9,Firmicutes_A
S_7G33__37,#8ECFC9,Firmicutes_A
IF_032__118,#8ECFC9,Firmicutes_A
KWS_10476__118,#8ECFC9,Firmicutes_A
IF_175re__428,#8ECFC9,Firmicutes_A
KWS_10998__428,#8ECFC9,Firmicutes_A
IF_164re__428,#8ECFC9,Firmicutes_A
IF_117__73,#8ECFC9,Firmicutes_A
IF_068__106,#8ECFC9,Firmicutes_A
KWS_10651__106,#8ECFC9,Firmicutes_A
KWS_10486__106,#8ECFC9,Firmicutes_A
KeioHC_102__237,#8ECFC9,Firmicutes_A
IF_071__97,#8ECFC9,Firmicutes_A
IF_128__32,#8ECFC9,Firmicutes_A
IF_073-2wa__32,#8ECFC9,Firmicutes_A
S_6G16__241,#8ECFC9,Firmicutes_A
KWS_10633__241,#8ECFC9,Firmicutes_A
S_7G20__515,#8ECFC9,Firmicutes_A
S_6G5__781,#8ECFC9,Firmicutes_A
KWS_10469__1111,#8ECFC9,Firmicutes_A
IF_099__1111,#8ECFC9,Firmicutes_A
S_6G7__58,#8ECFC9,Firmicutes_A
S_7G20__58,#8ECFC9,Firmicutes_A
S_7G14__151,#8ECFC9,Firmicutes_A
KWS_10997__151,#8ECFC9,Firmicutes_A
KWS_10904__1138,#8ECFC9,Firmicutes_A
KeioHC_3__109,#8ECFC9,Firmicutes_A
KWS_10452__40,#8ECFC9,Firmicutes_A
S_6G2__24,#8ECFC9,Firmicutes_A
S_6G12__24,#8ECFC9,Firmicutes_A
S_7G49__24,#8ECFC9,Firmicutes_A
S_6G12__301,#8ECFC9,Firmicutes_A
KWS_10639__361,#8ECFC9,Firmicutes_A
KWS_10986__988,#8ECFC9,Firmicutes_A
KWS_10894__988,#8ECFC9,Firmicutes_A
S_6G1__379,#8ECFC9,Firmicutes_A
KWS_10784__74,#8ECFC9,Firmicutes_A
KWS_10641__74,#8ECFC9,Firmicutes_A
KWS_10545__74,#8ECFC9,Firmicutes_A
KWS_10478__462,#8ECFC9,Firmicutes_A
IF_013__462,#8ECFC9,Firmicutes_A
IF_001__462,#8ECFC9,Firmicutes_A
KeioHC_6__62,#8ECFC9,Firmicutes_A
IF_019__383,#8ECFC9,Firmicutes_A
KWS_11007__383,#8ECFC9,Firmicutes_A
KWS_10983__563,#8ECFC9,Firmicutes_A
KWS_10656__563,#8ECFC9,Firmicutes_A
IF_149__54,#8ECFC9,Firmicutes_A
S_6G8__520,#8ECFC9,Firmicutes_A
IF_079__71,#8ECFC9,Firmicutes_A
S_7G46__71,#8ECFC9,Firmicutes_A
S_6G2__1461,#8ECFC9,Firmicutes_A
S_7G48__1461,#8ECFC9,Firmicutes_A
S_7G27__340,#8ECFC9,Firmicutes_A
S_7G7__455,#8ECFC9,Firmicutes_A
S_6G14__133,#8ECFC9,Firmicutes_A
S_6G6__133,#8ECFC9,Firmicutes_A
KWS_10657__327,#8ECFC9,Firmicutes_A
S_6G13__41,#8ECFC9,Firmicutes_A
KWS_10904__814,#8ECFC9,Firmicutes_A
IF_188__814,#8ECFC9,Firmicutes_A
KWS_10639__814,#8ECFC9,Firmicutes_A
KeioHC_120__48,#8ECFC9,Firmicutes_A
S_6G4__48,#8ECFC9,Firmicutes_A
S_7G18__48,#8ECFC9,Firmicutes_A
IF_019__1794,#8ECFC9,Firmicutes_A
IF_175re__230,#8ECFC9,Firmicutes_A
IF_148__230,#8ECFC9,Firmicutes_A
IF_151__230,#8ECFC9,Firmicutes_A
S_6G15__323,#8ECFC9,Firmicutes_A
S_7G18__233,#8ECFC9,Firmicutes_A
S_6G11__233,#8ECFC9,Firmicutes_A
IF_099__435,#8ECFC9,Firmicutes_A
IF_022__638,#8ECFC9,Firmicutes_A
IF_158__638,#8ECFC9,Firmicutes_A
IF_165__867,#8ECFC9,Firmicutes_A
KeioHC_115__706,#8ECFC9,Firmicutes_A
KWS_10917__706,#8ECFC9,Firmicutes_A
KeioHC_108__775,#8ECFC9,Firmicutes_A
IF_033__310,#8ECFC9,Firmicutes_A
IF_060__310,#8ECFC9,Firmicutes_A
KWS_10915__579,#8ECFC9,Firmicutes_A
S_7G7__579,#8ECFC9,Firmicutes_A
IF_188__1,#8ECFC9,Firmicutes_A
