ID,Color,HostFamily
IF_171__27764,#8ECFC9,Firmicutes_A
KWS_10996__16376,#8ECFC9,Firmicutes_A
KeioHC_103__22123,#8ECFC9,Firmicutes_A
IF_077__202285,#8ECFC9,Firmicutes_A
S_6G2__78813,#8ECFC9,Firmicutes_A
KeioHC_116__3405,#8ECFC9,Firmicutes_A
KWS_10997__77072,#8ECFC9,Firmicutes_A
S_6G5__7520,#8ECFC9,Firmicutes_A
IF_101__211061,#8ECFC9,Firmicutes_A
IF_041__45631,#8ECFC9,Firmicutes_A
KWS_10896__44852,#8ECFC9,Firmicutes_A
IF_101__19056,#8ECFC9,Firmicutes_A
IF_085__14811,#8ECFC9,Firmicutes_A
KWS_11004__34094,#8ECFC9,Firmicutes_A
KWS_11002__172479,#8ECFC9,Firmicutes_A
KWS_10459__22723,#8ECFC9,Firmicutes_A
S_7G10__19357,#8ECFC9,Firmicutes_A
S_6G15__52900,#8ECFC9,Firmicutes_A
IF_122__1237,#8ECFC9,Firmicutes_A
IF_025__130222,#8ECFC9,Firmicutes_A
IF_024-2__18346,#8ECFC9,Firmicutes_A
S_7G31__44163,#8ECFC9,Firmicutes_A
IF_158__210139,#8ECFC9,Firmicutes_A
IF_116__32130,#8ECFC9,Firmicutes_A
KWS_10903__234782,#8ECFC9,Firmicutes_A
KWS_10631__159750,#8ECFC9,Firmicutes_A
IF_025__236295,#8ECFC9,Firmicutes_A
IF_025__56296,#8ECFC9,Firmicutes_A
S_7G49__175980,#8ECFC9,Firmicutes_A
IF_099__80344,#8ECFC9,Firmicutes_A
IF_117__8052,#8ECFC9,Firmicutes_A
IF_068-2__38278,#8ECFC9,Firmicutes_A
KWS_10996__280877,#8ECFC9,Firmicutes_A
KWS_10549__188636,#8ECFC9,Firmicutes_A
KWS_10468__74577,#8ECFC9,Firmicutes_A
KWS_10473__42191,#8ECFC9,Firmicutes_A
IF_013__77149,#8ECFC9,Firmicutes_A
S_7G33__251546,#8ECFC9,Firmicutes_A
IF_169__246562,#8ECFC9,Firmicutes_A
KWS_10984__205757,#8ECFC9,Firmicutes_A
KWS_10639__9077,#8ECFC9,Firmicutes_A
IF_042-2__47543,#8ECFC9,Firmicutes_A
IF_016__10689,#8ECFC9,Firmicutes_A
IF_065__215457,#8ECFC9,Firmicutes_A
IF_001__k141_38556,#8ECFC9,Firmicutes_A
IF_002-2re__k141_103215,#8ECFC9,Firmicutes_A
IF_003__k141_33989,#8ECFC9,Firmicutes_A
IF_004__k141_98495,#8ECFC9,Firmicutes_A
IF_007__k141_94088,#8ECFC9,Firmicutes_A
IF_007__k141_20119,#8ECFC9,Firmicutes_A
IF_007__k141_78052,#8ECFC9,Firmicutes_A
IF_007__k141_120179,#8ECFC9,Firmicutes_A
IF_008__k141_43146,#8ECFC9,Firmicutes_A
IF_009__k141_109256,#8ECFC9,Firmicutes_A
IF_011__k141_81722,#8ECFC9,Firmicutes_A
IF_014-2__k141_46135,#8ECFC9,Firmicutes_A
IF_014-2__k141_24604,#8ECFC9,Firmicutes_A
IF_022__k141_29355,#8ECFC9,Firmicutes_A
IF_022__k141_71737,#8ECFC9,Firmicutes_A
IF_022__k141_58544,#8ECFC9,Firmicutes_A
IF_025__k141_136936,#8ECFC9,Firmicutes_A
IF_025__k141_71025,#8ECFC9,Firmicutes_A
IF_025__k141_2344,#8ECFC9,Firmicutes_A
IF_027__k141_20037,#8ECFC9,Firmicutes_A
IF_028__k141_107206,#8ECFC9,Firmicutes_A
IF_030-2__k141_84891,#8ECFC9,Firmicutes_A
IF_030-2__k141_76681,#8ECFC9,Firmicutes_A
IF_030-2__k141_59770,#8ECFC9,Firmicutes_A
IF_030-2__k141_5114,#8ECFC9,Firmicutes_A
IF_030-2__k141_38455,#8ECFC9,Firmicutes_A
IF_030-2__k141_32924,#8ECFC9,Firmicutes_A
IF_032__k141_27406,#8ECFC9,Firmicutes_A
IF_042-2__k141_125187,#8ECFC9,Firmicutes_A
IF_042__k141_177059,#8ECFC9,Firmicutes_A
IF_045__k141_42649,#8ECFC9,Firmicutes_A
IF_047__k141_8810,#8ECFC9,Firmicutes_A
IF_047__k141_45028,#8ECFC9,Firmicutes_A
IF_048__k141_26666,#8ECFC9,Firmicutes_A
IF_048__k141_101406,#8ECFC9,Firmicutes_A
IF_048__k141_38019,#8ECFC9,Firmicutes_A
IF_050-2__k141_3924,#8ECFC9,Firmicutes_A
IF_050__k141_67986,#8ECFC9,Firmicutes_A
IF_050__k141_76245,#8ECFC9,Firmicutes_A
IF_050__k141_44685,#8ECFC9,Firmicutes_A
IF_050__k141_1252,#8ECFC9,Firmicutes_A
IF_051__k141_26950,#8ECFC9,Firmicutes_A
IF_051__k141_43750,#8ECFC9,Firmicutes_A
IF_052__k141_46863,#8ECFC9,Firmicutes_A
IF_055-2__k141_22442,#8ECFC9,Firmicutes_A
IF_059__k141_1596,#8ECFC9,Firmicutes_A
IF_064__k141_4764,#8ECFC9,Firmicutes_A
IF_064__k141_60824,#8ECFC9,Firmicutes_A
IF_065-2__k141_101873,#8ECFC9,Firmicutes_A
IF_065-2__k141_8345,#8ECFC9,Firmicutes_A
IF_067__k141_52420,#8ECFC9,Firmicutes_A
IF_068__k141_32571,#8ECFC9,Firmicutes_A
IF_071-2__k141_60107,#8ECFC9,Firmicutes_A
IF_071-2__k141_30602,#8ECFC9,Firmicutes_A
IF_072__k141_124135,#8ECFC9,Firmicutes_A
IF_072__k141_49052,#8ECFC9,Firmicutes_A
IF_073-2wa__k141_97607,#8ECFC9,Firmicutes_A
IF_073-2wa__k141_143244,#8ECFC9,Firmicutes_A
IF_074__k141_32888,#8ECFC9,Firmicutes_A
IF_074__k141_32807,#8ECFC9,Firmicutes_A
IF_076__k141_75305,#8ECFC9,Firmicutes_A
IF_079__k141_95222,#8ECFC9,Firmicutes_A
IF_081__k141_32624,#8ECFC9,Firmicutes_A
IF_083__k141_59643,#8ECFC9,Firmicutes_A
IF_083__k141_60064,#8ECFC9,Firmicutes_A
IF_083__k141_71481,#8ECFC9,Firmicutes_A
IF_083__k141_11136,#8ECFC9,Firmicutes_A
IF_084__k141_21494,#8ECFC9,Firmicutes_A
IF_086__k141_22175,#8ECFC9,Firmicutes_A
IF_086__k141_13264,#8ECFC9,Firmicutes_A
IF_086__k141_107668,#8ECFC9,Firmicutes_A
IF_087-2__k141_109917,#8ECFC9,Firmicutes_A
IF_087-2__k141_26723,#8ECFC9,Firmicutes_A
IF_087-2__k141_8205,#8ECFC9,Firmicutes_A
IF_087-2__k141_114050,#8ECFC9,Firmicutes_A
IF_087-3__k141_47018,#8ECFC9,Firmicutes_A
IF_087-3__k141_8084,#8ECFC9,Firmicutes_A
IF_091__k141_22453,#8ECFC9,Firmicutes_A
IF_091__k141_92153,#8ECFC9,Firmicutes_A
IF_091__k141_34695,#8ECFC9,Firmicutes_A
IF_092-2__k141_36794,#8ECFC9,Firmicutes_A
IF_092-2__k141_20769,#8ECFC9,Firmicutes_A
IF_092-2__k141_2667,#8ECFC9,Firmicutes_A
IF_092__k141_432,#8ECFC9,Firmicutes_A
IF_093__k141_107138,#8ECFC9,Firmicutes_A
IF_096__k141_12037,#8ECFC9,Firmicutes_A
IF_096__k141_82194,#8ECFC9,Firmicutes_A
IF_096__k141_74157,#8ECFC9,Firmicutes_A
IF_099__k141_167291,#8ECFC9,Firmicutes_A
IF_100-2__k141_67516,#8ECFC9,Firmicutes_A
IF_100-2__k141_27005,#8ECFC9,Firmicutes_A
IF_100__k141_29269,#8ECFC9,Firmicutes_A
IF_100__k141_118444,#8ECFC9,Firmicutes_A
IF_101__k141_3791,#8ECFC9,Firmicutes_A
IF_103__k141_31516,#8ECFC9,Firmicutes_A
IF_107__k141_90863,#8ECFC9,Firmicutes_A
IF_107__k141_48292,#8ECFC9,Firmicutes_A
IF_109__k141_33985,#8ECFC9,Firmicutes_A
IF_109__k141_124871,#8ECFC9,Firmicutes_A
IF_110__k141_21912,#8ECFC9,Firmicutes_A
IF_111__k141_101086,#8ECFC9,Firmicutes_A
IF_114__k141_51636,#8ECFC9,Firmicutes_A
IF_118__k141_103253,#8ECFC9,Firmicutes_A
IF_118__k141_1189,#8ECFC9,Firmicutes_A
IF_121wa__k141_127727,#8ECFC9,Firmicutes_A
IF_121wa__k141_7080,#8ECFC9,Firmicutes_A
IF_123__k141_114910,#8ECFC9,Firmicutes_A
IF_124__k141_90255,#8ECFC9,Firmicutes_A
IF_124__k141_54937,#8ECFC9,Firmicutes_A
IF_125__k141_10357,#8ECFC9,Firmicutes_A
IF_125__k141_18312,#8ECFC9,Firmicutes_A
IF_126__k141_2402,#8ECFC9,Firmicutes_A
IF_128__k141_93525,#8ECFC9,Firmicutes_A
IF_128__k141_49093,#8ECFC9,Firmicutes_A
IF_130__k141_101452,#8ECFC9,Firmicutes_A
IF_130__k141_96033,#8ECFC9,Firmicutes_A
IF_130__k141_160232,#8ECFC9,Firmicutes_A
IF_131__k141_23820,#8ECFC9,Firmicutes_A
IF_132__k141_73842,#8ECFC9,Firmicutes_A
IF_136__k141_17383,#8ECFC9,Firmicutes_A
IF_139__k141_13936,#8ECFC9,Firmicutes_A
IF_148__k141_79956,#8ECFC9,Firmicutes_A
IF_150__k141_28236,#8ECFC9,Firmicutes_A
IF_150__k141_42697,#8ECFC9,Firmicutes_A
IF_151__k141_40091,#8ECFC9,Firmicutes_A
IF_151__k141_69088,#8ECFC9,Firmicutes_A
IF_151__k141_4021,#8ECFC9,Firmicutes_A
IF_155__k141_31781,#8ECFC9,Firmicutes_A
IF_155__k141_28857,#8ECFC9,Firmicutes_A
IF_156__k141_28098,#8ECFC9,Firmicutes_A
IF_158__k141_4420,#8ECFC9,Firmicutes_A
IF_158__k141_60885,#8ECFC9,Firmicutes_A
IF_158__k141_71914,#8ECFC9,Firmicutes_A
IF_162__k141_53385,#8ECFC9,Firmicutes_A
IF_162__k141_60343,#8ECFC9,Firmicutes_A
IF_165__k141_110440,#8ECFC9,Firmicutes_A
IF_166__k141_94755,#8ECFC9,Firmicutes_A
IF_166__k141_70305,#8ECFC9,Firmicutes_A
IF_166__k141_37112,#8ECFC9,Firmicutes_A
IF_167__k141_210531,#8ECFC9,Firmicutes_A
IF_169__k141_16107,#8ECFC9,Firmicutes_A
IF_169__k141_50389,#8ECFC9,Firmicutes_A
IF_170__k141_146716,#8ECFC9,Firmicutes_A
IF_171__k141_45579,#8ECFC9,Firmicutes_A
IF_173__k141_3088,#8ECFC9,Firmicutes_A
IF_173__k141_146929,#8ECFC9,Firmicutes_A
IF_173__k141_81558,#8ECFC9,Firmicutes_A
IF_173__k141_37699,#8ECFC9,Firmicutes_A
IF_176__k141_61054,#8ECFC9,Firmicutes_A
IF_177__k141_116281,#8ECFC9,Firmicutes_A
IF_177__k141_84487,#8ECFC9,Firmicutes_A
IF_177__k141_127779,#8ECFC9,Firmicutes_A
IF_183__k141_13711,#8ECFC9,Firmicutes_A
IF_183__k141_67247,#8ECFC9,Firmicutes_A
IF_183__k141_14799,#8ECFC9,Firmicutes_A
IF_185__k141_60765,#8ECFC9,Firmicutes_A
IF_185__k141_61522,#8ECFC9,Firmicutes_A
IF_187__k141_51690,#8ECFC9,Firmicutes_A
IF_187__k141_58452,#8ECFC9,Firmicutes_A
IF_188__k141_23002,#8ECFC9,Firmicutes_A
IF_188__k141_13102,#8ECFC9,Firmicutes_A
IF_188__k141_75620,#8ECFC9,Firmicutes_A
IF_62-2__k141_43163,#8ECFC9,Firmicutes_A
IF_62-2__k141_61450,#8ECFC9,Firmicutes_A
KWS_10452__k141_57055,#8ECFC9,Firmicutes_A
KWS_10452__k141_86254,#8ECFC9,Firmicutes_A
KWS_10452__k141_29526,#8ECFC9,Firmicutes_A
KWS_10452__k141_96800,#8ECFC9,Firmicutes_A
KWS_10452__k141_27088,#8ECFC9,Firmicutes_A
KWS_10454__k141_111712,#8ECFC9,Firmicutes_A
KWS_10461__k141_133829,#8ECFC9,Firmicutes_A
KWS_10461__k141_50666,#8ECFC9,Firmicutes_A
KWS_10463__k141_112828,#8ECFC9,Firmicutes_A
KWS_10463__k141_150070,#8ECFC9,Firmicutes_A
KWS_10465__k141_91160,#8ECFC9,Firmicutes_A
KWS_10477__k141_30938,#8ECFC9,Firmicutes_A
KWS_10477__k141_183564,#8ECFC9,Firmicutes_A
KWS_10477__k141_187063,#8ECFC9,Firmicutes_A
KWS_10477__k141_184509,#8ECFC9,Firmicutes_A
KWS_10477__k141_180740,#8ECFC9,Firmicutes_A
KWS_10477__k141_158735,#8ECFC9,Firmicutes_A
KWS_10477__k141_109758,#8ECFC9,Firmicutes_A
KWS_10486__k141_3387,#8ECFC9,Firmicutes_A
KWS_10486__k141_151731,#8ECFC9,Firmicutes_A
KWS_10539__k141_9125,#8ECFC9,Firmicutes_A
KWS_10545__k141_56749,#8ECFC9,Firmicutes_A
KWS_10545__k141_37929,#8ECFC9,Firmicutes_A
KWS_10545__k141_51567,#8ECFC9,Firmicutes_A
KWS_10548__k141_62955,#8ECFC9,Firmicutes_A
KWS_10549__k141_34502,#8ECFC9,Firmicutes_A
KWS_10550__k141_28891,#8ECFC9,Firmicutes_A
KWS_10552__k141_43189,#8ECFC9,Firmicutes_A
KWS_10552__k141_83902,#8ECFC9,Firmicutes_A
KWS_10552__k141_121372,#8ECFC9,Firmicutes_A
KWS_10552__k141_15681,#8ECFC9,Firmicutes_A
KWS_10563__k141_148881,#8ECFC9,Firmicutes_A
KWS_10631__k141_156065,#8ECFC9,Firmicutes_A
KWS_10631__k141_138048,#8ECFC9,Firmicutes_A
KWS_10632__k141_6194,#8ECFC9,Firmicutes_A
KWS_10632__k141_23667,#8ECFC9,Firmicutes_A
KWS_10633__k141_14071,#8ECFC9,Firmicutes_A
KWS_10633__k141_111514,#8ECFC9,Firmicutes_A
KWS_10636__k141_145733,#8ECFC9,Firmicutes_A
KWS_10636__k141_70176,#8ECFC9,Firmicutes_A
KWS_10638__k141_90328,#8ECFC9,Firmicutes_A
KWS_10639__k141_238427,#8ECFC9,Firmicutes_A
KWS_10639__k141_136272,#8ECFC9,Firmicutes_A
KWS_10641__k141_87620,#8ECFC9,Firmicutes_A
KWS_10641__k141_93171,#8ECFC9,Firmicutes_A
KWS_10643__k141_29910,#8ECFC9,Firmicutes_A
KWS_10643__k141_3194,#8ECFC9,Firmicutes_A
KWS_10644__k141_131028,#8ECFC9,Firmicutes_A
KWS_10646__k141_8831,#8ECFC9,Firmicutes_A
KWS_10648__k141_32743,#8ECFC9,Firmicutes_A
KWS_10648__k141_168057,#8ECFC9,Firmicutes_A
KWS_10648__k141_169126,#8ECFC9,Firmicutes_A
KWS_10649__k141_116051,#8ECFC9,Firmicutes_A
KWS_10656__k141_69873,#8ECFC9,Firmicutes_A
KWS_10657__k141_49068,#8ECFC9,Firmicutes_A
KWS_10659__k141_87229,#8ECFC9,Firmicutes_A
KWS_10661__k141_49198,#8ECFC9,Firmicutes_A
KWS_10661__k141_40812,#8ECFC9,Firmicutes_A
KWS_10784__k141_73427,#8ECFC9,Firmicutes_A
KWS_10784__k141_116588,#8ECFC9,Firmicutes_A
KWS_10903__k141_66012,#8ECFC9,Firmicutes_A
KWS_10903__k141_103824,#8ECFC9,Firmicutes_A
KWS_10903__k141_115497,#8ECFC9,Firmicutes_A
KWS_10904__k141_25503,#8ECFC9,Firmicutes_A
KWS_10904__k141_9881,#8ECFC9,Firmicutes_A
KWS_10911__k141_11481,#8ECFC9,Firmicutes_A
KWS_10911__k141_64708,#8ECFC9,Firmicutes_A
KWS_10912__k141_157118,#8ECFC9,Firmicutes_A
KWS_10915__k141_14738,#8ECFC9,Firmicutes_A
KWS_10920__k141_63230,#8ECFC9,Firmicutes_A
KWS_10984__k141_24139,#8ECFC9,Firmicutes_A
KWS_10984__k141_36665,#8ECFC9,Firmicutes_A
KWS_10985__k141_49726,#8ECFC9,Firmicutes_A
KWS_10985__k141_14505,#8ECFC9,Firmicutes_A
KWS_10985__k141_115466,#8ECFC9,Firmicutes_A
KWS_10988__k141_48066,#8ECFC9,Firmicutes_A
KWS_10989__k141_14414,#8ECFC9,Firmicutes_A
KWS_10991__k141_12099,#8ECFC9,Firmicutes_A
KWS_10993__k141_9735,#8ECFC9,Firmicutes_A
KWS_10993__k141_73804,#8ECFC9,Firmicutes_A
KWS_10993__k141_62141,#8ECFC9,Firmicutes_A
KWS_10993__k141_62007,#8ECFC9,Firmicutes_A
KWS_10993__k141_93715,#8ECFC9,Firmicutes_A
KWS_10993__k141_37587,#8ECFC9,Firmicutes_A
KWS_10993__k141_69530,#8ECFC9,Firmicutes_A
KWS_10996__k141_159370,#8ECFC9,Firmicutes_A
KWS_10996__k141_124955,#8ECFC9,Firmicutes_A
KWS_10997__k141_99192,#8ECFC9,Firmicutes_A
KWS_10997__k141_90044,#8ECFC9,Firmicutes_A
KWS_11002__k141_35132,#8ECFC9,Firmicutes_A
KWS_11002__k141_85713,#8ECFC9,Firmicutes_A
KWS_11003__k141_146579,#8ECFC9,Firmicutes_A
KWS_11003__k141_145859,#8ECFC9,Firmicutes_A
KWS_11003__k141_145908,#8ECFC9,Firmicutes_A
KWS_11005__k141_83760,#8ECFC9,Firmicutes_A
KWS_11007__k141_100037,#8ECFC9,Firmicutes_A
KWS_11007__k141_138885,#8ECFC9,Firmicutes_A
KWS_11008__k141_8438,#8ECFC9,Firmicutes_A
KeioHC_101__k141_69048,#8ECFC9,Firmicutes_A
KeioHC_102__k141_32317,#8ECFC9,Firmicutes_A
KeioHC_103__k141_33198,#8ECFC9,Firmicutes_A
KeioHC_105__k141_57748,#8ECFC9,Firmicutes_A
KeioHC_106__k141_98938,#8ECFC9,Firmicutes_A
KeioHC_106__k141_44150,#8ECFC9,Firmicutes_A
KeioHC_106__k141_73543,#8ECFC9,Firmicutes_A
KeioHC_10__k141_169878,#8ECFC9,Firmicutes_A
KeioHC_10__k141_96450,#8ECFC9,Firmicutes_A
KeioHC_110__k141_74738,#8ECFC9,Firmicutes_A
KeioHC_113__k141_34404,#8ECFC9,Firmicutes_A
KeioHC_113__k141_83246,#8ECFC9,Firmicutes_A
KeioHC_115__k141_25598,#8ECFC9,Firmicutes_A
KeioHC_115__k141_9166,#8ECFC9,Firmicutes_A
KeioHC_11__k141_123436,#8ECFC9,Firmicutes_A
KeioHC_11__k141_59225,#8ECFC9,Firmicutes_A
KeioHC_11__k141_56966,#8ECFC9,Firmicutes_A
KeioHC_11__k141_6117,#8ECFC9,Firmicutes_A
KeioHC_120__k141_37281,#8ECFC9,Firmicutes_A
KeioHC_120__k141_57114,#8ECFC9,Firmicutes_A
KeioHC_121__k141_12077,#8ECFC9,Firmicutes_A
KeioHC_124__k141_1120,#8ECFC9,Firmicutes_A
KeioHC_126__k141_53268,#8ECFC9,Firmicutes_A
KeioHC_13__k141_118028,#8ECFC9,Firmicutes_A
KeioHC_15__k141_16814,#8ECFC9,Firmicutes_A
KeioHC_17__k141_2570,#8ECFC9,Firmicutes_A
KeioHC_2__k141_4704,#8ECFC9,Firmicutes_A
KeioHC_2__k141_7920,#8ECFC9,Firmicutes_A
KeioHC_2__k141_35315,#8ECFC9,Firmicutes_A
KeioHC_3__k141_39274,#8ECFC9,Firmicutes_A
KeioHC_3__k141_33342,#8ECFC9,Firmicutes_A
KeioHC_3__k141_32439,#8ECFC9,Firmicutes_A
KeioHC_3__k141_3086,#8ECFC9,Firmicutes_A
KeioHC_5__k141_155506,#8ECFC9,Firmicutes_A
KeioHC_7__k141_30051,#8ECFC9,Firmicutes_A
KeioHC_7__k141_34632,#8ECFC9,Firmicutes_A
KeioHC_9__k141_145866,#8ECFC9,Firmicutes_A
KeioHC_I2__k141_58596,#8ECFC9,Firmicutes_A
KeioHC_I2__k141_55479,#8ECFC9,Firmicutes_A
KeioHC_I2__k141_19833,#8ECFC9,Firmicutes_A
S_6G10__k141_8427,#8ECFC9,Firmicutes_A
S_6G11__k141_54992,#8ECFC9,Firmicutes_A
S_6G12__k141_114315,#8ECFC9,Firmicutes_A
S_6G12__k141_29771,#8ECFC9,Firmicutes_A
S_6G12__k141_15519,#8ECFC9,Firmicutes_A
S_6G13__k141_41838,#8ECFC9,Firmicutes_A
S_6G14__k141_111107,#8ECFC9,Firmicutes_A
S_6G14__k141_138139,#8ECFC9,Firmicutes_A
S_6G14__k141_135879,#8ECFC9,Firmicutes_A
S_6G14__k141_89522,#8ECFC9,Firmicutes_A
S_6G14__k141_143683,#8ECFC9,Firmicutes_A
S_6G15__k141_111809,#8ECFC9,Firmicutes_A
S_6G15__k141_113914,#8ECFC9,Firmicutes_A
S_6G16__k141_168047,#8ECFC9,Firmicutes_A
S_6G16__k141_177471,#8ECFC9,Firmicutes_A
S_6G1__k141_147726,#8ECFC9,Firmicutes_A
S_6G2__k141_33252,#8ECFC9,Firmicutes_A
S_6G2__k141_83259,#8ECFC9,Firmicutes_A
S_6G2__k141_54310,#8ECFC9,Firmicutes_A
S_6G2__k141_10270,#8ECFC9,Firmicutes_A
S_6G3__k141_120863,#8ECFC9,Firmicutes_A
S_6G3__k141_151630,#8ECFC9,Firmicutes_A
S_6G3__k141_127389,#8ECFC9,Firmicutes_A
S_6G3__k141_73584,#8ECFC9,Firmicutes_A
S_6G4__k141_84181,#8ECFC9,Firmicutes_A
S_6G4__k141_27366,#8ECFC9,Firmicutes_A
S_6G4__k141_74282,#8ECFC9,Firmicutes_A
S_6G5__k141_110934,#8ECFC9,Firmicutes_A
S_6G5__k141_144480,#8ECFC9,Firmicutes_A
S_6G6__k141_46383,#8ECFC9,Firmicutes_A
S_6G6__k141_172388,#8ECFC9,Firmicutes_A
S_6G6__k141_131963,#8ECFC9,Firmicutes_A
S_6G6__k141_151676,#8ECFC9,Firmicutes_A
S_6G7__k141_148931,#8ECFC9,Firmicutes_A
S_6G8__k141_1398,#8ECFC9,Firmicutes_A
S_7G10__k141_22119,#8ECFC9,Firmicutes_A
S_7G12__k141_72341,#8ECFC9,Firmicutes_A
S_7G14__k141_59539,#8ECFC9,Firmicutes_A
S_7G14__k141_36863,#8ECFC9,Firmicutes_A
S_7G15__k141_14199,#8ECFC9,Firmicutes_A
S_7G15__k141_39926,#8ECFC9,Firmicutes_A
S_7G16__k141_124203,#8ECFC9,Firmicutes_A
S_7G17__k141_3321,#8ECFC9,Firmicutes_A
S_7G18__k141_41778,#8ECFC9,Firmicutes_A
S_7G20__k141_75174,#8ECFC9,Firmicutes_A
S_7G20__k141_143218,#8ECFC9,Firmicutes_A
S_7G20__k141_150229,#8ECFC9,Firmicutes_A
S_7G21__k141_87577,#8ECFC9,Firmicutes_A
S_7G21__k141_104060,#8ECFC9,Firmicutes_A
S_7G24__k141_57895,#8ECFC9,Firmicutes_A
S_7G24__k141_78559,#8ECFC9,Firmicutes_A
S_7G24__k141_62456,#8ECFC9,Firmicutes_A
S_7G25__k141_86786,#8ECFC9,Firmicutes_A
S_7G25__k141_55606,#8ECFC9,Firmicutes_A
S_7G25__k141_45548,#8ECFC9,Firmicutes_A
S_7G26__k141_64400,#8ECFC9,Firmicutes_A
S_7G26__k141_22879,#8ECFC9,Firmicutes_A
S_7G26__k141_122917,#8ECFC9,Firmicutes_A
S_7G27__k141_143603,#8ECFC9,Firmicutes_A
S_7G27__k141_32436,#8ECFC9,Firmicutes_A
S_7G27__k141_34411,#8ECFC9,Firmicutes_A
S_7G27__k141_137544,#8ECFC9,Firmicutes_A
S_7G29__k141_100208,#8ECFC9,Firmicutes_A
S_7G29__k141_188149,#8ECFC9,Firmicutes_A
S_7G29__k141_153918,#8ECFC9,Firmicutes_A
S_7G31__k141_60481,#8ECFC9,Firmicutes_A
S_7G31__k141_24466,#8ECFC9,Firmicutes_A
S_7G31__k141_68888,#8ECFC9,Firmicutes_A
S_7G31__k141_89889,#8ECFC9,Firmicutes_A
S_7G31__k141_79943,#8ECFC9,Firmicutes_A
S_7G31__k141_6423,#8ECFC9,Firmicutes_A
S_7G31__k141_60898,#8ECFC9,Firmicutes_A
S_7G32__k141_57369,#8ECFC9,Firmicutes_A
S_7G32__k141_165343,#8ECFC9,Firmicutes_A
S_7G33__k141_32997,#8ECFC9,Firmicutes_A
S_7G34__k141_57358,#8ECFC9,Firmicutes_A
S_7G38__k141_23297,#8ECFC9,Firmicutes_A
S_7G40__k141_66489,#8ECFC9,Firmicutes_A
S_7G40__k141_5655,#8ECFC9,Firmicutes_A
S_7G41__k141_23312,#8ECFC9,Firmicutes_A
S_7G43__k141_150915,#8ECFC9,Firmicutes_A
S_7G44__k141_103361,#8ECFC9,Firmicutes_A
S_7G44__k141_20288,#8ECFC9,Firmicutes_A
S_7G45__k141_159231,#8ECFC9,Firmicutes_A
S_7G45__k141_124474,#8ECFC9,Firmicutes_A
S_7G45__k141_65890,#8ECFC9,Firmicutes_A
S_7G45__k141_116463,#8ECFC9,Firmicutes_A
S_7G46__k141_112280,#8ECFC9,Firmicutes_A
S_7G47__k141_4393,#8ECFC9,Firmicutes_A
S_7G48__k141_130777,#8ECFC9,Firmicutes_A
S_7G48__k141_107644,#8ECFC9,Firmicutes_A
S_7G49__k141_20246,#8ECFC9,Firmicutes_A
S_7G49__k141_81703,#8ECFC9,Firmicutes_A
S_7G51__k141_16085,#8ECFC9,Firmicutes_A
S_7G51__k141_15929,#8ECFC9,Firmicutes_A
S_7G51__k141_49516,#8ECFC9,Firmicutes_A
S_7G5__k141_112016,#8ECFC9,Firmicutes_A
S_7G5__k141_56602,#8ECFC9,Firmicutes_A
S_7G5__k141_41252,#8ECFC9,Firmicutes_A
S_7G6__k141_77089,#8ECFC9,Firmicutes_A
S_7G7__k141_10676,#8ECFC9,Firmicutes_A
S_7G7__k141_11971,#8ECFC9,Firmicutes_A
S_7G8__k141_53725,#8ECFC9,Firmicutes_A
S_7G8__k141_10671,#8ECFC9,Firmicutes_A
S_7G8__k141_59046,#8ECFC9,Firmicutes_A
IF_122__140885,#8ECFC9,Firmicutes_A
IF_009__5958,#8ECFC9,Firmicutes_A
IF_177__100141,#8ECFC9,Firmicutes_A
KWS_10637__102745,#8ECFC9,Firmicutes_A
IF_019__65089,#8ECFC9,Firmicutes_A
IF_059__230959,#8ECFC9,Firmicutes_A
KWS_10648__133286,#8ECFC9,Firmicutes_A
KWS_10454__25253,#8ECFC9,Firmicutes_A
KWS_10911__50484,#8ECFC9,Firmicutes_A
S_7G18__7969,#8ECFC9,Firmicutes_A
KWS_10459__254903,#8ECFC9,Firmicutes_A
IF_092__7351,#8ECFC9,Firmicutes_A
IF_173__58845,#8ECFC9,Firmicutes_A
S_7G29__9019,#8ECFC9,Firmicutes_A
IF_008__21147,#8ECFC9,Firmicutes_A
IF_073wa__16583,#8ECFC9,Firmicutes_A
KeioHC_12__189388,#8ECFC9,Firmicutes_A
KWS_10555__206890,#8ECFC9,Firmicutes_A
KWS_10641__21598,#8ECFC9,Firmicutes_A
IF_171__36840,#8ECFC9,Firmicutes_A
KWS_11000__101415,#8ECFC9,Firmicutes_A
KeioHC_106__2015,#8ECFC9,Firmicutes_A
IF_148__221055,#8ECFC9,Firmicutes_A
S_7G7__166732,#8ECFC9,Firmicutes_A
IF_167__125452,#8ECFC9,Firmicutes_A
IF_164re__216024,#8ECFC9,Firmicutes_A
IF_112__138489,#8ECFC9,Firmicutes_A
IF_013__164075,#8ECFC9,Firmicutes_A
KWS_10915__25253,#8ECFC9,Firmicutes_A
S_7G31__78640,#8ECFC9,Firmicutes_A
IF_002-2re__59499,#8ECFC9,Firmicutes_A
IF_017__273977,#8ECFC9,Firmicutes_A
IF_185__85006,#8ECFC9,Firmicutes_A
KWS_10661__133839,#8ECFC9,Firmicutes_A
IF_111__4985,#8ECFC9,Firmicutes_A
IF_005__36960,#8ECFC9,Firmicutes_A
