ID,Color,Family
IF_025__198611,#1f77b4,Siphoviridae
KeioHC_6__46070,#1f77b4,Siphoviridae
S_7G1__12007,#1f77b4,Siphoviridae
KWS_10903__219255,#1f77b4,Siphoviridae
S_6G5__41595,#1f77b4,Siphoviridae
KeioHC_I2__57939,#1f77b4,Siphoviridae
IF_087__28884,#1f77b4,Siphoviridae
KWS_10638__9288,#1f77b4,Siphoviridae
IF_100-2__192210,#1f77b4,Siphoviridae
KWS_10641__21302,#1f77b4,Siphoviridae
KWS_10636__41311,#1f77b4,Siphoviridae
IF_166__133748,#1f77b4,Siphoviridae
KWS_10549__107315,#1f77b4,Siphoviridae
IF_050__217213,#1f77b4,Siphoviridae
KWS_10993__135551,#1f77b4,Siphoviridae
KWS_10993__61282,#1f77b4,Siphoviridae
IF_025__186635,#1f77b4,Siphoviridae
IF_125__56799,#1f77b4,Siphoviridae
IF_004__11672,#1f77b4,Siphoviridae
KWS_10477__265351,#1f77b4,Siphoviridae
KWS_10657__20163,#1f77b4,Siphoviridae
IF_162__27536,#1f77b4,Siphoviridae
S_7G33__126978,#1f77b4,Siphoviridae
KWS_10469__214659,#1f77b4,Siphoviridae
KWS_10653__97267,#1f77b4,Siphoviridae
IF_030-2__95921,#1f77b4,Siphoviridae
S_7G45__97735,#1f77b4,Siphoviridae
IF_016__90616,#1f77b4,Siphoviridae
IF_087__103812,#1f77b4,Siphoviridae
IF_169__197868,#1f77b4,Siphoviridae
S_7G16__90361,#1f77b4,Siphoviridae
IF_086__66786,#1f77b4,Siphoviridae
S_7G29__1252,#1f77b4,Siphoviridae
IF_130__224119,#1f77b4,Siphoviridae
IF_093__27486,#1f77b4,Siphoviridae
S_6G10__106195,#1f77b4,Siphoviridae
IF_012__203004,#1f77b4,Siphoviridae
IF_069__6518,#1f77b4,Siphoviridae
IF_008__22284,#1f77b4,Siphoviridae
S_7G46__5891,#1f77b4,Siphoviridae
IF_065__75887,#1f77b4,Siphoviridae
IF_042-2__149849,#1f77b4,Siphoviridae
KWS_10459__157747,#1f77b4,Siphoviridae
IF_042__118914,#1f77b4,Siphoviridae
S_6G15__266278,#1f77b4,Siphoviridae
KWS_10648__32567,#1f77b4,Siphoviridae
KeioHC_121__73984,#1f77b4,Siphoviridae
KWS_10895__276927,#1f77b4,Siphoviridae
KeioHC_9__116705,#1f77b4,Siphoviridae
IF_073-2wa__22067,#1f77b4,Siphoviridae
IF_085__86267,#1f77b4,Siphoviridae
KWS_10477__171354,#1f77b4,Siphoviridae
IF_022__17955,#1f77b4,Siphoviridae
IF_087__21248,#1f77b4,Siphoviridae
IF_160__226603,#1f77b4,Siphoviridae
KWS_10466__137663,#1f77b4,Siphoviridae
IF_087-2__15768,#1f77b4,Siphoviridae
IF_068-2__9721,#1f77b4,Siphoviridae
IF_173__4030,#1f77b4,Siphoviridae
IF_124__22768,#1f77b4,Siphoviridae
IF_116__2410,#1f77b4,Siphoviridae
IF_123__59663,#1f77b4,Siphoviridae
S_7G5__112128,#1f77b4,Siphoviridae
S_7G41__42335,#1f77b4,Siphoviridae
IF_140__7089,#1f77b4,Siphoviridae
S_6G6__16662,#1f77b4,Siphoviridae
IF_096__48498,#1f77b4,Siphoviridae
IF_084__44117,#1f77b4,Siphoviridae
KeioHC_114__29392,#1f77b4,Siphoviridae
S_7G45__138189,#1f77b4,Siphoviridae
IF_185__138457,#1f77b4,Siphoviridae
IF_149__91297,#1f77b4,Siphoviridae
IF_177__197862,#1f77b4,Siphoviridae
S_7G31__59832,#1f77b4,Siphoviridae
KWS_10560__19185,#1f77b4,Siphoviridae
IF_046__17692,#1f77b4,Siphoviridae
KWS_10984__57153,#1f77b4,Siphoviridae
KWS_10549__209935,#1f77b4,Siphoviridae
S_7G20__36749,#1f77b4,Siphoviridae
IF_087-2__95646,#1f77b4,Siphoviridae
S_6G12__65401,#1f77b4,Siphoviridae
IF_104__15749,#1f77b4,Siphoviridae
S_7G19__210065,#1f77b4,Siphoviridae
KWS_10461__40659,#1f77b4,Siphoviridae
S_6G8__20768,#1f77b4,Siphoviridae
KeioHC_2__9447,#1f77b4,Siphoviridae
IF_076__115467,#1f77b4,Siphoviridae
IF_093__47126,#1f77b4,Siphoviridae
S_6G3__124267,#1f77b4,Siphoviridae
IF_093__67670,#1f77b4,Siphoviridae
S_6G13__270387,#1f77b4,Siphoviridae
KWS_10632__237769,#1f77b4,Siphoviridae
IF_128__35277,#1f77b4,Siphoviridae
KeioHC_120__101088,#1f77b4,Siphoviridae
IF_087__142299,#1f77b4,Siphoviridae
IF_087__98966,#1f77b4,Siphoviridae
IF_030__224399,#1f77b4,Siphoviridae
KWS_10987__104373,#1f77b4,Siphoviridae
S_7G50__187897,#1f77b4,Siphoviridae
S_7G31__113992,#1f77b4,Siphoviridae
IF_166__187157,#1f77b4,Siphoviridae
IF_167__34117,#1f77b4,Siphoviridae
KWS_10984__161541,#1f77b4,Siphoviridae
KWS_10893__117,#1f77b4,Siphoviridae
S_7G1__45677,#1f77b4,Siphoviridae
IF_149__53473,#1f77b4,Siphoviridae
IF_063__283813,#1f77b4,Siphoviridae
IF_065-2__22230,#1f77b4,Siphoviridae
KeioHC_110__274061,#1f77b4,Siphoviridae
KWS_10912__9963,#1f77b4,Siphoviridae
S_7G3__92333,#1f77b4,Siphoviridae
KWS_10897__67314,#1f77b4,Siphoviridae
IF_150__24645,#1f77b4,Siphoviridae
KWS_10639__78140,#1f77b4,Siphoviridae
KWS_10551__11292,#1f77b4,Siphoviridae
KeioHC_2__152702,#1f77b4,Siphoviridae
KWS_10650__173904,#1f77b4,Siphoviridae
IF_011__18959,#1f77b4,Siphoviridae
S_7G28__270981,#1f77b4,Siphoviridae
IF_162__3133,#1f77b4,Siphoviridae
IF_185__1083,#1f77b4,Siphoviridae
IF_085__229287,#1f77b4,Siphoviridae
IF_014-2__137609,#1f77b4,Siphoviridae
IF_033__6849,#1f77b4,Siphoviridae
IF_173__33670,#1f77b4,Siphoviridae
KWS_10894__31951,#1f77b4,Siphoviridae
IF_088-2__119863,#1f77b4,Siphoviridae
S_7G34__165463,#1f77b4,Siphoviridae
IF_090__1667,#1f77b4,Siphoviridae
IF_123__23897,#1f77b4,Siphoviridae
IF_155__25458,#1f77b4,Siphoviridae
IF_073-2wa__24793,#1f77b4,Siphoviridae
S_7G51__16886,#1f77b4,Siphoviridae
S_7G27__54174,#1f77b4,Siphoviridae
IF_100-2__16063,#1f77b4,Siphoviridae
KWS_10477__77636,#1f77b4,Siphoviridae
IF_132__78557,#1f77b4,Siphoviridae
KWS_10661__263443,#1f77b4,Siphoviridae
KeioHC_10__37631,#1f77b4,Siphoviridae
KWS_10562__2148,#1f77b4,Siphoviridae
IF_077__112642,#1f77b4,Siphoviridae
KWS_11007__229467,#1f77b4,Siphoviridae
IF_171__323,#1f77b4,Siphoviridae
IF_173__68044,#1f77b4,Siphoviridae
KWS_10909__277506,#1f77b4,Siphoviridae
KWS_10549__234685,#1f77b4,Siphoviridae
IF_070__1125,#1f77b4,Siphoviridae
IF_073-2wa__166910,#1f77b4,Siphoviridae
IF_036__3643,#1f77b4,Siphoviridae
S_7G38__56638,#1f77b4,Siphoviridae
KWS_10480__20542,#1f77b4,Siphoviridae
IF_003-2__105467,#1f77b4,Siphoviridae
IF_101__3133,#1f77b4,Siphoviridae
IF_011__4621,#1f77b4,Siphoviridae
KeioHC_106__19793,#1f77b4,Siphoviridae
IF_015__31299,#1f77b4,Siphoviridae
IF_022__5034,#1f77b4,Siphoviridae
KWS_10467__130531,#1f77b4,Siphoviridae
KWS_10991__124055,#1f77b4,Siphoviridae
KeioHC_112__118408,#1f77b4,Siphoviridae
IF_100__170458,#1f77b4,Siphoviridae
IF_159__21320,#1f77b4,Siphoviridae
IF_002__24645,#1f77b4,Siphoviridae
KWS_10655__254642,#1f77b4,Siphoviridae
IF_095__170578,#1f77b4,Siphoviridae
IF_068-2__161967,#1f77b4,Siphoviridae
KWS_10543__192262,#1f77b4,Siphoviridae
IF_067__51778,#1f77b4,Siphoviridae
IF_149__28035,#1f77b4,Siphoviridae
IF_005__13199,#1f77b4,Siphoviridae
KWS_11000__23897,#1f77b4,Siphoviridae
IF_118__7488,#1f77b4,Siphoviridae
KWS_10638__33712,#1f77b4,Siphoviridae
KeioHC_120__33712,#1f77b4,Siphoviridae
S_7G44__79721,#1f77b4,Siphoviridae
IF_149__104188,#1f77b4,Siphoviridae
S_7G4__280237,#1f77b4,Siphoviridae
IF_022__290249,#1f77b4,Siphoviridae
S_7G1__241687,#1f77b4,Siphoviridae
KWS_10464__64864,#1f77b4,Siphoviridae
IF_101__195555,#1f77b4,Siphoviridae
S_7G27__223914,#1f77b4,Siphoviridae
IF_042-2__41814,#1f77b4,Siphoviridae
KWS_10469__191712,#1f77b4,Siphoviridae
KeioHC_11__49922,#1f77b4,Siphoviridae
IF_081__35430,#1f77b4,Siphoviridae
S_6G2__53899,#1f77b4,Siphoviridae
IF_100__43939,#1f77b4,Siphoviridae
KWS_10653__37723,#1f77b4,Siphoviridae
IF_081__51746,#1f77b4,Siphoviridae
S_7G20__70316,#1f77b4,Siphoviridae
KWS_10632__102136,#d62728,crAss-phage
IF_024-2__51746,#d62728,crAss-phage
KWS_10987__97265,#d62728,crAss-phage
IF_128__42858,#d62728,crAss-phage
IF_117__7488,#d62728,crAss-phage
IF_042-2__1798,#d62728,crAss-phage
IF_106__68317,#d62728,crAss-phage
KWS_10543__58986,#d62728,crAss-phage
S_7G22__27663,#d62728,crAss-phage
KWS_10997__80625,#d62728,crAss-phage
IF_117__67990,#d62728,crAss-phage
IF_005__52298,#d62728,crAss-phage
IF_087__5965,#d62728,crAss-phage
S_6G5__34561,#d62728,crAss-phage
KWS_11009__44956,#d62728,crAss-phage
IF_124__1254,#d62728,crAss-phage
IF_042__177831,#d62728,crAss-phage
IF_032-2__41467,#d62728,crAss-phage
KWS_10476__46427,#d62728,crAss-phage
KWS_10551__139145,#d62728,crAss-phage
S_7G20__190011,#d62728,crAss-phage
IF_101__45982,#d62728,crAss-phage
IF_173__169335,#d62728,crAss-phage
IF_155__16870,#d62728,crAss-phage
KWS_10661__198582,#d62728,crAss-phage
IF_038__26906,#d62728,crAss-phage
KWS_10997__33382,#d62728,crAss-phage
S_6G16__77027,#d62728,crAss-phage
S_7G34__18940,#d62728,crAss-phage
KeioHC_115__4439,#d62728,crAss-phage
IF_118__198151,#d62728,crAss-phage
S_7G50__111311,#d62728,crAss-phage
IF_156__3106,#d62728,crAss-phage
KWS_10486__166819,#d62728,crAss-phage
KeioHC_4__263387,#d62728,crAss-phage
KWS_10476__177054,#d62728,crAss-phage
IF_019__85189,#d62728,crAss-phage
KeioHC_115__108112,#d62728,crAss-phage
IF_167__186673,#d62728,crAss-phage
S_7G43__23489,#d62728,crAss-phage
IF_017__85586,#d62728,crAss-phage
KWS_10473__89101,#d62728,crAss-phage
KeioHC_13__21302,#d62728,crAss-phage
KWS_11008__157854,#d62728,crAss-phage
IF_182__40525,#d62728,crAss-phage
S_7G5__49216,#d62728,crAss-phage
IF_083__272512,#d62728,crAss-phage
S_7G31__83090,#d62728,crAss-phage
IF_170__286947,#d62728,crAss-phage
KeioHC_17__195598,#d62728,crAss-phage
IF_087-2__11346,#d62728,crAss-phage
KWS_10998__192240,#d62728,crAss-phage
IF_065-2__261669,#d62728,crAss-phage
KeioHC_13__45712,#d62728,crAss-phage
IF_169__70550,#d62728,crAss-phage
IF_032__7089,#d62728,crAss-phage
KWS_10988__104243,#d62728,crAss-phage
IF_027__160065,#d62728,crAss-phage
IF_117__29842,#d62728,crAss-phage
IF_130__1254,#d62728,crAss-phage
KeioHC_7__45677,#d62728,crAss-phage
KeioHC_2__48037,#d62728,crAss-phage
KWS_10661__134709,#d62728,crAss-phage
IF_125__27063,#d62728,crAss-phage
IF_099__44579,#d62728,crAss-phage
IF_177__229617,#d62728,crAss-phage
KWS_10637__80240,#d62728,crAss-phage
KWS_10638__114186,#d62728,crAss-phage
IF_107__165672,#d62728,crAss-phage
S_6G1__396,#d62728,crAss-phage
KWS_11003__222748,#d62728,crAss-phage
KeioHC_117__142459,#d62728,crAss-phage
KWS_10996__66183,#d62728,crAss-phage
IF_053__125112,#d62728,crAss-phage
IF_012__6609,#d62728,crAss-phage
KWS_10991__224525,#d62728,crAss-phage
IF_118__197665,#d62728,crAss-phage
S_7G47__50557,#d62728,crAss-phage
IF_008__1924,#d62728,crAss-phage
IF_117__66315,#d62728,crAss-phage
KWS_10631__105817,#8c564b,Inoviridae
IF_081__8513,#8c564b,Inoviridae
KWS_10641__58423,#8c564b,Inoviridae
IF_133__203070,#8c564b,Inoviridae
KWS_10911__215814,#8c564b,Inoviridae
IF_085__275227,#8c564b,Inoviridae
IF_025__12655,#9467bd,Microviridae
KWS_10991__321,#9467bd,Microviridae
S_7G17__9214,#9467bd,Microviridae
KeioHC_14__198096,#9467bd,Microviridae
KWS_10896__81285,#9467bd,Microviridae
IF_107__83855,#9467bd,Microviridae
IF_132__10317,#9467bd,Microviridae
IF_038__99221,#9467bd,Microviridae
KWS_10551__7488,#9467bd,Microviridae
IF_148__27939,#9467bd,Microviridae
IF_016__102997,#9467bd,Microviridae
IF_155__9520,#9467bd,Microviridae
KWS_11003__24754,#9467bd,Microviridae
KWS_10467__6708,#9467bd,Microviridae
S_6G6__95421,#9467bd,Microviridae
IF_175re__138469,#9467bd,Microviridae
IF_116__417,#9467bd,Microviridae
KWS_10477__44807,#9467bd,Microviridae
KWS_10991__272729,#9467bd,Microviridae
KWS_11008__118739,#2ca02c,Myoviridae
KeioHC_9__76446,#2ca02c,Myoviridae
IF_176__113597,#2ca02c,Myoviridae
S_7G50__40159,#2ca02c,Myoviridae
IF_016__173832,#2ca02c,Myoviridae
IF_088-2__54006,#2ca02c,Myoviridae
IF_149__42858,#2ca02c,Myoviridae
IF_087__37416,#2ca02c,Myoviridae
IF_033__6040,#2ca02c,Myoviridae
S_6G6__37213,#2ca02c,Myoviridae
IF_044__75076,#2ca02c,Myoviridae
KWS_11000__51197,#2ca02c,Myoviridae
S_7G38__182703,#2ca02c,Myoviridae
IF_088-2__74617,#2ca02c,Myoviridae
IF_048__152695,#2ca02c,Myoviridae
IF_027__177340,#2ca02c,Myoviridae
IF_163__19762,#2ca02c,Myoviridae
IF_022__54258,#2ca02c,Myoviridae
IF_101-2__11169,#2ca02c,Myoviridae
IF_067__85062,#2ca02c,Myoviridae
IF_117__142542,#2ca02c,Myoviridae
S_6G2__249891,#2ca02c,Myoviridae
KWS_10473__158492,#2ca02c,Myoviridae
IF_109__163249,#2ca02c,Myoviridae
IF_002-2re__141702,#2ca02c,Myoviridae
KWS_10653__290148,#2ca02c,Myoviridae
S_7G40__17062,#2ca02c,Myoviridae
IF_033__9880,#2ca02c,Myoviridae
KWS_10641__47065,#2ca02c,Myoviridae
IF_080__14574,#2ca02c,Myoviridae
IF_091__141,#2ca02c,Myoviridae
IF_100__56257,#2ca02c,Myoviridae
IF_101__26906,#2ca02c,Myoviridae
IF_104__51778,#2ca02c,Myoviridae
S_7G34__5958,#2ca02c,Myoviridae
IF_162__131026,#2ca02c,Myoviridae
IF_183__56636,#2ca02c,Myoviridae
KeioHC_I2__55056,#2ca02c,Myoviridae
KeioHC_K2__6072,#2ca02c,Myoviridae
KWS_10659__12879,#2ca02c,Myoviridae
IF_104__12879,#2ca02c,Myoviridae
IF_088-2__159115,#2ca02c,Myoviridae
IF_033__84184,#2ca02c,Myoviridae
IF_166__221037,#2ca02c,Myoviridae
IF_122__129074,#2ca02c,Myoviridae
S_7G25__12879,#2ca02c,Myoviridae
KeioHC_17__262047,#2ca02c,Myoviridae
S_6G5__99682,#2ca02c,Myoviridae
IF_022__177275,#2ca02c,Myoviridae
KeioHC_107__117745,#2ca02c,Myoviridae
S_7G34__8135,#2ca02c,Myoviridae
IF_137__137315,#2ca02c,Myoviridae
IF_085__193730,#2ca02c,Myoviridae
KWS_10920__31907,#2ca02c,Myoviridae
KWS_10992re__30216,#2ca02c,Myoviridae
IF_150__25002,#2ca02c,Myoviridae
KWS_10991__210817,#2ca02c,Myoviridae
KeioHC_117__10451,#2ca02c,Myoviridae
IF_028__27063,#2ca02c,Myoviridae
IF_028__39617,#2ca02c,Myoviridae
KWS_10552__6708,#2ca02c,Myoviridae
IF_016__43594,#2ca02c,Myoviridae
KWS_11004__189261,#2ca02c,Myoviridae
IF_024-2__111661,#2ca02c,Myoviridae
IF_068-2__70550,#2ca02c,Myoviridae
IF_005__18608,#2ca02c,Myoviridae
IF_061-2__85062,#2ca02c,Myoviridae
KWS_10638__88486,#2ca02c,Myoviridae
IF_033__5418,#2ca02c,Myoviridae
KWS_10903__165772,#2ca02c,Myoviridae
KeioHC_2__129895,#2ca02c,Myoviridae
IF_087-2__178634,#2ca02c,Myoviridae
IF_087-3__98966,#2ca02c,Myoviridae
S_7G5__59641,#2ca02c,Myoviridae
KWS_10655__120265,#2ca02c,Myoviridae
IF_122__1540,#2ca02c,Myoviridae
KWS_11000__135563,#2ca02c,Myoviridae
IF_117__63735,#2ca02c,Myoviridae
IF_087-2__278369,#2ca02c,Myoviridae
IF_032-2__56607,#2ca02c,Myoviridae
IF_073-2wa__141015,#2ca02c,Myoviridae
IF_063__56976,#2ca02c,Myoviridae
S_7G7__62653,#2ca02c,Myoviridae
S_7G41__156607,#2ca02c,Myoviridae
IF_093__16564,#2ca02c,Myoviridae
KWS_10656__143887,#2ca02c,Myoviridae
KeioHC_17__79892,#2ca02c,Myoviridae
IF_109__25807,#2ca02c,Myoviridae
IF_127__146398,#2ca02c,Myoviridae
KWS_10639__8745,#2ca02c,Myoviridae
KWS_10563__114225,#2ca02c,Myoviridae
KWS_10998__178702,#2ca02c,Myoviridae
IF_060__7488,#2ca02c,Myoviridae
KeioHC_120__28265,#2ca02c,Myoviridae
KeioHC_110__42287,#2ca02c,Myoviridae
IF_086__44956,#2ca02c,Myoviridae
IF_130__157155,#2ca02c,Myoviridae
IF_048__29492,#2ca02c,Myoviridae
IF_161__69715,#2ca02c,Myoviridae
KWS_10539__161022,#2ca02c,Myoviridae
KWS_11006__237958,#2ca02c,Myoviridae
S_7G49__29643,#2ca02c,Myoviridae
IF_072__43914,#2ca02c,Myoviridae
IF_013__37572,#2ca02c,Myoviridae
IF_150__36957,#2ca02c,Myoviridae
S_7G1__16438,#2ca02c,Myoviridae
S_7G46__36646,#2ca02c,Myoviridae
KWS_10991__108112,#2ca02c,Myoviridae
KWS_10473__69145,#2ca02c,Myoviridae
IF_030__203459,#2ca02c,Myoviridae
IF_073-2wa__3133,#2ca02c,Myoviridae
IF_101__164031,#2ca02c,Myoviridae
KeioHC_121__73594,#2ca02c,Myoviridae
IF_081__84352,#2ca02c,Myoviridae
IF_087__191096,#2ca02c,Myoviridae
KWS_10631__244376,#2ca02c,Myoviridae
IF_127__189261,#2ca02c,Myoviridae
IF_065__125485,#2ca02c,Myoviridae
KeioHC_4__72565,#2ca02c,Myoviridae
IF_007__168406,#2ca02c,Myoviridae
KWS_10549__34737,#2ca02c,Myoviridae
KeioHC_5__49260,#2ca02c,Myoviridae
IF_088-2__22936,#2ca02c,Myoviridae
IF_042-2__47711,#2ca02c,Myoviridae
IF_173__67639,#2ca02c,Myoviridae
IF_079__106176,#2ca02c,Myoviridae
IF_030__6708,#2ca02c,Myoviridae
S_7G26__219940,#2ca02c,Myoviridae
S_7G25__3849,#2ca02c,Myoviridae
KWS_10655__229762,#2ca02c,Myoviridae
IF_093__648,#2ca02c,Myoviridae
KWS_10473__9214,#2ca02c,Myoviridae
IF_101__62040,#2ca02c,Myoviridae
IF_112__42769,#2ca02c,Myoviridae
S_6G14__270923,#2ca02c,Myoviridae
KWS_10997__103685,#2ca02c,Myoviridae
S_7G4__18034,#2ca02c,Myoviridae
KWS_10636__246199,#2ca02c,Myoviridae
KWS_10988__211729,#2ca02c,Myoviridae
KWS_10985__118670,#2ca02c,Myoviridae
KWS_10548__287000,#2ca02c,Myoviridae
KWS_10912__87977,#2ca02c,Myoviridae
KWS_10636__97880,#2ca02c,Myoviridae
KWS_10452__248791,#2ca02c,Myoviridae
IF_030__38746,#2ca02c,Myoviridae
KWS_10486__98900,#2ca02c,Myoviridae
IF_009__1254,#2ca02c,Myoviridae
IF_167__105225,#2ca02c,Myoviridae
IF_116__7488,#2ca02c,Myoviridae
IF_157__102064,#2ca02c,Myoviridae
S_7G26__34084,#2ca02c,Myoviridae
KWS_10637__49834,#2ca02c,Myoviridae
KeioHC_126__149694,#2ca02c,Myoviridae
S_7G39__25970,#2ca02c,Myoviridae
IF_026__184049,#2ca02c,Myoviridae
KeioHC_112__128538,#2ca02c,Myoviridae
KeioHC_13__58287,#2ca02c,Myoviridae
IF_033__30369,#2ca02c,Myoviridae
IF_116__2756,#2ca02c,Myoviridae
IF_028-2__155078,#2ca02c,Myoviridae
KWS_10989__30570,#2ca02c,Myoviridae
IF_148__51396,#2ca02c,Myoviridae
IF_033__128437,#2ca02c,Myoviridae
S_7G49__201693,#2ca02c,Myoviridae
KWS_10652__69962,#2ca02c,Myoviridae
IF_188__13317,#2ca02c,Myoviridae
KWS_10549__27925,#2ca02c,Myoviridae
KWS_10477__19269,#2ca02c,Myoviridae
IF_002-2re__k141_108007,#2ca02c,Myoviridae
IF_002-2re__k141_54892,#2ca02c,Myoviridae
IF_002-2re__k141_44701,#2ca02c,Myoviridae
IF_002-2re__k141_51829,#2ca02c,Myoviridae
IF_002-2re__k141_1965,#2ca02c,Myoviridae
IF_002__k141_55863,#2ca02c,Myoviridae
IF_003-2__k141_16958,#2ca02c,Myoviridae
IF_003-2__k141_48768,#2ca02c,Myoviridae
IF_005__k141_2297,#2ca02c,Myoviridae
IF_005__k141_116399,#2ca02c,Myoviridae
IF_007__k141_90803,#2ca02c,Myoviridae
IF_007__k141_115208,#2ca02c,Myoviridae
IF_012__k141_106486,#2ca02c,Myoviridae
IF_012__k141_47383,#2ca02c,Myoviridae
IF_012__k141_136879,#2ca02c,Myoviridae
IF_012__k141_85304,#2ca02c,Myoviridae
IF_012__k141_30799,#2ca02c,Myoviridae
IF_012__k141_82763,#2ca02c,Myoviridae
IF_012__k141_2399,#2ca02c,Myoviridae
IF_012__k141_38305,#2ca02c,Myoviridae
IF_012__k141_37130,#2ca02c,Myoviridae
IF_013__k141_82554,#2ca02c,Myoviridae
IF_013__k141_70313,#2ca02c,Myoviridae
IF_015-2__k141_15093,#2ca02c,Myoviridae
IF_017__k141_63331,#2ca02c,Myoviridae
IF_017__k141_67290,#2ca02c,Myoviridae
IF_017__k141_39165,#2ca02c,Myoviridae
IF_019__k141_31120,#2ca02c,Myoviridae
IF_019__k141_13460,#2ca02c,Myoviridae
IF_020-2__k141_28354,#2ca02c,Myoviridae
IF_020-2__k141_70469,#2ca02c,Myoviridae
IF_022__k141_106940,#2ca02c,Myoviridae
IF_022__k141_19245,#2ca02c,Myoviridae
IF_022__k141_1361,#2ca02c,Myoviridae
IF_022__k141_5397,#2ca02c,Myoviridae
IF_022__k141_64085,#2ca02c,Myoviridae
IF_022__k141_37443,#2ca02c,Myoviridae
IF_022__k141_10386,#2ca02c,Myoviridae
IF_022__k141_20323,#2ca02c,Myoviridae
IF_024-2__k141_28560,#2ca02c,Myoviridae
IF_025__k141_275,#2ca02c,Myoviridae
IF_027__k141_66489,#2ca02c,Myoviridae
IF_028__k141_14680,#2ca02c,Myoviridae
IF_029__k141_62356,#2ca02c,Myoviridae
IF_029__k141_60023,#2ca02c,Myoviridae
IF_029__k141_20138,#2ca02c,Myoviridae
IF_029__k141_105776,#2ca02c,Myoviridae
IF_030-2__k141_64579,#2ca02c,Myoviridae
IF_030-2__k141_65371,#2ca02c,Myoviridae
IF_030-2__k141_22688,#2ca02c,Myoviridae
IF_030__k141_14017,#2ca02c,Myoviridae
IF_030__k141_91286,#2ca02c,Myoviridae
IF_031__k141_26361,#2ca02c,Myoviridae
IF_031__k141_3946,#2ca02c,Myoviridae
IF_031__k141_30893,#2ca02c,Myoviridae
IF_032__k141_76733,#2ca02c,Myoviridae
IF_032__k141_56608,#2ca02c,Myoviridae
IF_032__k141_54342,#2ca02c,Myoviridae
IF_033__k141_53175,#2ca02c,Myoviridae
IF_033__k141_63929,#2ca02c,Myoviridae
IF_036__k141_24416,#2ca02c,Myoviridae
IF_038__k141_52705,#2ca02c,Myoviridae
IF_041__k141_50812,#2ca02c,Myoviridae
IF_042__k141_132081,#2ca02c,Myoviridae
IF_042__k141_75351,#2ca02c,Myoviridae
IF_046-2__k141_26039,#2ca02c,Myoviridae
IF_046-2__k141_35178,#2ca02c,Myoviridae
IF_046-2__k141_92882,#2ca02c,Myoviridae
IF_046-2__k141_69258,#2ca02c,Myoviridae
IF_048__k141_75394,#2ca02c,Myoviridae
IF_048__k141_1029,#2ca02c,Myoviridae
IF_051__k141_9571,#2ca02c,Myoviridae
IF_051__k141_60824,#2ca02c,Myoviridae
IF_051__k141_7804,#2ca02c,Myoviridae
IF_051__k141_68770,#2ca02c,Myoviridae
IF_053__k141_16203,#2ca02c,Myoviridae
IF_055-2__k141_2637,#2ca02c,Myoviridae
IF_059__k141_28350,#2ca02c,Myoviridae
IF_059__k141_56611,#2ca02c,Myoviridae
IF_059__k141_6113,#2ca02c,Myoviridae
IF_060__k141_7268,#2ca02c,Myoviridae
IF_060__k141_131406,#2ca02c,Myoviridae
IF_063__k141_30445,#2ca02c,Myoviridae
IF_063__k141_2461,#2ca02c,Myoviridae
IF_064__k141_2893,#2ca02c,Myoviridae
IF_064__k141_22508,#2ca02c,Myoviridae
IF_064__k141_48778,#2ca02c,Myoviridae
IF_064__k141_163661,#2ca02c,Myoviridae
IF_064__k141_54465,#2ca02c,Myoviridae
IF_065-2__k141_10253,#2ca02c,Myoviridae
IF_065__k141_870,#2ca02c,Myoviridae
IF_065__k141_109926,#2ca02c,Myoviridae
IF_068-2__k141_144459,#2ca02c,Myoviridae
IF_068-2__k141_27701,#2ca02c,Myoviridae
IF_068-2__k141_29681,#2ca02c,Myoviridae
IF_068-2__k141_21136,#2ca02c,Myoviridae
IF_068__k141_108787,#2ca02c,Myoviridae
IF_068__k141_152723,#2ca02c,Myoviridae
IF_071-2__k141_77855,#2ca02c,Myoviridae
IF_072__k141_6188,#2ca02c,Myoviridae
IF_072__k141_6094,#2ca02c,Myoviridae
IF_073-2wa__k141_103222,#2ca02c,Myoviridae
IF_073-2wa__k141_104618,#2ca02c,Myoviridae
IF_073-2wa__k141_30882,#2ca02c,Myoviridae
IF_073-2wa__k141_22279,#2ca02c,Myoviridae
IF_073wa__k141_9326,#2ca02c,Myoviridae
IF_073wa__k141_68334,#2ca02c,Myoviridae
IF_073wa__k141_67648,#2ca02c,Myoviridae
IF_073wa__k141_7616,#2ca02c,Myoviridae
IF_073wa__k141_82919,#2ca02c,Myoviridae
IF_073wa__k141_49622,#2ca02c,Myoviridae
IF_073wa__k141_104644,#2ca02c,Myoviridae
IF_073wa__k141_5414,#2ca02c,Myoviridae
IF_076__k141_118023,#1f77b4,Siphoviridae
IF_076__k141_52642,#1f77b4,Siphoviridae
IF_076__k141_74987,#1f77b4,Siphoviridae
IF_076__k141_25019,#1f77b4,Siphoviridae
IF_076__k141_35738,#1f77b4,Siphoviridae
IF_081__k141_53316,#1f77b4,Siphoviridae
IF_082__k141_98730,#1f77b4,Siphoviridae
IF_082__k141_101062,#1f77b4,Siphoviridae
IF_082__k141_91963,#1f77b4,Siphoviridae
IF_082__k141_113619,#1f77b4,Siphoviridae
IF_082__k141_106893,#1f77b4,Siphoviridae
IF_082__k141_762,#1f77b4,Siphoviridae
IF_083__k141_14117,#1f77b4,Siphoviridae
IF_086-2__k141_44814,#1f77b4,Siphoviridae
