num	err.mean	err.1	err.2	err.3	err.4	err.5
611	611	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
550	550	0.0352380952380952	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
495	495	0.0295238095238095	0.0285714285714286	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
445	445	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
401	401	0.0295238095238095	0.0285714285714286	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
361	361	0.0295238095238095	0.0285714285714286	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
325	325	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
292	292	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
263	263	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
237	237	0.0295238095238095	0.0285714285714286	0.0476190476190476	0.0238095238095238	0.0238095238095238	0.0238095238095238
213	213	0.0295238095238095	0.0285714285714286	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
192	192	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
173	173	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
155	155	0.0409523809523809	0.0380952380952381	0.0952380952380952	0.0238095238095238	0.0238095238095238	0.0238095238095238
140	140	0.0247619047619048	0.0285714285714286	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
126	126	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
113	113	0.0304761904761905	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
102	102	0.0352380952380952	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
92	92	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
83	83	0.0352380952380952	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
74	74	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
67	67	0.0295238095238095	0.0285714285714286	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
60	60	0.0352380952380952	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
54	54	0.0295238095238095	0.0285714285714286	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
49	49	0.0409523809523809	0.0380952380952381	0.0476190476190476	0.0476190476190476	0.0238095238095238	0.0476190476190476
44	44	0.0409523809523809	0.0380952380952381	0.0476190476190476	0.0476190476190476	0.0238095238095238	0.0476190476190476
39	39	0.0352380952380952	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
36	36	0.0295238095238095	0.0285714285714286	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
32	32	0.0409523809523809	0.0380952380952381	0.0238095238095238	0.0476190476190476	0.0476190476190476	0.0476190476190476
29	29	0.0409523809523809	0.0380952380952381	0.0238095238095238	0.0476190476190476	0.0476190476190476	0.0476190476190476
26	26	0.0352380952380952	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
23	23	0.0352380952380952	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
21	21	0.0409523809523809	0.0380952380952381	0.0238095238095238	0.0476190476190476	0.0476190476190476	0.0476190476190476
19	19	0.0361904761904762	0.0380952380952381	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
17	17	0.0419047619047619	0.0428571428571429	0.0238095238095238	0.0476190476190476	0.0476190476190476	0.0476190476190476
15	15	0.0361904761904762	0.0380952380952381	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0476190476190476
14	14	0.0419047619047619	0.0428571428571429	0.0238095238095238	0.0476190476190476	0.0476190476190476	0.0476190476190476
12	12	0.0304761904761905	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
11	11	0.0304761904761905	0.0333333333333333	0.0238095238095238	0.0476190476190476	0.0238095238095238	0.0238095238095238
10	10	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
9	9	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
8	8	0.0352380952380952	0.0333333333333333	0.0714285714285714	0.0238095238095238	0.0238095238095238	0.0238095238095238
7	7	0.0466666666666667	0.0428571428571429	0.0714285714285714	0.0714285714285714	0.0238095238095238	0.0238095238095238
6	6	0.0466666666666667	0.0428571428571429	0.0714285714285714	0.0714285714285714	0.0238095238095238	0.0238095238095238
5	5	0.0466666666666667	0.0428571428571429	0.0714285714285714	0.0714285714285714	0.0238095238095238	0.0238095238095238
4	4	0.0352380952380952	0.0333333333333333	0.0238095238095238	0.0714285714285714	0.0238095238095238	0.0238095238095238
3	3	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238	0.0238095238095238
2	2	0.0523809523809524	0.0476190476190476	0.0714285714285714	0.0714285714285714	0.0476190476190476	0.0238095238095238
1	1	0.118095238095238	0.114285714285714	0.166666666666667	0.0952380952380952	0.119047619047619	0.0952380952380952
