Metagenome	Streptococcus_mitis	Propionibacterium_acnes	Haemophilus_parainfluenzae	Lactobacillus_crispatus	Bacteroides_unclassified	Corynebacterium_matruchotii	Corynebacterium_accolens	Rothia_dentocariosa	Prevotella_melaninogenica	Staphylococcus_epidermidis	Bacteroides_vulgatus	Alistipes_putredinis	Neisseria_flavescens	Streptococcus_parasanguinis	Rothia_mucilaginosa	Lactobacillus_iners	Lactobacillus_jensenii	Streptococcus_sanguinis	Veillonella_unclassified	Prevotella_copri	Streptococcus_salivarius	Veillonella_parvula	Neisseria_mucosa	Bacteroides_ovatus	Veillonella_atypica	Streptococcus_infantis	Eubacterium_rectale	Gemella_haemolysans	Campylobacter_concisus	Bacteroides_stercoris	Capnocytophaga_gingivalis	Parabacteroides_merdae	Capnocytophaga_sputigena	Actinomyces_viscosus	Lactobacillus_gasseri	Neisseria_sicca	Haemophilus_influenzae	Veillonella_dispar	Bacteroides_caccae	Streptococcus_australis	Staphylococcus_aureus	Bacteroides_xylanisolvens	Faecalibacterium_prausnitzii	Lautropia_mirabilis	Actinomyces_oris	Dialister_invisus	Propionibacterium_unclassified	Neisseria_elongata	Alistipes_shahii	Ruminococcus_bromii
SRS024557	66.59391	0.00957	14.46049	0	0	0.08668	0	0.6743	0.05819	0	0	0	0.05452	0.10157	4.0772	0	0	0.96469	0.0612	0	0.0525	0.15813	0.38008	0	0.02701	0.20556	0	8.18065	0.08107	0	0.04846	0	0.04718	0.34201	0	0.58016	0.13154	0.03912	0	0.01395	0	0	0	0.88979	0.46626	0	0	0.08242	0	0
SRS024561	0.36464	0	1.65311	0	0.04867	29.09837	0	0.85996	0.05086	0	0	0	0.06547	0.02543	0.02388	0	0	1.97932	0	0	0	0.99042	2.31053	0	0	0.0133	0	0.00174	0.26072	0	8.6816	0	4.31927	1.01656	0	3.13446	0.08917	0	0	0	0	0	0	2.93044	0.88093	0.17049	0	12.4307	0	0
SRS024567	0	59.17203	0	0	0	0	13.36188	0	0	9.58532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.05875	0	0	0	0	0	0	0	0	0
SRS024580	0.71421	0.00247	22.92273	0	0.01178	0.05613	0	0.08142	4.10773	0	0	0	10.06265	6.47623	9.53997	0	0	0.17758	5.006	0	1.69538	0.57297	0.10423	0	1.18117	3.19083	0	0.12186	3.13082	0	0.12769	0	0.07223	0.02264	0	0.13745	0.03855	4.43232	0	0.68562	0	0	0	0.04731	0.06723	0.00834	0.00098	0.09382	0	0
SRS024596	0.00673	96.27379	0	0	0	0	0	0	0	1.71947	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38145	0	0	0
SRS024598	0.00113	96.83253	0	0	0	0.00159	0	0.00044	0	2.39029	0	0	0	0	0.00033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0.0012	0	0.59637	0	0	0
SRS024620	0.02372	82.74025	0	0	0	0	0.01303	0	0	10.08596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43815	0	0	0
SRS024625	0	0	0	0	31.22592	0	0	0	0	0	19.00307	12.46198	0	0	0	0	0	0	0	0	0	0	0	1.68748	0	0	0.16148	0	0	11.51522	0	0.00128	0	0	0	0	0	0	1.75584	0	0	8.56035	4.74257	0	0	0	0	0	1.99108	0
SRS024637	0.78238	0.01488	1.92652	0	0.09121	0.39228	0	0.97609	5.89596	0	0.01	0.01068	0.12031	19.78263	5.28954	0	0	0.45876	0	0	16.24406	0.6084	0.07584	0.00124	9.90865	0.79013	0	0.04472	6.93607	0.00855	0.0332	0	0.06062	0.1028	0	0.01089	0.01535	4.19491	0	0.00267	0	0.00224	0.00375	0.03938	0.0736	0.02475	0.00147	0.05017	0	0
SRS024649	0.70675	0.0018	0.24948	0	0.02854	33.42734	0	6.04602	0.01754	0	0	0	0	0.04761	0.04357	0	0	2.41189	0	0	0.06259	3.82342	0.09703	0	0.07594	0.00528	0	0.01235	0.68433	0	3.07236	0	5.00269	3.54856	0	0.00824	0.02605	0.02204	0	0	0	0	0	0.14917	2.20363	0.99272	0.00041	5.13941	0	0
SRS024655	0.02724	87.68346	0	0	0.02322	0	0.01784	0.00352	0	9.19984	0.0053	0.00225	0	0.00091	0.00132	0	0	0.00537	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.68374	0	0	0
SRS042131	0.98228	2.00E-05	17.92144	0	0.02548	0.00582	0	0.05819	4.57405	0	0	0	9.67364	8.13106	12.22445	0	0	0.00752	8.04024	0	5.37328	0.27247	0.06745	0	0.54559	7.2324	0	0.22497	3.40497	0	0.89639	0	0.03255	0.001	0	0.01783	0.13125	1.78395	0	4.16653	0	0	0	0.00199	0.00038	0.00038	0.00042	0.01974	0	0
SRS042284	0.046	0.00145	0.2259	0	28.33188	0	0	0	0	0	4.38194	0.00064	0	0.0337	0	0	0	0	0	0	0.00102	0.05975	0	0	0.06011	0	7.36697	0.00046	0.00253	0	0	0	0	0	0	0	0	0.00423	0	0	0	3.73068	0.49839	0	0	0.96026	0.00218	0	0.11727	0
SRS042428	0	0	0	0	0	0	0	0.00243	0	0	0	0	0	0	0	69.4387	26.64619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS042457	48.20017	0	20.97583	0	0.00431	0	0	0.95515	0.8645	0	0	0	0	0.10349	1.83131	0	0	1.01843	0.61679	0	0.06158	1.28384	0	0	0	2.66121	0	7.23219	0.27308	0	0.08477	0	0.08125	0.16651	0	0.08116	0.4408	0.07902	0	1.08685	0	0	0	0	0.08427	0.04546	0	0.05036	0	0
SRS042628	0.40792	0.01958	0	0	0	0	0	0	0	0	0.03659	8.35482	0	0.1011	0	0	0	0.05094	0.00806	0.02129	0.00638	0.0052	0	0.0372	0.00647	0.22413	13.36531	0.00044	0	0.00408	0	1.5741	0	0	0	0	0	0	0.48416	0.24917	0	0.76896	29.32117	0	0	0	0.00554	0	3.35033	4.39878
SRS042643	0.19087	0	1.83718	0	0.25872	0	0	0.01138	12.80685	0	0.00089	0	0.03708	2.89218	0.89942	0	0	0.00996	0	0	2.03086	0.51233	0.04876	0.00047	10.65002	1.78353	0	0.04841	7.18683	0	0.06562	0	0.03631	0.00223	0	0.10677	0.03213	4.73747	0	0.44553	0	0	0	0	0.02097	0.00537	0	0	0	0
SRS042858	0.00322	0	0	99.97342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS042910	0.3704	2.00E-05	23.46008	0	0.01246	0.00112	0	0.019	10.41154	0	0	0	9.94572	9.31466	10.76767	0.00204	0	0.00301	6.52756	0	5.11402	0.8693	0.05681	0	0.6954	6.49529	0	0.04504	1.06058	0	0.15124	0	0.0226	0.00424	0	0	0.00601	1.09971	0	3.59164	0	0	0	0.00111	0.00438	0	0.00017	0.00034	0	0
SRS042984	0.41396	0.00066	1.9488	0	0.01278	27.72017	0	3.4552	0.38103	0	0.00068	0.00092	1.63389	0.00264	0.00306	0	0	5.11662	0.2413	0	0.0022	1.13178	2.30799	0	0.00181	0.01081	8.00E-05	0.01015	0.32599	0.00291	5.49134	0	7.74545	2.21922	0	4.49978	0.19463	0.00656	0	0.00723	0	0	0	0.99645	1.03735	0.00147	0	6.70927	0	0
SRS043001	0.00439	0.00757	0	0	33.74305	0	0	0	0	0	0	0	0	0.01475	0	0	0	8.00E-05	0.00443	0	0	0.0026	0	2.29926	0.00187	0.00075	0.85652	0	0	8.21713	0	0	0	0	0	0	0	0	7.99872	0	0	23.66994	0.6906	0	0	0	0.0012	0	0	0
SRS043018	1.40317	0.01567	1.603	0	0.00776	30.26676	0	20.20386	0.03933	0	0	0	0.05496	0.03118	0.37107	0	0	3.36481	0	0	0.00465	3.14143	1.75114	0	0.01849	0.02243	0	0.07059	0.62854	0	4.4168	0	2.82165	3.03074	0	0.40763	0.14084	0.0143	0	0.03347	0	0	0	0.27914	2.06396	0.0026	0	2.58012	0	0
SRS043411	0.00959	0	0	0	25.94271	0	0	0	0	0	15.92556	16.96467	0	0.00491	0	0	0	0	0.00064	0	0	0	0	2.58531	0	0	3.71277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65321	1.01184	0	0	0	0	0	0.27212	2.41456
SRS043646	60.13622	0.42118	4.61853	0	0.07146	0.95907	0	0.97292	1.08568	0	0	0	0.08564	0.48949	1.71374	0	0	4.43882	1.78128	0	1.87114	5.34691	0.08158	0	0.01595	0.75288	0	0.46324	0.26398	0	0.1269	0	0.08241	1.27437	0	0	1.61312	0.09581	0	0.99997	0	0	0	0.38554	0.63236	0.26585	0	0	0	0
SRS043663	0.60747	0.00026	31.10272	0	0.04438	0.00076	0	0.04492	17.72588	0	0	0	0.25312	3.95509	7.21687	0	0	0.04816	7.4044	0	4.41731	0.46614	0.004	0	0.42984	4.55316	0	0.03764	0.32948	0	0.00727	0	0.00794	0.00704	0	0.0057	0.01589	1.08986	0	12.85411	0	0	0	0	0.00284	0.00386	0.0001	0.0218	0	0
SRS043676	41.23082	0.02001	23.89811	0	0.00124	0.01441	0	7.61601	0.06628	0.00403	0	0	0.22668	0.16215	0.62823	0	0	0.60721	1.97776	0	0.07866	2.78385	0.05497	0	0.0069	0.52878	0	5.51509	0.02187	0	0.07385	0	0.25811	2.22558	0	0.03831	1.45583	0.02599	0	0.27675	0	0	0	0.00509	1.91912	0.00032	0.01214	0.01001	0	0
SRS043701	0.03841	0	0.72533	0	23.1809	0	0	0	0	0	28.20186	15.62598	0	0	0	0	0	0	0.75666	0.0085	0	6.02446	0	2.7719	0	0.00527	3.06911	0	0	0	0	0.00659	0	0	0	0	0.00049	0.00161	6.30509	0.00761	0	0.00299	0.95166	0	0	0.00856	0	0	0.20483	0.0007
SRS043755	1.7297	0.00836	1.37583	0	0.01862	12.57204	0	8.70576	0.0129	0	0	0	0	0.00922	0.04543	0	0	9.13748	0	0	0.0072	1.64067	6.16273	0	0.00015	0.0293	0	0.35729	0.04881	0	3.54808	0	6.74535	3.29133	0	14.0066	0.30158	0.00489	0	0.14724	0	0	0	0.29383	12.07366	0	0.00073	1.50893	0	0
SRS043772	2.95445	0.01332	0.12961	0	0.00499	41.72038	0	6.33949	0.01092	0	0	0	0.04501	0.91811	0.0113	0	0	3.76329	2.70038	0	0.04751	11.8456	0.00377	0	0.00622	0.01989	0	0.0025	0.2674	0	2.7046	0	1.29042	0.81322	0	0	0.02665	0.17304	0	0.00126	0	0	0	0.94196	0.57255	0.00038	0.0064	0.25904	0	0
SRS044373	0.30147	0.00082	17.95672	0	0.10642	0.00434	0	0.00575	8.05825	0	0	0	9.5163	6.64325	3.66917	0	0	0.00909	9.25122	0	1.93085	0.85357	0.0057	0	4.05247	4.8644	0	0.04639	7.8088	0	0.04502	0	0.02004	0.00115	0	0.01235	0.01153	4.55427	0	0.55141	0	0	0	0.0006	0	0.00237	0	0	0	0
SRS044474	0.14556	56.27148	0.01601	0	0	0	26.68604	0	0	9.67661	0	0	0	0	0.00713	0	0	0	0	0	0	0	0	0	0	0	0	0.01636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49274	0	0	0
SRS044486	0.85392	5.00E-05	15.51981	0	0.00844	0.01362	0	0.15079	3.97549	0	0	0	5.09188	16.68266	14.19181	0	0	0.03276	7.03345	0	12.57751	0.71757	0	0	2.92121	1.37064	0	0.02304	1.67762	0	0.00784	0	0.00487	0.01266	0	0	0.01234	3.02097	0	0.09291	0	0	0	0.00963	0.00949	0.00656	0.00067	0.00152	0	0
SRS044626	0.30267	28.07357	0	0	1.13258	0	58.32555	0	0	5.08115	0.17384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83766	0	0	0
SRS044662	0.28825	0	17.55317	0	0.04408	0.0572	0	0.02585	2.0495	0	0	0	66.24911	0.07382	2.81629	0	0	0.08758	1.23435	0	0.00786	0.14059	0.71901	0	0.02427	1.42929	0	0.03838	0.2496	4.00E-05	0.02168	0	0.09976	0.00554	0	0.75107	0.02353	0.03598	0	1.15952	0	0	0	0.5205	0.00688	0.00692	0	0.11009	0	0
SRS044742	0	0	0	56.39464	0	0	0	0	0	0	0	0	0	0	0	35.524	2.18967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS045004	0.02868	0.00478	0.01877	0	12.89979	0	0	0	0	0	12.41454	22.12877	0	0.00873	0	0	0	0	0.00596	0	0.00091	0.01022	0	0.61822	0	0	2.43687	0	0	11.44799	0	5.69475	0	0	0	0	0	0.00196	1.94895	0.00091	0	1.11205	0.73145	0	0	2.85083	0	0	5.58501	0.49227
SRS045049	29.90436	0.00349	8.93854	0	0.07961	1.56368	0	2.64976	0.29078	0	0	0	0.01254	0.12877	0.93673	0	0	0.99366	0	0	0.16103	1.17339	5.15038	0	0.04606	0.15342	0	5.77414	0.14976	0	0.32318	0	0.26105	0.39499	0	10.03281	14.38685	0.05731	0	0.6176	0	0	0	0.04298	1.13607	0	0	0.01834	0	0
SRS045127	1.16165	0.04716	17.9414	0	0.0808	0.07003	0	0.15779	8.19883	0	0.0119	0.01935	29.132	1.92584	8.26409	0	0	0.16917	4.85777	0	2.34002	0.60725	0.20535	0	0.65529	4.11986	0.00049	0.08999	0.68312	0.00939	0.09931	0.00284	0.05247	0.04022	0	0.07289	0.06387	0.6751	0	3.9294	0	0	0	0.11976	0.01861	0.0618	0	0.03578	0.00288	0
SRS045197	0.75317	0	4.93884	0	0.03232	10.69773	0	6.50788	0.0283	0	0	0	15.09482	0.11161	0.0135	0	0	1.5866	0	0	0	2.27715	10.77659	0	0	0.07716	0	0.01279	0.05113	0	3.69683	0	6.69208	1.52679	0	1.14519	0.18496	0.00295	0	0.22159	0	0	0	1.21766	1.0815	0.13912	0	3.19294	0	0
SRS045254	29.86105	0.03144	4.46306	0	0.04196	2.63761	0	1.86327	1.58869	0	0	0	0.15569	1.23273	0.40092	0	0	2.62325	1.42529	0	0.68174	6.21291	2.20471	0	0.50682	1.32146	0	9.286	0.75814	0	0.37667	0	1.1768	3.08293	0	1.41118	0.72748	0.68709	0	0.5679	0	0	0	0.09271	3.12063	0.11288	0.00817	0.00762	0	0
SRS045262	45.01108	0.01907	12.9957	0	0.00321	0.20654	0	1.02535	0.12441	0	0	0	0.37098	0.1821	0.26994	0	0	1.30606	0.25079	0	0.41798	0.68837	1.36244	0	0.06747	0.61228	0	16.71239	0.11946	0	0.20508	0	0.43611	0.34229	0	1.99079	4.81017	0.01575	0	0.07514	0	0	0	0.38916	0.45861	0	0.00228	0.01803	0	0
SRS045313	3.29626	0	30.78647	0	0.09623	0.65219	0	9.72548	3.00276	0.0101	0	0	0	0.01034	0	0	0	6.71045	0.8397	0	0	12.92078	0.36768	0	0	0.31756	0	0.08211	0.05391	0	0.55374	0	0.76208	0.73689	0	0.82905	0.3021	0.05002	0	0.0443	0	0	0	0	0.23462	0.51161	0.00449	0.70937	0	0
SRS045606	0.01113	97.59282	0.00311	0.05531	0	0	0	0	0	0.3837	0	0	0	0	0.0008	0.07963	0.00362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS045645	0.00049	0	0.4636	0	10.61563	0	0	0	0	0	16.27374	15.17335	0	0.00379	0	0	0	0	0.0942	0	7.00E-05	0.06045	0	5.92594	0.00478	0	0.57104	0	0.00026	7.99081	0	7.33458	0	0	0	0	0.0002	0.00701	2.65511	0.00114	0	7.56759	0.46455	0	0	0.6699	0	0	7.44925	0.18102
SRS045713	0.00258	0.00163	0	0	25.06488	0	0	0	0	0	0	9.83787	0	0	0	0	0	0.00022	0.00217	12.71749	0	0	0	4.25332	0.00019	0	0.36518	0	0	0.0001	0	31.14419	0	0	0	0	0	0.00013	0	0	0	3.72746	0.09047	0	0	0	0.00104	0	2.67946	0.02551
SRS045715	0.43437	0	3.40775	0	0.15164	0.02464	0	0.19924	29.87796	0	0	0	0.1367	5.53423	2.88564	0	0	0.06063	0	0	6.70089	1.1967	0.19478	0	12.22025	0.96125	0	0.07657	4.32538	0	0.18247	0	0.25538	0.02138	0	0.29116	0.05712	9.52101	0	0.03745	0	0	0	0.06007	0.02887	0.07114	0.0001	0.08785	0	0
SRS045978	35.59862	0.09642	11.19917	0	0.0073	0.09033	0	1.25362	0.35896	0	0	0	1.17174	0.98089	15.29989	0	0	0.72616	0.07574	0	0.28376	0.53183	3.0736	0	0.2673	2.27802	0	7.65828	0.21746	0	0.08643	0	0.10384	0.07671	0	1.74618	7.19632	0.08395	0	1.37392	0	0	0	0.19716	0.0937	0	0.008	0.04382	0	0
SRS046344	0	71.61497	0	0	0	0	9.81998	0	0	9.50308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.78786	0	0	0
SRS046623	60.27442	0.86192	10.18437	0	0.14806	0.08999	0	0.33553	1.94322	0.03698	0.0213	0.00941	0.98176	0.2344	1.16782	0	0	0.46316	1.55547	0	0.73708	0.36938	0.16823	0	0.03147	1.91963	0	5.18852	0.16597	0.00115	0.07143	0	0.15327	0.06501	0	0.1348	1.15047	0.10729	0	1.8272	0	0	0	0.18861	0.04203	0.11918	0.01936	0.02828	0	0
SRS046686	80.54963	0.00115	5.87401	0	0.01082	0	0	0.00969	0.00032	0	0	0	0.01178	0	0.12738	0	0	0.00594	0.00524	0	0	0.001	0.01432	0	0	0.00366	0	1.00468	0.01071	0	0	0	0.00044	0	0	0.01049	9.3845	0	0	0.00443	0	0	0	0.00056	0	0	4.00E-05	0.05623	0	0
SRS046688	0.00167	98.36302	0	0	0	0	0.00158	0	0	0.16637	0	0	0	0	0	0.05986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9111	0	0	0
SRS047014	0.04581	0.00175	0.00323	0	23.67317	0	0	0	0	0	12.57661	8.37372	0	0.07136	5.00E-05	0	0	0.02156	0.01491	0	0.01841	0.06755	0	0.10808	0.00384	0.01161	4.04175	0	0	8.30504	0	1.41781	0	0	0	0	0	0.00283	1.46711	0.00375	0	1.6442	12.5727	0	0	0	0.00183	0	0.98105	0.28756
SRS047044	0	0	0.00087	0	0	0	0	0	0	0	2.29308	3.97778	0	0	0	0	0	0	0.00069	78.29136	0	0	0	0.02499	0	0	1.00296	0	0	0.46804	0	2.41683	0	0	0	0	0	0	1.78214	0	0	0.35508	0.23504	0	0	0	0	0	0.67718	0.00248
SRS047100	1.60945	0.01503	2.75823	0	0.01631	18.54664	0	9.32612	0.09619	0	0	0	0.57907	0.01056	0.04248	0	0	1.84166	0.35963	0	0.00181	1.0406	35.51546	0	0.00171	0.09304	0	0.13074	0.02208	0	0.43935	0	1.14455	6.49653	0	0.20135	0.14606	0.00036	0.00032	0.05464	0	0	0	1.45131	8.39546	0.01093	0.00414	0.85484	0	0
SRS047113	1.25668	0	3.075	0	0.11263	10.81328	0	0.4966	0.00693	0	0	0	2.30223	0.00079	0.00912	0	0	2.48652	0.02185	0	0.00334	1.52912	2.68612	0	0.00125	0.065	0	0.27579	0.04893	0	4.94641	0	9.4565	1.03285	0	2.62128	0.44911	0.00129	0	0.02163	0	0	0	8.06084	1.73189	0.32976	0.00089	1.60813	0	0
SRS047210	0.33398	0.00641	7.83319	0	0.05055	0.00102	0	0.01857	12.15188	0	0	0	12.56797	8.05964	13.46305	0	0	0.00987	3.59568	0	3.01826	0.58559	0.02558	0	5.29163	4.33693	0	0.07076	5.05981	0	0.05482	0	0.03369	6.00E-05	0	0.0069	0.01501	4.13362	0	1.19062	0	0	0	0.0005	0	0.0014	0	0.00725	0	0
SRS047219	0.43415	0	3.53025	0	0.14607	0.00529	0	0.00204	15.66054	0	0	0	0.36012	2.90048	2.13749	0	0	0.0179	6.25691	0	5.95446	1.12192	0.12534	0.00019	9.29066	1.25016	0	0.02939	4.84854	0	0.11883	0	0.03492	0.00477	0	0.03353	0.00848	5.36972	0	0.44053	0	0	0	0.02808	0.00223	0.00143	0	0.00488	0	0
SRS047225	0.92676	43.04133	0.15268	0	0.16917	0	27.6024	0	0	18.73422	0.05932	0.05078	0	0	0	0	0	0.09408	0.00529	0	0	0	0.0205	0	0	0	0	0.08912	0	0	0	0	0.01594	0	0	0.0581	0	0	0	0	0	0	0	0.00112	0.09186	0	2.52056	0	0	0
SRS047265	5.65094	0.01955	8.90149	0	0.03225	2.33978	0	35.63613	0.00571	0	0.00382	0	0.17271	0.00265	0.0422	0	0	6.26286	0.47291	0	0	1.19653	6.72131	0	0	0.09184	0	0.8533	0.05045	0	8.37967	0	6.17008	0.45297	0	1.56933	1.38965	0	0	0.10793	0	0	0	1.17492	0.59674	0.0027	0.00425	0.56516	0	0
SRS047335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.58687	1.42089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS047634	1.00853	0.0003	3.57315	0	0.34591	14.83447	0	0.38901	0.39589	0	0	0	11.04672	0	0.00115	0	0	3.2954	0.2008	0	0	0.21249	0.08875	0	0	0.07591	0	0.03356	0.01701	0	3.35968	0	5.73137	0.32955	0	0.12955	0.18364	0.0007	0	0.00581	0	0	0	0.95936	0.15771	0.22616	0	3.25602	0	0
SRS047824	0.23719	7.00E-05	1.90948	0	0.13393	0.0047	0	0.01554	6.31921	0	0	0	13.04939	7.13493	1.73281	0	0	0.00371	5.43062	0	7.21944	1.32027	0.03861	0	10.0267	2.00998	0	0.05005	7.46684	0	0.57219	0	0.01713	0.00545	0	0.06577	0.01534	4.44756	0	0.39256	0	0	0	0	0.00517	0	0.00023	0.00051	0	0
SRS047844	0	57.69593	0	0	0	0	36.43579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.98536	0	0	0
SRS048164	0.00207	0	0.03054	0	0	0	0	0	0	0	35.10404	8.59348	0	0.00487	0	0	0	0	0.00775	0	0	0.01224	0	0.66654	0.00537	0.00087	5.18283	0	0	12.40118	0	6.18572	0	0	0	0	0	0.00497	4.35072	0.00019	0	0.85537	2.3577	0	0	0	0	0	2.3258	0.04188
SRS048411	0.24348	0.0066	3.35533	0	0.15453	0.00232	0	0.00384	6.45292	0	0	0	4.33545	11.53926	1.39877	0	0	0.00605	0	0	8.46431	0.35873	0.00894	0	12.61708	4.4	0	0.009	8.74133	0	0.0048	0	0.00637	0.00277	0	0.00095	0.0025	3.45087	0	0.21556	0	0	0	0	0.00037	0.00122	0.00093	0.00272	0	0
SRS048719	47.67697	0.00755	5.10793	0	0	0.12188	0	20.97269	0.01649	0	0	0	0	0.12218	4.74066	0	0	2.21413	0.35004	0.12792	0	1.2423	0.40255	0	0.00577	0.12016	0	1.01383	0.00352	0	0.79167	0	0.41063	1.89785	0	0.74124	2.38036	0.07772	0	0.01789	0	0	0	0.04341	0.65236	0	0	0.82295	0	0
SRS048791	0.56253	0	6.72997	0	0.09237	0.05162	0	0.05228	18.11806	0	0	0	5.00129	7.96931	2.58674	0	0	0.39153	1.56099	0	10.35725	0.78124	0.12648	0	9.31849	3.0902	0	0.06813	4.93878	0	0.1517	0	0.12955	0.01943	0	0.25444	0.16589	2.96596	0	1.03695	0	0	0	0.03402	0.01501	0.02706	0	0.06584	0	0
SRS048870	0.00121	0	0	0	26.03882	0	0	0	0	0	5.2587	25.89922	0	0	0	0	0	0	0	0	0	0	0	6.761	0	0	12.21923	0	0	0	0	1.48614	0	0	0	0	0	0	0	0	0	2.35925	1.65766	0	0	0	0	0	0.80953	0.02892
SRS049147	0.76575	0.00012	9.47721	0	0.06757	0.03128	0	0.01238	6.8561	0	0.0031	0.00161	7.54801	17.28156	13.6217	0	0	0.08611	5.64301	0.00159	6.22907	0.77806	0.19743	0	3.33783	6.1111	0	0.13833	1.33089	0	0.09173	0.00158	0.05508	0.02721	0	0.07308	0.19551	4.36539	0	0.6031	0	0.00022	0	0.09096	0.0499	0.0016	6.00E-05	0.0213	3.00E-05	0
SRS049237	0	0	0	58.08324	0	0	0	0	0	0	0	0	0	0	0	37.21596	1.7491	0	0	0	0	0	0	0.05057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRS049268	0.56186	0.02464	10.82521	0	0.08393	26.19694	0	3.33445	1.60946	0.00015	0	0	0.90378	0.0077	0.04096	0	0	1.87986	1.32202	0	0.00896	2.6699	0.31912	0	0.04434	0.01928	0	0.0125	0.7825	0	3.67795	0	2.43423	3.791	0	0.28955	0.07877	0.04539	0	0.11438	0	0	0	0.81041	1.1952	0.54455	0	1.00674	0	0
SRS049283	27.9102	0.22852	3.92067	0	0	3.77634	0	2.96595	1.98875	0	0.15214	0	0.49137	5.68098	3.21694	0	0	3.95851	0	0	4.34151	7.54506	0.44601	0.03025	3.22828	2.14413	0	0.78272	1.59138	0	0.39017	0	0.26123	3.27999	0	0.66705	0.69397	1.45446	0	0.47322	0	0	0	0.14565	1.47485	0	0	0.3951	0	0
SRS049318	0.61051	4.00E-05	2.27455	0	0.23057	5.09565	0	1.18757	2.96738	0	0.00049	0	0.08926	0.05657	0.02074	0	0	0.75576	0	0	0.01443	15.13003	1.59673	0	0.10676	0.02762	0	0.19294	0.85288	0	4.82339	0	4.10735	0.51299	0	2.34818	0.22211	0.08997	0	0.00521	0	0	0	0.81086	0.34565	0.22156	0	2.54292	0	0
SRS049389	0.41852	0	51.13492	0	0.06807	0	0	0.0054	2.06021	0	0	0	9.06334	0.26848	1.75058	0	0	0.00229	10.90679	0	0.14622	0.98366	0.09309	0	0.52955	3.22565	0	0.04868	1.07106	0	1.98341	0	1.58973	0	0	0.00578	0.03275	0.81481	0	1.80478	0	0	0	0.00177	0	0.00754	0	0.00193	0	0
SRS049712	0.02377	0	0.02907	0	0	0	0	0	0	0	5.63379	0.63133	0	0.03205	0	0	0	0.00284	0.00829	78.35099	0.00288	0.00282	0	0.02365	0.02997	0.00583	1.20722	0	0	0.84339	0	0.82982	0	0	0	0	0	0.01359	0.40827	0	0	0.06472	0.37949	0	0	0	0	0	0.07582	0.00266
SRS049744	0	13.2978	30.44646	0	0	0	7.00916	0	3.97312	0	0	0	0	0.27686	0.21605	0	0	0	7.49118	0	0.99277	0	0	0	0.07488	2.51177	0	0	1.32576	0	0	0	0	0	0	0	0	0	0	2.31254	0	0	0	0	0	0	7.95013	0	0	0
SRS049900	0.00341	0	0.01743	0	0	0	0	0	0	0	4.07577	0.00012	0	0.00195	0	0	0	0	0.00321	0	0	0.00169	0	0.00018	0	0.00218	0.40586	0	0	8.76738	0	0	0	0	0	0	0	0	5.00E-05	0.00197	0	0	0.22479	0	0	6.12947	0	0	0.17171	0
SRS049959	0.00477	0	0.00419	0	7.63783	0	0	0	0	0	1.70242	0.16811	0	0	0	0	0	0	0.00124	10.22937	0	0	0	1.50633	0	0	1.91179	0	0	0.31839	0	5.94626	0	0	0	0	0	0	0	0	0	1.00733	5.67904	0	0	0	0	0	17.62139	0
