ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	KO1	KO2	KO3	KO4	KO5	KO6	WT1	WT2	WT3	WT4	WT5	WT6
ASV_49	-0.508	12.48	0.246587070720599	0.502421156593221	NotSig	0.305	0.445	0.29	0.515	0.504	0.133	0.122	0.268	0.486	0.206	0.363	0.792	0.357	0.464
ASV_98	0.506	11.451	0.252626385650692	0.50742533932416	NotSig	0.211	0.147	0.186	0.129	0.158	0.217	0.233	0.345	0.138	0.106	0.078	0.08	0.36	0.123
ASV_15	0.236	13.833	0.255565475572288	0.50742533932416	NotSig	1.031	0.894	0.982	1.177	1.145	0.894	0.953	1.034	0.794	0.718	0.862	1.007	0.978	1.002
ASV_151	0.567	10.628	0.258382227999419	0.50742533932416	NotSig	0.12	0.081	0.271	0.173	0.034	0.114	0.054	0.071	0.113	0.074	0.125	0.08	0.027	0.068
ASV_75	-0.453	11.663	0.265322590032001	0.513878808429595	NotSig	0.174	0.246	0.198	0.193	0.086	0.111	0.29	0.167	0.173	0.116	0.227	0.459	0.292	0.21
ASV_118	0.435	10.97	0.267973611757764	0.513878808429595	NotSig	0.148	0.108	0.149	0.126	0.101	0.111	0.111	0.287	0.076	0.127	0.103	0.094	0.203	0.049
ASV_193	-0.462	11.146	0.272618359266145	0.516706890236996	NotSig	0.122	0.172	0.119	0.229	0.08	0.164	0.049	0.087	0.081	0.214	0.161	0.245	0.084	0.248
ASV_163	-0.338	10.515	0.27917231150004	0.523046974419615	NotSig	0.081	0.103	0.076	0.131	0.07	0.085	0.047	0.074	0.143	0.077	0.114	0.094	0.087	0.104
ASV_284	0.557	11.117	0.297808919509253	0.551623339545549	NotSig	0.17	0.119	0.14	0.218	0.143	0.066	0.091	0.364	0.049	0.04	0.116	0.33	0.079	0.098
ASV_94	0.747	11.533	0.306389986949735	0.556019578387127	NotSig	0.225	0.145	0.125	0.053	0.06	0.08	0.971	0.063	0.138	0.084	0.266	0.116	0.133	0.134
ASV_147	0.425	10.788	0.307004675183076	0.556019578387127	NotSig	0.128	0.096	0.14	0.199	0.13	0.061	0.065	0.175	0.046	0.119	0.061	0.088	0.179	0.082
ASV_76	-0.559	11.793	0.311386713677037	0.557758619003923	NotSig	0.183	0.281	0.159	0.129	0.278	0.17	0.192	0.172	0.095	0.491	0.116	0.759	0.092	0.134
ASV_64	0.346	12.112	0.327496927167849	0.580239120960428	NotSig	0.319	0.254	0.177	0.263	0.348	0.443	0.337	0.35	0.189	0.335	0.197	0.264	0.401	0.139
ASV_71	0.402	12.737	0.354300920734271	0.613413452229809	NotSig	0.494	0.386	0.277	0.221	0.761	0.4	0.916	0.391	0.321	0.248	0.255	0.437	0.696	0.358
ASV_74	0.236	11.765	0.356566978830477	0.613413452229809	NotSig	0.24	0.209	0.232	0.246	0.231	0.215	0.303	0.216	0.192	0.206	0.225	0.198	0.233	0.199
ASV_964	-0.351	10.704	0.359013064168737	0.613413452229809	NotSig	0.091	0.119	0.061	0.129	0.184	0.064	0.054	0.052	0.116	0.156	0.114	0.102	0.108	0.117
ASV_81	-0.3	11.772	0.361274180454366	0.613413452229809	NotSig	0.201	0.253	0.213	0.073	0.252	0.268	0.207	0.194	0.197	0.325	0.255	0.267	0.217	0.259
ASV_103	0.394	11.348	0.377792037293254	0.634846413183509	NotSig	0.193	0.145	0.155	0.162	0.034	0.228	0.166	0.41	0.203	0.137	0.147	0.132	0.152	0.098
ASV_108	0.268	11.045	0.385693917071371	0.638863671628252	NotSig	0.145	0.124	0.165	0.076	0.148	0.127	0.217	0.137	0.084	0.124	0.111	0.14	0.146	0.137
