Sample,grazing,depth,OTU997,OTU998,OTU9900,OTU991,OTU981,OTU980,OTU976,OTU975,OTU972,OTU971,OTU965,OTU9614,OTU96,OTU9552,OTU954,OTU9528,OTU95,OTU949,OTU9478,OTU940,OTU94,OTU930,OTU93,OTU9287,OTU92,OTU9198,OTU9115,OTU911,OTU91,OTU909,OTU907,OTU90,OTU9,OTU899,OTU8989,OTU898,OTU8977,OTU896,OTU894,OTU89,OTU8894,OTU889,OTU884,OTU880,OTU88,OTU8735,OTU871,OTU870,OTU87,OTU8636,OTU86,OTU858,OTU852,OTU85,OTU8430,OTU843,OTU84,OTU834,OTU833,OTU83,OTU829,OTU8228,OTU822,OTU82,OTU81,OTU8023,OTU802,OTU801,OTU8009,OTU80,OTU8,OTU795,OTU793,OTU790,OTU79,OTU788,OTU784,OTU78,OTU777,OTU775,OTU77,OTU766,OTU765,OTU7641,OTU76,OTU7559,OTU755,OTU754,OTU75,OTU748,OTU7478,OTU747,OTU745,OTU744,OTU743,OTU740,OTU74,OTU737,OTU7344,OTU730,OTU73,OTU727,OTU725,OTU722,OTU72,OTU717,OTU715,OTU714,OTU711,OTU710,OTU71,OTU706,OTU704,OTU700,OTU70,OTU7,OTU694,OTU690,OTU69,OTU688,OTU686,OTU685,OTU6847,OTU680,OTU68,OTU679,OTU678,OTU675,OTU67,OTU669,OTU664,OTU662,OTU661,OTU66,OTU659,OTU6583,OTU657,OTU656,OTU6545,OTU654,OTU653,OTU651,OTU650,OTU65,OTU6479,OTU646,OTU6451,OTU6428,OTU64,OTU639,OTU637,OTU634,OTU63,OTU626,OTU623,OTU622,OTU621,OTU620,OTU62,OTU619,OTU6165,OTU615,OTU612,OTU611,OTU61,OTU609,OTU608,OTU607,OTU606,OTU602,OTU601,OTU60,OTU6,OTU598,OTU596,OTU591,OTU59,OTU588,OTU587,OTU586,OTU585,OTU5839,OTU582,OTU58,OTU576,OTU575,OTU574,OTU573,OTU571,OTU570,OTU57,OTU567,OTU565,OTU564,OTU563,OTU562,OTU561,OTU560,OTU56,OTU5576,OTU557,OTU555,OTU553,OTU55,OTU549,OTU548,OTU547,OTU5459,OTU545,OTU542,OTU54,OTU539,OTU536,OTU5328,OTU532,OTU531,OTU530,OTU53,OTU529,OTU528,OTU526,OTU524,OTU522,OTU521,OTU520,OTU52,OTU5192,OTU519,OTU518,OTU517,OTU516,OTU514,OTU513,OTU512,OTU511,OTU510,OTU51,OTU509,OTU5085,OTU508,OTU507,OTU505,OTU504,OTU503,OTU502,OTU50,OTU5,OTU499,OTU497,OTU495,OTU494,OTU492,OTU49,OTU487,OTU486,OTU485,OTU484,OTU482,OTU481,OTU480,OTU48,OTU479,OTU478,OTU4777,OTU476,OTU475,OTU474,OTU471,OTU47,OTU469,OTU467,OTU466,OTU465,OTU4639,OTU463,OTU462,OTU4613,OTU461,OTU460,OTU46,OTU459,OTU457,OTU456,OTU455,OTU454,OTU4525,OTU452,OTU451,OTU4501,OTU450,OTU45,OTU449,OTU447,OTU446,OTU445,OTU444,OTU443,OTU441,OTU440,OTU44,OTU439,OTU4385,OTU4384,OTU438,OTU437,OTU436,OTU435,OTU434,OTU433,OTU432,OTU431,OTU430,OTU43,OTU429,OTU428,OTU427,OTU426,OTU425,OTU423,OTU422,OTU421,OTU42,OTU419,OTU417,OTU416,OTU415,OTU413,OTU412,OTU411,OTU4106,OTU410,OTU41,OTU409,OTU408,OTU407,OTU406,OTU4043,OTU404,OTU403,OTU402,OTU401,OTU400,OTU40,OTU4,OTU399,OTU398,OTU397,OTU396,OTU395,OTU394,OTU393,OTU392,OTU391,OTU390,OTU39,OTU389,OTU388,OTU387,OTU386,OTU385,OTU384,OTU383,OTU382,OTU381,OTU380,OTU38,OTU379,OTU378,OTU377,OTU376,OTU375,OTU374,OTU373,OTU372,OTU371,OTU370,OTU37,OTU3692,OTU369,OTU368,OTU367,OTU366,OTU365,OTU364,OTU363,OTU362,OTU361,OTU360,OTU36,OTU359,OTU358,OTU357,OTU356,OTU355,OTU354,OTU353,OTU3520,OTU352,OTU351,OTU350,OTU35,OTU349,OTU348,OTU347,OTU346,OTU345,OTU344,OTU343,OTU342,OTU341,OTU340,OTU34,OTU339,OTU338,OTU337,OTU3361,OTU336,OTU335,OTU334,OTU3339,OTU333,OTU332,OTU331,OTU330,OTU33,OTU329,OTU328,OTU327,OTU326,OTU325,OTU324,OTU323,OTU3228,OTU322,OTU321,OTU320,OTU32,OTU319,OTU318,OTU317,OTU316,OTU315,OTU314,OTU3132,OTU313,OTU312,OTU311,OTU310,OTU31,OTU309,OTU308,OTU307,OTU306,OTU305,OTU304,OTU303,OTU302,OTU301,OTU300,OTU30,OTU3,OTU299,OTU298,OTU297,OTU296,OTU295,OTU294,OTU293,OTU292,OTU291,OTU290,OTU29,OTU289,OTU288,OTU287,OTU286,OTU285,OTU284,OTU283,OTU282,OTU2819,OTU281,OTU280,OTU28,OTU279,OTU278,OTU277,OTU276,OTU275,OTU2746,OTU274,OTU273,OTU272,OTU271,OTU270,OTU27,OTU269,OTU268,OTU2671,OTU267,OTU266,OTU265,OTU264,OTU263,OTU262,OTU261,OTU2604,OTU260,OTU26,OTU259,OTU258,OTU257,OTU256,OTU255,OTU254,OTU253,OTU252,OTU2512,OTU2510,OTU251,OTU250,OTU25,OTU2497,OTU249,OTU248,OTU247,OTU246,OTU245,OTU244,OTU243,OTU2426,OTU242,OTU241,OTU240,OTU24,OTU239,OTU2384,OTU238,OTU237,OTU236,OTU235,OTU234,OTU233,OTU232,OTU231,OTU2307,OTU230,OTU23,OTU229,OTU228,OTU227,OTU226,OTU225,OTU224,OTU223,OTU222,OTU221,OTU220,OTU22,OTU219,OTU2186,OTU218,OTU2179,OTU217,OTU216,OTU215,OTU214,OTU2132,OTU213,OTU212,OTU211,OTU210,OTU21,OTU209,OTU208,OTU207,OTU206,OTU2056,OTU205,OTU2047,OTU204,OTU203,OTU2029,OTU202,OTU201,OTU2008,OTU200,OTU20,OTU2,OTU199,OTU198,OTU197,OTU196,OTU1958,OTU195,OTU194,OTU193,OTU192,OTU1916,OTU1910,OTU191,OTU190,OTU19,OTU189,OTU1889,OTU188,OTU1874,OTU187,OTU186,OTU185,OTU184,OTU183,OTU182,OTU181,OTU180,OTU18,OTU179,OTU178,OTU177,OTU176,OTU175,OTU174,OTU173,OTU172,OTU1719,OTU171,OTU170,OTU17,OTU169,OTU168,OTU167,OTU166,OTU165,OTU164,OTU163,OTU1623,OTU162,OTU161,OTU1608,OTU160,OTU16,OTU1597,OTU1593,OTU1590,OTU159,OTU158,OTU157,OTU156,OTU1557,OTU1550,OTU155,OTU154,OTU153,OTU152,OTU1517,OTU151,OTU150,OTU15,OTU149,OTU148,OTU1474,OTU147,OTU146,OTU1455,OTU145,OTU144,OTU1438,OTU143,OTU1422,OTU142,OTU141,OTU1400,OTU140,OTU14,OTU1397,OTU139,OTU138,OTU137,OTU136,OTU1358,OTU1351,OTU135,OTU134,OTU133,OTU132,OTU1311,OTU131,OTU1308,OTU130,OTU13,OTU1298,OTU1293,OTU129,OTU128,OTU127,OTU1264,OTU126,OTU1252,OTU1250,OTU125,OTU1241,OTU124,OTU123,OTU122,OTU121,OTU120,OTU12,OTU1190,OTU119,OTU1185,OTU118,OTU1179,OTU1175,OTU1172,OTU117,OTU116,OTU115,OTU11483,OTU1148,OTU1145,OTU1143,OTU1140,OTU114,OTU1138,OTU1131,OTU113,OTU11244,OTU1122,OTU11216,OTU1120,OTU112,OTU1116,OTU1112,OTU111,OTU1104,OTU11021,OTU110,OTU11,OTU10948,OTU1093,OTU109,OTU1086,OTU108,OTU10776,OTU107,OTU10680,OTU1067,OTU10668,OTU1061,OTU106,OTU105,OTU10495,OTU1049,OTU1040,OTU104,OTU10342,OTU1034,OTU1033,OTU103,OTU10234,OTU1023,OTU102,OTU1016,OTU10154,OTU1013,OTU101,OTU1001,OTU100,OTU10,OTU1
MKA1,MK,A,1,3,6,20,0,566,2,0,8,114,8,0,0,0,0,0,2,1,1,1,192,0,43,1,1841,3,0,0,0,0,0,112,1205,0,662,0,126,1,0,1,0,0,3,5,3,0,0,6,7,0,41,0,0,123,0,3,187,9,2,237,1,49,2,218,18,0,0,0,66,2495,118,10,0,5,17,0,48,12,0,0,6,6,5,0,3021,0,1,25,84,0,0,0,1,0,3,0,6,2,0,0,45,0,0,0,529,77,0,145,0,0,2,1,13,27,1,778,0,4,62,0,0,12,4,0,5,0,0,0,146,0,2,34,2,734,0,3,0,0,2,1,0,0,0,30,34,0,10,1,0,4,20,2,31,0,0,0,2,0,6,0,23,0,0,1,158,0,5,180,0,37,0,66,476,0,12,2,125,5,0,0,0,7,10,2,5,1,0,5,1,0,66,0,16,0,0,9,1,0,105,0,0,2,0,2,0,77,1,177,0,0,130,0,0,14,22,0,0,394,0,13,0,0,0,1,0,111,0,0,11,1,9,0,0,2,26,5,35,59,3,0,11,0,1,0,0,98,1679,50,0,0,0,410,63,0,0,0,0,11,0,4,133,5,0,3,1,0,0,4,449,16,0,13,0,1,0,0,193,5,0,101,0,2,0,0,0,0,0,0,2,3,399,0,0,15,0,0,44,6,20,2,0,10,3,8,1,0,0,2,0,4,0,6,33,0,0,0,1,6,0,0,0,29,57,0,0,0,0,2,8,7,15,127,2,0,5,4,2,0,0,0,0,1,198,652,0,0,4,0,0,0,8,0,12,0,24,1,0,0,0,24,0,5,0,24,7,57,1,48,0,0,0,0,5,24,28,125,179,0,0,0,9,22,0,0,5,352,2,4,36,91,0,0,10,4,0,0,11,0,0,12,40,3,0,0,0,0,5,24,0,0,0,81,0,15,13,0,0,0,19,0,0,25,6,1,69,2,2,0,22,0,0,5,0,0,0,0,284,0,4,0,4,5,5,4,4,0,5,2,377,0,1,10,0,29,2,13,107,0,0,45,323,2,2,231,58,0,1,7,1,0,0,117,1,48,0,0,16,23,0,27,0,0,3,394,0,0,2,5,1,145,1,361,3,296,0,383,0,8,4,0,0,0,0,0,6,0,0,4,38,4,0,0,0,0,0,12,0,0,4,33,48,61,0,16,0,0,10,0,0,30,0,4,7,1,79,0,5,6,0,4,0,21,16,0,27,0,0,223,9,2,1,62,3,1,0,0,28,3,21,42,16,0,0,1,5,7,0,0,2,0,3,0,272,78,26,43,0,1,1,0,0,6,12,7,1,0,2,38,1540,0,10,0,0,4,4,12,11,8,26,13,0,0,18050,0,0,90,0,1,11,6,4,0,12,0,5,202,0,6,23,42,0,0,114,6,7,9,16,224,23,77,0,0,0,12,5,3,17,91,0,8,1070,0,0,56,0,0,1,24,0,0,936,6,0,40,0,23,8,712,24,7,8,0,7,7,0,184,0,0,0,81,223,0,441,631,1,5,4,0,21,1,5,6,0,9,0,17,77,0,0,209,2,2,63,0,42,4,8,0,21,48,2,7,1226,0,41,23,177,0,77,11,20,0,0,0,317,3,158,6,0,0,1,0,19,26,1,15,0,7,18,0,13,15,0,0,2,13,75,252,0,0,10,1,96,0,0,3,6,0,1,962,108,0,1,0,0,223,0,1,7,3,0,20,1,0,1,0,1,0,490,7392
MKA2,MK,A,1,2,0,43,1,58,0,3,0,104,1,0,1,0,0,1,0,1,0,4,229,31,68,4,0,37,3,1,36,0,0,100,3173,4,490,0,309,50,0,0,4,0,8,5,187,0,0,0,1,36,151,3,0,61,0,0,251,0,0,87,46,159,0,410,96,0,2,0,3,38,47,1,0,3,76,3,0,30,0,3,54,53,22,1,0,0,5,4,142,0,0,1,17,4,27,0,6,3,0,64,37,0,4,3,481,17,0,45,7,0,0,1,2,32,43,2280,0,0,72,1,0,61,0,0,8,3,0,0,326,1,2,3,0,103,0,26,38,29,0,0,0,11,0,586,23,0,86,22,0,6,62,2,100,0,1,5,9,7,29,28,62,48,16,12,306,0,4,1,0,42,0,369,1294,10,12,0,201,0,0,2,0,0,58,2,7,3,0,0,1,0,66,0,13,6,0,0,36,0,475,0,8,0,0,2,0,126,5,448,2,0,320,0,1,0,5,0,0,779,0,5,1,0,9,1,4,244,0,1,53,2,0,0,0,6,0,23,28,44,1,4,7,1,0,0,7,31,4274,26,1,3,0,0,166,1,12,1,0,94,0,32,79,1,41,6,0,0,0,1,424,1,5,0,0,25,0,3,197,0,0,246,5,5,0,0,0,4,0,0,1,65,822,27,0,47,0,0,207,16,0,1,1,0,0,2,0,0,1,25,1,0,0,0,213,4,134,0,0,13,0,1,1,81,146,21,7,0,0,1,0,45,38,77,0,29,12,11,0,24,0,1,19,10,283,758,0,17,42,0,0,0,39,0,0,84,379,36,11,0,4,47,0,0,0,50,0,688,0,9,0,0,1,0,32,0,34,58,324,0,0,0,0,0,26,22,7,0,17,1,305,182,30,1,57,52,0,7,0,29,0,1,404,4,1,2,39,0,43,144,91,0,3,157,0,0,26,0,0,0,47,0,0,57,40,1,68,1,2,7,86,6,0,49,11,0,1,0,200,10,29,23,9,1,2,2,3,1,3,2,520,40,1,0,1,39,0,40,1,0,0,137,412,0,99,0,0,1,26,30,0,0,0,345,13,44,1,1,104,22,0,0,4,0,93,282,1,1,0,5,0,295,0,0,7,3,0,559,0,0,21,25,75,1,1,21,94,1,0,18,251,32,17,0,5,16,0,2,0,1,0,1,221,56,65,0,0,2,34,0,0,259,0,130,0,35,397,0,54,0,9,0,0,6,28,3,145,5,0,480,74,5,0,33,21,29,1,2,1,0,229,77,1,0,6,9,0,0,0,0,39,1,11,0,946,109,21,48,0,2,6,2,0,13,0,1,0,0,0,74,1275,21,45,0,0,0,43,26,36,46,57,72,1,1,34,8,1,0,1,0,1,21,6,0,29,0,11,1474,1,0,70,121,16,1,216,103,1,1,55,640,69,99,0,0,0,0,0,25,37,133,2,11,5814,0,0,71,0,0,14,33,4,1,0,7,65,0,1,184,20,1776,21,29,25,0,108,4,0,129,2,35,2,225,381,0,376,533,1,1,1,0,6,1,1,36,0,1,0,4,25,0,0,632,1,0,101,19,57,0,26,1,2,360,2,0,0,0,62,52,550,0,1,41,0,0,37,0,238,55,125,13,1,2,1,53,78,161,0,100,2,1,177,1,7,5,0,0,2,2,10,217,79,1,4,5,178,0,1,2,1,2,5,3,94,0,1,4,2,0,1,0,33,1,0,42,1,1,1,0,7,0,991,8753
MKA3,MK,A,0,6,0,7,0,5,4,1,0,1890,0,0,29,0,145,0,2,5,13,3,226,1,51,1,0,1,0,0,0,0,0,139,3024,0,263,0,63,4,0,0,0,2,3,1,68,0,0,0,0,0,66,0,0,78,0,7,66,4,0,1,0,217,0,170,23,0,1,0,124,4,1423,0,0,2,38,0,0,109,0,0,6,6,2,0,10,0,1,9,46,0,1,0,15,0,0,0,111,2,0,7,28,8,1,3,41,32,1,10,0,0,0,40,1,3,4,7662,0,0,41,0,0,1,0,1,23,0,12,0,83,0,1,0,0,20,0,2,6,0,13,0,0,4,0,74,1,0,23,0,32,0,1,0,118,0,0,1,2,2,292,0,37,1,0,1,167,0,0,0,0,17,0,971,1412,0,30,0,181,0,0,2,0,13,5,77,0,0,0,0,0,0,37,0,8,0,0,0,10,0,28,0,0,0,0,3,0,0,4,445,0,0,33,0,0,0,0,0,0,290,0,1,0,0,0,1,0,33,0,0,4,0,3,0,0,0,32,6,2,12,0,0,11,0,1,0,7,81,524,40,0,0,0,0,573,1,0,0,1,12,0,7,85,0,0,4,8,3,9,10,293,0,0,35,0,0,0,1,167,1,4,100,0,1,0,0,16,0,0,2,0,19,550,0,0,3,0,0,94,0,0,554,0,0,36,0,0,0,0,2,0,0,0,2,330,2,2,0,0,1,0,1,3,11,0,0,4,0,0,0,1,0,2,3,0,6,17,7,0,0,0,0,6,3,175,7767,3,0,0,0,0,0,0,0,6,0,57,0,0,0,0,6,0,0,0,14,0,342,0,0,0,0,0,0,0,9,171,2565,289,0,0,0,0,13,0,0,2,0,7,12,420,30,1,0,52,0,0,2,0,0,0,0,629,5,0,0,1,0,1,66,0,0,0,199,0,3,0,0,0,0,4,0,0,15,9,0,518,0,2,0,31,1,8,20,1,0,0,0,44,0,19,0,30,13,5,0,3,0,14,0,693,0,1,1,0,41,1,16,0,0,0,326,69,2,2,2,47,15,0,3,0,5,0,307,0,0,0,0,15,9,0,0,0,2,34,2,0,0,1,8,0,44,1,0,2,0,0,570,1,0,5,0,4,0,0,0,54,0,0,2,30,0,2,0,1,8,0,2,0,0,0,0,39,8,0,1,0,0,9,0,1,9,1,3,0,0,438,0,3,4,2,1,0,2,22,4,0,0,0,1,0,2,0,2,1,5,0,0,4,0,298,23,0,0,0,6,12,5,0,5,0,0,3,0,658,25,38,12,0,0,0,0,0,5,0,3,2,0,0,3,1966,1,17,0,0,0,1,112,0,6,56,1,0,0,54,0,0,120,0,0,0,36,2,1,8,0,12,2457,4,4,0,25,5,0,43,22,0,13,3,165,5,140,0,0,1,15,14,0,0,34,4,14,163,2,0,7,0,0,0,45,1,0,1,2,0,12,0,22,20,727,32,19,0,0,1,2,0,51,0,0,1,10,258,0,157,1566,0,0,0,0,1,1,0,0,0,1,0,0,66,0,0,584,4,0,242,0,120,0,13,0,19,34,0,0,1,0,20,18,1392,0,11,10,26,0,0,0,117,13,431,7,0,0,5,0,23,16,0,44,0,0,332,1,1,1,0,38,4,4,71,292,0,13,190,9,43,0,280,4,0,1,4,2,72,0,0,0,0,0,0,1,10,1,0,16,0,11,1,0,1,6,2383,12432
MKB1,MK,B,0,3,0,25,1,14,0,6,0,711,0,0,8,0,96,0,0,0,16,3,205,13,61,2,0,2,1,1,1,0,0,256,875,0,624,4,41,1,0,0,2,1,3,6,125,1,0,0,0,0,41,6,0,127,0,2,31,2,1,0,0,205,0,1547,78,0,2,0,23,7,104,1,0,5,29,7,0,26,1,1,4,7,0,2,17,0,2,20,72,0,0,1,12,2,0,0,28,2,0,4,9,0,7,3,50,9,7,1,4,0,0,2,4,6,3,5740,1,0,94,0,0,0,2,0,117,2,0,0,206,2,1,3,0,28,5,0,0,25,12,2,1,8,0,31,3,0,9,2,37,9,12,2,90,8,1,4,3,2,86,12,61,3,5,17,127,0,2,0,0,18,2,424,1902,11,22,3,524,0,1,1,0,1,12,250,7,1,0,0,10,0,55,0,1,0,0,1,1,0,245,0,5,0,0,1,0,14,4,428,1,4,44,0,0,2,2,0,0,541,0,3,0,9,2,2,8,19,1,0,0,2,9,0,0,2,1,3,40,7,0,0,2,0,0,0,5,77,240,26,0,1,0,0,338,4,14,2,5,6,0,1,233,3,0,2,16,0,0,0,400,0,3,77,0,3,0,1,279,4,6,238,5,5,0,0,6,7,0,0,0,10,1271,11,0,2,0,0,68,0,1,343,1,3,29,0,1,0,0,16,0,0,0,0,201,1,1,0,0,3,2,3,3,42,10,7,1,0,0,7,5,5,9,1,0,5,15,0,1,1,0,0,6,9,212,3671,6,11,0,0,0,0,1,0,13,0,664,3,3,0,5,31,0,0,0,21,0,434,0,0,0,0,0,0,5,8,50,1370,105,0,0,0,7,0,1,17,9,0,3,8,187,79,6,0,34,0,0,4,0,28,0,0,350,7,1,1,8,1,0,222,1,0,3,232,8,33,0,0,5,0,0,2,0,25,15,0,187,0,4,9,5,1,0,0,11,1,0,14,45,4,1,0,10,1,1,0,6,2,15,3,799,1,3,0,0,0,0,29,7,1,0,487,67,1,8,0,44,0,0,14,0,5,0,172,12,0,0,2,4,20,5,0,1,11,18,118,0,0,2,8,0,49,0,0,4,1,0,576,2,28,5,30,6,0,0,9,105,0,0,6,51,0,8,1,3,7,0,0,0,1,0,0,65,58,0,0,0,0,7,0,0,56,3,0,1,1,892,0,3,5,7,0,0,6,19,1,0,0,0,1,0,2,0,1,14,16,0,1,9,0,437,24,3,0,2,2,14,7,15,3,16,1,13,0,1032,43,45,62,0,1,1,1,1,14,2,0,0,0,0,9,1891,0,31,0,0,3,6,68,0,9,61,5,0,8,36,3,1,3,1,0,1,47,8,0,26,0,8,1554,3,3,1,64,6,4,48,24,0,30,17,230,48,272,2,0,0,15,0,6,2,28,0,2,149,0,0,54,4,0,16,51,3,2,0,3,52,31,0,38,39,997,19,70,0,0,4,6,1,89,0,0,0,12,507,0,258,435,0,1,0,6,2,0,1,0,0,2,5,2,93,0,0,786,1,5,632,0,91,0,24,0,1,70,0,11,0,2,61,39,1162,1,8,3,31,0,5,1,48,45,712,3,2,0,0,3,39,68,0,34,1,1,271,4,9,1,0,7,0,5,83,1576,0,3,80,7,27,0,525,0,5,3,2,1,151,0,1,1,1,0,2,0,0,12,0,20,5,23,1,0,8,0,1185,18375
MKB2,MK,B,0,2,0,11,1,6,0,4,0,234,0,0,0,5,1,1,2,3,15,0,22,0,88,1,1,1,4,0,0,0,0,2,517,2,404,6,17,0,6,3,2,1,1,0,38,1,0,0,0,0,62,0,0,188,0,51,264,0,1,2,3,79,0,92,24,0,1,0,0,5,237,4,0,0,2,0,2,8,0,0,4,2,0,1,9,0,1,8,14,0,0,0,0,0,0,0,42,6,0,1,12,0,1,0,12,0,7,4,1,0,0,4,0,2,4,2853,0,0,40,0,1,63,2,0,113,4,0,0,33,1,3,4,0,11,0,6,3,3,18,0,0,0,0,18,2,0,6,0,31,0,0,0,723,2,0,3,6,1,37,0,12,0,0,1,51,0,0,0,0,23,0,231,221,0,17,1,0,0,0,0,1,6,5,7,23,1,1,0,0,0,13,4,2,0,0,2,0,0,20,1,0,0,0,4,0,2,4,43,0,0,37,0,0,0,0,0,0,0,0,2,1,0,0,0,3,41,0,1,3,0,7,0,0,0,26,9,5,5,2,0,20,0,0,0,0,51,1072,0,4,0,0,0,62,0,0,0,8,2,1,3,48,0,0,65,47,4,0,1,108,1,0,5,0,1,4,4,52,36,0,61,0,2,0,4,14,0,0,0,1,6,59,0,0,0,1,0,20,0,1,202,0,16,273,0,0,0,0,0,0,8,0,0,105,0,0,0,0,1,0,0,0,1,13,0,1,0,0,0,0,0,0,23,0,0,7,8,3,0,7,0,0,3,191,1048,0,0,0,2,0,0,0,0,3,0,176,2,0,0,2,3,0,0,0,13,0,19,2,0,0,0,0,0,2,4,2,318,462,0,0,0,0,21,2,2,8,0,6,1,68,3,2,1,2,0,0,1,1,0,0,0,27,7,0,1,0,0,0,23,0,0,2,46,0,0,0,5,0,0,0,0,3,13,0,0,233,0,1,0,0,5,0,0,0,0,0,2,249,0,119,1,1,0,7,1,4,0,1,0,76,0,0,1,0,22,1,15,0,0,0,0,411,3,1,4,0,0,0,1,0,2,0,138,0,4,1,0,5,1,0,31,0,8,33,439,0,0,2,8,0,13,0,0,1,0,0,803,0,0,0,1,0,0,0,0,3,0,0,4,11,13,2,0,0,3,0,2,2,7,0,0,6,20,1,0,0,12,2,0,2,0,0,0,0,0,313,0,0,14,0,4,0,1,266,0,0,0,0,58,3,0,0,7,2,2,1,0,1,0,522,17,2,0,1,1,2,36,0,0,0,0,1,0,136,0,0,1,0,6,0,0,0,16,0,13,0,0,0,281,9822,0,10,0,3,0,0,66,1,0,17,1,0,2,74,0,0,120,0,0,2,14,0,0,15,0,9,582,21,20,2,0,12,2,23,6,0,16,91,188,7,13,0,0,0,11,5,0,0,12,5,1,96,0,0,10,2,0,0,0,1,2,3,0,0,0,1,6,14,529,49,12,0,6,4,3,0,11,0,0,0,7,100,1,119,307,1,0,8,4,1,0,1,0,0,4,5,4,4,0,0,112,2,3,87,0,34,0,21,0,29,2,2,7,7,0,169,10,841,0,9,9,14,0,0,2,204,5,102,10,0,0,6,0,24,48,0,17,0,1,241,0,2,0,0,2,1,6,207,39,0,0,54,1,0,0,71,0,1,1,3,3,27,0,5,1,0,0,0,0,19,0,0,15,0,3,3,0,0,0,250,41850
MKB3,MK,B,2,2,7,60,0,4,23,1,2,66,1,0,0,0,0,0,0,2,1,16,908,2,98,1,1,0,3,0,0,0,1,12,1184,0,422,16,90,1,0,0,2,2,5,1,142,0,0,49,1,0,1,3,0,269,0,2,72,0,187,10,2,437,0,189,55,0,1,1,5,2,59,0,0,0,27,3,0,170,0,3,46,6,85,2,2,0,1,20,181,1,0,0,1,5,0,0,105,6,0,2,155,0,17,5,7,13,0,6,1,0,8,3,1,10,12,1152,1,0,191,0,0,0,0,16,11,1,10,2,124,0,13,1,0,68,12,2,0,38,1,1,0,2,0,81,5,0,11,0,9,0,18,0,3,0,18,2,9,7,55,14,41,2,2,11,321,0,1,6,0,64,0,1137,2947,11,14,0,2,5,1,2,4,0,1,1,14,1,0,13,2,1,118,13,19,0,0,8,1,1,418,0,12,0,0,1,0,6,3,921,0,5,53,0,11,1,3,0,0,511,0,8,1,0,7,0,0,400,1,1,4,0,0,0,0,3,0,3,54,4,0,0,5,0,0,0,6,21,4689,1,1,6,0,2,181,5,14,0,1,17,0,11,424,0,40,5,0,17,0,0,118,1,1,4,0,28,0,2,48,0,0,30,0,7,0,1,0,2,0,0,1,27,463,20,10,20,0,0,91,0,0,546,12,59,4,0,0,0,0,19,1,0,0,2,272,2,0,0,0,20,2,0,1,37,0,10,1,9,10,4,18,0,36,745,0,14,7,0,0,0,0,1,12,1,247,2807,34,10,0,0,0,0,0,1,0,0,806,16,7,1,4,9,0,1,0,8,0,756,1,0,0,11,0,0,14,9,0,422,389,1,0,0,0,1,17,8,17,1,1,17,211,59,1,0,62,1,0,3,0,28,0,50,326,15,0,0,8,0,1,70,0,0,0,433,0,0,35,0,0,0,22,0,0,21,0,0,72,0,0,5,3,3,0,9,5,0,0,1,1318,4,0,98,4,1,1,0,19,2,19,3,611,0,5,0,0,4,0,15,0,0,0,5,870,0,20,1,0,1,1,0,1,0,0,421,3,17,0,0,19,0,0,55,1,0,69,442,0,0,27,9,0,62,1,1,7,0,0,116,1,40,25,0,2,0,0,1,4,0,1,10,88,2,20,0,1,2,1,1,1,1,0,87,9,37,19,0,0,13,59,0,0,7,0,0,75,2,364,0,0,0,8,0,0,1,69,1,40,4,1,78,0,3,0,0,20,7,0,1,48,0,159,8,2,0,8,3,0,37,0,8,0,1,17,24,503,1,37,130,0,0,7,1,0,17,26,0,0,1,0,8,5733,0,112,1,0,0,0,60,25,24,11,3,1,4,56,2,0,3,1,0,12,10,8,1,34,1,23,1923,1,3,1,20,0,0,38,39,0,72,189,406,1,1890,1,0,0,84,5,0,0,11,1,4,770,1,16,130,18,0,10,48,1,19,0,1,63,0,1,20,24,1818,34,22,0,0,0,7,0,94,2,0,0,13,27,0,593,689,0,0,2,0,4,2,1,1,0,0,7,0,79,4,2,999,0,15,38,0,0,0,41,1,2,197,2,1,0,20,73,75,1219,12,19,2,151,2,0,3,119,46,105,1,1,9,1,17,46,34,0,52,0,0,59,4,15,3,0,149,1,13,374,1401,7,1,1,4,0,0,1,3,2,1,1,17,46,0,5,12,2,22,1,0,1,2,0,39,0,0,2,2,5,0,1031,12562
