OTU,Group
ASV_199,Root
ASV_459,Root
ASV_168,Rhso
ASV_168,Tbuso
ASV_172,Root
ASV_167,Root
ASV_185,Root
ASV_3949,Root
ASV_260,Rhso
ASV_260,Tbuso
ASV_324,Rhso
ASV_336,Rhso
ASV_230,Root
ASV_179,Root
ASV_193,Root
ASV_577,Root
ASV_2769,Tbuso
ASV_350,Root
ASV_264,Tbuso
ASV_175,Rhso
ASV_242,Rhso
ASV_4663,Rhso
ASV_890,Tbuso
ASV_6663,Root
ASV_1111,Root
ASV_2084,Root
ASV_187,Tbuso
ASV_227,Root
ASV_196,Tbuso
ASV_265,Root
ASV_165,Tbuso
ASV_2335,Root
ASV_2824,Tbuso
ASV_217,Root
ASV_239,Root
ASV_632,Root
ASV_218,Root
ASV_3594,Root
ASV_236,Root
ASV_207,Root
ASV_188,Tbuso
ASV_338,Tbuso
ASV_189,Root
ASV_2571,Root
ASV_271,Rhso
ASV_209,Tbuso
ASV_256,Root
ASV_203,Root
ASV_448,Rhso
ASV_4785,Root
ASV_195,Tbuso
ASV_182,Root
ASV_200,Root
ASV_328,Root
ASV_4800,Tbuso
ASV_254,Tbuso
ASV_990,Tbuso
ASV_1169,Root
ASV_283,Tbuso
ASV_366,Rhso
ASV_210,Root
ASV_1243,Root
ASV_305,Root
ASV_329,Tbuso
ASV_661,Root
ASV_342,Tbuso
ASV_287,Root
ASV_212,Tbuso
ASV_1451,Root
ASV_309,Tbuso
ASV_288,Root
ASV_2612,Root
ASV_291,Root
ASV_3852,Tbuso
ASV_363,Tbuso
ASV_396,Tbuso
ASV_293,Root
ASV_485,Tbuso
ASV_317,Root
ASV_523,Tbuso
ASV_2127,Root
