contig_id	type
IF_007::k141_90803	Novel
IF_007::k141_115208	Novel
IF_007::k141_20119	ref
IF_007::k141_78052	ref
IF_007::k141_120179	ref
IF_008::k141_43146	ref
IF_009::k141_9432	ref
IF_009::k141_75156	ref
IF_009::k141_109256	ref
IF_011::k141_81722	ref
IF_012::k141_106486	Novel
IF_012::k141_47383	Novel
IF_012::k141_136879	Novel
IF_012::k141_85304	Novel
IF_012::k141_17305	ref
IF_012::k141_132654	ref
IF_012::k141_104698	ref
IF_012::k141_30799	Novel
IF_012::k141_82763	Novel
IF_012::k141_2399	Novel
IF_012::k141_38305	Novel
IF_012::k141_37130	Novel
IF_013::k141_82554	Novel
IF_013::k141_70313	Novel
IF_014-2::k141_46135	ref
IF_014-2::k141_24604	ref
IF_015-2::k141_15093	Novel
IF_016::k141_113882	ref
IF_017::k141_63331	Novel
IF_017::k141_67290	Novel
IF_017::k141_39165	Novel
IF_019::k141_74328	ref
IF_019::k141_130686	ref
IF_019::k141_31120	Novel
IF_019::k141_13460	Novel
IF_020-2::k141_28354	Novel
IF_020-2::k141_70469	Novel
IF_020-2::k141_77793	ref
IF_022::k141_106940	Novel
IF_022::k141_19245	Novel
IF_022::k141_513	ref
IF_022::k141_1361	Novel
IF_022::k141_5397	Novel
IF_022::k141_29355	ref
IF_022::k141_71737	ref
IF_022::k141_64085	Novel
IF_022::k141_37443	Novel
IF_022::k141_58544	ref
IF_022::k141_10386	Novel
IF_022::k141_79891	ref
IF_022::k141_94209	ref
IF_022::k141_20323	Novel
IF_024-2::k141_28560	Novel
IF_025::k141_136936	ref
IF_025::k141_71025	ref
IF_025::k141_2344	ref
IF_025::k141_275	Novel
IF_027::k141_20037	ref
IF_027::k141_111791	ref
IF_027::k141_66489	Novel
IF_028::k141_26384	ref
IF_028::k141_14680	Novel
IF_028::k141_107206	ref
IF_028::k141_49297	ref
IF_028::k141_10081	ref
IF_029::k141_62356	Novel
IF_029::k141_60023	Novel
IF_029::k141_20138	Novel
IF_029::k141_105776	Novel
IF_030-2::k141_59830	ref
IF_030-2::k141_84891	ref
IF_030-2::k141_76681	ref
IF_030-2::k141_64579	Novel
IF_030-2::k141_65371	Novel
IF_030-2::k141_59770	ref
IF_030-2::k141_5114	ref
IF_030-2::k141_38455	ref
IF_030-2::k141_22688	Novel
IF_030-2::k141_32924	ref
IF_030::k141_119918	ref
IF_030::k141_14017	Novel
IF_030::k141_91286	Novel
IF_031::k141_26361	Novel
IF_031::k141_3946	Novel
IF_031::k141_30893	Novel
IF_032::k141_76733	Novel
IF_032::k141_56608	Novel
IF_032::k141_27406	ref
IF_032::k141_54342	Novel
IF_033::k141_53175	Novel
IF_033::k141_63929	Novel
IF_036::k141_24416	Novel
IF_038::k141_52705	Novel
IF_041::k141_50812	Novel
IF_042-2::k141_125187	ref
IF_042::k141_177059	ref
IF_042::k141_132081	Novel
IF_042::k141_75351	Novel
IF_045::k141_42649	ref
IF_046-2::k141_26039	Novel
IF_046-2::k141_122340	ref
IF_046-2::k141_35178	Novel
IF_046-2::k141_92882	Novel
IF_046-2::k141_69258	Novel
IF_046::k141_8814	ref
IF_047::k141_78571	ref
IF_047::k141_8810	ref
IF_047::k141_58758	ref
IF_047::k141_45028	ref
IF_048::k141_26666	ref
IF_048::k141_75394	Novel
IF_048::k141_101406	ref
IF_048::k141_1029	Novel
IF_048::k141_38019	ref
IF_050-2::k141_3924	ref
IF_050::k141_67986	ref
IF_050::k141_76245	ref
IF_050::k141_64990	ref
IF_050::k141_44685	ref
IF_050::k141_1252	ref
IF_051::k141_9571	Novel
IF_051::k141_60824	Novel
IF_051::k141_26950	ref
IF_051::k141_7804	Novel
IF_051::k141_68770	Novel
IF_051::k141_43750	ref
IF_052::k141_46863	ref
IF_053::k141_16203	Novel
IF_055-2::k141_22442	ref
IF_055-2::k141_2637	Novel
IF_057re::k141_60400	ref
IF_059::k141_28350	Novel
IF_059::k141_1596	ref
IF_059::k141_56611	Novel
IF_059::k141_6113	Novel
IF_060::k141_7268	Novel
IF_060::k141_131406	Novel
IF_063::k141_30445	Novel
IF_063::k141_2461	Novel
IF_064::k141_2893	Novel
IF_064::k141_22508	Novel
IF_064::k141_48778	Novel
IF_064::k141_4764	ref
IF_064::k141_60824	ref
IF_064::k141_163661	Novel
IF_064::k141_54465	Novel
IF_065-2::k141_101873	ref
IF_065-2::k141_10253	Novel
IF_065-2::k141_8345	ref
IF_065::k141_870	Novel
IF_065::k141_109926	Novel
IF_065::k141_123836	ref
IF_067::k141_100082	ref
IF_067::k141_52420	ref
IF_068-2::k141_144459	Novel
IF_068-2::k141_90413	ref
IF_068-2::k141_51089	ref
IF_068-2::k141_27701	Novel
IF_068-2::k141_29681	Novel
IF_068-2::k141_21136	Novel
IF_068::k141_32571	ref
IF_068::k141_108787	Novel
IF_068::k141_152723	Novel
IF_068::k141_114437	ref
IF_069::k141_623	ref
IF_071-2::k141_60107	ref
IF_071-2::k141_30602	ref
IF_071-2::k141_77855	Novel
IF_072::k141_29341	ref
IF_072::k141_124135	ref
IF_072::k141_6188	Novel
IF_072::k141_6094	Novel
IF_072::k141_49052	ref
IF_073-2wa::k141_103222	Novel
IF_073-2wa::k141_104618	Novel
IF_073-2wa::k141_97607	ref
IF_073-2wa::k141_30882	Novel
IF_073-2wa::k141_143244	ref
IF_073-2wa::k141_22279	Novel
IF_073-2wa::k141_95929	ref
IF_073wa::k141_8119	ref
IF_073wa::k141_9326	Novel
IF_073wa::k141_68334	Novel
IF_073wa::k141_67648	Novel
IF_073wa::k141_7616	Novel
IF_073wa::k141_82919	Novel
IF_073wa::k141_49622	Novel
IF_073wa::k141_104644	Novel
IF_073wa::k141_5414	Novel
IF_074::k141_35879	ref
IF_074::k141_14667	ref
IF_074::k141_32888	ref
IF_074::k141_32807	ref
IF_076::k141_118023	Novel
IF_076::k141_75305	ref
IF_076::k141_52642	Novel
IF_076::k141_74987	Novel
IF_076::k141_25019	Novel
IF_076::k141_35738	Novel
IF_079::k141_95222	ref
IF_081::k141_32624	ref
IF_081::k141_53316	Novel
IF_082::k141_98730	Novel
IF_082::k141_101062	Novel
IF_082::k141_91963	Novel
IF_082::k141_113619	Novel
IF_082::k141_106893	Novel
IF_082::k141_762	Novel
IF_083::k141_59643	ref
IF_083::k141_14117	Novel
IF_083::k141_60064	ref
IF_083::k141_71481	ref
IF_083::k141_11136	ref
IF_084::k141_21494	ref
IF_086-2::k141_44814	Novel
IF_086-2::k141_18587	ref
IF_086-2::k141_67907	ref
IF_086-2::k141_63694	Novel
IF_086-2::k141_18638	Novel
IF_086-2::k141_80281	Novel
IF_086-2::k141_30091	Novel
IF_086::k141_39490	ref
IF_086::k141_93628	Novel
IF_086::k141_74328	Novel
IF_086::k141_103	Novel
IF_086::k141_18183	Novel
IF_086::k141_59579	ref
IF_086::k141_22175	ref
IF_086::k141_13264	ref
IF_086::k141_107668	ref
IF_087-2::k141_40255	ref
IF_087-2::k141_109917	ref
IF_087-2::k141_33827	Novel
IF_087-2::k141_81629	ref
IF_087-2::k141_26723	ref
IF_087-2::k141_8205	ref
IF_087-2::k141_114050	ref
IF_087-2::k141_123351	Novel
IF_087-3::k141_47018	ref
IF_087-3::k141_8084	ref
IF_087-3::k141_18979	ref
IF_087-3::k141_43200	ref
IF_087-3::k141_9871	Novel
IF_088-2::k141_48900	ref
IF_088-2::k141_31999	Novel
IF_091::k141_45324	Novel
IF_091::k141_63822	Novel
IF_091::k141_22453	ref
IF_091::k141_92153	ref
IF_091::k141_98077	Novel
IF_091::k141_92553	Novel
IF_091::k141_34695	ref
IF_091::k141_14104	Novel
IF_092-2::k141_36794	ref
IF_092-2::k141_99408	Novel
IF_092-2::k141_2533	ref
IF_092-2::k141_20769	ref
IF_092-2::k141_2667	ref
IF_092::k141_432	ref
IF_092::k141_8855	ref
IF_093::k141_11382	Novel
IF_093::k141_48708	Novel
IF_093::k141_30252	Novel
IF_093::k141_58947	Novel
IF_093::k141_107138	ref
IF_095::k141_6151	Novel
IF_096::k141_12037	ref
IF_096::k141_82194	ref
IF_096::k141_74157	ref
IF_099::k141_167291	ref
IF_099::k141_118549	ref
IF_099::k141_122106	Novel
IF_099::k141_91525	ref
IF_099::k141_121522	ref
IF_099::k141_165024	Novel
IF_100-2::k141_21935	Novel
IF_100-2::k141_67516	ref
IF_100-2::k141_18033	ref
IF_100-2::k141_27005	ref
IF_100::k141_29269	ref
IF_100::k141_27390	Novel
IF_100::k141_118444	ref
IF_100::k141_95233	Novel
IF_100::k141_75449	Novel
IF_101::k141_128027	Novel
IF_101::k141_17910	Novel
IF_101::k141_41392	ref
IF_101::k141_3791	ref
IF_101::k141_137434	Novel
IF_101::k141_2401	Novel
IF_101::k141_3233	Novel
IF_101::k141_112363	Novel
IF_103::k141_5588	ref
IF_103::k141_718	ref
IF_103::k141_6403	ref
IF_103::k141_31516	ref
IF_104::k141_66215	Novel
IF_104::k141_131689	ref
IF_104::k141_57248	Novel
IF_104::k141_15181	Novel
IF_104::k141_24615	Novel
IF_104::k141_72318	Novel
IF_107::k141_90863	ref
IF_107::k141_14439	ref
IF_107::k141_48292	ref
IF_109::k141_120421	Novel
IF_109::k141_82794	Novel
IF_109::k141_33985	ref
IF_109::k141_124871	ref
IF_109::k141_45704	Novel
IF_110::k141_21912	ref
IF_111::k141_89864	Novel
IF_111::k141_101086	ref
IF_114::k141_51636	ref
IF_116::k141_124893	Novel
IF_116::k141_5109	ref
IF_116::k141_37708	ref
IF_116::k141_12724	ref
IF_117::k141_85568	Novel
IF_117::k141_17366	Novel
IF_118::k141_103253	ref
IF_118::k141_1189	ref
IF_118::k141_138327	Novel
IF_118::k141_17438	Novel
IF_121wa::k141_79968	Novel
IF_121wa::k141_127727	ref
IF_121wa::k141_7080	ref
IF_121wa::k141_156286	ref
IF_121wa::k141_41963	Novel
IF_122::k141_31007	Novel
IF_122::k141_76031	Novel
IF_122::k141_11990	ref
IF_122::k141_32586	ref
IF_123::k141_51949	ref
IF_123::k141_114910	ref
IF_123::k141_101078	ref
IF_123::k141_5109	ref
IF_124::k141_59164	ref
IF_124::k141_90255	ref
IF_124::k141_15580	Novel
IF_124::k141_54937	ref
IF_124::k141_77752	Novel
IF_124::k141_31529	Novel
IF_124::k141_101641	Novel
IF_125::k141_39485	Novel
IF_125::k141_10357	ref
IF_125::k141_13465	Novel
IF_125::k141_18312	ref
IF_126::k141_84362	Novel
IF_126::k141_2402	ref
IF_128::k141_151301	ref
IF_128::k141_93525	ref
IF_128::k141_32693	Novel
IF_128::k141_109143	Novel
IF_128::k141_28739	Novel
IF_128::k141_145270	Novel
IF_128::k141_169907	Novel
IF_128::k141_102713	Novel
IF_128::k141_149548	Novel
IF_128::k141_97008	Novel
IF_128::k141_49093	ref
IF_129::k141_86297	Novel
IF_130::k141_62070	Novel
IF_130::k141_101452	ref
IF_130::k141_138089	Novel
IF_130::k141_37702	ref
IF_130::k141_96033	ref
IF_130::k141_160232	ref
IF_131::k141_23820	ref
IF_132::k141_96307	Novel
IF_132::k141_11838	Novel
IF_132::k141_73842	ref
IF_136::k141_17383	ref
IF_136::k141_15933	Novel
IF_137::k141_68723	ref
IF_137::k141_57916	Novel
IF_137::k141_20141	Novel
IF_138::k141_49666	ref
IF_139::k141_29544	ref
IF_139::k141_13936	ref
IF_148::k141_91630	Novel
IF_148::k141_14737	ref
IF_148::k141_73647	Novel
IF_148::k141_79956	ref
IF_148::k141_30872	ref
IF_150::k141_28236	ref
IF_150::k141_27703	Novel
IF_150::k141_81823	ref
IF_150::k141_42697	ref
IF_150::k141_87907	ref
IF_150::k141_52806	Novel
IF_151::k141_39904	ref
IF_151::k141_40091	ref
IF_151::k141_20394	Novel
IF_151::k141_67430	Novel
IF_151::k141_69088	ref
IF_151::k141_4021	ref
IF_151::k141_46840	Novel
IF_151::k141_13229	Novel
IF_151::k141_66722	Novel
IF_151::k141_50795	Novel
IF_151::k141_3193	Novel
IF_151::k141_71881	Novel
IF_151::k141_22009	Novel
IF_151::k141_40005	Novel
IF_154rewa::k141_26760	Novel
IF_154rewa::k141_105	Novel
IF_154rewa::k141_85891	ref
IF_155::k141_31781	ref
IF_155::k141_91464	Novel
IF_155::k141_67502	Novel
IF_155::k141_28857	ref
IF_156::k141_28098	ref
IF_158::k141_4420	ref
IF_158::k141_60885	ref
IF_158::k141_71914	ref
IF_160::k141_59234	ref
IF_160::k141_17666	ref
IF_161::k141_38417	Novel
IF_162::k141_6233	ref
IF_162::k141_70473	ref
IF_162::k141_65860	ref
IF_162::k141_88222	Novel
IF_162::k141_53385	ref
IF_162::k141_70856	Novel
IF_162::k141_88357	Novel
IF_162::k141_19936	Novel
IF_162::k141_60343	ref
IF_164re::k141_190321	Novel
IF_165::k141_87436	Novel
IF_165::k141_110440	ref
IF_166::k141_153628	Novel
IF_166::k141_94755	ref
IF_166::k141_70305	ref
IF_166::k141_37112	ref
IF_167::k141_210531	ref
IF_167::k141_210559	Novel
IF_167::k141_152029	Novel
IF_167::k141_180935	Novel
IF_167::k141_36882	Novel
IF_167::k141_169721	ref
IF_167::k141_9455	ref
IF_167::k141_189651	Novel
IF_167::k141_91800	Novel
IF_169::k141_16107	ref
IF_169::k141_903	Novel
IF_169::k141_50389	ref
IF_169::k141_16486	ref
IF_169::k141_58748	Novel
IF_170::k141_146716	ref
IF_170::k141_80574	ref
IF_170::k141_162261	Novel
IF_171::k141_45579	ref
IF_171::k141_89601	ref
IF_173::k141_125466	Novel
IF_173::k141_71924	Novel
IF_173::k141_56315	Novel
IF_173::k141_3088	ref
IF_173::k141_92753	Novel
IF_173::k141_146929	ref
IF_173::k141_81558	ref
IF_173::k141_117367	ref
IF_173::k141_37699	ref
IF_175re::k141_89751	Novel
IF_176::k141_61054	ref
IF_177::k141_15889	Novel
IF_177::k141_116281	ref
IF_177::k141_84487	ref
IF_177::k141_154515	Novel
IF_177::k141_127779	ref
IF_178::k141_148400	Novel
IF_178::k141_92587	ref
IF_178::k141_42691	Novel
IF_182::k141_1851	ref
IF_182::k141_62146	ref
IF_183::k141_60104	Novel
IF_183::k141_13711	ref
IF_183::k141_67247	ref
IF_183::k141_82405	Novel
IF_183::k141_28592	ref
IF_183::k141_14799	ref
IF_183::k141_47871	Novel
IF_183::k141_14878	Novel
IF_184::k141_55288	Novel
IF_185::k141_63740	ref
IF_185::k141_60765	ref
IF_185::k141_61522	ref
IF_187::k141_26804	Novel
IF_187::k141_51690	ref
IF_187::k141_22989	Novel
IF_187::k141_58452	ref
IF_187::k141_26715	ref
IF_188::k141_37232	ref
IF_188::k141_23002	ref
IF_188::k141_13835	Novel
IF_188::k141_89031	Novel
IF_188::k141_13102	ref
IF_188::k141_84825	Novel
IF_188::k141_75620	ref
IF_62-2::k141_18484	Novel
IF_62-2::k141_43163	ref
IF_62-2::k141_61450	ref
KWS_10452::k141_57055	ref
KWS_10452::k141_86254	ref
KWS_10452::k141_29526	ref
KWS_10452::k141_35454	Novel
KWS_10452::k141_96800	ref
KWS_10452::k141_68844	Novel
KWS_10452::k141_27088	ref
KWS_10452::k141_96807	ref
KWS_10454::k141_111712	ref
KWS_10459::k141_36314	Novel
KWS_10459::k141_10145	ref
KWS_10461::k141_133829	ref
KWS_10461::k141_50666	ref
KWS_10461::k141_160087	ref
KWS_10461::k141_15282	ref
KWS_10461::k141_13602	ref
KWS_10463::k141_75724	Novel
KWS_10463::k141_112828	ref
KWS_10463::k141_150070	ref
KWS_10463::k141_9205	Novel
KWS_10465::k141_91160	ref
KWS_10468::k141_32454	Novel
KWS_10468::k141_27684	ref
KWS_10468::k141_15294	Novel
KWS_10468::k141_33545	Novel
KWS_10469::k141_11880	Novel
KWS_10469::k141_104953	ref
KWS_10476::k141_31712	ref
KWS_10476::k141_15708	Novel
KWS_10476::k141_63168	Novel
KWS_10477::k141_30938	ref
KWS_10477::k141_183564	ref
KWS_10477::k141_27648	Novel
KWS_10477::k141_187063	ref
KWS_10477::k141_184509	ref
KWS_10477::k141_180740	ref
KWS_10477::k141_158735	ref
KWS_10477::k141_109758	ref
KWS_10480::k141_15149	Novel
KWS_10486::k141_86714	ref
KWS_10486::k141_9417	ref
KWS_10486::k141_3387	ref
KWS_10486::k141_27406	Novel
KWS_10486::k141_52142	ref
KWS_10486::k141_23916	Novel
KWS_10486::k141_151731	ref
KWS_10539::k141_9125	ref
KWS_10543::k141_21092	ref
KWS_10543::k141_15293	ref
KWS_10545::k141_56749	ref
KWS_10545::k141_37929	ref
KWS_10545::k141_51567	ref
KWS_10545::k141_16840	Novel
KWS_10546::k141_61173	Novel
KWS_10548::k141_62955	ref
KWS_10549::k141_34502	ref
KWS_10549::k141_160416	ref
KWS_10549::k141_100742	Novel
KWS_10550::k141_28891	ref
KWS_10551::k141_23459	Novel
KWS_10552::k141_43189	ref
KWS_10552::k141_83902	ref
KWS_10552::k141_121372	ref
KWS_10552::k141_15681	ref
KWS_10556::k141_22554	ref
KWS_10556::k141_26829	Novel
KWS_10558::k141_15453	Novel
KWS_10558::k141_60505	Novel
KWS_10558::k141_108988	Novel
KWS_10558::k141_45782	Novel
KWS_10563::k141_17725	Novel
KWS_10563::k141_148881	ref
KWS_10563::k141_82686	Novel
KWS_10563::k141_81471	Novel
KWS_10563::k141_168230	Novel
KWS_10565::k141_60807	ref
KWS_10631::k141_103391	Novel
KWS_10631::k141_156065	ref
KWS_10631::k141_138048	ref
KWS_10632::k141_6194	ref
KWS_10632::k141_23667	ref
KWS_10632::k141_2343	ref
KWS_10632::k141_98110	Novel
KWS_10633::k141_14071	ref
KWS_10633::k141_111514	ref
KWS_10633::k141_99699	Novel
KWS_10633::k141_68498	Novel
KWS_10635::k141_38191	Novel
KWS_10636::k141_79207	ref
KWS_10636::k141_10668	Novel
KWS_10636::k141_103234	Novel
KWS_10636::k141_44144	Novel
KWS_10636::k141_145733	ref
KWS_10636::k141_69016	Novel
KWS_10636::k141_119166	Novel
KWS_10636::k141_143983	ref
KWS_10636::k141_63150	Novel
KWS_10636::k141_70176	ref
KWS_10637::k141_64923	ref
KWS_10638::k141_90328	ref
KWS_10638::k141_100862	Novel
KWS_10638::k141_59399	Novel
KWS_10638::k141_92917	Novel
KWS_10639::k141_21266	Novel
KWS_10639::k141_233253	Novel
KWS_10639::k141_238427	ref
KWS_10639::k141_136272	ref
KWS_10641::k141_87620	ref
KWS_10641::k141_21241	ref
KWS_10641::k141_9955	Novel
KWS_10641::k141_115415	ref
KWS_10641::k141_93171	ref
KWS_10641::k141_67828	ref
KWS_10643::k141_29910	ref
KWS_10643::k141_3194	ref
KWS_10644::k141_131028	ref
KWS_10646::k141_56655	Novel
KWS_10646::k141_8831	ref
KWS_10646::k141_28586	Novel
KWS_10648::k141_32743	ref
KWS_10648::k141_99748	ref
KWS_10648::k141_168057	ref
KWS_10648::k141_91061	Novel
KWS_10648::k141_109555	Novel
KWS_10648::k141_865	Novel
KWS_10648::k141_4735	ref
KWS_10648::k141_169126	ref
KWS_10649::k141_116051	ref
KWS_10649::k141_80240	Novel
KWS_10649::k141_30670	ref
KWS_10650::k141_48373	Novel
KWS_10650::k141_63405	ref
KWS_10653::k141_69346	Novel
KWS_10655::k141_25901	ref
KWS_10656::k141_184809	Novel
KWS_10656::k141_123588	Novel
KWS_10656::k141_215662	Novel
KWS_10656::k141_127110	Novel
KWS_10656::k141_69873	ref
KWS_10657::k141_63786	Novel
KWS_10657::k141_49068	ref
KWS_10659::k141_92724	ref
KWS_10659::k141_66082	Novel
KWS_10659::k141_87229	ref
KWS_10659::k141_17274	Novel
KWS_10659::k141_736	Novel
KWS_10661::k141_49198	ref
KWS_10661::k141_111332	ref
KWS_10661::k141_99648	ref
KWS_10661::k141_40812	ref
KWS_10784::k141_46545	ref
KWS_10784::k141_53596	ref
KWS_10784::k141_73427	ref
KWS_10784::k141_116588	ref
KWS_10893::k141_78521	Novel
KWS_10893::k141_113051	ref
KWS_10895::k141_9329	Novel
KWS_10897::k141_81324	ref
KWS_10897::k141_127702	Novel
KWS_10897::k141_46769	Novel
KWS_10900::k141_24166	ref
KWS_10903::k141_66012	ref
KWS_10903::k141_103824	ref
KWS_10903::k141_120570	Novel
KWS_10903::k141_115497	ref
KWS_10903::k141_107051	ref
KWS_10904::k141_75276	Novel
KWS_10904::k141_25503	ref
KWS_10904::k141_9881	ref
KWS_10904::k141_1616	ref
KWS_10906::k141_109519	Novel
KWS_10906::k141_78363	ref
KWS_10910::k141_83584	Novel
KWS_10910::k141_77197	Novel
KWS_10911::k141_11481	ref
KWS_10911::k141_148428	ref
KWS_10911::k141_64708	ref
KWS_10911::k141_92821	Novel
KWS_10911::k141_75730	ref
KWS_10911::k141_144810	Novel
KWS_10912::k141_88678	Novel
KWS_10912::k141_157118	ref
KWS_10915::k141_24317	Novel
KWS_10915::k141_14738	ref
KWS_10917::k141_21222	ref
KWS_10920::k141_63230	ref
KWS_10920::k141_41309	ref
KWS_10984::k141_24139	ref
KWS_10984::k141_88522	ref
KWS_10984::k141_36665	ref
KWS_10985::k141_98558	Novel
KWS_10985::k141_49726	ref
KWS_10985::k141_77551	Novel
KWS_10985::k141_14505	ref
KWS_10985::k141_115466	ref
KWS_10987::k141_11352	Novel
KWS_10987::k141_30382	Novel
KWS_10987::k141_49049	Novel
KWS_10988::k141_48066	ref
KWS_10989::k141_14414	ref
KWS_10989::k141_32119	Novel
KWS_10991::k141_12099	ref
KWS_10991::k141_13911	Novel
KWS_10992re::k141_92449	Novel
KWS_10992re::k141_7179	Novel
KWS_10992re::k141_100631	Novel
KWS_10992re::k141_20824	ref
KWS_10993::k141_137164	Novel
KWS_10993::k141_9735	ref
KWS_10993::k141_73804	ref
KWS_10993::k141_62141	ref
KWS_10993::k141_62007	ref
KWS_10993::k141_93715	ref
KWS_10993::k141_37587	ref
KWS_10993::k141_69530	ref
KWS_10993::k141_56466	ref
KWS_10996::k141_98496	Novel
KWS_10996::k141_159370	ref
KWS_10996::k141_176260	ref
KWS_10996::k141_82617	Novel
KWS_10996::k141_124955	ref
KWS_10996::k141_118469	ref
KWS_10997::k141_187147	ref
KWS_10997::k141_99192	ref
KWS_10997::k141_90044	ref
KWS_11000::k141_98444	Novel
KWS_11000::k141_115083	Novel
KWS_11000::k141_80773	ref
KWS_11002::k141_35132	ref
KWS_11002::k141_19661	Novel
KWS_11002::k141_92328	Novel
KWS_11002::k141_85713	ref
KWS_11003::k141_146579	ref
KWS_11003::k141_145859	ref
KWS_11003::k141_145908	ref
KWS_11005::k141_83760	ref
KWS_11007::k141_57578	ref
KWS_11007::k141_100037	ref
KWS_11007::k141_138885	ref
KWS_11008::k141_47084	Novel
KWS_11008::k141_8438	ref
KWS_11009::k141_121230	ref
KeioHC_101::k141_37344	Novel
KeioHC_101::k141_69048	ref
KeioHC_102::k141_32317	ref
KeioHC_103::k141_33198	ref
KeioHC_103::k141_51722	Novel
KeioHC_105::k141_57748	ref
KeioHC_106::k141_98938	ref
KeioHC_106::k141_26118	Novel
KeioHC_106::k141_44150	ref
KeioHC_106::k141_17579	ref
KeioHC_106::k141_73543	ref
KeioHC_109::k141_21772	Novel
KeioHC_109::k141_40901	Novel
KeioHC_109::k141_49262	Novel
KeioHC_109::k141_7066	Novel
KeioHC_109::k141_19856	Novel
KeioHC_109::k141_22493	Novel
KeioHC_109::k141_22168	Novel
KeioHC_10::k141_169878	ref
KeioHC_10::k141_96450	ref
KeioHC_110::k141_74738	ref
KeioHC_110::k141_39458	ref
KeioHC_112::k141_88306	Novel
KeioHC_113::k141_34404	ref
KeioHC_113::k141_38861	ref
KeioHC_113::k141_83246	ref
KeioHC_113::k141_89651	Novel
KeioHC_115::k141_25598	ref
KeioHC_115::k141_13371	ref
KeioHC_115::k141_520	ref
KeioHC_115::k141_9166	ref
KeioHC_115::k141_35096	Novel
KeioHC_116::k141_31059	Novel
KeioHC_116::k141_37261	Novel
KeioHC_116::k141_48945	ref
KeioHC_117::k141_31611	ref
KeioHC_11::k141_123436	ref
KeioHC_11::k141_59225	ref
KeioHC_11::k141_57978	Novel
KeioHC_11::k141_38123	Novel
KeioHC_11::k141_56966	ref
KeioHC_11::k141_6117	ref
KeioHC_11::k141_106804	Novel
KeioHC_120::k141_68564	Novel
KeioHC_120::k141_37281	ref
KeioHC_120::k141_57114	ref
KeioHC_120::k141_63557	ref
KeioHC_120::k141_5773	Novel
KeioHC_121::k141_12077	ref
KeioHC_124::k141_57728	Novel
KeioHC_124::k141_25381	Novel
KeioHC_124::k141_1120	ref
KeioHC_126::k141_7566	Novel
KeioHC_126::k141_53268	ref
KeioHC_12::k141_33910	ref
KeioHC_13::k141_118028	ref
KeioHC_15::k141_18091	Novel
KeioHC_15::k141_19017	Novel
KeioHC_15::k141_16814	ref
KeioHC_15::k141_52157	Novel
KeioHC_17::k141_4676	Novel
KeioHC_17::k141_2570	ref
KeioHC_18::k141_79755	ref
KeioHC_2::k141_56974	Novel
KeioHC_2::k141_4704	ref
KeioHC_2::k141_7920	ref
KeioHC_2::k141_35315	ref
KeioHC_2::k141_33096	Novel
KeioHC_3::k141_39274	ref
KeioHC_3::k141_9462	Novel
KeioHC_3::k141_33342	ref
KeioHC_3::k141_32439	ref
KeioHC_3::k141_3086	ref
KeioHC_3::k141_16271	ref
KeioHC_4::k141_8735	ref
KeioHC_4::k141_33721	ref
KeioHC_4::k141_4959	ref
KeioHC_5::k141_175551	Novel
KeioHC_5::k141_76204	ref
KeioHC_5::k141_95923	Novel
KeioHC_5::k141_155506	ref
KeioHC_6::k141_51994	ref
KeioHC_7::k141_30051	ref
KeioHC_7::k141_34632	ref
KeioHC_7::k141_130120	Novel
KeioHC_9::k141_24361	Novel
KeioHC_9::k141_72465	Novel
KeioHC_9::k141_145866	ref
KeioHC_9::k141_133743	ref
KeioHC_I2::k141_58596	ref
KeioHC_I2::k141_55479	ref
KeioHC_I2::k141_28948	Novel
KeioHC_I2::k141_19833	ref
KeioHC_I2::k141_126661	Novel
KeioHC_I2::k141_126885	Novel
KeioHC_U::k141_39361	ref
S_6G10::k141_86180	ref
S_6G10::k141_8427	ref
S_6G10::k141_9332	ref
S_6G10::k141_20732	Novel
S_6G11::k141_54992	ref
S_6G11::k141_16374	ref
S_6G11::k141_103064	Novel
S_6G12::k141_56574	ref
S_6G12::k141_114315	ref
S_6G12::k141_29771	ref
S_6G12::k141_62757	Novel
S_6G12::k141_15519	ref
S_6G13::k141_2811	Novel
S_6G13::k141_41838	ref
S_6G14::k141_63747	ref
S_6G14::k141_90365	Novel
S_6G14::k141_111107	ref
S_6G14::k141_138139	ref
S_6G14::k141_27473	Novel
S_6G14::k141_158348	ref
S_6G14::k141_30601	Novel
S_6G14::k141_135879	ref
S_6G14::k141_89522	ref
S_6G14::k141_143683	ref
S_6G15::k141_111809	ref
S_6G15::k141_8635	Novel
S_6G15::k141_113914	ref
S_6G15::k141_104893	ref
S_6G16::k141_65574	ref
S_6G16::k141_168047	ref
S_6G16::k141_177471	ref
S_6G16::k141_138437	ref
S_6G1::k141_147726	ref
S_6G1::k141_10937	Novel
S_6G2::k141_33252	ref
S_6G2::k141_83259	ref
S_6G2::k141_54310	ref
S_6G2::k141_10270	ref
S_6G2::k141_52497	ref
S_6G3::k141_120863	ref
S_6G3::k141_151630	ref
S_6G3::k141_127389	ref
S_6G3::k141_73584	ref
S_6G4::k141_54697	Novel
S_6G4::k141_84181	ref
S_6G4::k141_99642	ref
S_6G4::k141_126092	ref
S_6G4::k141_27366	ref
S_6G4::k141_74282	ref
S_6G5::k141_110934	ref
S_6G5::k141_144480	ref
S_6G6::k141_4459	Novel
S_6G6::k141_148520	Novel
S_6G6::k141_157021	Novel
S_6G6::k141_46383	ref
S_6G6::k141_134700	Novel
S_6G6::k141_172388	ref
