#OTUID	DN1BS	DN1R	DN1RS	DN2BS	DN2R	DN2RS	DN3BS	DN3R	DN3RS	DN4BS	DN4R	DN4RS	DN5BS	DN5R	DN5RS	DN6BS	DN6R	DN6RS	DN7BS	DN7R	DN7RS	DW1BS	DW1R	DW1RS	DW2BS	DW2R	DW2RS	DW3BS	DW3R	DW3RS	DW4BS	DW4R	DW4RS	DW5BS	DW5R	DW5RS	DW6BS	DW6R	DW6RS	DW7BS	DW7R	DW7RS	ZN1BS	ZN1R	ZN1RS	ZN2BS	ZN2R	ZN2RS	ZN3BS	ZN3R	ZN3RS	ZN4BS	ZN4R	ZN4RS	ZN5BS	ZN5R	ZN5RS	ZN6BS	ZN6R	ZN6RS	ZN7BS	ZN7R	ZN7RS	ZW1BS	ZW1R	ZW1RS	ZW2BS	ZW2R	ZW2RS	ZW3BS	ZW3R	ZW3RS	ZW4BS	ZW4R	ZW4RS	ZW5BS	ZW5R	ZW5RS	ZW6BS	ZW6R	ZW6RS	ZW7BS	ZW7R	ZW7RS
ASV_374	37	0	6	62	24	7	66	17	8	23	0	16	243	0	27	337	19	181	6	16	27	14	0	0	7	12	3	0	3	3	19	8	12	33	0	4	16	6	12	19	0	14	1	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1
ASV_397	17	0	0	1	0	1	0	0	1	68	7	0	6	0	0	0	0	0	0	0	0	7	0	4	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	6	17	11	1	25	215	62	60	22	0	1	1	123	29	0	0	0	4	0	1	22	3	16	20	14	27	160	128	142	8	0	7	5	0	36	19	0	5	5	0	1
ASV_375	56	3	36	46	0	2	26	5	88	2	1	21	7	5	30	79	0	31	27	5	18	17	12	12	15	0	0	1	4	94	26	73	11	54	22	65	44	16	15	10	5	8	0	0	0	67	13	13	1	0	0	77	0	7	48	0	9	0	1	0	5	3	14	0	0	1	19	0	16	0	0	0	7	1	5	0	0	7	4	4	0	1	0	0
ASV_383	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	1057	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	28	0	7	0	0	2	3	0	2	9	0	0	0	0	0	1	0	0	0	0	0	39	0	10	15	7	2	11	0	4	0	0	1
ASV_395	19	11	45	0	1	24	0	3	9	0	0	0	20	77	15	10	0	17	1	0	1	20	17	172	22	41	14	0	28	9	46	2	27	18	0	17	1	0	1	6	0	7	82	0	8	51	0	14	0	0	1	23	0	0	0	3	52	1	0	1	5	2	0	37	1	6	1	0	2	24	3	14	206	0	37	1	0	24	0	0	0	2	0	0
ASV_367	188	834	229	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV_385	0	60	10	0	0	0	0	0	0	4	3	6	0	0	0	0	0	0	0	0	8	601	35	53	422	26	0	0	1	0	0	0	0	2	10	11	0	0	0	0	0	0	0	0	0	0	0	0	8	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_377	17	0	5	29	12	7	30	5	5	21	0	11	10	0	0	2	4	9	174	142	27	27	0	21	18	0	11	0	0	5	2	0	5	92	0	79	11	0	9	35	7	27	9	0	9	10	19	12	1	0	19	7	0	6	11	6	6	12	0	6	28	4	21	12	0	12	5	2	0	3	1	38	38	10	71	11	1	3	3	0	8	3	0	4
ASV_389	1	0	2	0	1	153	0	0	0	483	129	41	18	0	11	20	0	14	0	1	0	1	0	1	1	0	113	0	2	0	25	0	14	0	0	0	2	8	9	0	0	4	0	0	1	0	0	2	15	2	5	8	0	2	0	0	10	0	0	0	30	0	4	11	0	1	3	0	0	6	7	8	7	0	3	1	0	5	7	0	2	37	3	31
ASV_380	2	0	0	0	1	4	0	3	1	1	0	2	1	0	0	3	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	551	5	0	5	0	1	4	6	0	15	5	0	0	3	0	0	1	2	0	163	17	451	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0
ASV_413	12	21	4	72	2	7	64	0	8	63	3	20	21	0	0	93	22	469	3	0	6	0	0	2	1	0	13	1	0	4	17	74	8	23	0	7	32	1	23	0	1	1	12	0	1	3	0	3	15	3	22	22	0	0	3	2	2	0	0	0	1	0	0	1	0	1	0	0	0	4	32	6	0	0	0	0	1	2	11	1	11	0	0	1
ASV_335	0	0	0	0	0	0	0	0	0	977	7	173	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	31	0	6	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	18	0	0	0	0	0	2	0	0	0
ASV_350	0	0	0	10	0	2	15	0	3	1	13	1	2	0	0	0	0	0	0	45	31	0	0	0	1	0	0	935	0	3	3	0	0	4	0	4	28	4	12	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	15	0	4	1	90	0	0	0	0	0	0	2
ASV_346	0	0	0	4	0	10	8	0	0	13	0	20	0	0	0	0	0	0	0	0	9	0	0	2	0	0	9	0	1	0	10	0	8	18	0	3	1008	2	21	0	0	0	1	0	0	0	0	0	0	0	1	0	0	17	33	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	1	4	0	0	15	0	2	8	0	1
ASV_373	4	2	9	6	0	2	4	0	0	0	0	10	8	0	1	5	9	9	0	18	0	0	0	0	0	66	2	1010	15	0	0	0	0	3	0	2	0	4	6	2	0	5	2	0	0	0	0	0	1	0	0	0	0	1	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	3	0	3
ASV_376	270	0	3	7	0	0	8	0	1	1	0	0	200	0	19	34	0	0	19	0	6	21	0	3	30	0	0	0	0	4	1	0	0	165	0	5	2	0	0	11	0	2	12	0	0	0	0	0	0	0	1	47	4	0	34	0	0	57	1	4	54	47	3	1	0	0	0	0	1	3	0	0	71	0	1	1	1	0	43	1	5	16	0	4
ASV_364	0	0	0	12	0	0	5	0	0	63	0	0	0	0	0	32	0	1	0	4	0	6	0	61	7	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	41	29	20	14	0	5	31	0	21	2	0	0	0	0	4	58	290	105	0	0	0	51	1	10	0	0	0	106	1	119	0	0	0	0	0	12	59	20	22	2	0	0
ASV_390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	431	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_470	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	24	12	19	38	17	0	186	14	3	0	0	0	100	39	24	4	40	0	0	0	3	32	13	76	311	169	1	0	0	0	0	0	0	0	36	2	4	5	0	0	0
ASV_414	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	193	2	89	0	0	0	327	0	2	1	8	43	32	208	19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	42	2	40	2	78	68	7
ASV_409	2	4	9	0	0	0	0	0	1	17	5	7	38	0	46	26	21	55	2	0	5	1	0	0	4	0	0	0	0	2	24	10	16	15	0	8	22	11	15	24	1	7	23	2	16	78	33	59	68	3	39	43	0	1	5	1	23	0	0	7	2	0	0	38	1	18	70	1	28	103	12	8	18	4	17	2	0	21	13	2	4	2	5	1
ASV_366	2	0	1	38	0	0	48	7	3	0	22	28	1	2	11	1	0	1	25	125	50	17	0	33	22	0	0	1	0	5	322	14	129	35	12	54	12	2	8	10	0	0	0	0	0	2	0	0	0	0	0	1	4	0	1	3	11	0	0	0	18	2	7	0	0	0	0	0	0	6	0	0	0	0	0	8	9	7	7	3	1	20	7	10
ASV_419	9	0	38	0	0	1	0	0	13	9	0	123	0	0	1	1	0	0	2	0	17	0	0	12	2	0	7	0	1	8	4	0	1	33	168	708	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV_1043	1	0	0	0	1	2	3	0	3	0	0	0	0	1	0	0	0	0	30	17	29	1	0	1	5	0	2	0	0	2	0	3	0	0	3	6	56	12	42	15	3	33	1	0	0	0	0	0	0	0	0	0	31	60	37	0	0	31	0	0	229	4	20	0	0	0	0	0	0	3	0	22	0	0	0	130	15	0	11	3	4	166	8	115
ASV_371	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	378	10	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	624	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_393	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	44	1040	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_417	50	0	12	0	0	0	0	0	0	87	711	109	0	0	1	0	0	2	0	0	40	0	0	0	5	0	0	0	3	0	0	0	0	0	2	0	0	21	86	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0
ASV_401	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1107	0	3	0	0	0
ASV_402	0	0	0	0	7	6	0	4	13	16	7	2	32	25	7	0	0	10	0	55	8	24	0	9	7	861	3	0	0	7	0	0	0	0	1	0	2	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ASV_388	0	5	0	0	41	20	2	21	7	17	8	6	4	0	63	0	0	7	0	26	0	0	28	0	3	0	27	559	47	6	18	55	20	7	0	17	2	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	4	1	0	1	0	5	0	0	0	4	0	0	0	1	1	0	0	0	0	1	0	64	0	10	0
ASV_497	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	5	0	0	0	0	0	70	0	24	0	0	0	14	0	0	0	0	3	142	0	248	0	0	0	0	0	0	2	0	1	3	0	0	348	3	146	1	0	8	59	0	25	6	0	0
ASV_1916	9	195	29	0	8	2	1	24	2	0	19	1	11	4	0	2	7	17	1	91	5	8	18	6	7	118	6	0	0	0	0	11	1	2	179	11	2	30	0	0	0	0	2	3	1	1	0	0	0	0	0	1	0	4	8	0	2	65	1	6	6	13	7	3	1	3	0	0	0	0	3	1	0	15	0	0	2	3	11	44	1	8	59	13
ASV_442	0	0	0	0	0	1	1	0	0	1	0	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	19	20	10	54	0	45	263	47	92	71	0	1	2	11	34	1	0	4	3	0	0	65	14	6	2	0	1	92	39	76	19	5	15	10	8	48	3	0	7	3	0	9
ASV_357	0	0	0	43	0	0	52	239	191	0	0	0	1	0	0	0	1	10	2	1	35	0	0	0	0	4	0	0	1	210	13	0	4	9	2	11	0	0	2	0	0	0	0	0	5	2	10	17	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	3	0	0	2	0	0	0	53	2	141	0	0	0	26	2	14	0	0	0
ASV_434	0	0	0	0	0	0	0	0	1	0	0	0	17	0	22	30	3	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	135	0	28	291	0	3	42	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	301	6	49	13	0	17
ASV_407	20	1	4	13	5	5	9	21	0	2	1	0	4	0	12	0	1	0	0	19	31	0	1	2	2	13	14	0	0	6	21	393	16	93	2	5	4	5	8	22	1	11	21	1	2	0	0	1	3	1	0	0	0	15	43	0	0	2	0	0	45	7	10	7	2	7	1	0	0	5	2	4	13	2	12	27	4	0	7	2	25	18	13	39
ASV_378	7	1	2	19	0	3	16	0	2	138	5	76	4	0	8	1	0	16	1	3	4	49	0	26	36	0	1	0	1	3	393	6	184	27	0	14	1	0	2	2	0	13	1	0	2	0	0	2	3	0	3	0	0	0	1	0	0	0	0	0	1	0	1	3	0	3	0	0	2	5	0	1	0	0	0	0	1	2	0	2	3	4	0	3
ASV_396	0	0	0	0	1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_456	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5	12	0	2	5	0	0	0	0	0	1	0	3	1	1	0	0	0	0	1	0	0	42	58	47	48	284	281	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	5	269	1	0	1	9	0	0
ASV_411	2	0	0	0	3	4	0	0	0	10	0	1	26	0	17	1	0	10	1	0	10	31	8	60	20	3	5	0	1	0	33	0	27	103	1	17	79	30	34	92	3	48	6	0	2	0	0	0	6	0	23	10	1	5	12	0	3	1	0	0	129	0	33	0	1	3	0	0	1	12	0	8	0	0	5	27	0	4	0	0	0	88	0	43
ASV_421	11	1	11	34	2	2	49	2	3	26	14	19	7	0	26	0	0	4	14	1	11	16	0	15	15	0	0	0	2	6	54	2	21	41	20	13	34	3	15	21	0	5	16	0	12	18	0	10	17	0	15	29	12	7	62	0	20	9	1	11	16	0	14	14	1	20	13	0	16	23	3	2	35	0	14	31	0	24	17	0	5	67	0	24
ASV_406	44	0	8	23	1	7	31	16	33	254	4	50	0	0	13	2	21	49	0	1	2	0	0	0	2	1	5	0	0	25	4	24	5	5	0	43	7	7	2	0	1	0	2	0	3	0	0	0	0	0	5	14	5	85	22	0	9	3	0	27	5	1	1	0	0	7	0	0	0	2	0	4	15	0	33	47	0	4	0	0	4	34	12	62
ASV_412	0	557	9	0	0	0	0	0	2	3	21	1	3	0	0	0	1	0	0	60	9	0	3	6	0	0	0	0	1	4	0	0	7	0	0	4	0	0	1	1	0	10	9	1	0	9	205	19	1	0	1	0	0	1	0	0	10	1	0	10	17	1	4	0	0	2	22	0	0	8	4	10	8	11	0	0	0	4	23	0	2	5	0	4
ASV_403	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572	413	96	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	1
ASV_392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727	110	218	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	12	0
ASV_482	1	5	22	0	2	15	1	0	0	0	1	0	0	0	0	8	0	16	0	0	0	3	0	7	1	0	17	3	0	0	0	0	6	2	136	1	69	18	5	0	0	0	3	19	22	4	0	1	0	141	9	5	0	0	2	25	24	12	286	41	0	0	0	2	35	25	4	7	2	6	0	1	0	0	1	1	0	21	1	6	4	4	14	7
ASV_450	28	1	5	0	1	1	0	0	3	0	5	1	0	0	2	1	0	0	0	0	0	0	0	0	5	0	0	0	0	7	1	11	2	0	0	5	0	0	2	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	478	0	0	4	2	0	0	4	0	0	3	3	0	0	0	0	0	11	253	18	195	0	1
ASV_782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	3	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	146	0	858
ASV_430	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	405	214	61	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ASV_420	203	1	17	8	0	1	12	6	134	0	0	1	7	1	32	2	0	1	0	0	7	6	0	0	27	0	5	0	0	135	283	2	10	0	0	24	0	0	26	8	2	15	0	0	0	0	1	0	0	0	2	1	1	2	21	0	0	2	0	0	0	3	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0	3	0	1	0	0	0	0
ASV_1154	5	8	7	0	0	0	0	0	0	0	3	15	0	2	6	0	0	0	1	1	2	0	0	4	0	1	2	0	1	0	7	8	11	4	33	22	42	28	34	8	8	15	18	6	30	91	8	75	16	13	84	2	0	10	3	9	6	0	3	5	4	3	4	10	21	13	15	5	30	19	6	25	10	6	21	67	10	17	9	20	36	4	0	2
ASV_408	0	0	0	213	0	184	278	0	9	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	259	0	0	10	10	0	0	0	1	1	21	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3026	35	0	25	16	1	10	15	1	26	9	20	90	4	0	12	13	3	30	29	14	60	21	11	38	14	3	9	3	5	17	42	5	66	20	8	18	83	5	54	7	0	5	8	0	0	3	0	1	4	0	1	3	0	0	0	0	0	2	0	4	12	0	5	0	0	0	0	0	0	0	0	1	3	0	11	12	0	1	6	1	0	52	0	29
ASV_2217	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	1	2	16	4	1	0	0	0	0	0	0	14	0	0	1	0	0	6	1	4	5	2	14	5	16	15	40	15	21	3	6	83	1	0	0	59	42	2	2	1	0	0	1	12	30	9	144	45	46	0	10	6	36	137	58	0	1	30	8	28	14	0	0	0
ASV_2595	2	7	3	0	1	2	0	1	1	0	0	2	1	0	2	1	0	1	19	6	28	1	0	1	0	1	2	1	0	1	1	3	19	3	0	4	27	4	17	6	12	46	13	0	1	16	1	5	3	0	15	15	1	13	46	8	5	46	1	11	114	2	89	1	0	1	5	0	3	4	4	5	39	44	22	72	3	5	30	38	32	46	1	19
ASV_404	21	0	0	337	0	2	383	0	30	0	0	29	0	1	1	0	1	1	1	0	0	2	0	3	8	36	8	0	1	23	72	3	14	0	0	0	0	3	0	1	0	3	0	0	0	2	1	0	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_438	0	0	0	1	0	2	3	3	1	0	81	3	0	2	3	0	1	1	0	0	9	230	53	70	116	0	1	2	0	2	12	0	13	25	210	45	0	0	0	0	0	3	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	46	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_433	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
ASV_475	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	73	1	0	1	0	0	0	0	0	4	2	0	0	0	0	0	0	0	1	35	230	120	0	0	0	0	0	0	47	44	411	0	0	0	0	0	0	0	0	0
ASV_400	0	0	0	0	0	0	0	0	0	0	0	0	0	968	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_459	0	0	2	0	0	1	0	0	1	0	0	1	1	0	4	10	36	22	0	0	0	0	2	0	0	0	1	0	1	0	3	0	3	0	1	0	1	0	2	0	0	0	0	1	17	4	0	0	2	0	6	91	0	25	70	17	156	9	0	8	13	1	6	37	23	13	52	13	36	17	5	3	0	0	0	96	3	147	0	0	0	4	0	3
ASV_449	0	6	1	0	0	27	0	0	0	13	3	0	149	0	15	0	0	1	0	13	0	0	1	5	1	0	38	0	1	0	1	0	6	0	0	0	8	3	0	3	2	9	6	4	5	0	0	1	22	0	9	26	0	5	7	3	4	5	0	4	48	10	20	10	0	1	10	0	4	8	52	14	12	8	6	106	8	10	61	5	12	71	11	74
ASV_410	0	2	0	0	0	0	1	0	8	0	0	2	0	0	0	28	0	0	0	1	0	4	0	18	2	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	53	4	11	18	1	5	20	0	19	1	0	0	0	0	7	63	304	81	0	0	1	47	0	12	1	0	1	62	0	103	0	0	0	0	0	2	36	5	16	15	0	0
ASV_427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	689	0	257	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	1	0	0	0	0	0	0	3
ASV_457	4	1	4	5	1	3	9	37	4	15	131	10	16	1	3	0	2	1	1	1	14	5	99	7	0	0	5	2	1	2	66	0	7	6	1	0	10	5	4	10	1	3	25	1	3	6	0	1	20	0	6	5	1	3	3	0	8	4	0	2	26	5	16	4	0	0	28	0	12	48	19	18	9	0	0	91	4	2	42	0	18	22	0	10
ASV_439	0	2	4	0	0	1	0	1	1	0	0	0	5	0	1	1	1	2	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	12	0	0	2	9	1	20	2	0	17	5	0	8	13	0	14	15	0	7	26	2	21	12	2	15	8	0	20	9	0	165	105	0	279	8	1	18	18	0	9	45	0	30	3	0	10
ASV_448	0	0	1	0	3	1	2	0	0	2	0	1	0	1	0	2	0	0	3	2	0	0	0	0	0	0	1	1	0	4	0	1	1	7	0	0	1	2	0	1	4	1	0	1	0	1	0	0	2	0	1	0	1	8	587	1	0	0	0	1	0	2	3	1	0	3	27	15	45	2	0	2	6	1	0	0	0	1	0	3	0	156	2	35
ASV_2132	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	161	2	0	0	0	0	3	0	0	0	0	0	0	0	0	22	1	0	2	2	0	24	2	0	2	4	0	0	0	0	0	7	1	0	0	0	1	1	0	2	0	0	0	0	0	34	4	0	0	0	0	24	3	0	20	2	0	0	3	0	18	2	0	589	0
ASV_446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	1	11	5	11	11	1	0	0	0	0	819	1	0	0	0
ASV_437	1	0	3	0	1	0	0	0	11	1	1	4	1	0	7	4	0	9	0	0	0	0	0	0	1	0	0	0	0	8	11	0	5	7	0	2	12	18	15	3	0	1	27	2	6	4	0	0	2	183	13	6	1	8	4	7	9	4	0	10	6	0	10	4	5	5	0	0	5	8	3	89	2	2	27	1	43	12	0	281	0	0	1	9
ASV_486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	40	3	0	0	397	247	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	1	0	0
ASV_418	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_426	0	0	0	4	0	0	3	0	0	8	5	6	58	164	15	190	108	196	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	51	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	29	1	3	0	0	2	2	0	37	3	15	2	0	0	0	0	0	0	1	0	3	0	0	0	0	0
ASV_471	0	16	5	1	3	9	1	1	11	12	0	1	15	10	6	4	19	6	15	0	13	0	1	1	0	0	13	1	0	6	4	1	6	0	0	1	1	0	0	3	0	5	0	0	0	5	0	1	1	0	1	22	7	9	42	58	67	38	42	14	123	4	66	2	0	0	5	1	0	8	0	9	14	0	33	64	0	48	5	1	8	1	22	8
ASV_423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	745	142	22	0	0	0	0	0	0	0	0	0	0	0	0
ASV_465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	177	451	244	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	5	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ASV_428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	750	1	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
